k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[7.761003635e-07, -1.6798424725e-06, 0.0100011302894797, 0.0003705437615573, 1.02907699582e-05, 0.0979768872513285, 0.0001591089728364, 3.92487295362e-05]|1680.9887374014949728|      0.00006104|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[7.761003635e-07, -1.6798424725e-06, 0.0100011302894797, 0.0003705437615573, 1.02907699582e-05, 0.0979768872513285, 0.0001591089728364, 3.92487295362e-05]|1680.9887374014949728|      0.00003052|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[7.761003635e-07, -1.6798424725e-06, 0.0100011302894797, 0.0003705437615573, 1.02907699582e-05, 0.0979768872513285, 0.0001591089728364, 3.92487295362e-05]|1680.9887374014949728|      0.00001526|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[7.761003635e-07, -1.6798424725e-06, 0.0100011302894797, 0.0003705437615573, 1.02907699582e-05, 0.0979768872513285, 0.0001591089728364, 3.92487295362e-05]|1680.9887374014949728|      0.00000763|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-2.48568305e-08, -3.1970579696e-06, 0.0100021208780352, 0.0003704142435363, 1.08098153914e-05, 0.0979780311189418, 0.0001645368718599, 3.44293710799e-05]|1610.6091625818437478|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-2.48568305e-08, -3.1970579696e-06, 0.0100021208780352, 0.0003704142435363, 1.08098153914e-05, 0.0979780311189418, 0.0001645368718599, 3.44293710799e-05]|1610.6091625818437478|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-2.48568305e-08, -3.1970579696e-06, 0.0100021208780352, 0.0003704142435363, 1.08098153914e-05, 0.0979780311189418, 0.0001645368718599, 3.44293710799e-05]|1610.6091625818437478|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-2.930504986e-07, -3.2414729992e-06, 0.0100016157528951, 0.0003710176028524, 1.16929368495e-05, 0.0979784061523655, 0.0001671911491974, 3.68569375683e-05]|1593.9377264706070036|      0.00000763|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[-2.930504986e-07, -3.2414729992e-06, 0.0100016157528951, 0.0003710176028524, 1.16929368495e-05, 0.0979784061523655, 0.0001671911491974, 3.68569375683e-05]|1593.9377264706070036|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-2.930504986e-07, -3.2414729992e-06, 0.0100016157528951, 0.0003710176028524, 1.16929368495e-05, 0.0979784061523655, 0.0001671911491974, 3.68569375683e-05]|1593.9377264706070036|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-2.930504986e-07, -3.2414729992e-06, 0.0100016157528951, 0.0003710176028524, 1.16929368495e-05, 0.0979784061523655, 0.0001671911491974, 3.68569375683e-05]|1593.9377264706070036|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-2.198456338e-07, -3.1458459918e-06, 0.010001721558555, 0.000371384892431, 1.21936797795e-05, 0.0979779591577828, 0.0001667569606031, 3.65255354281e-05]|1592.7356605529034823|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[-2.198456338e-07, -3.1458459918e-06, 0.010001721558555, 0.000371384892431, 1.21936797795e-05, 0.0979779591577828, 0.0001667569606031, 3.65255354281e-05]|1592.7356605529034823|      0.00000095|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-3.449219382e-07, -2.8329738501e-06, 0.0100017028208108, 0.0003719825992062, 1.26584591837e-05, 0.0979779550024023, 0.0001663899778762, 3.68215821593e-05]|1592.3442440793642163|      0.00000191|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-3.449219382e-07, -2.8329738501e-06, 0.0100017028208108, 0.0003719825992062, 1.26584591837e-05, 0.0979779550024023, 0.0001663899778762, 3.68215821593e-05]|1592.3442440793642163|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-3.449219382e-07, -2.8329738501e-06, 0.0100017028208108, 0.0003719825992062, 1.26584591837e-05, 0.0979779550024023, 0.0001663899778762, 3.68215821593e-05]|1592.3442440793642163|      0.00000048|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[-2.657466557e-07, -2.7579787615e-06, 0.0100015887719068, 0.0003721012034163, 1.28846180807e-05, 0.0979779151367097, 0.0001667329259769, 3.66872093359e-05]|1591.9552504544092244|      0.00000095|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-2.657466557e-07, -2.7579787615e-06, 0.0100015887719068, 0.0003721012034163, 1.28846180807e-05, 0.0979779151367097, 0.0001667329259769, 3.66872093359e-05]|1591.9552504544092244|      0.00000048|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-2.29837777e-07, -2.7621032006e-06, 0.0100017269013364, 0.0003722244784939, 1.31857447535e-05, 0.0979778512570692, 0.0001670365889549, 3.6617771255e-05]|1591.8950293213333680|      0.00000095|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[2.214062382e-07, -2.8607126333e-06, 0.0100016578617523, 0.000371845099843, 1.37266894801e-05, 0.0979779943496802, 0.0001666062966229, 3.63959449448e-05]|1591.6631867884809708|      0.00000191|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[2.214062382e-07, -2.8607126333e-06, 0.0100016578617523, 0.000371845099843, 1.37266894801e-05, 0.0979779943496802, 0.0001666062966229, 3.63959449448e-05]|1591.6631867884809708|      0.00000095|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[2.214062382e-07, -2.8607126333e-06, 0.0100016578617523, 0.000371845099843, 1.37266894801e-05, 0.0979779943496802, 0.0001666062966229, 3.63959449448e-05]|1591.6631867884809708|      0.00000048|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[3.614866214e-07, -2.8070150159e-06, 0.0100017371406439, 0.0003719151085781, 1.40526423515e-05, 0.0979781031947277, 0.0001668097904386, 3.65808208768e-05]|1591.4446798909209519|      0.00000095|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[5.52635813e-07, -2.9426169784e-06, 0.0100024891132985, 0.0003720258222184, 1.45492693842e-05, 0.0979781452164414, 0.0001666917221053, 3.67012536272e-05]|1591.3117508511122651|      0.00000191|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[5.52635813e-07, -2.9426169784e-06, 0.0100024891132985, 0.0003720258222184, 1.45492693842e-05, 0.0979781452164414, 0.0001666917221053, 3.67012536272e-05]|1591.3117508511122651|      0.00000095|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
