k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.57160545280973, 3.009346588837466, 0.5722519128994514, 40.41843496906506, -0.4306309337443028, -1.340819869312055, 26.07687166164583, -0.871810106570316, 1.1594666003939569]|855.8175246986205593|      0.50000000|[268, 88, 4, 26]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      12|[10.57160545280973, 3.009346588837466, 0.5722519128994514, 40.41843496906506, -0.4306309337443028, -1.340819869312055, 26.07687166164583, -0.871810106570316, 1.1594666003939569]|855.8175246986205593|      0.25000000|[293, 96, 4, 28]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[10.57160545280973, 3.009346588837466, 0.5722519128994514, 40.41843496906506, -0.4306309337443028, -1.340819869312055, 26.07687166164583, -0.871810106570316, 1.1594666003939569]|855.8175246986205593|      0.12500000|[317, 104, 4, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[10.614550802073273, 3.038098970827262, 0.5452633198574786, 40.41170919906552, -0.5239800008039617, -1.3679867670987853, 26.084027754501268, -0.8204846583637112, 1.1529261558184467]|851.2446289062500000|      0.25000000|[341, 112, 4, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      15|[10.704055491883592, 3.090410932604525, 0.5109034684515763, 40.3896457966137, -0.6198064877141194, -1.2833578338942506, 26.136800970311498, -0.6460539417238691, 1.1299236147139577]|849.5854270783761422|      0.50000000|[365, 120, 5, 35]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      16|[10.704055491883592, 3.090410932604525, 0.5109034684515763, 40.3896457966137, -0.6198064877141194, -1.2833578338942506, 26.136800970311498, -0.6460539417238691, 1.1299236147139577]|849.5854270783761422|      0.25000000|[390, 128, 5, 37]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[10.60674149331667, 3.0563049078882716, 0.4959075883091789, 40.52251366653351, -0.6380619316911447, -1.3512035145537185, 26.282079954321123, -0.5891720362514684, 1.1985544058992046]|842.2874130284908460|      0.50000000|[414, 136, 6, 40]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      18|[10.60674149331667, 3.0563049078882716, 0.4959075883091789, 40.52251366653351, -0.6380619316911447, -1.3512035145537185, 26.282079954321123, -0.5891720362514684, 1.1985544058992046]|842.2874130284908460|      0.25000000|[439, 144, 7, 43]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[10.60674149331667, 3.0563049078882716, 0.4959075883091789, 40.52251366653351, -0.6380619316911447, -1.3512035145537185, 26.282079954321123, -0.5891720362514684, 1.1985544058992046]|842.2874130284908460|      0.12500000|[464, 152, 7, 45]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[10.611965560000037, 3.0362525139878187, 0.5274025478525877, 40.59719050960857, -0.6539058968127269, -1.3240626746952764, 26.240185768912156, -0.5280659692899985, 1.2449259127571297]|841.4398803710937500|      0.25000000|[488, 160, 7, 47]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[10.611965560000037, 3.0362525139878187, 0.5274025478525877, 40.59719050960857, -0.6539058968127269, -1.3240626746952764, 26.240185768912156, -0.5280659692899985, 1.2449259127571297]|841.4398803710937500|      0.12500000|[512, 168, 7, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[10.61125342352012, 3.040335410450658, 0.505466930777907, 40.649889210203135, -0.6470313630657075, -1.3322066037717974, 26.34121606290344, -0.4867081337972127, 1.227084253034755]|839.2728881835937500|      0.25000000|[536, 176, 7, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[10.61125342352012, 3.040335410450658, 0.505466930777907, 40.649889210203135, -0.6470313630657075, -1.3322066037717974, 26.34121606290344, -0.4867081337972127, 1.227084253034755]|839.2728881835937500|      0.12500000|[560, 184, 8, 54]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[10.684839315569798, 3.0458383074274025, 0.5251846841282038, 40.692587640988044, -0.6820419015074343, -1.3180117551486266, 26.328341145591597, -0.4247025497214177, 1.2773853598382627]|838.6511230468750000|      0.25000000|[585, 192, 8, 56]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[10.684839315569798, 3.0458383074274025, 0.5251846841282038, 40.692587640988044, -0.6820419015074343, -1.3180117551486266, 26.328341145591597, -0.4247025497214177, 1.2773853598382627]|838.6511230468750000|      0.12500000|[609, 200, 9, 59]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[10.601537447453174, 3.0612730450378907, 0.524390646090427, 40.683121921689725, -0.7507461254421891, -1.3062949583424721, 26.37720728456535, -0.4548758879694423, 1.2915787988799579]|836.4844360351562500|      0.25000000|[634, 208, 9, 61]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      27|[10.601537447453174, 3.0612730450378907, 0.524390646090427, 40.683121921689725, -0.7507461254421891, -1.3062949583424721, 26.37720728456535, -0.4548758879694423, 1.2915787988799579]|836.4844360351562500|      0.12500000|[658, 216, 10, 64]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      28|[10.601537447453174, 3.0612730450378907, 0.524390646090427, 40.683121921689725, -0.7507461254421891, -1.3062949583424721, 26.37720728456535, -0.4548758879694423, 1.2915787988799579]|836.4844360351562500|      0.06250000|[683, 224, 10, 66]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      29|[10.62002671450558, 3.0607493645509463, 0.5106263800391112, 40.71009732579587, -0.7620344189115636, -1.2931895898767458, 26.405933106492917, -0.4534979319092015, 1.3305755609968302]|835.4912009138002986|      0.12500000|[707, 232, 11, 69]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      30|[10.628206743190116, 3.11323685636405, 0.5273924896528188, 40.78777809217613, -0.7976284120779753, -1.2625690519218238, 26.43204751880624, -0.4266675313269563, 1.384253897566]|833.9161376953125000|      0.25000000|[732, 240, 11, 71]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      31|[10.628206743190116, 3.11323685636405, 0.5273924896528188, 40.78777809217613, -0.7976284120779753, -1.2625690519218238, 26.43204751880624, -0.4266675313269563, 1.384253897566]|833.9161376953125000|      0.12500000|[756, 248, 11, 73]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      32|[10.628206743190116, 3.11323685636405, 0.5273924896528188, 40.78777809217613, -0.7976284120779753, -1.2625690519218238, 26.43204751880624, -0.4266675313269563, 1.384253897566]|833.9161376953125000|      0.06250000|[780, 256, 11, 75]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      33|[10.639375890330472, 3.1120071448747777, 0.5145781426841765, 40.83678438119041, -0.8128563266443523, -1.2729279295663414, 26.44805213384241, -0.4082249033701698, 1.3675598820477588]|832.9216308593750000|      0.12500000|[804, 264, 11, 77]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      34|[10.639375890330472, 3.1120071448747777, 0.5145781426841765, 40.83678438119041, -0.8128563266443523, -1.2729279295663414, 26.44805213384241, -0.4082249033701698, 1.3675598820477588]|832.9216308593750000|      0.06250000|[828, 272, 11, 79]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      35|[10.653274315644081, 3.088564732105295, 0.5284437937622982, 40.85213346498762, -0.8352275579202635, -1.2721718583077604, 26.45954418834065, -0.365310269676884, 1.383712580582232]|832.1285400390625000|      0.12500000|[852, 280, 11, 81]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      36|[10.653274315644081, 3.088564732105295, 0.5284437937622982, 40.85213346498762, -0.8352275579202635, -1.2721718583077604, 26.45954418834065, -0.365310269676884, 1.383712580582232]|832.1285400390625000|      0.06250000|[876, 288, 11, 83]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      37|[10.630063268611218, 3.077285514462028, 0.4944029867103794, 40.87371531733039, -0.8506669912752778, -1.2708836432214667, 26.46800759368152, -0.3332902679557168, 1.3670159249565372]|831.4097900390625000|      0.12500000|[900, 296, 11, 85]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      38|[10.593330794582634, 3.097874399684006, 0.513719319816294, 40.97799008156357, -0.895275808101901, -1.2857507421359504, 26.45983385724982, -0.3341530945025452, 1.3489343218527559]|830.3656616210937500|      0.25000000|[924, 304, 11, 87]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      39|[10.593330794582634, 3.097874399684006, 0.513719319816294, 40.97799008156357, -0.895275808101901, -1.2857507421359504, 26.45983385724982, -0.3341530945025452, 1.3489343218527559]|830.3656616210937500|      0.12500000|[948, 312, 11, 89]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      40|[10.610854215429834, 3.0366328222672117, 0.5206871642106224, 41.02732319392311, -0.9104706707192235, -1.1973159665996895, 26.485585137332418, -0.3379038988154464, 1.3300583648243627]|829.0054931640625000|      0.25000000|[972, 320, 11, 91]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
