k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      15|[10.690907105415071, 3.0226478867636186, 0.5698928096611443, 40.44478063764423, -0.6751717319024196, -1.295459209998486, 26.246654698555776, -0.5169537047945592, 1.2535528640094065]|844.7023925781250000|      0.50000000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[10.690907105415071, 3.0226478867636186, 0.5698928096611443, 40.44478063764423, -0.6751717319024196, -1.295459209998486, 26.246654698555776, -0.5169537047945592, 1.2535528640094065]|844.7023925781250000|      0.25000000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[10.589072870780143, 3.0669887122514585, 0.51869578799249, 40.5609437091347, -0.6519359221067332, -1.3504893853226387, 26.41923404863067, -0.542717175565665, 1.259303872096633]|841.4464721679687500|      0.50000000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[10.589072870780143, 3.0669887122514585, 0.51869578799249, 40.5609437091347, -0.6519359221067332, -1.3504893853226387, 26.41923404863067, -0.542717175565665, 1.259303872096633]|841.4464721679687500|      0.25000000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[10.589072870780143, 3.0669887122514585, 0.51869578799249, 40.5609437091347, -0.6519359221067332, -1.3504893853226387, 26.41923404863067, -0.542717175565665, 1.259303872096633]|841.4464721679687500|      0.12500000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[10.624799413601469, 3.060655618238915, 0.5161543284300049, 40.5947541446579, -0.6630421480523685, -1.3403606346573746, 26.349487741897335, -0.4656418714140543, 1.3054320829170127]|838.4973144531250000|      0.25000000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      21|[10.624799413601469, 3.060655618238915, 0.5161543284300049, 40.5947541446579, -0.6630421480523685, -1.3403606346573746, 26.349487741897335, -0.4656418714140543, 1.3054320829170127]|838.4973144531250000|      0.12500000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[10.649819093390246, 3.0636439929185295, 0.5049917719901417, 40.65287513995587, -0.6751943150923686, -1.3077381642878514, 26.433768857405305, -0.4093759583628982, 1.3029077335325279]|836.8871459960937500|      0.25000000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[10.535273564873227, 3.063192482835781, 0.6228972420279622, 40.7757061245858, -0.7917729232546693, -1.2784926412717168, 26.401834603099935, -0.3735597359398548, 1.3632525469066716]|836.3449096679687500|      0.50000000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[10.535273564873227, 3.063192482835781, 0.6228972420279622, 40.7757061245858, -0.7917729232546693, -1.2784926412717168, 26.401834603099935, -0.3735597359398548, 1.3632525469066716]|836.3449096679687500|      0.25000000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[10.710168166750009, 3.0592404990473154, 0.5580324685690388, 40.83446675054691, -0.8207751279441086, -1.306791873807528, 26.549837502728778, -0.3665524405490223, 1.337952840721122]|835.1772460937500000|      0.50000000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      26|[10.710168166750009, 3.0592404990473154, 0.5580324685690388, 40.83446675054691, -0.8207751279441086, -1.306791873807528, 26.549837502728778, -0.3665524405490223, 1.337952840721122]|835.1772460937500000|      0.25000000|[781, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[10.612413528238001, 3.0606799718811333, 0.5256758552838222, 40.96418268428861, -0.7829255861301604, -1.2958957886804199, 26.442409505970105, -0.2253283709026432, 1.3830356518123457]|833.8243408203125000|      0.50000000|[811, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      28|[10.612413528238001, 3.0606799718811333, 0.5256758552838222, 40.96418268428861, -0.7829255861301604, -1.2958957886804199, 26.442409505970105, -0.2253283709026432, 1.3830356518123457]|833.8243408203125000|      0.25000000|[841, 0, 0, 56]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[10.612413528238001, 3.0606799718811333, 0.5256758552838222, 40.96418268428861, -0.7829255861301604, -1.2958957886804199, 26.442409505970105, -0.2253283709026432, 1.3830356518123457]|833.8243408203125000|      0.12500000|[871, 0, 0, 58]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      30|[10.584739483963604, 3.065213765979923, 0.5128658150572165, 40.97895851526418, -0.859327294967265, -1.3126647378861287, 26.5247911624717, -0.264492299534039, 1.3871829724482752]|830.5705566406250000|      0.25000000|[901, 0, 0, 60]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      31|[10.68970343864869, 3.0497158401263635, 0.5026583445374467, 41.01477287251133, -0.995363924215766, -1.1404491935851837, 26.533491198858144, -0.2999576362593489, 1.406100766541046]|829.3697509765625000|      0.50000000|[931, 0, 0, 62]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      32|[10.68970343864869, 3.0497158401263635, 0.5026583445374467, 41.01477287251133, -0.995363924215766, -1.1404491935851837, 26.533491198858144, -0.2999576362593489, 1.406100766541046]|829.3697509765625000|      0.25000000|[961, 0, 0, 64]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      33|[10.554263733822062, 3.0943848978078288, 0.5337245769489621, 41.17387024436551, -0.9523228970953912, -1.200223934798914, 26.483399289056056, -0.2120756817364088, 1.3910777823490021]|827.9164428710937500|      0.50000000|[991, 0, 0, 66]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      34|[10.554263733822062, 3.0943848978078288, 0.5337245769489621, 41.17387024436551, -0.9523228970953912, -1.200223934798914, 26.483399289056056, -0.2120756817364088, 1.3910777823490021]|827.9164428710937500|      0.25000000|[1021, 0, 0, 68]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[10.554263733822062, 3.0943848978078288, 0.5337245769489621, 41.17387024436551, -0.9523228970953912, -1.200223934798914, 26.483399289056056, -0.2120756817364088, 1.3910777823490021]|827.9164428710937500|      0.12500000|[1051, 0, 0, 70]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      36|[10.596221583856021, 3.0879843415135464, 0.4999092132565344, 41.235767015141114, -1.0155284490784515, -1.1732929873750353, 26.535180133390504, -0.2403417171747258, 1.416542273616905]|824.5750122070312500|      0.25000000|[1081, 0, 0, 72]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      37|[10.596221583856021, 3.0879843415135464, 0.4999092132565344, 41.235767015141114, -1.0155284490784515, -1.1732929873750353, 26.535180133390504, -0.2403417171747258, 1.416542273616905]|824.5750122070312500|      0.12500000|[1111, 0, 0, 74]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      38|[10.63734500001185, 3.062145563642709, 0.511675587371732, 41.29554218605895, -1.0813777556958308, -1.111569359972126, 26.570858038557436, -0.247178000680415, 1.4259825348795365]|822.9423828125000000|      0.25000000|[1141, 0, 0, 76]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      39|[10.63734500001185, 3.062145563642709, 0.511675587371732, 41.29554218605895, -1.0813777556958308, -1.111569359972126, 26.570858038557436, -0.247178000680415, 1.4259825348795365]|822.9423828125000000|      0.12500000|[1171, 0, 0, 78]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      40|[10.589410416841666, 3.065910947511421, 0.5160566694896856, 41.38304418300938, -1.1085223897596055, -1.0842996135810754, 26.532417395421152, -0.1960538249697681, 1.4340738670486846]|821.6113891601562500|      0.25000000|[1201, 0, 0, 80]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      41|[10.589410416841666, 3.065910947511421, 0.5160566694896856, 41.38304418300938, -1.1085223897596055, -1.0842996135810754, 26.532417395421152, -0.1960538249697681, 1.4340738670486846]|821.6113891601562500|      0.12500000|[1231, 0, 0, 82]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      42|[10.629132778488167, 3.057148302695681, 0.5233737428174298, 41.43593978123717, -1.147435731147187, -1.0425642169918892, 26.592259235907903, -0.2586039172551446, 1.4148589045729205]|820.7335205078125000|      0.25000000|[1261, 0, 0, 84]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      43|[10.629132778488167, 3.057148302695681, 0.5233737428174298, 41.43593978123717, -1.147435731147187, -1.0425642169918892, 26.592259235907903, -0.2586039172551446, 1.4148589045729205]|820.7335205078125000|      0.12500000|[1291, 0, 0, 86]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      44|[10.603051840168963, 3.0696777423850903, 0.517162517003675, 41.52102929628519, -1.1473557702084234, -1.0395045100926943, 26.54701664210691, -0.1875452517284456, 1.4349436863716938]|819.2821655273437500|      0.25000000|[1321, 0, 0, 88]                                                           |  | trying linear partial model with 17 points | iterate success | actual_k=0
      45|[10.603051840168963, 3.0696777423850903, 0.517162517003675, 41.52102929628519, -1.1473557702084234, -1.0395045100926943, 26.54701664210691, -0.1875452517284456, 1.4349436863716938]|819.2821655273437500|      0.12500000|[1351, 0, 0, 90]                                                           |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
