k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-0.0001563128408684, -0.0001617413397451, 0.010023785076463, 0.0003116680181961, -1.84023843161e-05, 0.0979307114838917, 0.0001664100128031, 3.61719090375e-05]|  0.8225815650426496|      0.00000381|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-0.0001563128408684, -0.0001617413397451, 0.010023785076463, 0.0003116680181961, -1.84023843161e-05, 0.0979307114838917, 0.0001664100128031, 3.61719090375e-05]|  0.8225815650426496|      0.00000191|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.0001563128408684, -0.0001617413397451, 0.010023785076463, 0.0003116680181961, -1.84023843161e-05, 0.0979307114838917, 0.0001664100128031, 3.61719090375e-05]|  0.8225815650426496|      0.00000095|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-0.0001560965289265, -0.0001617375687775, 0.0100239028511719, 0.000311622464094, -1.89052506279e-05, 0.0979305913464321, 0.0001668389514255, 3.6800755353e-05]|  0.8222183792212849|      0.00000191|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-0.0001560965289265, -0.0001617375687775, 0.0100239028511719, 0.000311622464094, -1.89052506279e-05, 0.0979305913464321, 0.0001668389514255, 3.6800755353e-05]|  0.8222183792212849|      0.00000095|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-0.0001560965289265, -0.0001617375687775, 0.0100239028511719, 0.000311622464094, -1.89052506279e-05, 0.0979305913464321, 0.0001668389514255, 3.6800755353e-05]|  0.8222183792212849|      0.00000048|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-0.0001561458204654, -0.0001617171714437, 0.0100238587041198, 0.0003117820980874, -1.92232845712e-05, 0.0979305437337208, 0.0001665753203214, 3.66452494819e-05]|  0.8221340122836190|      0.00000095|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-0.0001561458204654, -0.0001617171714437, 0.0100238587041198, 0.0003117820980874, -1.92232845712e-05, 0.0979305437337208, 0.0001665753203214, 3.66452494819e-05]|  0.8221340122836190|      0.00000048|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0001560964164712, -0.0001617458978507, 0.0100237404850381, 0.0003118657612251, -1.95094841479e-05, 0.0979305270143885, 0.0001668010422539, 3.69098100946e-05]|  0.8220855881566820|      0.00000095|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-0.0001560964164712, -0.0001617458978507, 0.0100237404850381, 0.0003118657612251, -1.95094841479e-05, 0.0979305270143885, 0.0001668010422539, 3.69098100946e-05]|  0.8220855881566820|      0.00000048|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-0.0001560494980753, -0.0001617200959387, 0.0100237363610319, 0.0003120411485329, -1.98146119074e-05, 0.0979305108564099, 0.0001667958844678, 3.6593047955e-05]|  0.8219742279880620|      0.00000095|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-0.0001560494980753, -0.0001617200959387, 0.0100237363610319, 0.0003120411485329, -1.98146119074e-05, 0.0979305108564099, 0.0001667958844678, 3.6593047955e-05]|  0.8219742279880620|      0.00000048|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-0.0001560585355454, -0.0001615680020532, 0.0100237362586042, 0.0003122311576937, -2.01491037762e-05, 0.0979304342875845, 0.0001667825990547, 3.68169494074e-05]|  0.8218511703021274|      0.00000095|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-0.0001560585355454, -0.0001615680020532, 0.0100237362586042, 0.0003122311576937, -2.01491037762e-05, 0.0979304342875845, 0.0001667825990547, 3.68169494074e-05]|  0.8218511703021274|      0.00000048|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-0.0001561719487784, -0.0001615021098419, 0.0100236150966534, 0.0003124782386454, -2.03780598461e-05, 0.0979304194722987, 0.0001665679625822, 3.66279231511e-05]|  0.8217469599015534|      0.00000095|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
