k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.59704255442564, 2.9823860879837167, 0.4374881481553596, 39.993512491099935, -0.6477844305469918, -1.2473829969278676, 25.631732344155754, -0.4955728351309289, 0.7750714244270591]|912.6440652732194394|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
      12|[10.70036305039531, 3.0400000665417757, 0.5100468974154153, 40.65041841777508, -0.7456842843074513, -1.3176492703773985, 26.29577455803469, -0.6086075243595193, 1.2133343542821864]|840.6586089862062181|      0.25000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[10.536631274824853, 3.065775512885037, 0.5131834620365867, 40.75321111200403, -0.7677161283302253, -1.3045065488300753, 26.274813243599148, -0.4941436244230558, 1.3145858314943057]|838.5411541113710427|      0.50000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[10.536631274824853, 3.065775512885037, 0.5131834620365867, 40.75321111200403, -0.7677161283302253, -1.3045065488300753, 26.274813243599148, -0.4941436244230558, 1.3145858314943057]|838.5411541113710427|      0.25000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[10.536631274824853, 3.065775512885037, 0.5131834620365867, 40.75321111200403, -0.7677161283302253, -1.3045065488300753, 26.274813243599148, -0.4941436244230558, 1.3145858314943057]|838.5411541113710427|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[10.579197901522573, 3.048590232680549, 0.5196319136914647, 40.77410088492771, -0.807961157789396, -1.304240565061891, 26.352400622403994, -0.5663119972649497, 1.3007303357495001]|836.5587951073640625|      0.25000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[10.579197901522573, 3.048590232680549, 0.5196319136914647, 40.77410088492771, -0.807961157789396, -1.304240565061891, 26.352400622403994, -0.5663119972649497, 1.3007303357495001]|836.5587951073640625|      0.12500000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[10.63298619945355, 3.0477650538904255, 0.5282027837410007, 40.8429444526978, -0.821812307841342, -1.2803796203906495, 26.32196237594464, -0.4908613101904609, 1.3239197596973629]|834.4596510673845842|      0.25000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[10.63298619945355, 3.0477650538904255, 0.5282027837410007, 40.8429444526978, -0.821812307841342, -1.2803796203906495, 26.32196237594464, -0.4908613101904609, 1.3239197596973629]|834.4596510673845842|      0.12500000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[10.611798583022088, 3.05427799888979, 0.5316443984433789, 40.878657051115546, -0.855647215172512, -1.2875444925279957, 26.431703436252462, -0.4955193891747758, 1.2997227000470972]|833.8730645817589675|      0.25000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[10.611798583022088, 3.05427799888979, 0.5316443984433789, 40.878657051115546, -0.855647215172512, -1.2875444925279957, 26.431703436252462, -0.4955193891747758, 1.2997227000470972]|833.8730645817589675|      0.12500000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[10.628711305696699, 3.0616322566988847, 0.5237703057661284, 40.92520879443318, -0.8671051572052695, -1.2582393310470223, 26.36977849015769, -0.4196402283476912, 1.3494558443343125]|831.9407238569552874|      0.25000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[10.598058363098447, 3.096628069978743, 0.5173283406437571, 41.085476706964855, -0.9502379207412547, -1.2494572115303324, 26.534098082968985, -0.4175465972187329, 1.3246587962893643]|830.8927578141809818|      0.50000000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[10.598058363098447, 3.096628069978743, 0.5173283406437571, 41.085476706964855, -0.9502379207412547, -1.2494572115303324, 26.534098082968985, -0.4175465972187329, 1.3246587962893643]|830.8927578141809818|      0.25000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[10.598058363098447, 3.096628069978743, 0.5173283406437571, 41.085476706964855, -0.9502379207412547, -1.2494572115303324, 26.534098082968985, -0.4175465972187329, 1.3246587962893643]|830.8927578141809818|      0.12500000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[10.630019518865916, 3.0864152969988368, 0.5293344319246085, 41.108794244655044, -0.996298919056572, -1.2618428883104549, 26.45759636503422, -0.3477617383208093, 1.3531872043208735]|828.0302176958763312|      0.25000000|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[10.570380329539592, 3.0752431555597535, 0.5251715911096161, 41.22396574524885, -1.0054088989574381, -1.089999184626415, 26.526390203729814, -0.2708043412391081, 1.4257700061528267]|824.8864740649755731|      0.50000000|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      28|[10.570380329539592, 3.0752431555597535, 0.5251715911096161, 41.22396574524885, -1.0054088989574381, -1.089999184626415, 26.526390203729814, -0.2708043412391081, 1.4257700061528267]|824.8864740649755731|      0.25000000|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[10.726890966100749, 3.051781911345766, 0.5181963273066353, 41.36053485395458, -1.1286839963920938, -1.120174586424142, 26.558185834875133, -0.2417182762294083, 1.3976639739444812]|824.1267048472944907|      0.50000000|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      30|[10.726890966100749, 3.051781911345766, 0.5181963273066353, 41.36053485395458, -1.1286839963920938, -1.120174586424142, 26.558185834875133, -0.2417182762294083, 1.3976639739444812]|824.1267048472944907|      0.25000000|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[10.502682151571939, 3.0757007966165544, 0.4973238671174223, 41.4032923544503, -1.1548511599275006, -1.0806667989286918, 26.523254321826517, -0.2023970169705773, 1.4638642248364289]|823.0509718805993771|      0.50000000|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      32|[10.502682151571939, 3.0757007966165544, 0.4973238671174223, 41.4032923544503, -1.1548511599275006, -1.0806667989286918, 26.523254321826517, -0.2023970169705773, 1.4638642248364289]|823.0509718805993771|      0.25000000|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      33|[10.7047828768399, 3.089786216354205, 0.5208510102727546, 41.487327124204334, -1.1639753560493689, -1.040889158667253, 26.628479884527767, -0.2268398340780065, 1.4413665176036365]|821.4813543506548967|      0.50000000|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[10.7047828768399, 3.089786216354205, 0.5208510102727546, 41.487327124204334, -1.1639753560493689, -1.040889158667253, 26.628479884527767, -0.2268398340780065, 1.4413665176036365]|821.4813543506548967|      0.25000000|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[10.7047828768399, 3.089786216354205, 0.5208510102727546, 41.487327124204334, -1.1639753560493689, -1.040889158667253, 26.628479884527767, -0.2268398340780065, 1.4413665176036365]|821.4813543506548967|      0.12500000|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[10.592938202717223, 3.08469243745574, 0.5290704525840226, 41.50469509663224, -1.1808827610055816, -1.074899708808592, 26.627482645338144, -0.1926703760281276, 1.4309026571273382]|819.5818924195441468|      0.25000000|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[10.592938202717223, 3.08469243745574, 0.5290704525840226, 41.50469509663224, -1.1808827610055816, -1.074899708808592, 26.627482645338144, -0.1926703760281276, 1.4309026571273382]|819.5818924195441468|      0.12500000|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[10.616531583110321, 3.054650990420422, 0.5206491145427282, 41.54079217531358, -1.221810425561694, -0.9948047443682303, 26.57117642609061, -0.1624953619676444, 1.4059878626530566]|818.3205137000634295|      0.25000000|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[10.616531583110321, 3.054650990420422, 0.5206491145427282, 41.54079217531358, -1.221810425561694, -0.9948047443682303, 26.57117642609061, -0.1624953619676444, 1.4059878626530566]|818.3205137000634295|      0.12500000|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[10.59135045841871, 3.0708090428214527, 0.5175154400333045, 41.64065156061617, -1.2342979170850272, -0.9724863944593815, 26.610262482222048, -0.1921777486426186, 1.4470402864925438]|816.5222406106830704|      0.25000000|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      41|[10.59135045841871, 3.0708090428214527, 0.5175154400333045, 41.64065156061617, -1.2342979170850272, -0.9724863944593815, 26.610262482222048, -0.1921777486426186, 1.4470402864925438]|816.5222406106830704|      0.12500000|[697, 0, 41, 82]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      42|[10.610376455210345, 3.065994106063714, 0.5256466300583232, 41.726649326445994, -1.2740841336633524, -0.9368243895428807, 26.549561382974808, -0.1576780804691602, 1.4540061800443436]|815.5696997220087496|      0.25000000|[714, 0, 42, 84]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      43|[10.610376455210345, 3.065994106063714, 0.5256466300583232, 41.726649326445994, -1.2740841336633524, -0.9368243895428807, 26.549561382974808, -0.1576780804691602, 1.4540061800443436]|815.5696997220087496|      0.12500000|[731, 0, 43, 86]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      44|[10.596671533466449, 3.0815898844766068, 0.4940988296002697, 41.79749944123523, -1.3077785361279275, -0.8991445313113475, 26.61841369914757, -0.1985188666404618, 1.43933482683262]|814.0155729983032415|      0.25000000|[748, 0, 44, 88]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      45|[10.596671533466449, 3.0815898844766068, 0.4940988296002697, 41.79749944123523, -1.3077785361279275, -0.8991445313113475, 26.61841369914757, -0.1985188666404618, 1.43933482683262]|814.0155729983032415|      0.12500000|[765, 0, 45, 90]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
