k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[1.2928202958455774, 1.9828747614293258, 1.1398512491857513, 0.7588084374118578, 1.298678657801974, 1.121777779971212]|  0.3101607519280276|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[1.2928202958455774, 1.9828747614293258, 1.1398512491857513, 0.7588084374118578, 1.298678657801974, 1.121777779971212]|  0.3101607519280276|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[1.2950362867395857, 1.9860670991162097, 1.1580100046641435, 0.7416478546888243, 1.3007939113012155, 1.1400195059631901]|  0.3039278016268492|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[1.2950362867395857, 1.9860670991162097, 1.1580100046641435, 0.7416478546888243, 1.3007939113012155, 1.1400195059631901]|  0.3039278016268492|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[1.3161643851222244, 1.9841036481011989, 1.1508563376059113, 0.7423258360788678, 1.3214064758202029, 1.1329627084139835]|  0.3007461353290222|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[1.3161643851222244, 1.9841036481011989, 1.1508563376059113, 0.7423258360788678, 1.3214064758202029, 1.1329627084139835]|  0.3007461353290222|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[1.319690230854259, 1.9881866638230625, 1.168939993708694, 0.7255025441032119, 1.3248270492456866, 1.1510103620284537]|  0.2990235750726393|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[1.319690230854259, 1.9881866638230625, 1.168939993708694, 0.7255025441032119, 1.3248270492456866, 1.1510103620284537]|  0.2990235750726393|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.3358561286314419, 1.9862755916037922, 1.1550202013560984, 0.7343907311488839, 1.3405169187247243, 1.1371308245843261]|  0.2975842081303299|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[1.3358561286314419, 1.9862755916037922, 1.1550202013560984, 0.7343907311488839, 1.3405169187247243, 1.1371308245843261]|  0.2975842081303299|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1.3358561286314419, 1.9862755916037922, 1.1550202013560984, 0.7343907311488839, 1.3405169187247243, 1.1371308245843261]|  0.2975842081303299|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[1.3354700077537327, 1.9887632354153517, 1.1643593104076009, 0.7264353283459218, 1.3400948334128628, 1.1464645064029273]|  0.2950356079550703|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[1.3564694475216144, 1.9938394957065273, 1.1690688731549526, 0.7195478492145175, 1.3605005686411493, 1.1513436693052737]|  0.2927563121518804|      0.06250000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[1.3564694475216144, 1.9938394957065273, 1.1690688731549526, 0.7195478492145175, 1.3605005686411493, 1.1513436693052737]|  0.2927563121518804|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[1.3564694475216144, 1.9938394957065273, 1.1690688731549526, 0.7195478492145175, 1.3605005686411493, 1.1513436693052737]|  0.2927563121518804|      0.01562500|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[1.3623438881319014, 2.0005191469859644, 1.1763532230608162, 0.7143552159991686, 1.3661416000669064, 1.158635267380781]|  0.2924824876161501|      0.03125000|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      28|[1.3623438881319014, 2.0005191469859644, 1.1763532230608162, 0.7143552159991686, 1.3661416000669064, 1.158635267380781]|  0.2924824876161501|      0.01562500|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[1.3623438881319014, 2.0005191469859644, 1.1763532230608162, 0.7143552159991686, 1.3661416000669064, 1.158635267380781]|  0.2924824876161501|      0.00781250|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.3657288290705603, 2.0012630064183767, 1.1726554183523117, 0.7176572925562155, 1.3694350362930243, 1.1549474749774233]|  0.2919813980579953|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
