k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
      12|[107.46902550340477, 0.094050942736141, 0.9098216294505294, 102.40150858578677, 0.1825223665618439, 0.8177779765288539, 97.43986210548078, 0.2838712117588428, 0.7156220578503252, 96.29881615005709, 0.3049393673033139, 0.6947704706289343, 93.9903221233273, 0.3568887278977345, 0.6439205802918802, 89.72026650943107, 0.4678842016453808, 0.5323207129161944, 83.70962279525733, 0.6585357192397678, 0.3417725612216559, 78.30937521152681, 0.8765678745487033, 0.1239829432380677, 886.3704879649663, 910.0103856657846, 922.5203409729938, 926.4596541622004, 935.5601303038566, 952.8298102489506, 975.7299834860642]|  0.3903356163825404|      0.00097656|[516, 72, 12, 48]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      13|[107.46904841991082, 0.0937988934324398, 0.9097986807807594, 102.40162404615492, 0.183107260768476, 0.8180348720688986, 97.43999252285803, 0.2841863049737951, 0.7155470863711825, 96.29893934110487, 0.3051585479972033, 0.6947878260756352, 93.9903758770741, 0.3566136063657385, 0.6437715770776488, 89.72036290189558, 0.4679061831197607, 0.5323695039238157, 83.70975613319712, 0.658467123769555, 0.3418129893706708, 78.30938498520102, 0.8766639300300437, 0.1237908126684506, 886.3702947933747, 910.0103708110537, 922.5202164552567, 926.4595773301126, 935.5601148730913, 952.8300066676152, 975.7300178316997]|  0.3041315553726854|      0.00195312|[559, 78, 13, 52]                                                          |  | used linear model with 49 points | iterate success | actual_k=2
      14|[107.46904841991082, 0.0937988934324398, 0.9097986807807594, 102.40162404615492, 0.183107260768476, 0.8180348720688986, 97.43999252285803, 0.2841863049737951, 0.7155470863711825, 96.29893934110487, 0.3051585479972033, 0.6947878260756352, 93.9903758770741, 0.3566136063657385, 0.6437715770776488, 89.72036290189558, 0.4679061831197607, 0.5323695039238157, 83.70975613319712, 0.658467123769555, 0.3418129893706708, 78.30938498520102, 0.8766639300300437, 0.1237908126684506, 886.3702947933747, 910.0103708110537, 922.5202164552567, 926.4595773301126, 935.5601148730913, 952.8300066676152, 975.7300178316997]|  0.3041315553726854|      0.00097656|[602, 84, 14, 56]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      15|[107.46904841991082, 0.0937988934324398, 0.9097986807807594, 102.40162404615492, 0.183107260768476, 0.8180348720688986, 97.43999252285803, 0.2841863049737951, 0.7155470863711825, 96.29893934110487, 0.3051585479972033, 0.6947878260756352, 93.9903758770741, 0.3566136063657385, 0.6437715770776488, 89.72036290189558, 0.4679061831197607, 0.5323695039238157, 83.70975613319712, 0.658467123769555, 0.3418129893706708, 78.30938498520102, 0.8766639300300437, 0.1237908126684506, 886.3702947933747, 910.0103708110537, 922.5202164552567, 926.4595773301126, 935.5601148730913, 952.8300066676152, 975.7300178316997]|  0.3041315553726854|      0.00048828|[645, 90, 15, 60]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      16|[107.46903968247048, 0.0941809665033734, 0.9099203979642739, 102.40163520681931, 0.1830691023284629, 0.8180648267896838, 97.43996214210473, 0.2843745477271668, 0.7155369697382401, 96.29897786219051, 0.3051997307180321, 0.6948287138928181, 93.99030432079982, 0.3566157112984492, 0.6437285968844003, 89.72029711529828, 0.4679656035603073, 0.5324034951492485, 83.70972872513248, 0.6584153327510218, 0.3418229304233303, 78.30941074976069, 0.8766664242551728, 0.1237639436025419, 886.370344257066, 910.0103854747209, 922.5201450042193, 926.4596338929425, 935.5601333692258, 952.8299730298853, 975.7300379995818]|  0.2718855005430547|      0.00097656|[688, 96, 16, 64]                                                          |  | used linear model with 49 points | iterate success | actual_k=2
      17|[107.46903968247048, 0.0941809665033734, 0.9099203979642739, 102.40163520681931, 0.1830691023284629, 0.8180648267896838, 97.43996214210473, 0.2843745477271668, 0.7155369697382401, 96.29897786219051, 0.3051997307180321, 0.6948287138928181, 93.99030432079982, 0.3566157112984492, 0.6437285968844003, 89.72029711529828, 0.4679656035603073, 0.5324034951492485, 83.70972872513248, 0.6584153327510218, 0.3418229304233303, 78.30941074976069, 0.8766664242551728, 0.1237639436025419, 886.370344257066, 910.0103854747209, 922.5201450042193, 926.4596338929425, 935.5601333692258, 952.8299730298853, 975.7300379995818]|  0.2718855005430547|      0.00048828|[731, 102, 17, 68]                                                         |  | used linear model with 49 points | iterate failure | actual_k=2
      18|[107.4690566801298, 0.0941948760891375, 0.9099147866022639, 102.40153911502843, 0.1833844213970325, 0.8181605633594556, 97.43991954181443, 0.2846154868625999, 0.7156110059935419, 96.29897947836649, 0.3053741385348238, 0.6948249927194969, 93.99028542238729, 0.356629413015067, 0.6436563451894088, 89.72031549393418, 0.4680165205190582, 0.5323986343346709, 83.70970733984402, 0.6584236283452731, 0.3418276573644342, 78.30939561731087, 0.876684174029045, 0.1237448526931506, 886.3703607379135, 910.0103683855222, 922.5200684441654, 926.4596580431518, 935.5601936371654, 952.8300164718931, 975.729998084756]|  0.2357723151767327|      0.00097656|[774, 108, 18, 72]                                                         |  | used linear model with 49 points | iterate success | actual_k=2
      19|[107.4690566801298, 0.0941948760891375, 0.9099147866022639, 102.40153911502843, 0.1833844213970325, 0.8181605633594556, 97.43991954181443, 0.2846154868625999, 0.7156110059935419, 96.29897947836649, 0.3053741385348238, 0.6948249927194969, 93.99028542238729, 0.356629413015067, 0.6436563451894088, 89.72031549393418, 0.4680165205190582, 0.5323986343346709, 83.70970733984402, 0.6584236283452731, 0.3418276573644342, 78.30939561731087, 0.876684174029045, 0.1237448526931506, 886.3703607379135, 910.0103683855222, 922.5200684441654, 926.4596580431518, 935.5601936371654, 952.8300164718931, 975.729998084756]|  0.2357723151767327|      0.00048828|[817, 114, 19, 76]                                                         |  | used linear model with 49 points | iterate failure | actual_k=2
      20|[107.4691159101284, 0.0942629974850242, 0.9099670554458921, 102.40139030893005, 0.1836124659307388, 0.8182230846838195, 97.43995963408805, 0.2848524986499987, 0.7156123830089188, 96.29902740284668, 0.3054801391502815, 0.6947732439160216, 93.99027646117985, 0.3567406188215171, 0.6435919789869545, 89.72037420382699, 0.4679916308330762, 0.5324301536471163, 83.7096436314628, 0.6584082835767002, 0.3417069520859325, 78.30956557756002, 0.8766698290114184, 0.1237324341371449, 886.3703922332742, 910.0103325826371, 922.520043224189, 926.459676993274, 935.5602152887378, 952.8300593548604, 975.7300103168625]|  0.2113897180825366|      0.00097656|[860, 120, 20, 80]                                                         |  | used linear model with 49 points | iterate success | actual_k=2
      21|[107.46920041256557, 0.0945363372582924, 0.9100368704562208, 102.40130707307573, 0.1839356916205994, 0.8182973170608672, 97.44001204264012, 0.2849989441044852, 0.7158421736760573, 96.29923058592209, 0.3058718237122704, 0.6949939858817465, 93.99037705005587, 0.3566577059342992, 0.6432463818137174, 89.72027990020023, 0.4679168554614708, 0.5325267031610933, 83.70990493073036, 0.6582956595036832, 0.3416464733749042, 78.30983042885029, 0.8766042462893939, 0.123624641484136, 886.3704020201271, 910.0102710498909, 922.5199880786861, 926.459926048944, 935.5603132608119, 952.8299525743419, 975.7301037672862]|  0.1927898544247827|      0.00195312|[903, 126, 21, 84]                                                         |  | used linear model with 49 points | iterate success | actual_k=2
      22|[107.46920041256557, 0.0945363372582924, 0.9100368704562208, 102.40130707307573, 0.1839356916205994, 0.8182973170608672, 97.44001204264012, 0.2849989441044852, 0.7158421736760573, 96.29923058592209, 0.3058718237122704, 0.6949939858817465, 93.99037705005587, 0.3566577059342992, 0.6432463818137174, 89.72027990020023, 0.4679168554614708, 0.5325267031610933, 83.70990493073036, 0.6582956595036832, 0.3416464733749042, 78.30983042885029, 0.8766042462893939, 0.123624641484136, 886.3704020201271, 910.0102710498909, 922.5199880786861, 926.459926048944, 935.5603132608119, 952.8299525743419, 975.7301037672862]|  0.1927898544247827|      0.00097656|[946, 132, 22, 88]                                                         |  | used linear model with 49 points | iterate failure | actual_k=2
      23|[107.46920041256557, 0.0945363372582924, 0.9100368704562208, 102.40130707307573, 0.1839356916205994, 0.8182973170608672, 97.44001204264012, 0.2849989441044852, 0.7158421736760573, 96.29923058592209, 0.3058718237122704, 0.6949939858817465, 93.99037705005587, 0.3566577059342992, 0.6432463818137174, 89.72027990020023, 0.4679168554614708, 0.5325267031610933, 83.70990493073036, 0.6582956595036832, 0.3416464733749042, 78.30983042885029, 0.8766042462893939, 0.123624641484136, 886.3704020201271, 910.0102710498909, 922.5199880786861, 926.459926048944, 935.5603132608119, 952.8299525743419, 975.7301037672862]|  0.1927898544247827|      0.00048828|[989, 138, 23, 92]                                                         |  | used linear model with 49 points | iterate failure | actual_k=2
      24|[107.46909744606496, 0.0944526513712479, 0.9101015504267316, 102.4013737792467, 0.1840133974919402, 0.8182393593712316, 97.43987532935925, 0.2851357096487878, 0.715888742384506, 96.2992517292774, 0.3057564903396562, 0.694906036087076, 93.99036704018434, 0.356954796744473, 0.6432708108469842, 89.72027949749588, 0.4678220351863588, 0.5324993019362863, 83.70983892956956, 0.6581839760644316, 0.3417144922724966, 78.3098358142471, 0.8766016901751604, 0.1237033962404728, 886.3703061967833, 910.0102327235239, 922.5200337224793, 926.4598945464945, 935.5603051752919, 952.8299201410657, 975.7301260165785]|  0.1731998504614981|      0.00097656|[1032, 144, 24, 96]                                                        |  | used linear model with 49 points | iterate success | actual_k=2
      25|[107.46909744606496, 0.0944526513712479, 0.9101015504267316, 102.4013737792467, 0.1840133974919402, 0.8182393593712316, 97.43987532935925, 0.2851357096487878, 0.715888742384506, 96.2992517292774, 0.3057564903396562, 0.694906036087076, 93.99036704018434, 0.356954796744473, 0.6432708108469842, 89.72027949749588, 0.4678220351863588, 0.5324993019362863, 83.70983892956956, 0.6581839760644316, 0.3417144922724966, 78.3098358142471, 0.8766016901751604, 0.1237033962404728, 886.3703061967833, 910.0102327235239, 922.5200337224793, 926.4598945464945, 935.5603051752919, 952.8299201410657, 975.7301260165785]|  0.1731998504614981|      0.00048828|[1075, 150, 25, 100]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      26|[107.46909744606496, 0.0944526513712479, 0.9101015504267316, 102.4013737792467, 0.1840133974919402, 0.8182393593712316, 97.43987532935925, 0.2851357096487878, 0.715888742384506, 96.2992517292774, 0.3057564903396562, 0.694906036087076, 93.99036704018434, 0.356954796744473, 0.6432708108469842, 89.72027949749588, 0.4678220351863588, 0.5324993019362863, 83.70983892956956, 0.6581839760644316, 0.3417144922724966, 78.3098358142471, 0.8766016901751604, 0.1237033962404728, 886.3703061967833, 910.0102327235239, 922.5200337224793, 926.4598945464945, 935.5603051752919, 952.8299201410657, 975.7301260165785]|  0.1731998504614981|      0.00024414|[1118, 156, 26, 104]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      27|[107.46910094645986, 0.0945475545631688, 0.9101623968146116, 102.40140636569554, 0.1840858275854589, 0.8182476914043763, 97.43987688882571, 0.2852205201960328, 0.7159547803400872, 96.29924808388478, 0.305782369624638, 0.6949040435448165, 93.99037194325675, 0.3569726566029756, 0.6432607355990785, 89.72020845607882, 0.46787343700658, 0.5325073618062441, 83.70985723175097, 0.658115712898656, 0.3417314336324281, 78.30988681993486, 0.8765502734652421, 0.1237455553565996, 886.3702762695408, 910.0102404884154, 922.5200115841384, 926.4598669330211, 935.5603136590115, 952.8299600542746, 975.7301883561308]|  0.1639931413558049|      0.00048828|[1161, 162, 27, 108]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      28|[107.46909700132986, 0.0945199319094414, 0.9103479367855996, 102.40142716105747, 0.1841843234357034, 0.8182128418080572, 97.4399795466811, 0.2854533769315439, 0.7160017769094698, 96.29923070164197, 0.305899763731993, 0.6949627470363193, 93.99031424816916, 0.3570143417075646, 0.6432193189589809, 89.72020388650512, 0.4678614322739946, 0.532493298874786, 83.70995219443188, 0.6581856344229242, 0.3418164073193197, 78.3099181235172, 0.8766172761839219, 0.1236578677144179, 886.370216496156, 910.0102466501453, 922.5200361470647, 926.4600228870419, 935.5601704319924, 952.8300274512397, 975.7302994636527]|  0.1540192387991082|      0.00097656|[1204, 168, 28, 112]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      29|[107.46909700132986, 0.0945199319094414, 0.9103479367855996, 102.40142716105747, 0.1841843234357034, 0.8182128418080572, 97.4399795466811, 0.2854533769315439, 0.7160017769094698, 96.29923070164197, 0.305899763731993, 0.6949627470363193, 93.99031424816916, 0.3570143417075646, 0.6432193189589809, 89.72020388650512, 0.4678614322739946, 0.532493298874786, 83.70995219443188, 0.6581856344229242, 0.3418164073193197, 78.3099181235172, 0.8766172761839219, 0.1236578677144179, 886.370216496156, 910.0102466501453, 922.5200361470647, 926.4600228870419, 935.5601704319924, 952.8300274512397, 975.7302994636527]|  0.1540192387991082|      0.00048828|[1247, 174, 29, 116]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      30|[107.46909700132986, 0.0945199319094414, 0.9103479367855996, 102.40142716105747, 0.1841843234357034, 0.8182128418080572, 97.4399795466811, 0.2854533769315439, 0.7160017769094698, 96.29923070164197, 0.305899763731993, 0.6949627470363193, 93.99031424816916, 0.3570143417075646, 0.6432193189589809, 89.72020388650512, 0.4678614322739946, 0.532493298874786, 83.70995219443188, 0.6581856344229242, 0.3418164073193197, 78.3099181235172, 0.8766172761839219, 0.1236578677144179, 886.370216496156, 910.0102466501453, 922.5200361470647, 926.4600228870419, 935.5601704319924, 952.8300274512397, 975.7302994636527]|  0.1540192387991082|      0.00024414|[1290, 180, 30, 120]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      31|[107.46909982142122, 0.0945317538831855, 0.9103798205629798, 102.40142392977124, 0.1842986699091524, 0.8181884627003557, 97.43996138319213, 0.2854733468106828, 0.7160248893438554, 96.29921094285213, 0.3059856820483653, 0.695008454835618, 93.99037171670466, 0.3570316036073597, 0.6432136234636365, 89.72020132448625, 0.467995702045802, 0.5325239781251473, 83.70994047818029, 0.6581801834488155, 0.3417896031240897, 78.30990899269621, 0.8765988470860853, 0.1236739842688701, 886.3702728799898, 910.0102638816877, 922.5200090518276, 926.45998485921, 935.5601616660222, 952.8300192094471, 975.7302389863446]|  0.1464221710750178|      0.00048828|[1333, 186, 31, 124]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      32|[107.46909982142122, 0.0945317538831855, 0.9103798205629798, 102.40142392977124, 0.1842986699091524, 0.8181884627003557, 97.43996138319213, 0.2854733468106828, 0.7160248893438554, 96.29921094285213, 0.3059856820483653, 0.695008454835618, 93.99037171670466, 0.3570316036073597, 0.6432136234636365, 89.72020132448625, 0.467995702045802, 0.5325239781251473, 83.70994047818029, 0.6581801834488155, 0.3417896031240897, 78.30990899269621, 0.8765988470860853, 0.1236739842688701, 886.3702728799898, 910.0102638816877, 922.5200090518276, 926.45998485921, 935.5601616660222, 952.8300192094471, 975.7302389863446]|  0.1464221710750178|      0.00024414|[1376, 192, 32, 128]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      33|[107.46906398558096, 0.0945435172842981, 0.9104102981338233, 102.40140480782883, 0.1843732555627857, 0.8182120523702793, 97.43994847110876, 0.2855144459933582, 0.7160633055250849, 96.29918881080242, 0.3060790663455447, 0.6950268899799952, 93.99036403176761, 0.3571562675094159, 0.6432358300384794, 89.72022965869682, 0.4680320709950324, 0.5324806139005539, 83.70997791306247, 0.6580965484669199, 0.3417727939703459, 78.30990180134916, 0.8766297778898374, 0.1237210109177343, 886.3702419571313, 910.0102496236259, 922.520074168266, 926.4599880548093, 935.5601561276593, 952.8299981455134, 975.7302409592323]|  0.1393976119367636|      0.00048828|[1419, 198, 33, 132]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      34|[107.46906398558096, 0.0945435172842981, 0.9104102981338233, 102.40140480782883, 0.1843732555627857, 0.8182120523702793, 97.43994847110876, 0.2855144459933582, 0.7160633055250849, 96.29918881080242, 0.3060790663455447, 0.6950268899799952, 93.99036403176761, 0.3571562675094159, 0.6432358300384794, 89.72022965869682, 0.4680320709950324, 0.5324806139005539, 83.70997791306247, 0.6580965484669199, 0.3417727939703459, 78.30990180134916, 0.8766297778898374, 0.1237210109177343, 886.3702419571313, 910.0102496236259, 922.520074168266, 926.4599880548093, 935.5601561276593, 952.8299981455134, 975.7302409592323]|  0.1393976119367636|      0.00024414|[1462, 204, 34, 136]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      35|[107.46913360444192, 0.0946104441825624, 0.9104190888125578, 102.40140221312431, 0.1843941346425111, 0.8181809535275025, 97.43992533591829, 0.285609018461915, 0.7161229886862439, 96.29923417847006, 0.3061036701534072, 0.695064071957835, 93.99033319813702, 0.3572658795376154, 0.6432604384572479, 89.72024757604005, 0.4680432895348571, 0.5325305099109382, 83.70998930339496, 0.6581290542415443, 0.3416885545032478, 78.30987862425104, 0.8765934473601942, 0.1236893140232358, 886.3702516129007, 910.0102456830093, 922.5200785089769, 926.4600028056361, 935.5601597472402, 952.8300413915914, 975.7302836639947]|  0.1348495045560895|      0.00048828|[1505, 210, 35, 140]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      36|[107.46913360444192, 0.0946104441825624, 0.9104190888125578, 102.40140221312431, 0.1843941346425111, 0.8181809535275025, 97.43992533591829, 0.285609018461915, 0.7161229886862439, 96.29923417847006, 0.3061036701534072, 0.695064071957835, 93.99033319813702, 0.3572658795376154, 0.6432604384572479, 89.72024757604005, 0.4680432895348571, 0.5325305099109382, 83.70998930339496, 0.6581290542415443, 0.3416885545032478, 78.30987862425104, 0.8765934473601942, 0.1236893140232358, 886.3702516129007, 910.0102456830093, 922.5200785089769, 926.4600028056361, 935.5601597472402, 952.8300413915914, 975.7302836639947]|  0.1348495045560895|      0.00024414|[1548, 216, 36, 144]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      37|[107.46908972483558, 0.0946208158036851, 0.9104689893377417, 102.40139470404212, 0.1844956984098896, 0.8181536093875218, 97.43986833950515, 0.2856484740636454, 0.71619003101569, 96.29922471893767, 0.3061994262038612, 0.6950971968616629, 93.99029112304278, 0.3572930417053194, 0.643166857462877, 89.72023064335065, 0.4680310678436834, 0.5325497861147465, 83.70997292168806, 0.6580959765095626, 0.3416882803165592, 78.30985669081879, 0.8766362508648302, 0.1236629260374432, 886.3701910498086, 910.0102496025571, 922.5201126241352, 926.4600001104551, 935.5601379520563, 952.8300731392567, 975.730322699344]|  0.1298074595899908|      0.00048828|[1591, 222, 37, 148]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      38|[107.46908972483558, 0.0946208158036851, 0.9104689893377417, 102.40139470404212, 0.1844956984098896, 0.8181536093875218, 97.43986833950515, 0.2856484740636454, 0.71619003101569, 96.29922471893767, 0.3061994262038612, 0.6950971968616629, 93.99029112304278, 0.3572930417053194, 0.643166857462877, 89.72023064335065, 0.4680310678436834, 0.5325497861147465, 83.70997292168806, 0.6580959765095626, 0.3416882803165592, 78.30985669081879, 0.8766362508648302, 0.1236629260374432, 886.3701910498086, 910.0102496025571, 922.5201126241352, 926.4600001104551, 935.5601379520563, 952.8300731392567, 975.730322699344]|  0.1298074595899908|      0.00024414|[1634, 228, 38, 152]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
      39|[107.46910362504258, 0.0946488153207981, 0.9104828572739373, 102.40141888217498, 0.1845835488936163, 0.8181890139436796, 97.43983681241964, 0.2856985207693165, 0.7162156761190364, 96.29923306167753, 0.3062384832206365, 0.6951247931475976, 93.99028680836904, 0.3573837860922212, 0.6431553238143735, 89.72015776516089, 0.4681173767918571, 0.5325134209380518, 83.70998356422551, 0.6580604376644508, 0.341712119494157, 78.30988802012955, 0.8766469447994296, 0.123717044052408, 886.3702282737639, 910.0102831005831, 922.5200886166148, 926.4599528584433, 935.5601767894917, 952.8301192376839, 975.7302521451865]|  0.1246191939291833|      0.00048828|[1677, 234, 39, 156]                                                       |  | used linear model with 49 points | iterate success | actual_k=2
      40|[107.46910362504258, 0.0946488153207981, 0.9104828572739373, 102.40141888217498, 0.1845835488936163, 0.8181890139436796, 97.43983681241964, 0.2856985207693165, 0.7162156761190364, 96.29923306167753, 0.3062384832206365, 0.6951247931475976, 93.99028680836904, 0.3573837860922212, 0.6431553238143735, 89.72015776516089, 0.4681173767918571, 0.5325134209380518, 83.70998356422551, 0.6580604376644508, 0.341712119494157, 78.30988802012955, 0.8766469447994296, 0.123717044052408, 886.3702282737639, 910.0102831005831, 922.5200886166148, 926.4599528584433, 935.5601767894917, 952.8301192376839, 975.7302521451865]|  0.1246191939291833|      0.00024414|[1720, 240, 40, 160]                                                       |  | used linear model with 49 points | iterate failure | actual_k=2
