k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.004200890934605, 149.94585043116692, -100.05277285064342, 1.051270218381297, 2.0061926990770886]|84516.0626495834294474|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      15|[40.066209784116836, 149.33893931292823, -100.68118284289855, 1.3889236511267444, 1.9701113819853435]|57505.6241312187994481|      2.00000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[38.07349183905177, 149.25308108647582, -100.78332329502405, 1.439503415872277, 1.8767702238395896]|52223.9611390221834881|      4.00000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[38.07349183905177, 149.25308108647582, -100.78332329502405, 1.439503415872277, 1.8767702238395896]|52223.9611390221834881|      2.00000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[38.07349183905177, 149.25308108647582, -100.78332329502405, 1.439503415872277, 1.8767702238395896]|52223.9611390221834881|      1.00000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[37.07780873389877, 149.1875231888277, -100.84896955903375, 1.4418873614684098, 1.878253798511465]|49677.3973055221722461|      2.00000000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[35.347952158097584, 149.30920079151812, -101.27034508279358, 2.1845286398709467, 1.3647195856787784]|45398.1569885004500975|      4.00000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[35.347952158097584, 149.30920079151812, -101.27034508279358, 2.1845286398709467, 1.3647195856787784]|45398.1569885004500975|      2.00000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[35.347952158097584, 149.30920079151812, -101.27034508279358, 2.1845286398709467, 1.3647195856787784]|45398.1569885004500975|      1.00000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[34.35275671345477, 149.23912600289066, -101.33869449408397, 2.1831921444694102, 1.3632626308756692]|43032.3454828996764263|      2.00000000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[34.35275671345477, 149.23912600289066, -101.33869449408397, 2.1831921444694102, 1.3632626308756692]|43032.3454828996764263|      1.00000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[33.357614062625956, 149.16917048182722, -101.40769842339577, 2.183050449652542, 1.3572820593095334]|40732.5234340539609548|      2.00000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
