k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003621080611296, 149.9406666905013, -100.06087689311859, 99.99999022325707, 199.99838408837596]|84511.8107342347939266|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      12|[3.0216987659532, 140.93930736609582, -106.98739827229136, 92.27658904225217, 193.3628527258467]|1490.4560774634401241|      4.00000000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-0.6448711271216401, 139.8160653026838, -108.05610485752484, 91.88807411149564, 193.4017740495254]|968.9344925670961857|      8.00000000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[-0.6448711271216401, 139.8160653026838, -108.05610485752484, 91.88807411149564, 193.4017740495254]|968.9344925670961857|      4.00000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.0088286861777089, 137.5868382212979, -111.10377942507799, 92.15478432497454, 192.276366556548]|670.8112557300860317|      8.00000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.0088286861777089, 137.5868382212979, -111.10377942507799, 92.15478432497454, 192.276366556548]|670.8112557300860317|      4.00000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[1.697392751523315, 134.25397553607579, -112.17153937891696, 91.26381449589121, 192.492921795747]|564.0403218570339732|      8.00000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[1.697392751523315, 134.25397553607579, -112.17153937891696, 91.26381449589121, 192.492921795747]|564.0403218570339732|      4.00000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[1.697392751523315, 134.25397553607579, -112.17153937891696, 91.26381449589121, 192.492921795747]|564.0403218570339732|      2.00000000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[0.0629441461438947, 133.61763934834744, -113.10838948126843, 91.28233018391609, 192.27932622561124]|400.3620572112060358|      4.00000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[1.0899529740754887, 131.07240461737896, -115.90389551597868, 91.22485279549716, 193.0848542458201]|245.6600210381594422|      8.00000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[1.0899529740754887, 131.07240461737896, -115.90389551597868, 91.22485279549716, 193.0848542458201]|245.6600210381594422|      4.00000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1.0899529740754887, 131.07240461737896, -115.90389551597868, 91.22485279549716, 193.0848542458201]|245.6600210381594422|      2.00000000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.0596561643500704, 129.85369384975584, -116.80946779171823, 91.63995761013197, 193.53292761035632]|163.4365151510660610|      4.00000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-0.0596561643500704, 129.85369384975584, -116.80946779171823, 91.63995761013197, 193.53292761035632]|163.4365151510660610|      2.00000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
