k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[-0.1733865693014756, 0.8407149444907228, -0.1285892512046999, 1.715814418975898, 1.054850893251068, 1.7518024616822705, 0.5075183529599901, 0.8845347751614759]| 51.2502536159409772|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[-0.1733865693014756, 0.8407149444907228, -0.1285892512046999, 1.715814418975898, 1.054850893251068, 1.7518024616822705, 0.5075183529599901, 0.8845347751614759]| 51.2502536159409772|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[-0.1736637308288606, 0.8422327670224505, -0.1260324521388649, 1.6950112870302692, 1.065447833795115, 1.735050317755222, 0.5184045260639091, 0.8893758634837977]| 50.9013040043958469|      0.06250000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[-0.1612190259601589, 0.8004197413306551, -0.1354248353306246, 1.698206459661321, 1.09328401249285, 1.7497228115024182, 0.4888105492923809, 0.8955956572631442]| 50.2984343345087694|      0.12500000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[-0.1612190259601589, 0.8004197413306551, -0.1354248353306246, 1.698206459661321, 1.09328401249285, 1.7497228115024182, 0.4888105492923809, 0.8955956572631442]| 50.2984343345087694|      0.06250000|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[-0.1612190259601589, 0.8004197413306551, -0.1354248353306246, 1.698206459661321, 1.09328401249285, 1.7497228115024182, 0.4888105492923809, 0.8955956572631442]| 50.2984343345087694|      0.03125000|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[-0.1733228034365835, 0.8128362737200954, -0.144919631841475, 1.691774206857365, 1.0971185723395467, 1.7679284190158913, 0.4904097200497304, 0.8816077905193183]| 49.8751513435544354|      0.06250000|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      25|[-0.1733228034365835, 0.8128362737200954, -0.144919631841475, 1.691774206857365, 1.0971185723395467, 1.7679284190158913, 0.4904097200497304, 0.8816077905193183]| 49.8751513435544354|      0.03125000|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[-0.1844259059015023, 0.7932575517238826, -0.1513071107318632, 1.6776971752519876, 1.091873047948787, 1.775220934518933, 0.4923790212644376, 0.8695073731924582]| 49.0492853621281526|      0.06250000|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      27|[-0.2274174808629245, 0.7715721709702024, -0.1345283089330863, 1.691905833392139, 1.0957984952255222, 1.7643891347509701, 0.5218893637891316, 0.8795426733622377]| 48.5420453571046124|      0.12500000|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
