k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[13, 4, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0186928388229744, 0.2256953134963506, 0.15372892520042, 0.075017206956379, 0.0665268076319527, 0.0772557265829907, 0.030124572162328, -0.0098888275772383, 0.0053938061714275, 0.0710210582629813, -0.0251145056742558, 0.0073202139089907]|  8.7946953818820663|      0.06250000|[156, 48, 12, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0170984801599267, 0.2456154077316366, 0.1835828494165688, 0.0803330181224713, 0.069811749578739, 0.0766887152009955, 0.0126607428638182, -0.0331979723393761, -0.0144284358383012, 0.0609494885826611, -0.0527799652266316, -0.0143184984251799]|  7.8889604523876340|      0.12500000|[169, 52, 13, 65]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.0170984801599267, 0.2456154077316366, 0.1835828494165688, 0.0803330181224713, 0.069811749578739, 0.0766887152009955, 0.0126607428638182, -0.0331979723393761, -0.0144284358383012, 0.0609494885826611, -0.0527799652266316, -0.0143184984251799]|  7.8889604523876340|      0.06250000|[182, 56, 14, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0037455979221382, 0.2715599501258679, 0.2114374932978, 0.0915689482102554, 0.0731383264909531, 0.0925371288478702, 0.0228456597153542, -0.0213621912759445, 0.0117773761741483, 0.0699211818687991, -0.0232013228892694, -0.0164434514379372]|  6.5465642205703718|      0.12500000|[195, 60, 15, 75]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.0065607215111025, 0.3587693409243572, 0.2715701257098013, 0.059560170756446, 0.0707624937904155, 0.1093536803826362, -0.0120301416483107, -0.0314161599307035, 0.0439289130492993, 0.0562823291273558, -0.0443332407799982, -0.0156284378653787]|  4.2489170469579030|      0.25000000|[208, 64, 16, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-0.0065607215111025, 0.3587693409243572, 0.2715701257098013, 0.059560170756446, 0.0707624937904155, 0.1093536803826362, -0.0120301416483107, -0.0314161599307035, 0.0439289130492993, 0.0562823291273558, -0.0443332407799982, -0.0156284378653787]|  4.2489170469579030|      0.12500000|[221, 68, 17, 85]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-0.0367123759472655, 0.415183919584192, 0.3497716169384024, 0.0777384556375573, 0.0474270785205338, 0.1397991552183491, 0.0088461898023955, -0.0251539926420138, 0.0276372648228078, 0.0677577242064382, -0.0497368191636807, -0.0677297250521001]|  2.7641654005037157|      0.25000000|[234, 72, 18, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-0.0367123759472655, 0.415183919584192, 0.3497716169384024, 0.0777384556375573, 0.0474270785205338, 0.1397991552183491, 0.0088461898023955, -0.0251539926420138, 0.0276372648228078, 0.0677577242064382, -0.0497368191636807, -0.0677297250521001]|  2.7641654005037157|      0.12500000|[247, 76, 19, 95]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-0.0367123759472655, 0.415183919584192, 0.3497716169384024, 0.0777384556375573, 0.0474270785205338, 0.1397991552183491, 0.0088461898023955, -0.0251539926420138, 0.0276372648228078, 0.0677577242064382, -0.0497368191636807, -0.0677297250521001]|  2.7641654005037157|      0.06250000|[260, 80, 20, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-0.0608002360179073, 0.4487229118714818, 0.367164033491758, 0.0934864698105531, 0.0346629840601161, 0.1231735683275167, 0.0060142849998927, -0.0079261031046411, 0.0464082948555125, 0.0892612169803808, -0.0465256492244077, -0.0587047930477053]|  2.6036462746644702|      0.12500000|[273, 84, 21, 105]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      22|[-0.0608002360179073, 0.4487229118714818, 0.367164033491758, 0.0934864698105531, 0.0346629840601161, 0.1231735683275167, 0.0060142849998927, -0.0079261031046411, 0.0464082948555125, 0.0892612169803808, -0.0465256492244077, -0.0587047930477053]|  2.6036462746644702|      0.06250000|[286, 88, 22, 110]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.0608002360179073, 0.4487229118714818, 0.367164033491758, 0.0934864698105531, 0.0346629840601161, 0.1231735683275167, 0.0060142849998927, -0.0079261031046411, 0.0464082948555125, 0.0892612169803808, -0.0465256492244077, -0.0587047930477053]|  2.6036462746644702|      0.03125000|[299, 92, 23, 115]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.062846456516179, 0.454529225625518, 0.3663169767505703, 0.0845706600584084, 0.0191897034054113, 0.1148149485902425, 0.0016995329654026, -0.0152301429988742, 0.0322567239500193, 0.0854332536246594, -0.0596032830721512, -0.0682574493261456]|  2.2367626397494726|      0.06250000|[312, 96, 24, 120]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
