k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[8.81787235812e-05, 8.22243576083e-05, 0.0099804337850523, 0.000318524531759, -4.23238173478e-05, 0.097954224129889, 0.0001715269113301, -4.24629962992e-05]|1751.3396570825921117|      0.00012207|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[8.81787235812e-05, 8.22243576083e-05, 0.0099804337850523, 0.000318524531759, -4.23238173478e-05, 0.097954224129889, 0.0001715269113301, -4.24629962992e-05]|1751.3396570825921117|      0.00006104|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[8.81787235812e-05, 8.22243576083e-05, 0.0099804337850523, 0.000318524531759, -4.23238173478e-05, 0.097954224129889, 0.0001715269113301, -4.24629962992e-05]|1751.3396570825921117|      0.00003052|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[8.81787235812e-05, 8.22243576083e-05, 0.0099804337850523, 0.000318524531759, -4.23238173478e-05, 0.097954224129889, 0.0001715269113301, -4.24629962992e-05]|1751.3396570825921117|      0.00001526|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[8.81787235812e-05, 8.22243576083e-05, 0.0099804337850523, 0.000318524531759, -4.23238173478e-05, 0.097954224129889, 0.0001715269113301, -4.24629962992e-05]|1751.3396570825921117|      0.00000763|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[8.66982437782e-05, 8.26528558098e-05, 0.0099812055655102, 0.0003181069583873, -4.11242229856e-05, 0.0979544005864941, 0.0001675011808144, -3.63486240984e-05]|1658.8421447310199710|      0.00001526|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[8.66982437782e-05, 8.26528558098e-05, 0.0099812055655102, 0.0003181069583873, -4.11242229856e-05, 0.0979544005864941, 0.0001675011808144, -3.63486240984e-05]|1658.8421447310199710|      0.00000763|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[8.66982437782e-05, 8.26528558098e-05, 0.0099812055655102, 0.0003181069583873, -4.11242229856e-05, 0.0979544005864941, 0.0001675011808144, -3.63486240984e-05]|1658.8421447310199710|      0.00000381|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[8.71195468479e-05, 8.19505610583e-05, 0.0099790541391501, 0.0003201212729298, -4.17956492171e-05, 0.0979532562388798, 0.0001659153837371, -3.53894548966e-05]|1654.5361265697154067|      0.00000763|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[8.71195468479e-05, 8.19505610583e-05, 0.0099790541391501, 0.0003201212729298, -4.17956492171e-05, 0.0979532562388798, 0.0001659153837371, -3.53894548966e-05]|1654.5361265697154067|      0.00000381|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[8.59491025416e-05, 8.18689797427e-05, 0.0099775323959408, 0.0003210202149395, -4.42405000707e-05, 0.0979540177309703, 0.0001677798982519, -3.52555129876e-05]|1651.8478779081854100|      0.00000763|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[8.59491025416e-05, 8.18689797427e-05, 0.0099775323959408, 0.0003210202149395, -4.42405000707e-05, 0.0979540177309703, 0.0001677798982519, -3.52555129876e-05]|1651.8478779081854100|      0.00000381|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[8.60671479321e-05, 8.19220240056e-05, 0.0099788281986727, 0.0003226846846291, -4.47205434661e-05, 0.0979543177440197, 0.0001652714281381, -3.71190394699e-05]|1648.4797934894490936|      0.00000763|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[8.60671479321e-05, 8.19220240056e-05, 0.0099788281986727, 0.0003226846846291, -4.47205434661e-05, 0.0979543177440197, 0.0001652714281381, -3.71190394699e-05]|1648.4797934894490936|      0.00000381|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[8.60671479321e-05, 8.19220240056e-05, 0.0099788281986727, 0.0003226846846291, -4.47205434661e-05, 0.0979543177440197, 0.0001652714281381, -3.71190394699e-05]|1648.4797934894490936|      0.00000191|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[8.62997917002e-05, 8.19205819995e-05, 0.0099790650051032, 0.00032323799574, -4.52869306246e-05, 0.0979542888408801, 0.0001667566684609, -3.62859401284e-05]|1643.5332248638508190|      0.00000381|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[8.62997917002e-05, 8.19205819995e-05, 0.0099790650051032, 0.00032323799574, -4.52869306246e-05, 0.0979542888408801, 0.0001667566684609, -3.62859401284e-05]|1643.5332248638508190|      0.00000191|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[8.61846700325e-05, 8.12149623411e-05, 0.0099792675449164, 0.0003242842452245, -4.64412128724e-05, 0.0979536129334005, 0.0001670738683437, -3.6604267244e-05]|1641.5119300584474331|      0.00000381|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[8.61846700325e-05, 8.12149623411e-05, 0.0099792675449164, 0.0003242842452245, -4.64412128724e-05, 0.0979536129334005, 0.0001670738683437, -3.6604267244e-05]|1641.5119300584474331|      0.00000191|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[8.59569869419e-05, 8.09209863447e-05, 0.0099792414494965, 0.0003253933433046, -4.72997892526e-05, 0.0979536540148976, 0.0001663226587427, -3.5621525745e-05]|1638.4752480495731106|      0.00000381|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[8.59569869419e-05, 8.09209863447e-05, 0.0099792414494965, 0.0003253933433046, -4.72997892526e-05, 0.0979536540148976, 0.0001663226587427, -3.5621525745e-05]|1638.4752480495731106|      0.00000191|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[8.59569869419e-05, 8.09209863447e-05, 0.0099792414494965, 0.0003253933433046, -4.72997892526e-05, 0.0979536540148976, 0.0001663226587427, -3.5621525745e-05]|1638.4752480495731106|      0.00000095|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[8.59863714996e-05, 8.07378185928e-05, 0.0099793358047103, 0.0003258503958725, -4.75447279637e-05, 0.0979536337258205, 0.0001665914946875, -3.63458195279e-05]|1637.2994322318652394|      0.00000191|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[8.52230137905e-05, 8.12468311382e-05, 0.0099792601676579, 0.0003271907294693, -4.77826188148e-05, 0.0979530399243018, 0.0001659016989594, -3.60157521377e-05]|1635.4528560224623561|      0.00000381|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
