k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[20.018035795250835, 2.2320182928234287, 2.0976956559049085, 2.1087214740585907, 0.5405773208650535]|3480.8254394531250000|      0.12500000|[333, 22, 2, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[20.018035795250835, 2.2320182928234287, 2.0976956559049085, 2.1087214740585907, 0.5405773208650535]|3480.8254394531250000|      0.06250000|[363, 24, 2, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[20.027762213380875, 2.2904972047411984, 2.1100422996889057, 2.118101475166962, 0.528271240345595]|3353.6699218750000000|      0.12500000|[393, 26, 2, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[20.049829348410746, 2.408522980869826, 2.0999396035338873, 2.1214535977891975, 0.495185646424169]|3177.9240722656250000|      0.25000000|[423, 28, 2, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[20.049829348410746, 2.408522980869826, 2.0999396035338873, 2.1214535977891975, 0.495185646424169]|3177.9240722656250000|      0.12500000|[453, 30, 2, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[20.049829348410746, 2.408522980869826, 2.0999396035338873, 2.1214535977891975, 0.495185646424169]|3177.9240722656250000|      0.06250000|[483, 32, 2, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[20.049829348410746, 2.408522980869826, 2.0999396035338873, 2.1214535977891975, 0.495185646424169]|3177.9240722656250000|      0.03125000|[513, 34, 2, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[20.052226446114087, 2.4257076212087236, 2.1038601434468798, 2.121988981281062, 0.5208731393016499]|3131.4389648437500000|      0.06250000|[543, 36, 2, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[20.052226446114087, 2.4257076212087236, 2.1038601434468798, 2.121988981281062, 0.5208731393016499]|3131.4389648437500000|      0.03125000|[573, 38, 2, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[20.05816211643206, 2.4420796447599322, 2.1039041886626753, 2.126532826106323, 0.4953263450421367]|3112.5702338589408100|      0.06250000|[603, 40, 3, 43]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      21|[20.05816211643206, 2.4420796447599322, 2.1039041886626753, 2.126532826106323, 0.4953263450421367]|3112.5702338589408100|      0.03125000|[634, 42, 3, 45]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[20.061311315113603, 2.4622492997347374, 2.10731606250844, 2.132377761156545, 0.5179984847069494]|3076.9357910156250000|      0.06250000|[664, 44, 3, 47]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[20.061311315113603, 2.4622492997347374, 2.10731606250844, 2.132377761156545, 0.5179984847069494]|3076.9357910156250000|      0.03125000|[694, 46, 3, 49]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[20.068117582011325, 2.479955005772452, 2.112250440212053, 2.1383791416176066, 0.4944107643028346]|3044.3366699218750000|      0.06250000|[724, 48, 3, 51]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
