k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.0155015723904963, -0.0013159226254894, 0.0108859056980572, 0.0004196589761391, 99999.9993473938, 0.0972846651365398, 0.0001612394991491, 99999.99935503764]|2895.4375687524666318|      0.00003052|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[0.0155015723904963, -0.0013159226254894, 0.0108859056980572, 0.0004196589761391, 99999.9993473938, 0.0972846651365398, 0.0001612394991491, 99999.99935503764]|2895.4375687524666318|      0.00001526|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[0.0155015723904963, -0.0013159226254894, 0.0108859056980572, 0.0004196589761391, 99999.9993473938, 0.0972846651365398, 0.0001612394991491, 99999.99935503764]|2895.4375687524666318|      0.00000763|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.0155015758018963, -0.0013159162463614, 0.0108859019536206, 0.0004196544094208, 99999.99934739262, 0.0972846602414489, 0.0001688688863019, 99999.99935503777]|2884.3273276466211428|      0.00001526|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[0.0155015758018963, -0.0013159162463614, 0.0108859019536206, 0.0004196544094208, 99999.99934739262, 0.0972846602414489, 0.0001688688863019, 99999.99935503777]|2884.3273276466211428|      0.00000763|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[0.0155015758018963, -0.0013159162463614, 0.0108859019536206, 0.0004196544094208, 99999.99934739262, 0.0972846602414489, 0.0001688688863019, 99999.99935503777]|2884.3273276466211428|      0.00000381|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[0.0155015792835432, -0.0013159172093339, 0.0108859042672467, 0.0004196672141826, 99999.99934739186, 0.0972846645385636, 0.0001650542169369, 99999.99935503438]|2870.0019245555949965|      0.00000763|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[0.0155015792835432, -0.0013159172093339, 0.0108859042672467, 0.0004196672141826, 99999.99934739186, 0.0972846645385636, 0.0001650542169369, 99999.99935503438]|2870.0019245555949965|      0.00000381|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[0.0155015792835432, -0.0013159172093339, 0.0108859042672467, 0.0004196672141826, 99999.99934739186, 0.0972846645385636, 0.0001650542169369, 99999.99935503438]|2870.0019245555949965|      0.00000191|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[0.0155015792835432, -0.0013159172093339, 0.0108859042672467, 0.0004196672141826, 99999.99934739186, 0.0972846645385636, 0.0001650542169369, 99999.99935503438]|2870.0019245555949965|      0.00000095|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[0.0155015830747724, -0.0013159172113755, 0.010885900445847, 0.0004196830864943, 99999.99934739193, 0.0972846697533094, 0.0001660077296972, 99999.99935503426]|2869.8439054487380417|      0.00000191|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      30|[0.0155015830747724, -0.0013159172113755, 0.010885900445847, 0.0004196830864943, 99999.99934739193, 0.0972846697533094, 0.0001660077296972, 99999.99935503426]|2869.8439054487380417|      0.00000095|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[0.0155015830747724, -0.0013159172113755, 0.010885900445847, 0.0004196830864943, 99999.99934739193, 0.0972846697533094, 0.0001660077296972, 99999.99935503426]|2869.8439054487380417|      0.00000048|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[0.0155015855345058, -0.0013159172225221, 0.0108858981373554, 0.0004196932437539, 99999.99934739199, 0.0972846731186365, 0.0001655310245507, 99999.99935503429]|2869.6092296397373502|      0.00000095|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[0.0155015855345058, -0.0013159172225221, 0.0108858981373554, 0.0004196932437539, 99999.99934739199, 0.0972846731186365, 0.0001655310245507, 99999.99935503429]|2869.6092296397373502|      0.00000048|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      34|[0.0155015855345058, -0.0013159172225221, 0.0108858981373554, 0.0004196932437539, 99999.99934739199, 0.0972846731186365, 0.0001655310245507, 99999.99935503429]|2869.6092296397373502|      0.00000024|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[0.0155015855345058, -0.0013159172225221, 0.0108858981373554, 0.0004196932437539, 99999.99934739199, 0.0972846731186365, 0.0001655310245507, 99999.99935503429]|2869.6092296397373502|      0.00000012|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[0.0155015855345058, -0.0013159172225221, 0.0108858981373554, 0.0004196932437539, 99999.99934739199, 0.0972846731186365, 0.0001655310245507, 99999.99935503429]|2869.6092296397373502|      0.00000006|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      37|[0.0155015875631616, -0.0013159176204084, 0.010885895838642, 0.000419701732691, 99999.9993473915, 0.0972846758272048, 0.000165589871544, 99999.99935503356]|2869.6040264290681989|      0.00000012|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      38|[0.0155016146154842, -0.0013159201807618, 0.0108858702224839, 0.000419808611208, 99999.99934739243, 0.097284710229624, 0.0001656042737444, 99999.99935503477]|2869.6011295082912511|      0.00000024|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[0.0155016146154842, -0.0013159201807618, 0.0108858702224839, 0.000419808611208, 99999.99934739243, 0.097284710229624, 0.0001656042737444, 99999.99935503477]|2869.6011295082912511|      0.00000012|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[0.0155016146154842, -0.0013159201807618, 0.0108858702224839, 0.000419808611208, 99999.99934739243, 0.097284710229624, 0.0001656042737444, 99999.99935503477]|2869.6011295082912511|      0.00000006|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
