k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[19.912814882954777, 2.374841028318998, 2.1153434814473373, 2.1468919303291494, 0.5406650743357313]|3266.2736872814180060|      0.25000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[19.912814882954777, 2.374841028318998, 2.1153434814473373, 2.1468919303291494, 0.5406650743357313]|3266.2736872814180060|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[19.912814882954777, 2.374841028318998, 2.1153434814473373, 2.1468919303291494, 0.5406650743357313]|3266.2736872814180060|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[19.912814882954777, 2.374841028318998, 2.1153434814473373, 2.1468919303291494, 0.5406650743357313]|3266.2736872814180060|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[19.917797231762815, 2.3791161193922385, 2.1181551315629874, 2.1482341886973764, 0.5102717319270615]|3228.1143160036590416|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[19.917797231762815, 2.3791161193922385, 2.1181551315629874, 2.1482341886973764, 0.5102717319270615]|3228.1143160036590416|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[19.923333533008808, 2.4040641401114775, 2.1172749715561348, 2.1500344564926097, 0.5281460846407633]|3193.8144495691803968|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[19.923333533008808, 2.4040641401114775, 2.1172749715561348, 2.1500344564926097, 0.5281460846407633]|3193.8144495691803968|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[19.923613897782552, 2.424548118596498, 2.1197458491996204, 2.1469554770202937, 0.5048801187227355]|3155.4518310043908969|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[19.923613897782552, 2.424548118596498, 2.1197458491996204, 2.1469554770202937, 0.5048801187227355]|3155.4518310043908969|      0.03125000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
