k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[19.826377729646183, 2.731908037921784, 2.189229494797335, 2.740181293594796, 0.4717590374810753]|2677.9733886718750000|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[19.826377729646183, 2.731908037921784, 2.189229494797335, 2.740181293594796, 0.4717590374810753]|2677.9733886718750000|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[19.826377729646183, 2.731908037921784, 2.189229494797335, 2.740181293594796, 0.4717590374810753]|2677.9733886718750000|      0.03125000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[19.826377729646183, 2.731908037921784, 2.189229494797335, 2.740181293594796, 0.4717590374810753]|2677.9733886718750000|      0.01562500|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[19.83065650262356, 2.743340152716046, 2.190512763514286, 2.7455119223119384, 0.4798260751665552]|2664.0625000000000000|      0.03125000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[19.83065650262356, 2.743340152716046, 2.190512763514286, 2.7455119223119384, 0.4798260751665552]|2664.0625000000000000|      0.01562500|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[19.838864575867465, 2.7492513280741466, 2.1997669677021823, 2.7512844706904507, 0.4750444902227381]|2653.1430664062500000|      0.03125000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[19.838864575867465, 2.7492513280741466, 2.1997669677021823, 2.7512844706904507, 0.4750444902227381]|2653.1430664062500000|      0.01562500|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[19.838864575867465, 2.7492513280741466, 2.1997669677021823, 2.7512844706904507, 0.4750444902227381]|2653.1430664062500000|      0.00781250|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[19.839696874420042, 2.7545498860971627, 2.203013470538343, 2.755876764745694, 0.4758437229116897]|2647.4045410156250000|      0.01562500|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[19.839696874420042, 2.7545498860971627, 2.203013470538343, 2.755876764745694, 0.4758437229116897]|2647.4045410156250000|      0.00781250|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[19.842334640910018, 2.7597466551186036, 2.2055352965478083, 2.755576880358176, 0.4803848019535332]|2645.8444824218750000|      0.01562500|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      23|[19.840624247521205, 2.7670916080660626, 2.19807216406745, 2.746155537595882, 0.4738421113914541]|2642.6916503906250000|      0.03125000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[19.857214006374786, 2.79025526602439, 2.189146343774701, 2.750419725296534, 0.4656608042510973]|2630.0964355468750000|      0.06250000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      25|[19.857214006374786, 2.79025526602439, 2.189146343774701, 2.750419725296534, 0.4656608042510973]|2630.0964355468750000|      0.03125000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
