k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.499778690227335, 1.0001914473813944, 0.0001339501549428, -0.0002726584237459, 1.700143997008173, 5.61535622602e-05, 0.000125288449502, 0.000144629344315]|2982.5909666381735406|      0.00048828|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00097656|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00048828|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00024414|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00012207|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00006104|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00003052|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00001526|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00000763|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00000381|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.499770410123, 1.000377434185739, -2.54211683262e-05, -0.0006466348898508, 1.700183025201488, 0.0002175396550399, 0.0002195792000629, 0.0001898166793236]|1631.7900788841934627|      0.00000191|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.49977040291076, 1.0003775490270523, -2.53237621895e-05, -0.0006466534202315, 1.700182853716113, 0.0002177511793423, 0.0002195341456497, 0.0001916978298408]|1427.2772523856422140|      0.00000381|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.49977040291076, 1.0003775490270523, -2.53237621895e-05, -0.0006466534202315, 1.700182853716113, 0.0002177511793423, 0.0002195341456497, 0.0001916978298408]|1427.2772523856422140|      0.00000191|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.49977040291076, 1.0003775490270523, -2.53237621895e-05, -0.0006466534202315, 1.700182853716113, 0.0002177511793423, 0.0002195341456497, 0.0001916978298408]|1427.2772523856422140|      0.00000095|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.49977040291076, 1.0003775490270523, -2.53237621895e-05, -0.0006466534202315, 1.700182853716113, 0.0002177511793423, 0.0002195341456497, 0.0001916978298408]|1427.2772523856422140|      0.00000048|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-3.49977040291076, 1.0003775490270523, -2.53237621895e-05, -0.0006466534202315, 1.700182853716113, 0.0002177511793423, 0.0002195341456497, 0.0001916978298408]|1427.2772523856422140|      0.00000024|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-3.4997704441083863, 1.0003775360906493, -2.52903352297e-05, -0.0006465686098378, 1.700182904308831, 0.0002177527059316, 0.0002195104141875, 0.000191489158991]|1425.7630749107081556|      0.00000048|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-3.4997704441083863, 1.0003775360906493, -2.52903352297e-05, -0.0006465686098378, 1.700182904308831, 0.0002177527059316, 0.0002195104141875, 0.000191489158991]|1425.7630749107081556|      0.00000024|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-3.4997704441083863, 1.0003775360906493, -2.52903352297e-05, -0.0006465686098378, 1.700182904308831, 0.0002177527059316, 0.0002195104141875, 0.000191489158991]|1425.7630749107081556|      0.00000012|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-3.499770452446101, 1.0003775556949095, -2.53035998345e-05, -0.0006465228795658, 1.70018288142762, 0.0002177618447478, 0.0002194998424666, 0.0001915929422924]|1425.4286403367402727|      0.00000024|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-3.499770452446101, 1.0003775556949095, -2.53035998345e-05, -0.0006465228795658, 1.70018288142762, 0.0002177618447478, 0.0002194998424666, 0.0001915929422924]|1425.4286403367402727|      0.00000012|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-3.4997704579620326, 1.0003775510327704, -2.53133898067e-05, -0.0006464489255392, 1.7001828884291887, 0.0002177622066745, 0.0002194869514411, 0.0001915014091259]|1425.2534009993680684|      0.00000024|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-3.4997704579620326, 1.0003775510327704, -2.53133898067e-05, -0.0006464489255392, 1.7001828884291887, 0.0002177622066745, 0.0002194869514411, 0.0001915014091259]|1425.2534009993680684|      0.00000012|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-3.499770464161643, 1.0003775512558433, -2.5284520619e-05, -0.0006463847823629, 1.7001829056213165, 0.0002177386176403, 0.0002195043248107, 0.000191591246462]|1424.9416565967023871|      0.00000024|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-3.499770464161643, 1.0003775512558433, -2.5284520619e-05, -0.0006463847823629, 1.7001829056213165, 0.0002177386176403, 0.0002195043248107, 0.000191591246462]|1424.9416565967023871|      0.00000012|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-3.499770464161643, 1.0003775512558433, -2.5284520619e-05, -0.0006463847823629, 1.7001829056213165, 0.0002177386176403, 0.0002195043248107, 0.000191591246462]|1424.9416565967023871|      0.00000006|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[-3.4997704656370088, 1.0003775468357916, -2.527487605e-05, -0.0006463558152919, 1.700182895772163, 0.0002177433196526, 0.0002194973908895, 0.0001915419342201]|1424.7476350899389672|      0.00000012|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[-3.4997704656370088, 1.0003775468357916, -2.527487605e-05, -0.0006463558152919, 1.700182895772163, 0.0002177433196526, 0.0002194973908895, 0.0001915419342201]|1424.7476350899389672|      0.00000006|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
