k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.476923104996223, 3.1362967499767826, 0.3248707542979017, 40.0420358583431, -0.7294059287926575, -1.3136590217684236, 25.57050359946223, -0.590430731752485, 0.8857035414251113]|922.1568709775586967|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      35|[10.58544219411858, 3.058858288743011, 0.5166256223190568, 41.82322647199885, -1.2126994615333029, -0.9475513901617453, 26.603774452478696, -0.1621296487434609, 1.5392351573360852]|815.8222970082241545|      0.12500000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[10.563766874654982, 3.0572047721739186, 0.5054833112677741, 41.79837248590242, -1.3069475878137935, -0.897544058047699, 26.624139968686585, -0.1677018925745243, 1.4884283864842869]|813.8858180430999028|      0.25000000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[10.563766874654982, 3.0572047721739186, 0.5054833112677741, 41.79837248590242, -1.3069475878137935, -0.897544058047699, 26.624139968686585, -0.1677018925745243, 1.4884283864842869]|813.8858180430999028|      0.12500000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[10.623706252249528, 3.043627347134592, 0.5307744523056996, 41.83378637243144, -1.325033866483979, -0.8176372455747289, 26.610356097397737, -0.1237987844615373, 1.4548955786183289]|813.1449742578924997|      0.25000000|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[10.623706252249528, 3.043627347134592, 0.5307744523056996, 41.83378637243144, -1.325033866483979, -0.8176372455747289, 26.610356097397737, -0.1237987844615373, 1.4548955786183289]|813.1449742578924997|      0.12500000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[10.545938277913889, 3.0287820312313727, 0.5481076210727045, 41.9010374219601, -1.3619465612598416, -0.8243146671990383, 26.649456970252885, -0.1492907410820516, 1.4856813424664532]|812.3998047606103228|      0.25000000|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      41|[10.545938277913889, 3.0287820312313727, 0.5481076210727045, 41.9010374219601, -1.3619465612598416, -0.8243146671990383, 26.649456970252885, -0.1492907410820516, 1.4856813424664532]|812.3998047606103228|      0.12500000|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      42|[10.545938277913889, 3.0287820312313727, 0.5481076210727045, 41.9010374219601, -1.3619465612598416, -0.8243146671990383, 26.649456970252885, -0.1492907410820516, 1.4856813424664532]|812.3998047606103228|      0.06250000|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      43|[10.568959404775955, 3.044445691469591, 0.5333496391664185, 41.94375652402002, -1.3742065481102925, -0.8260268517427715, 26.6304568549792, -0.1254407439304583, 1.4834137099651112]|811.1679804772865054|      0.12500000|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[10.568959404775955, 3.044445691469591, 0.5333496391664185, 41.94375652402002, -1.3742065481102925, -0.8260268517427715, 26.6304568549792, -0.1254407439304583, 1.4834137099651112]|811.1679804772865054|      0.06250000|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      45|[10.594410515164757, 3.060783482561607, 0.5341179028115336, 41.993027189182456, -1.3607568558637642, -0.8113652395034049, 26.64299048333009, -0.1281777769891075, 1.4816994745533576]|810.4553316660093287|      0.12500000|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
