k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.612166451325393, 3.136098345690095, 0.5458645567338444, 39.91053589121848, -0.2563336567452392, -1.273602800249693, 26.352717934592235, -0.5451334911938963, 1.3320703857799585]|855.2867431640625000|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.65087140282783, 3.1463310601114505, 0.5490426688453908, 39.960690839724215, -0.2392136499484867, -1.3441771889517824, 26.31937069938564, -0.473980488276576, 1.3389965777415125]|853.3720092773437500|      0.25000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[10.65087140282783, 3.1463310601114505, 0.5490426688453908, 39.960690839724215, -0.2392136499484867, -1.3441771889517824, 26.31937069938564, -0.473980488276576, 1.3389965777415125]|853.3720092773437500|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[10.707413710191423, 3.153499008256225, 0.4899231083875121, 39.99843930940699, -0.2648701933845454, -1.3793898217608709, 26.365050777492577, -0.4200106103437008, 1.3153552238274244]|851.7892456054687500|      0.25000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[10.707413710191423, 3.153499008256225, 0.4899231083875121, 39.99843930940699, -0.2648701933845454, -1.3793898217608709, 26.365050777492577, -0.4200106103437008, 1.3153552238274244]|851.7892456054687500|      0.12500000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[10.64203829568121, 3.127997449425295, 0.4899313371173579, 40.03889481164207, -0.312800415394198, -1.383092086628772, 26.405853970168696, -0.4913104641706073, 1.3174754385939407]|849.9165649414062500|      0.25000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[10.64203829568121, 3.127997449425295, 0.4899313371173579, 40.03889481164207, -0.312800415394198, -1.383092086628772, 26.405853970168696, -0.4913104641706073, 1.3174754385939407]|849.9165649414062500|      0.12500000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[10.64203829568121, 3.127997449425295, 0.4899313371173579, 40.03889481164207, -0.312800415394198, -1.383092086628772, 26.405853970168696, -0.4913104641706073, 1.3174754385939407]|849.9165649414062500|      0.06250000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[10.655061538300913, 3.1310127153946983, 0.5157384770710087, 40.055026724522804, -0.3387585526258737, -1.3905877707795353, 26.39205211393492, -0.4480275705703234, 1.320194988866579]|848.8394775390625000|      0.12500000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[10.655061538300913, 3.1310127153946983, 0.5157384770710087, 40.055026724522804, -0.3387585526258737, -1.3905877707795353, 26.39205211393492, -0.4480275705703234, 1.320194988866579]|848.8394775390625000|      0.06250000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[10.626622987400136, 3.1024815012269245, 0.4878202225684788, 40.07792022504524, -0.3555619929238199, -1.4028041045661535, 26.38362752016011, -0.442823952553639, 1.2989751513938084]|848.0523071289062500|      0.12500000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[10.67632367697997, 3.0858507711825753, 0.4507952859087906, 40.158092036991526, -0.4062129911963354, -1.3952107240438836, 26.37189407038082, -0.4803675834723731, 1.3291332976901715]|847.1702880859375000|      0.25000000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[10.67632367697997, 3.0858507711825753, 0.4507952859087906, 40.158092036991526, -0.4062129911963354, -1.3952107240438836, 26.37189407038082, -0.4803675834723731, 1.3291332976901715]|847.1702880859375000|      0.12500000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[10.605724272913488, 3.0341197320936186, 0.4455404753124157, 40.18421551136307, -0.4457444280644156, -1.389850248662982, 26.433478584528945, -0.4375455027466452, 1.3351932164094442]|846.1363525390625000|      0.25000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[10.605724272913488, 3.0341197320936186, 0.4455404753124157, 40.18421551136307, -0.4457444280644156, -1.389850248662982, 26.433478584528945, -0.4375455027466452, 1.3351932164094442]|846.1363525390625000|      0.12500000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[10.656539055530008, 3.052036567780427, 0.5002805639091178, 40.256261745103, -0.4714773276150152, -1.3504797056754354, 26.39668903753732, -0.4143525461063851, 1.3144302206972795]|844.2742309570312500|      0.25000000|[735, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[10.656539055530008, 3.052036567780427, 0.5002805639091178, 40.256261745103, -0.4714773276150152, -1.3504797056754354, 26.39668903753732, -0.4143525461063851, 1.3144302206972795]|844.2742309570312500|      0.12500000|[764, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[10.656539055530008, 3.052036567780427, 0.5002805639091178, 40.256261745103, -0.4714773276150152, -1.3504797056754354, 26.39668903753732, -0.4143525461063851, 1.3144302206972795]|844.2742309570312500|      0.06250000|[792, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[10.64952673609225, 3.07176239188787, 0.4840838335375499, 40.288423728461886, -0.492603854644761, -1.3806363642881367, 26.424829404063974, -0.4133150642577154, 1.3191769238917057]|843.3870849609375000|      0.12500000|[820, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      30|[10.64952673609225, 3.07176239188787, 0.4840838335375499, 40.288423728461886, -0.492603854644761, -1.3806363642881367, 26.424829404063974, -0.4133150642577154, 1.3191769238917057]|843.3870849609375000|      0.06250000|[848, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[10.657063677174039, 3.0690617936072075, 0.4866204528403288, 40.309642322449236, -0.5391206202988038, -1.3937346738678418, 26.399652301137067, -0.3957109441890451, 1.3294881490286896]|842.8643798828125000|      0.12500000|[876, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      32|[10.657063677174039, 3.0690617936072075, 0.4866204528403288, 40.309642322449236, -0.5391206202988038, -1.3937346738678418, 26.399652301137067, -0.3957109441890451, 1.3294881490286896]|842.8643798828125000|      0.06250000|[905, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[10.648569741488474, 3.066666805614844, 0.5003128921368317, 40.36537177334168, -0.5400241833308568, -1.386841801074995, 26.39716693386821, -0.3738135032943012, 1.3305414337637127]|841.9877319335937500|      0.12500000|[933, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[10.648569741488474, 3.066666805614844, 0.5003128921368317, 40.36537177334168, -0.5400241833308568, -1.386841801074995, 26.39716693386821, -0.3738135032943012, 1.3305414337637127]|841.9877319335937500|      0.06250000|[961, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[10.643652765263814, 3.076832096578976, 0.5048257955796271, 40.39578775918986, -0.5699680442544894, -1.3786894501488791, 26.438127082284435, -0.3876758731058125, 1.3310384489680969]|840.9644775390625000|      0.12500000|[989, 70, 0, 70]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[10.643652765263814, 3.076832096578976, 0.5048257955796271, 40.39578775918986, -0.5699680442544894, -1.3786894501488791, 26.438127082284435, -0.3876758731058125, 1.3310384489680969]|840.9644775390625000|      0.06250000|[1017, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[10.636168184406834, 3.051570495781788, 0.4703107391552385, 40.428341307128235, -0.5721946080609472, -1.3629672587797568, 26.44024945731965, -0.3641347181756712, 1.3432950648198445]|840.3980102539062500|      0.12500000|[1045, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[10.636168184406834, 3.051570495781788, 0.4703107391552385, 40.428341307128235, -0.5721946080609472, -1.3629672587797568, 26.44024945731965, -0.3641347181756712, 1.3432950648198445]|840.3980102539062500|      0.06250000|[1073, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[10.640724080106223, 3.0507410000418274, 0.4855503432805016, 40.45710555003998, -0.6134580636884095, -1.3670082337813543, 26.46948829903632, -0.3484300661092367, 1.3454468864364582]|839.4880371093750000|      0.12500000|[1101, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[10.640724080106223, 3.0507410000418274, 0.4855503432805016, 40.45710555003998, -0.6134580636884095, -1.3670082337813543, 26.46948829903632, -0.3484300661092367, 1.3454468864364582]|839.4880371093750000|      0.06250000|[1129, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[10.630957045128074, 3.036783856837615, 0.4945216931172142, 40.501332661096555, -0.604750227642613, -1.3339377519750615, 26.47711222306295, -0.3388320405706817, 1.329328535909636]|838.9015502929687500|      0.12500000|[1157, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      42|[10.645300193029659, 3.0689036145346065, 0.5256070311274127, 40.60009692997202, -0.6257933553285294, -1.3292556165668192, 26.458886219520487, -0.2927235764206628, 1.3566049532303874]|837.6295166015625000|      0.25000000|[1185, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[10.645300193029659, 3.0689036145346065, 0.5256070311274127, 40.60009692997202, -0.6257933553285294, -1.3292556165668192, 26.458886219520487, -0.2927235764206628, 1.3566049532303874]|837.6295166015625000|      0.12500000|[1213, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[10.618962992100098, 3.05933232345998, 0.4616495765091796, 40.685031128712986, -0.65622249450663, -1.345380582634127, 26.477719891354635, -0.3370863802735071, 1.3617678511679183]|836.4429931640625000|      0.25000000|[1241, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      45|[10.618962992100098, 3.05933232345998, 0.4616495765091796, 40.685031128712986, -0.65622249450663, -1.345380582634127, 26.477719891354635, -0.3370863802735071, 1.3617678511679183]|836.4429931640625000|      0.12500000|[1270, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
