k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      12|[42.051714748652415, 148.31337713523791, -102.2853554575791, 4.259579744265325, 2.0579310131270403]|62530.9414062500000000|      4.00000000|[83, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[38.55563762873585, 146.97141415109328, -103.21833257958303, 3.6420078956887147, 2.909246948866817]|52679.1210937500000000|      8.00000000|[89, 0, 0, 31]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[38.55563762873585, 146.97141415109328, -103.21833257958303, 3.6420078956887147, 2.909246948866817]|52679.1210937500000000|      4.00000000|[97, 0, 0, 34]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[37.624844385145316, 147.1795734378361, -106.46281598612866, 5.777760205137817, 2.955971100671642]|49816.6132812500000000|      8.00000000|[103, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[37.624844385145316, 147.1795734378361, -106.46281598612866, 5.777760205137817, 2.955971100671642]|49816.6132812500000000|      4.00000000|[111, 0, 0, 39]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[37.624844385145316, 147.1795734378361, -106.46281598612866, 5.777760205137817, 2.955971100671642]|49816.6132812500000000|      2.00000000|[119, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[35.92787820397853, 147.91080080952995, -105.71958584007422, 5.951313353731592, 2.9002883791952656]|45855.8359375000000000|      4.00000000|[125, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[32.290267877083274, 148.8112813569522, -104.40795048705402, 5.902606515124736, 3.3841956409300065]|37842.0312500000000000|      8.00000000|[131, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[32.290267877083274, 148.8112813569522, -104.40795048705402, 5.902606515124736, 3.3841956409300065]|37842.0312500000000000|      4.00000000|[139, 0, 0, 49]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[29.55543381704757, 146.4136440869972, -104.12166044185761, 5.973046185883561, 5.022821421453503]|31827.1933593750000000|      8.00000000|[145, 0, 0, 51]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
