k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      16|[41.04745799351443, 149.47794741295573, -100.5263626329658, 1.3415155001697772, 2.0239736856691373]|60239.1328125000000000|      1.00000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[40.05248382356619, 149.4094051343992, -100.59830050482155, 1.3525701060288065, 2.0183973545931577]|57495.5468750000000000|      2.00000000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[38.057699237939175, 149.3110373224061, -100.70002005520614, 1.36905617030404, 1.9951686382528018]|52207.6445312500000000|      4.00000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[38.057699237939175, 149.3110373224061, -100.70002005520614, 1.36905617030404, 1.9951686382528018]|52207.6445312500000000|      2.00000000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[36.075565098443604, 149.08268552077965, -100.80525492483929, 1.430115765150803, 1.9303839500113376]|47192.5429687500000000|      4.00000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[36.075565098443604, 149.08268552077965, -100.80525492483929, 1.430115765150803, 1.9303839500113376]|47192.5429687500000000|      2.00000000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[36.075565098443604, 149.08268552077965, -100.80525492483929, 1.430115765150803, 1.9303839500113376]|47192.5429687500000000|      1.00000000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[35.080169152835346, 149.0170309650194, -100.87501803514726, 1.4320515652462658, 1.9327822603982006]|44778.2148437500000000|      2.00000000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[35.080169152835346, 149.0170309650194, -100.87501803514726, 1.4320515652462658, 1.9327822603982006]|44778.2148437500000000|      1.00000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[34.08510621116095, 148.94585098478535, -100.944155632361, 1.4307879401915762, 1.9340266170251412]|42429.8320312500000000|      2.00000000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
