k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[2.1473297944e-06, -4.34838333832e-05, 0.0100795738433965, 0.0003402585550811, 4.57159113893e-05, 0.0979703666158966, 0.0001446455836836, -5.26483943393e-05]|  1.1599532328433781|      0.00024414|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      15|[2.1473297944e-06, -4.34838333832e-05, 0.0100795738433965, 0.0003402585550811, 4.57159113893e-05, 0.0979703666158966, 0.0001446455836836, -5.26483943393e-05]|  1.1599532328433781|      0.00012207|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[2.1473297944e-06, -4.34838333832e-05, 0.0100795738433965, 0.0003402585550811, 4.57159113893e-05, 0.0979703666158966, 0.0001446455836836, -5.26483943393e-05]|  1.1599532328433781|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[2.1473297944e-06, -4.34838333832e-05, 0.0100795738433965, 0.0003402585550811, 4.57159113893e-05, 0.0979703666158966, 0.0001446455836836, -5.26483943393e-05]|  1.1599532328433781|      0.00003052|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[-5.477004424e-07, -4.76473527822e-05, 0.010087324753991, 0.0003377456057585, 3.35277920166e-05, 0.0979673274798613, 0.0001602199907406, -3.16725938386e-05]|  0.8388365829329856|      0.00006104|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      19|[-5.477004424e-07, -4.76473527822e-05, 0.010087324753991, 0.0003377456057585, 3.35277920166e-05, 0.0979673274798613, 0.0001602199907406, -3.16725938386e-05]|  0.8388365829329856|      0.00003052|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[-5.477004424e-07, -4.76473527822e-05, 0.010087324753991, 0.0003377456057585, 3.35277920166e-05, 0.0979673274798613, 0.0001602199907406, -3.16725938386e-05]|  0.8388365829329856|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[8.537926681e-07, -4.94128855589e-05, 0.0100795416423661, 0.0003388637499152, 2.90232611401e-05, 0.0979650875154995, 0.0001655936361436, -4.22432124644e-05]|  0.8162264233284778|      0.00003052|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      22|[8.537926681e-07, -4.94128855589e-05, 0.0100795416423661, 0.0003388637499152, 2.90232611401e-05, 0.0979650875154995, 0.0001655936361436, -4.22432124644e-05]|  0.8162264233284778|      0.00001526|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[8.537926681e-07, -4.94128855589e-05, 0.0100795416423661, 0.0003388637499152, 2.90232611401e-05, 0.0979650875154995, 0.0001655936361436, -4.22432124644e-05]|  0.8162264233284778|      0.00000763|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[2.2564641201e-06, -4.54040502294e-05, 0.010082260146459, 0.0003395751772981, 3.07166460717e-05, 0.0979646464532238, 0.0001617916586349, -3.84018717931e-05]|  0.8076703501962196|      0.00001526|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      25|[2.2564641201e-06, -4.54040502294e-05, 0.010082260146459, 0.0003395751772981, 3.07166460717e-05, 0.0979646464532238, 0.0001617916586349, -3.84018717931e-05]|  0.8076703501962196|      0.00000763|[175, 50, 25, 75]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      26|[-3.332155308e-07, -4.08100068174e-05, 0.0100836967011787, 0.0003413319603289, 3.28190540851e-05, 0.0979664232149363, 0.0001658778232123, -3.93879076323e-05]|  0.7922459141764725|      0.00001526|[182, 52, 26, 78]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      27|[-3.332155308e-07, -4.08100068174e-05, 0.0100836967011787, 0.0003413319603289, 3.28190540851e-05, 0.0979664232149363, 0.0001658778232123, -3.93879076323e-05]|  0.7922459141764725|      0.00000763|[189, 54, 27, 81]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
