k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00006104|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00003052|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-3.5000997582890476, 0.9999918360925801, 2.39350868978e-05, -0.0006878226668602, 1.699952062258272, 0.0002649634429123, -0.0001149003517322, -0.0002600852022632]|1534.7272947140104407|      0.00000095|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000048|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000024|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000012|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000006|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-3.5000997808503223, 0.9999918514727658, 2.38885354615e-05, -0.0006878047793258, 1.6999520809503252, 0.0002649695680186, -0.0001149614783304, -0.0002610350121229]|1449.4905914588275664|      0.00000003|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[-3.5000997800378633, 0.99999185029673, 2.38878876229e-05, -0.0006877825486829, 1.6999520818429963, 0.0002649688903211, -0.0001149604635239, -0.0002610152832576]|1449.4295011500482815|      0.00000006|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-3.5000997770191207, 0.9999918523801095, 2.38922689099e-05, -0.000687734505156, 1.6999520655567075, 0.0002649709676735, -0.0001149591288475, -0.0002610459515521]|1449.3612602398341096|      0.00000012|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[-3.5000997770191207, 0.9999918523801095, 2.38922689099e-05, -0.000687734505156, 1.6999520655567075, 0.0002649709676735, -0.0001149591288475, -0.0002610459515521]|1449.3612602398341096|      0.00000006|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[-3.5000997716891824, 0.999991849705343, 2.38863389281e-05, -0.0006877001394454, 1.6999520677069382, 0.0002649839681346, -0.0001149310179245, -0.0002610093848345]|1449.2468137970920452|      0.00000012|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[-3.5000997716891824, 0.999991849705343, 2.38863389281e-05, -0.0006877001394454, 1.6999520677069382, 0.0002649839681346, -0.0001149310179245, -0.0002610093848345]|1449.2468137970920452|      0.00000006|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-3.5000997716891824, 0.999991849705343, 2.38863389281e-05, -0.0006877001394454, 1.6999520677069382, 0.0002649839681346, -0.0001149310179245, -0.0002610093848345]|1449.2468137970920452|      0.00000003|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[-3.5000997684378667, 0.9999918620432133, 2.38804998222e-05, -0.0006876854390991, 1.6999520778643114, 0.0002649719807587, -0.0001149175288565, -0.0002610161939916]|1449.1977828836754725|      0.00000006|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[-3.5000997684378667, 0.9999918620432133, 2.38804998222e-05, -0.0006876854390991, 1.6999520778643114, 0.0002649719807587, -0.0001149175288565, -0.0002610161939916]|1449.1977828836754725|      0.00000003|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[-3.5000997691782088, 0.9999918580057435, 2.38856262674e-05, -0.0006876618501983, 1.6999520789813565, 0.0002649735161969, -0.0001149180966633, -0.0002610330665938]|1449.1448850641377248|      0.00000006|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
