k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[1.3683342941993086, 0.2327556893493659, 0.6302088975271779, 0.8479808830358103, 0.451260560477148, 2.9860366333921866, 5.080299514642075, 7.029426096285773, 2.220461650490746, 4.561134384577831, 5.673051277893083]|  0.9901016694355621|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[1.3610676013333745, 0.2087606786010287, 0.6326497327274919, 0.816824375014524, 0.4202311948575839, 2.988843915562062, 5.074562678802206, 7.027869017204776, 2.2296911053608284, 4.585569751100626, 5.697803870615252]|  0.8783188143146785|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[1.3610676013333745, 0.2087606786010287, 0.6326497327274919, 0.816824375014524, 0.4202311948575839, 2.988843915562062, 5.074562678802206, 7.027869017204776, 2.2296911053608284, 4.585569751100626, 5.697803870615252]|  0.8783188143146785|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[1.352127291451409, 0.1991162853650312, 0.6117986403847134, 0.8090251015742358, 0.4453672992466901, 3.0179316279570374, 5.0883005412221465, 7.026888022480821, 2.254297532191951, 4.599935056909016, 5.725340420819045]|  0.8041893276853844|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[1.352127291451409, 0.1991162853650312, 0.6117986403847134, 0.8090251015742358, 0.4453672992466901, 3.0179316279570374, 5.0883005412221465, 7.026888022480821, 2.254297532191951, 4.599935056909016, 5.725340420819045]|  0.8041893276853844|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[1.3534657169085116, 0.1989408771366799, 0.6010530253561356, 0.7825797515903594, 0.4321363134314271, 3.024100273643172, 5.073584977950341, 7.061905101240554, 2.278628508856119, 4.625260143825971, 5.711184438485171]|  0.7338327387500255|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[1.3534657169085116, 0.1989408771366799, 0.6010530253561356, 0.7825797515903594, 0.4321363134314271, 3.024100273643172, 5.073584977950341, 7.061905101240554, 2.278628508856119, 4.625260143825971, 5.711184438485171]|  0.7338327387500255|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.3386947473339743, 0.1871071646814237, 0.6178924312196533, 0.7760486854271245, 0.3919603929849891, 3.0320405398232375, 5.06082849337142, 7.051821991234201, 2.299709448780457, 4.653453944166928, 5.717584865782549]|  0.6862565890474036|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.3386947473339743, 0.1871071646814237, 0.6178924312196533, 0.7760486854271245, 0.3919603929849891, 3.0320405398232375, 5.06082849337142, 7.051821991234201, 2.299709448780457, 4.653453944166928, 5.717584865782549]|  0.6862565890474036|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[1.30766377644932, 0.164213814376636, 0.6336816061566162, 0.7620823961546211, 0.4114822714966268, 3.018366635813921, 5.049487521245606, 7.048694373671059, 2.3281453016267246, 4.669697953580449, 5.731582132507331]|  0.5954866633680521|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[1.30766377644932, 0.164213814376636, 0.6336816061566162, 0.7620823961546211, 0.4114822714966268, 3.018366635813921, 5.049487521245606, 7.048694373671059, 2.3281453016267246, 4.669697953580449, 5.731582132507331]|  0.5954866633680521|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.30766377644932, 0.164213814376636, 0.6336816061566162, 0.7620823961546211, 0.4114822714966268, 3.018366635813921, 5.049487521245606, 7.048694373671059, 2.3281453016267246, 4.669697953580449, 5.731582132507331]|  0.5954866633680521|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[1.3036563327081125, 0.1649634178713723, 0.6263848218243981, 0.7493188310424019, 0.3876820778252032, 3.019377133845452, 5.060361452928434, 7.048985746996998, 2.3337905447296743, 4.672518781201091, 5.73584427767301]|  0.5705388630875091|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[1.3036563327081125, 0.1649634178713723, 0.6263848218243981, 0.7493188310424019, 0.3876820778252032, 3.019377133845452, 5.060361452928434, 7.048985746996998, 2.3337905447296743, 4.672518781201091, 5.73584427767301]|  0.5705388630875091|      0.03125000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[1.2850254822878755, 0.1595020796613827, 0.6176551485212384, 0.7339995993250323, 0.3971497100540698, 3.0208843337223996, 5.055671300821441, 7.047774675039539, 2.333301798253268, 4.673647915832066, 5.748953659408562]|  0.5446490351273442|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[1.2850254822878755, 0.1595020796613827, 0.6176551485212384, 0.7339995993250323, 0.3971497100540698, 3.0208843337223996, 5.055671300821441, 7.047774675039539, 2.333301798253268, 4.673647915832066, 5.748953659408562]|  0.5446490351273442|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.2791792832120688, 0.1498747555563177, 0.6165630666005657, 0.7228944038799185, 0.3751438654102003, 3.0196834290664607, 5.0553147775937965, 7.042306222436852, 2.3410126501642545, 4.680925466482199, 5.758804072817427]|  0.5188322643595303|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[1.2661322616628012, 0.1589299338154567, 0.6002604294372965, 0.7146231449088133, 0.3577764497484614, 2.9896851869228294, 5.033051136861957, 7.024904409118733, 2.35277320824968, 4.713395066834696, 5.747524040258004]|  0.4950818039518436|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[1.2661322616628012, 0.1589299338154567, 0.6002604294372965, 0.7146231449088133, 0.3577764497484614, 2.9896851869228294, 5.033051136861957, 7.024904409118733, 2.35277320824968, 4.713395066834696, 5.747524040258004]|  0.4950818039518436|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[1.2661322616628012, 0.1589299338154567, 0.6002604294372965, 0.7146231449088133, 0.3577764497484614, 2.9896851869228294, 5.033051136861957, 7.024904409118733, 2.35277320824968, 4.713395066834696, 5.747524040258004]|  0.4950818039518436|      0.03125000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[1.260995799358841, 0.1564682923952742, 0.5764724055672426, 0.7074210574041574, 0.3691867162471196, 2.9873756624943004, 5.033788888020168, 7.015678421403047, 2.3494875927356818, 4.706779237897952, 5.740409002670784]|  0.4680959724245397|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[1.260995799358841, 0.1564682923952742, 0.5764724055672426, 0.7074210574041574, 0.3691867162471196, 2.9873756624943004, 5.033788888020168, 7.015678421403047, 2.3494875927356818, 4.706779237897952, 5.740409002670784]|  0.4680959724245397|      0.03125000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[1.245247268193178, 0.1474275015759086, 0.5766580661029865, 0.693548917636653, 0.3611078585725729, 2.990696433381179, 5.033626330193457, 7.017315067286865, 2.3649403192279803, 4.714777496992757, 5.7489284061664945]|  0.4418225851532388|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[1.245247268193178, 0.1474275015759086, 0.5766580661029865, 0.693548917636653, 0.3611078585725729, 2.990696433381179, 5.033626330193457, 7.017315067286865, 2.3649403192279803, 4.714777496992757, 5.7489284061664945]|  0.4418225851532388|      0.03125000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[1.245247268193178, 0.1474275015759086, 0.5766580661029865, 0.693548917636653, 0.3611078585725729, 2.990696433381179, 5.033626330193457, 7.017315067286865, 2.3649403192279803, 4.714777496992757, 5.7489284061664945]|  0.4418225851532388|      0.01562500|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[1.245247268193178, 0.1474275015759086, 0.5766580661029865, 0.693548917636653, 0.3611078585725729, 2.990696433381179, 5.033626330193457, 7.017315067286865, 2.3649403192279803, 4.714777496992757, 5.7489284061664945]|  0.4418225851532388|      0.00781250|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[1.2404225313436554, 0.1479864198587033, 0.5734449590514655, 0.6932781372134587, 0.3611232750935697, 2.990902127894397, 5.030585117732515, 7.01682904523291, 2.367011798765147, 4.716951432053783, 5.751844318078749]|  0.4358534706166229|      0.01562500|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[1.2342228633279488, 0.1453030512752383, 0.564329842213717, 0.690576429770826, 0.3609938604176014, 2.9908636152353525, 5.0295511692918735, 7.012724967200695, 2.3756975430885205, 4.720262380261432, 5.753789678386887]|  0.4264827406851783|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[1.2342228633279488, 0.1453030512752383, 0.564329842213717, 0.690576429770826, 0.3609938604176014, 2.9908636152353525, 5.0295511692918735, 7.012724967200695, 2.3756975430885205, 4.720262380261432, 5.753789678386887]|  0.4264827406851783|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[1.2342228633279488, 0.1453030512752383, 0.564329842213717, 0.690576429770826, 0.3609938604176014, 2.9908636152353525, 5.0295511692918735, 7.012724967200695, 2.3756975430885205, 4.720262380261432, 5.753789678386887]|  0.4264827406851783|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[1.232736298965215, 0.1460524155257824, 0.5634120100911896, 0.689035147108617, 0.3548303629926751, 2.990404377936524, 5.028081838132127, 7.012553582126444, 2.3781230314484043, 4.722360347363406, 5.755880946367373]|  0.4206380058474088|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[1.2322422357839635, 0.1453590219421967, 0.5589333423538374, 0.6829125890806836, 0.3518703915055396, 2.9894729329887344, 5.035037614665716, 7.003934988060854, 2.3840566223914696, 4.726600358308841, 5.75525297792944]|  0.4151251099522212|      0.03125000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[1.2322422357839635, 0.1453590219421967, 0.5589333423538374, 0.6829125890806836, 0.3518703915055396, 2.9894729329887344, 5.035037614665716, 7.003934988060854, 2.3840566223914696, 4.726600358308841, 5.75525297792944]|  0.4151251099522212|      0.01562500|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[1.2297475900795576, 0.1438828727688997, 0.562277281988443, 0.6870278565414788, 0.355955060504939, 2.9901572119931115, 5.034746004435354, 7.005347257873963, 2.3847224383819454, 4.7390716534759525, 5.760946147315077]|  0.4120545016453631|      0.03125000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[1.2297475900795576, 0.1438828727688997, 0.562277281988443, 0.6870278565414788, 0.355955060504939, 2.9901572119931115, 5.034746004435354, 7.005347257873963, 2.3847224383819454, 4.7390716534759525, 5.760946147315077]|  0.4120545016453631|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[1.2297475900795576, 0.1438828727688997, 0.562277281988443, 0.6870278565414788, 0.355955060504939, 2.9901572119931115, 5.034746004435354, 7.005347257873963, 2.3847224383819454, 4.7390716534759525, 5.760946147315077]|  0.4120545016453631|      0.00781250|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      48|[1.2297475900795576, 0.1438828727688997, 0.562277281988443, 0.6870278565414788, 0.355955060504939, 2.9901572119931115, 5.034746004435354, 7.005347257873963, 2.3847224383819454, 4.7390716534759525, 5.760946147315077]|  0.4120545016453631|      0.00390625|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[1.2287910988041228, 0.1439964799794664, 0.5612688422085792, 0.6860970760702407, 0.3532845385640208, 2.9902746688382513, 5.033988555692973, 7.004775570539113, 2.386256087081602, 4.739642981506247, 5.762258843480708]|  0.4094952270778891|      0.00781250|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[1.2238727172533044, 0.1441842322417665, 0.5619828664271754, 0.6836121547680102, 0.3528658217686715, 2.9904217648449363, 5.032605864256569, 7.001799112625437, 2.3888921797513625, 4.73793372847529, 5.765306159512574]|  0.4064116369740708|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      51|[1.2238727172533044, 0.1441842322417665, 0.5619828664271754, 0.6836121547680102, 0.3528658217686715, 2.9904217648449363, 5.032605864256569, 7.001799112625437, 2.3888921797513625, 4.73793372847529, 5.765306159512574]|  0.4064116369740708|      0.00781250|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      52|[1.2184908745281307, 0.1405767658850176, 0.5589567121268585, 0.6830507385081469, 0.3509570170091834, 2.9891321670605655, 5.034272063272925, 7.001337591310789, 2.3895681485066893, 4.738834030024992, 5.765161184444372]|  0.4034899998153615|      0.01562500|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      53|[1.2184908745281307, 0.1405767658850176, 0.5589567121268585, 0.6830507385081469, 0.3509570170091834, 2.9891321670605655, 5.034272063272925, 7.001337591310789, 2.3895681485066893, 4.738834030024992, 5.765161184444372]|  0.4034899998153615|      0.00781250|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      54|[1.2176369808510963, 0.143051433696921, 0.5617550522511066, 0.683207040911834, 0.3482712865754453, 2.98727448222698, 5.033519916862569, 7.0001103176499395, 2.394255407714174, 4.742242671822161, 5.765201179722251]|  0.4010688898628069|      0.01562500|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      55|[1.2176369808510963, 0.143051433696921, 0.5617550522511066, 0.683207040911834, 0.3482712865754453, 2.98727448222698, 5.033519916862569, 7.0001103176499395, 2.394255407714174, 4.742242671822161, 5.765201179722251]|  0.4010688898628069|      0.00781250|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
