k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0138518618873278, 0.2276714772892937, 0.1180558737214973, 0.1109991046643274, 0.1117562307906201, 0.0677328832643105, 0.0719952874779538, 0.0274088659573619, 0.0228830461103953, 0.0390682250445583, -0.0478274526363029, -0.0543198816880261]|  8.0158165139936521|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.0306605725060397, 0.2868665368152517, 0.1958601611061063, 0.1315866909811053, 0.1269020006724296, 0.0603150997024828, 0.0432103034575842, -0.0139145347075657, 0.0199265291803884, -0.006588866044314, -0.0640553560343415, -0.0407631890354615]|  6.3031518844733032|      0.25000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[0.0306605725060397, 0.2868665368152517, 0.1958601611061063, 0.1315866909811053, 0.1269020006724296, 0.0603150997024828, 0.0432103034575842, -0.0139145347075657, 0.0199265291803884, -0.006588866044314, -0.0640553560343415, -0.0407631890354615]|  6.3031518844733032|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.0306605725060397, 0.2868665368152517, 0.1958601611061063, 0.1315866909811053, 0.1269020006724296, 0.0603150997024828, 0.0432103034575842, -0.0139145347075657, 0.0199265291803884, -0.006588866044314, -0.0640553560343415, -0.0407631890354615]|  6.3031518844733032|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-0.0066984039738629, 0.3003575583926688, 0.209345129748452, 0.1298766914088034, 0.1134534059335699, 0.0893663427558005, 0.0376947715411669, -0.0278984513314654, 0.0380179441415732, 0.0137108102875874, -0.0711447359765958, -0.0305978148147143]|  5.2499611931686001|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-0.0066984039738629, 0.3003575583926688, 0.209345129748452, 0.1298766914088034, 0.1134534059335699, 0.0893663427558005, 0.0376947715411669, -0.0278984513314654, 0.0380179441415732, 0.0137108102875874, -0.0711447359765958, -0.0305978148147143]|  5.2499611931686001|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-0.0066984039738629, 0.3003575583926688, 0.209345129748452, 0.1298766914088034, 0.1134534059335699, 0.0893663427558005, 0.0376947715411669, -0.0278984513314654, 0.0380179441415732, 0.0137108102875874, -0.0711447359765958, -0.0305978148147143]|  5.2499611931686001|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-0.0135386330644279, 0.3231012569151568, 0.2203719136482318, 0.1324555568117899, 0.1192951942818336, 0.0956700689439981, 0.0485574618268601, -0.0246104338517195, 0.040560248450844, 0.0135100215701162, -0.0634923252848606, -0.0265331053895608]|  4.7157692198752299|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-0.0187055017633768, 0.3656720460886445, 0.2398240777262087, 0.1522825652289511, 0.1276190988247455, 0.1059837255740906, 0.0371653740729088, -0.0161875572393769, 0.0150904844151414, 0.0067507227699319, -0.0650599378892336, -0.0116151094256852]|  3.8324928227973762|      0.12500000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[-0.0187055017633768, 0.3656720460886445, 0.2398240777262087, 0.1522825652289511, 0.1276190988247455, 0.1059837255740906, 0.0371653740729088, -0.0161875572393769, 0.0150904844151414, 0.0067507227699319, -0.0650599378892336, -0.0116151094256852]|  3.8324928227973762|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.0147656161371822, 0.4178545013446923, 0.2377742662733737, 0.1619997776381971, 0.1306760816506896, 0.0889459901423137, 0.0454130606196855, -0.0178045036412884, 0.0142011581728519, -0.0130044923247523, -0.0795940425516315, -0.0214398066771337]|  3.2659655645674337|      0.12500000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-0.0147656161371822, 0.4178545013446923, 0.2377742662733737, 0.1619997776381971, 0.1306760816506896, 0.0889459901423137, 0.0454130606196855, -0.0178045036412884, 0.0142011581728519, -0.0130044923247523, -0.0795940425516315, -0.0214398066771337]|  3.2659655645674337|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-0.0147656161371822, 0.4178545013446923, 0.2377742662733737, 0.1619997776381971, 0.1306760816506896, 0.0889459901423137, 0.0454130606196855, -0.0178045036412884, 0.0142011581728519, -0.0130044923247523, -0.0795940425516315, -0.0214398066771337]|  3.2659655645674337|      0.03125000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-0.0236332442694629, 0.4309759411575795, 0.2515023031654712, 0.17195934857887, 0.126180584543698, 0.0896334227201315, 0.0485255782292374, -0.0119245943871193, 0.0279230945837839, -0.0112088012713295, -0.0662501353602833, -0.0195465614579635]|  2.8697333229195388|      0.06250000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-0.0175447862705142, 0.4791937881026568, 0.2624599669882034, 0.1600827871347954, 0.1213633159334945, 0.0815883458601565, 0.0334438604447973, -0.0067936444139195, -0.0013406536310616, -0.016095052880592, -0.0641137733730805, -0.0270682735353605]|  2.6661696240535742|      0.12500000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-0.0175447862705142, 0.4791937881026568, 0.2624599669882034, 0.1600827871347954, 0.1213633159334945, 0.0815883458601565, 0.0334438604447973, -0.0067936444139195, -0.0013406536310616, -0.016095052880592, -0.0641137733730805, -0.0270682735353605]|  2.6661696240535742|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-0.0083872420417275, 0.5113083413144474, 0.2733929939126838, 0.151969478941572, 0.1109123283935985, 0.0900254084734836, 0.0420196906957504, -0.0159142192944945, -0.0039190705319774, 0.0157481145506073, -0.0424006197563291, 0.0007966597256162]|  1.9438991572766948|      0.12500000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-0.0083872420417275, 0.5113083413144474, 0.2733929939126838, 0.151969478941572, 0.1109123283935985, 0.0900254084734836, 0.0420196906957504, -0.0159142192944945, -0.0039190705319774, 0.0157481145506073, -0.0424006197563291, 0.0007966597256162]|  1.9438991572766948|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-0.0121650419776758, 0.5517517954181826, 0.2932914861991253, 0.1519971421129177, 0.1103256308731044, 0.0884122607846002, 0.0316656080435768, -0.0324354155259179, 0.0035336211075345, -0.0197024637654066, -0.030669813505623, -0.0044333636434862]|  1.5956345593931960|      0.12500000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[-0.0121650419776758, 0.5517517954181826, 0.2932914861991253, 0.1519971421129177, 0.1103256308731044, 0.0884122607846002, 0.0316656080435768, -0.0324354155259179, 0.0035336211075345, -0.0197024637654066, -0.030669813505623, -0.0044333636434862]|  1.5956345593931960|      0.06250000|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-0.0121650419776758, 0.5517517954181826, 0.2932914861991253, 0.1519971421129177, 0.1103256308731044, 0.0884122607846002, 0.0316656080435768, -0.0324354155259179, 0.0035336211075345, -0.0197024637654066, -0.030669813505623, -0.0044333636434862]|  1.5956345593931960|      0.03125000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0073578874022382, 0.5623145612533801, 0.2954493458900357, 0.1576369768365956, 0.1108075046351996, 0.0759037894613511, 0.0276364045257236, -0.0262805496651034, 0.0192837702235982, -0.0135754742034538, -0.0130947475778973, -0.0040919019500114]|  1.3854016350256224|      0.06250000|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-0.0100524693703121, 0.6075445943438416, 0.2939943922791277, 0.1548161759968987, 0.1214909580383634, 0.0705817916743422, 0.019433316963714, 0.0017421911302542, 0.0260928501262386, -0.0227779410627284, 0.0105472342970853, 0.0084835809662062]|  1.2831609640029620|      0.12500000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-0.0100524693703121, 0.6075445943438416, 0.2939943922791277, 0.1548161759968987, 0.1214909580383634, 0.0705817916743422, 0.019433316963714, 0.0017421911302542, 0.0260928501262386, -0.0227779410627284, 0.0105472342970853, 0.0084835809662062]|  1.2831609640029620|      0.06250000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-0.0100524693703121, 0.6075445943438416, 0.2939943922791277, 0.1548161759968987, 0.1214909580383634, 0.0705817916743422, 0.019433316963714, 0.0017421911302542, 0.0260928501262386, -0.0227779410627284, 0.0105472342970853, 0.0084835809662062]|  1.2831609640029620|      0.03125000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-0.0046984015694826, 0.616020108231981, 0.2919518448445891, 0.1480723741089722, 0.1136244004885542, 0.0600102979606501, 0.0083676366660939, -0.0069580084130197, 0.0155065567768335, -0.0331255036713872, -0.0012591003190344, -0.0013193830211584]|  1.0698613821382872|      0.06250000|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-0.0046984015694826, 0.616020108231981, 0.2919518448445891, 0.1480723741089722, 0.1136244004885542, 0.0600102979606501, 0.0083676366660939, -0.0069580084130197, 0.0155065567768335, -0.0331255036713872, -0.0012591003190344, -0.0013193830211584]|  1.0698613821382872|      0.03125000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-0.0046984015694826, 0.616020108231981, 0.2919518448445891, 0.1480723741089722, 0.1136244004885542, 0.0600102979606501, 0.0083676366660939, -0.0069580084130197, 0.0155065567768335, -0.0331255036713872, -0.0012591003190344, -0.0013193830211584]|  1.0698613821382872|      0.01562500|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      41|[-0.0086414896032779, 0.6265308539443091, 0.2912769961028252, 0.1505636845210503, 0.1168077511569923, 0.0633475036667995, 0.011250258827762, -0.0028183909624191, 0.0213923891236621, -0.0298937544678557, 0.0025564253047193, 0.000937338107437]|  0.9313706537695539|      0.03125000|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      42|[-0.0086414896032779, 0.6265308539443091, 0.2912769961028252, 0.1505636845210503, 0.1168077511569923, 0.0633475036667995, 0.011250258827762, -0.0028183909624191, 0.0213923891236621, -0.0298937544678557, 0.0025564253047193, 0.000937338107437]|  0.9313706537695539|      0.01562500|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      43|[-0.0121191086849293, 0.6399327510105449, 0.2941302281826882, 0.1493870212629604, 0.1175645045853548, 0.0677542783293159, 0.0123116663678996, -0.0030183173877902, 0.0242517095955407, -0.0276832829277006, 0.0048710074288588, 0.0027628222089757]|  0.8544867727162679|      0.03125000|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[-0.0121191086849293, 0.6399327510105449, 0.2941302281826882, 0.1493870212629604, 0.1175645045853548, 0.0677542783293159, 0.0123116663678996, -0.0030183173877902, 0.0242517095955407, -0.0276832829277006, 0.0048710074288588, 0.0027628222089757]|  0.8544867727162679|      0.01562500|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      45|[-0.0067089697036087, 0.6490647018173753, 0.2988393325278204, 0.1471458733463032, 0.1151736483005569, 0.0661932315759139, 0.0090174333284849, -0.0083036418329072, 0.0223999034358581, -0.0344998614725394, 0.0022377497137977, 0.0034779628195094]|  0.8104712173788486|      0.03125000|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      46|[-0.0067089697036087, 0.6490647018173753, 0.2988393325278204, 0.1471458733463032, 0.1151736483005569, 0.0661932315759139, 0.0090174333284849, -0.0083036418329072, 0.0223999034358581, -0.0344998614725394, 0.0022377497137977, 0.0034779628195094]|  0.8104712173788486|      0.01562500|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      47|[-0.0099210459338089, 0.657569840828485, 0.2995115159310338, 0.1469026482986313, 0.1108739118124291, 0.0672858386742827, 0.0147253016059904, -0.0013948966946935, 0.0253312040522594, -0.0300523564486101, 0.0070402132681729, 0.0065676696845903]|  0.7423913198291087|      0.03125000|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      48|[-0.0116372246029973, 0.681162139479894, 0.2970138525126792, 0.1379790059086867, 0.1040166728617446, 0.0658947123528709, 0.0076095927541635, -0.0119102027081947, 0.0230217761964725, -0.0403844091806049, 0.0062505563873236, 0.0094452900392256]|  0.6681689120828640|      0.06250000|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      49|[-0.0116372246029973, 0.681162139479894, 0.2970138525126792, 0.1379790059086867, 0.1040166728617446, 0.0658947123528709, 0.0076095927541635, -0.0119102027081947, 0.0230217761964725, -0.0403844091806049, 0.0062505563873236, 0.0094452900392256]|  0.6681689120828640|      0.03125000|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      50|[-0.0285794576019322, 0.6769307432084631, 0.2864129107881466, 0.1303061056494366, 0.093680623089059, 0.0728032594378179, 0.0002210811466426, -0.0057327300537655, 0.029088119631119, -0.0280381598639324, 0.0129353724701018, 0.0138196222113911]|  0.6427250672719140|      0.06250000|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      51|[-0.0285794576019322, 0.6769307432084631, 0.2864129107881466, 0.1303061056494366, 0.093680623089059, 0.0728032594378179, 0.0002210811466426, -0.0057327300537655, 0.029088119631119, -0.0280381598639324, 0.0129353724701018, 0.0138196222113911]|  0.6427250672719140|      0.03125000|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      52|[-0.0285794576019322, 0.6769307432084631, 0.2864129107881466, 0.1303061056494366, 0.093680623089059, 0.0728032594378179, 0.0002210811466426, -0.0057327300537655, 0.029088119631119, -0.0280381598639324, 0.0129353724701018, 0.0138196222113911]|  0.6427250672719140|      0.01562500|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      53|[-0.0285794576019322, 0.6769307432084631, 0.2864129107881466, 0.1303061056494366, 0.093680623089059, 0.0728032594378179, 0.0002210811466426, -0.0057327300537655, 0.029088119631119, -0.0280381598639324, 0.0129353724701018, 0.0138196222113911]|  0.6427250672719140|      0.00781250|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      54|[-0.0270885106111622, 0.6808139302197189, 0.2894526636922733, 0.1292929319008737, 0.0935091436673249, 0.0715241443674738, -0.0013361951845992, -0.0080571589846034, 0.0256901220878055, -0.0293027379982799, 0.0119233071856249, 0.0106886428263576]|  0.6010753914049668|      0.01562500|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      55|[-0.0267340579100215, 0.695084412867219, 0.292680209676284, 0.1283061694327838, 0.0930229459539394, 0.0686722799911924, -0.0002753701822905, -0.0074961900879566, 0.0243073368400639, -0.0264193106801306, 0.0137352215301352, 0.0130674500662836]|  0.5269696037776830|      0.03125000|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      56|[-0.0267340579100215, 0.695084412867219, 0.292680209676284, 0.1283061694327838, 0.0930229459539394, 0.0686722799911924, -0.0002753701822905, -0.0074961900879566, 0.0243073368400639, -0.0264193106801306, 0.0137352215301352, 0.0130674500662836]|  0.5269696037776830|      0.01562500|[896, 56, 56, 112]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      57|[-0.0262680466234975, 0.7061045217863565, 0.2959631165083271, 0.1326468877072765, 0.0885159115828214, 0.073769702442128, -0.0045590923565606, -0.0100601866028324, 0.0206615733530461, -0.0243064120010443, 0.0118601800753739, 0.0136742486621845]|  0.4800884543575551|      0.03125000|[912, 57, 57, 114]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      58|[-0.0282513697977412, 0.720422165499536, 0.3013721161597904, 0.1214101061811761, 0.0752707743764581, 0.0690225727556839, -0.0123655650142299, -0.0054245297147151, 0.0274250078464654, -0.0163548325346246, 0.017531492105346, 0.027479204260833]|  0.4215531469225027|      0.06250000|[928, 58, 58, 116]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      59|[-0.0282513697977412, 0.720422165499536, 0.3013721161597904, 0.1214101061811761, 0.0752707743764581, 0.0690225727556839, -0.0123655650142299, -0.0054245297147151, 0.0274250078464654, -0.0163548325346246, 0.017531492105346, 0.027479204260833]|  0.4215531469225027|      0.03125000|[944, 59, 59, 118]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      60|[-0.0282513697977412, 0.720422165499536, 0.3013721161597904, 0.1214101061811761, 0.0752707743764581, 0.0690225727556839, -0.0123655650142299, -0.0054245297147151, 0.0274250078464654, -0.0163548325346246, 0.017531492105346, 0.027479204260833]|  0.4215531469225027|      0.01562500|[960, 60, 60, 120]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
