k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[17, 0, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.1195244225171992, 0.2965179295995589, 0.1624610527171869, 0.1280972434673251, 0.1959601690254416, 0.0922385864257617, 0.0570918459061883, 0.0486452096513012, -0.0090361719218829, 0.0489170249979966, -0.0559819613869721, -0.1203945184799973]|  6.5713960008263772|      0.06250000|[238, 0, 14, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.0966665303661731, 0.321224620064141, 0.1751504771974334, 0.1459611379138117, 0.2006668597019415, 0.1122395836836775, 0.0659265153097978, 0.0697425695968702, 0.007853299946462, 0.0597531421996427, -0.0285712600975512, -0.1064718411330344]|  6.0530567048080677|      0.12500000|[255, 0, 15, 75]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[0.0966665303661731, 0.321224620064141, 0.1751504771974334, 0.1459611379138117, 0.2006668597019415, 0.1122395836836775, 0.0659265153097978, 0.0697425695968702, 0.007853299946462, 0.0597531421996427, -0.0285712600975512, -0.1064718411330344]|  6.0530567048080677|      0.06250000|[272, 0, 16, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.1007629728668745, 0.344896843499243, 0.1809319880790414, 0.1465381931388728, 0.183252008285474, 0.1325569909950998, 0.0583407700329442, 0.0420281080367955, -0.0190273476126725, 0.0478796064680099, -0.0514813640885545, -0.1255821578791468]|  5.2664867531177713|      0.12500000|[289, 0, 17, 85]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[0.1007629728668745, 0.344896843499243, 0.1809319880790414, 0.1465381931388728, 0.183252008285474, 0.1325569909950998, 0.0583407700329442, 0.0420281080367955, -0.0190273476126725, 0.0478796064680099, -0.0514813640885545, -0.1255821578791468]|  5.2664867531177713|      0.06250000|[306, 0, 18, 90]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.1007629728668745, 0.344896843499243, 0.1809319880790414, 0.1465381931388728, 0.183252008285474, 0.1325569909950998, 0.0583407700329442, 0.0420281080367955, -0.0190273476126725, 0.0478796064680099, -0.0514813640885545, -0.1255821578791468]|  5.2664867531177713|      0.03125000|[323, 0, 19, 95]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[0.0937091890519555, 0.3607028443275681, 0.1838632282510178, 0.1502742636717336, 0.186510283131495, 0.1314088549358715, 0.0686466760170873, 0.0606219153109933, -0.0164598775068268, 0.0534264198803637, -0.0508252933600045, -0.1132224988761]|  4.7728796595423209|      0.06250000|[340, 0, 20, 100]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      21|[0.0773608803912815, 0.4020043794479356, 0.2128405721656319, 0.1713180094335931, 0.1907823651848808, 0.120191358715101, 0.0779360892760483, 0.06510973626318, -0.0110552021902276, 0.0624297801757833, -0.0449031193665965, -0.1291843441885026]|  3.9789370814515950|      0.12500000|[357, 0, 21, 105]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      22|[0.0773608803912815, 0.4020043794479356, 0.2128405721656319, 0.1713180094335931, 0.1907823651848808, 0.120191358715101, 0.0779360892760483, 0.06510973626318, -0.0110552021902276, 0.0624297801757833, -0.0449031193665965, -0.1291843441885026]|  3.9789370814515950|      0.06250000|[374, 0, 22, 110]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[0.0719958456846373, 0.4446965783154268, 0.2369398689427268, 0.1710714752494953, 0.1737492307036546, 0.1227477611734722, 0.077528539810366, 0.0527681199016226, -0.0124543184162391, 0.0407921294291749, -0.0566323838697899, -0.1496083525512396]|  3.6911478760884693|      0.12500000|[391, 0, 23, 115]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      24|[0.0719958456846373, 0.4446965783154268, 0.2369398689427268, 0.1710714752494953, 0.1737492307036546, 0.1227477611734722, 0.077528539810366, 0.0527681199016226, -0.0124543184162391, 0.0407921294291749, -0.0566323838697899, -0.1496083525512396]|  3.6911478760884693|      0.06250000|[408, 0, 24, 120]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
