k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.2420280307524316, 0.1900158293434208, 0.5679975566583009, 0.7250061670515087, 0.3713371550162209, 2.950039316472627, 4.890079626900205, 6.994510655244104, 2.3868453320150964, 4.705872654875552, 5.758996370632985]|  0.4400167969340699|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[1.2446508418273776, 0.1882460848455594, 0.5631444387790411, 0.7257481673986312, 0.3664701013870817, 2.9563040323342835, 4.889354888079008, 6.994410363404153, 2.3978323570604463, 4.709317540166157, 5.755258184022953]|  0.4359026512579848|      0.03125000|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      32|[1.224637291836094, 0.1798390376254552, 0.5674780342224482, 0.7210593317572013, 0.3719246248788343, 2.9583557538352703, 4.894534874078665, 7.00548725385619, 2.4072551655911307, 4.709903086578014, 5.769112905772477]|  0.4250697305055411|      0.06250000|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[1.224637291836094, 0.1798390376254552, 0.5674780342224482, 0.7210593317572013, 0.3719246248788343, 2.9583557538352703, 4.894534874078665, 7.00548725385619, 2.4072551655911307, 4.709903086578014, 5.769112905772477]|  0.4250697305055411|      0.03125000|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      34|[1.218718870917121, 0.1723924010592767, 0.570418370920094, 0.7198731138098478, 0.3573099527646356, 2.9499446272851064, 4.8806205985012525, 7.005816876748178, 2.422882851575466, 4.721261099522867, 5.764138041901069]|  0.4062322199344274|      0.06250000|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      35|[1.218718870917121, 0.1723924010592767, 0.570418370920094, 0.7198731138098478, 0.3573099527646356, 2.9499446272851064, 4.8806205985012525, 7.005816876748178, 2.422882851575466, 4.721261099522867, 5.764138041901069]|  0.4062322199344274|      0.03125000|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[1.218718870917121, 0.1723924010592767, 0.570418370920094, 0.7198731138098478, 0.3573099527646356, 2.9499446272851064, 4.8806205985012525, 7.005816876748178, 2.422882851575466, 4.721261099522867, 5.764138041901069]|  0.4062322199344274|      0.01562500|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      37|[1.218718870917121, 0.1723924010592767, 0.570418370920094, 0.7198731138098478, 0.3573099527646356, 2.9499446272851064, 4.8806205985012525, 7.005816876748178, 2.422882851575466, 4.721261099522867, 5.764138041901069]|  0.4062322199344274|      0.00781250|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[1.2153135476637864, 0.1710442858700646, 0.5674425382573157, 0.7165121791369614, 0.3581843939347426, 2.9487211649121634, 4.878795542601839, 7.0052820831864855, 2.4257063319897956, 4.724837318925856, 5.765049264002774]|  0.4009495468805016|      0.01562500|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[1.212339749715179, 0.174746468737352, 0.5587720967892561, 0.7091929214555613, 0.3514162591079527, 2.946028981596478, 4.878799952803398, 7.0037020926422064, 2.4307044456781006, 4.728307411779361, 5.764531258155002]|  0.3950140895475476|      0.03125000|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      40|[1.212339749715179, 0.174746468737352, 0.5587720967892561, 0.7091929214555613, 0.3514162591079527, 2.946028981596478, 4.878799952803398, 7.0037020926422064, 2.4307044456781006, 4.728307411779361, 5.764531258155002]|  0.3950140895475476|      0.01562500|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      41|[1.206442119829772, 0.1728446315597157, 0.5562438674116098, 0.7015733809526686, 0.3600230086826383, 2.947089240655868, 4.874450079036126, 7.000374328575587, 2.4341375602929385, 4.733221681547513, 5.764931551199972]|  0.3916034396246421|      0.03125000|[697, 0, 41, 82]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      42|[1.206442119829772, 0.1728446315597157, 0.5562438674116098, 0.7015733809526686, 0.3600230086826383, 2.947089240655868, 4.874450079036126, 7.000374328575587, 2.4341375602929385, 4.733221681547513, 5.764931551199972]|  0.3916034396246421|      0.01562500|[714, 0, 42, 84]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      43|[1.2049016955935559, 0.176884682123662, 0.5613714093462658, 0.698913362335143, 0.3541431688025652, 2.9483704112399916, 4.875851303124436, 7.008730077958625, 2.438689888221887, 4.730842110423443, 5.772527364796294]|  0.3873283589760269|      0.03125000|[731, 0, 43, 86]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      44|[1.2049016955935559, 0.176884682123662, 0.5613714093462658, 0.698913362335143, 0.3541431688025652, 2.9483704112399916, 4.875851303124436, 7.008730077958625, 2.438689888221887, 4.730842110423443, 5.772527364796294]|  0.3873283589760269|      0.01562500|[748, 0, 44, 88]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      45|[1.2028441457700159, 0.1712928574503237, 0.5523482937909577, 0.6966170074159006, 0.3479466222665639, 2.947185998441694, 4.8762424762711, 7.010914301421946, 2.4467098057445935, 4.7338612468814185, 5.770580414086637]|  0.3804738899950059|      0.03125000|[765, 0, 45, 90]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      46|[1.2028441457700159, 0.1712928574503237, 0.5523482937909577, 0.6966170074159006, 0.3479466222665639, 2.947185998441694, 4.8762424762711, 7.010914301421946, 2.4467098057445935, 4.7338612468814185, 5.770580414086637]|  0.3804738899950059|      0.01562500|[782, 0, 46, 92]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      47|[1.1978908881996342, 0.1666580965313711, 0.5511892747281102, 0.6910561026001895, 0.346883347032316, 2.9415668048312966, 4.868360210667684, 7.009873073856299, 2.452914695231204, 4.738941824413302, 5.7729520779684895]|  0.3740260041924553|      0.03125000|[799, 0, 47, 94]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      48|[1.1978908881996342, 0.1666580965313711, 0.5511892747281102, 0.6910561026001895, 0.346883347032316, 2.9415668048312966, 4.868360210667684, 7.009873073856299, 2.452914695231204, 4.738941824413302, 5.7729520779684895]|  0.3740260041924553|      0.01562500|[816, 0, 48, 96]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      49|[1.1978908881996342, 0.1666580965313711, 0.5511892747281102, 0.6910561026001895, 0.346883347032316, 2.9415668048312966, 4.868360210667684, 7.009873073856299, 2.452914695231204, 4.738941824413302, 5.7729520779684895]|  0.3740260041924553|      0.00781250|[833, 0, 49, 98]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      50|[1.1978908881996342, 0.1666580965313711, 0.5511892747281102, 0.6910561026001895, 0.346883347032316, 2.9415668048312966, 4.868360210667684, 7.009873073856299, 2.452914695231204, 4.738941824413302, 5.7729520779684895]|  0.3740260041924553|      0.00390625|[850, 0, 50, 100]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      51|[1.1984754699040479, 0.165036046860201, 0.5500978344499221, 0.68943234032232, 0.3452719160808636, 2.9406882557947944, 4.868962789115897, 7.009591100206331, 2.4543736893270713, 4.740455522727431, 5.772475582493799]|  0.3725409144393202|      0.00781250|[867, 0, 51, 102]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      52|[1.1960729356301665, 0.164161805815471, 0.5460077232485469, 0.6849816225699861, 0.3466842287086293, 2.9397649232365124, 4.869235229959655, 7.0076643613668175, 2.457314824138349, 4.74203174986683, 5.7720370539951515]|  0.3698627714162318|      0.01562500|[884, 0, 52, 104]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      53|[1.1960729356301665, 0.164161805815471, 0.5460077232485469, 0.6849816225699861, 0.3466842287086293, 2.9397649232365124, 4.869235229959655, 7.0076643613668175, 2.457314824138349, 4.74203174986683, 5.7720370539951515]|  0.3698627714162318|      0.00781250|[901, 0, 53, 106]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      54|[1.1949356903701622, 0.1637140018044344, 0.5463200770782682, 0.6824042036550639, 0.3419307175374056, 2.937254051026712, 4.868558971138536, 7.0076731511509, 2.4601076842813527, 4.745738899169322, 5.773415412862308]|  0.3673992078698989|      0.01562500|[918, 0, 54, 108]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      55|[1.1987270241441277, 0.1528117265125445, 0.5447480033212984, 0.6766662360954254, 0.3415449443775995, 2.9436194771301376, 4.867908814486909, 7.007604806869993, 2.465871797120845, 4.745041147491866, 5.774254710074408]|  0.3636191239312157|      0.03125000|[935, 0, 55, 110]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
