k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.046313370835115, 149.96119619600066, -99.97903466891809, 1.2802565659620675, 1.9000360551245155]|84671.9064583140716422|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      14|[37.10338966055164, 149.19301111486126, -100.63660952220886, 1.627009520341639, 1.6778207132331604]|49778.3280804463429376|      4.00000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[37.10338966055164, 149.19301111486126, -100.63660952220886, 1.627009520341639, 1.6778207132331604]|49778.3280804463429376|      2.00000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[37.10338966055164, 149.19301111486126, -100.63660952220886, 1.627009520341639, 1.6778207132331604]|49778.3280804463429376|      1.00000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[36.10791454234774, 149.12421700730212, -100.70210717279402, 1.6295909681768659, 1.6780524393166278]|47295.5645070988102816|      2.00000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[34.13578813931205, 148.92228448472747, -100.8267166321092, 1.8622770343283863, 1.6616090806501178]|42561.9505255251424387|      4.00000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[34.13578813931205, 148.92228448472747, -100.8267166321092, 1.8622770343283863, 1.6616090806501178]|42561.9505255251424387|      2.00000000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[32.186295557170304, 148.76625604339478, -100.98930225086829, 2.236206792531212, 1.5673952272489178]|38138.3570753301319201|      4.00000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[32.186295557170304, 148.76625604339478, -100.98930225086829, 2.236206792531212, 1.5673952272489178]|38138.3570753301319201|      2.00000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[30.195873652210697, 148.61754528933042, -101.11450255990903, 2.220735419189305, 1.5812253069885345]|33891.3504497518442804|      4.00000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[30.195873652210697, 148.61754528933042, -101.11450255990903, 2.220735419189305, 1.5812253069885345]|33891.3504497518442804|      2.00000000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[28.21600023166525, 148.49650948445247, -101.31846505759167, 2.1981568031213063, 1.428447434929979]|29920.7270728830844746|      4.00000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[28.21600023166525, 148.49650948445247, -101.31846505759167, 2.1981568031213063, 1.428447434929979]|29920.7270728830844746|      2.00000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
