k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      13|[10.65432098898014, 3.0755746419059355, 0.5608947769025563, 40.39832554082106, -0.5279572544836465, -1.4531595577580712, 26.060465472678136, -0.8046094396640293, 1.0956832358348496]|852.2638549804687500|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[10.65432098898014, 3.0755746419059355, 0.5608947769025563, 40.39832554082106, -0.5279572544836465, -1.4531595577580712, 26.060465472678136, -0.8046094396640293, 1.0956832358348496]|852.2638549804687500|      0.06250000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[10.647461735854808, 3.08582273274908, 0.5547077612160353, 40.40490428471849, -0.5514247672963148, -1.4356357937519393, 26.112080471715522, -0.797501462264452, 1.1056922475424327]|850.4763183593750000|      0.12500000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[10.635405080507581, 3.070748355418506, 0.5422476917011588, 40.43937522207373, -0.5920409861578684, -1.3538379095124418, 26.121682511550315, -0.740118080206291, 1.152417813878003]|848.0278320312500000|      0.25000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[10.635405080507581, 3.070748355418506, 0.5422476917011588, 40.43937522207373, -0.5920409861578684, -1.3538379095124418, 26.121682511550315, -0.740118080206291, 1.152417813878003]|848.0278320312500000|      0.12500000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[10.635405080507581, 3.070748355418506, 0.5422476917011588, 40.43937522207373, -0.5920409861578684, -1.3538379095124418, 26.121682511550315, -0.740118080206291, 1.152417813878003]|848.0278320312500000|      0.06250000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[10.63448962704787, 3.070378907746377, 0.5431542804023473, 40.4416823196981, -0.6037393415925026, -1.3731784019200917, 26.16789326309287, -0.7055505418854064, 1.160025469280287]|846.5013427734375000|      0.12500000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[10.634678888063526, 3.0892317674513725, 0.5310581950151483, 40.469493893737784, -0.6435819173088493, -1.4077004218410967, 26.235129841791533, -0.6225341583429218, 1.172597532684479]|844.2860107421875000|      0.25000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[10.634678888063526, 3.0892317674513725, 0.5310581950151483, 40.469493893737784, -0.6435819173088493, -1.4077004218410967, 26.235129841791533, -0.6225341583429218, 1.172597532684479]|844.2860107421875000|      0.12500000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[10.693976828979862, 3.045560051230043, 0.5268404408449844, 40.48175859163541, -0.6412961341384212, -1.4443082836180619, 26.285410485048715, -0.5589678967671563, 1.2186317601130778]|843.4232177734375000|      0.25000000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[10.693976828979862, 3.045560051230043, 0.5268404408449844, 40.48175859163541, -0.6412961341384212, -1.4443082836180619, 26.285410485048715, -0.5589678967671563, 1.2186317601130778]|843.4232177734375000|      0.12500000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[10.661745951234401, 3.1197302014892956, 0.539726097513898, 40.494513607980046, -0.656987835133187, -1.4231679104303998, 26.35846671970918, -0.5535725912093208, 1.2705621090151005]|842.0988769531250000|      0.25000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[10.661745951234401, 3.1197302014892956, 0.539726097513898, 40.494513607980046, -0.656987835133187, -1.4231679104303998, 26.35846671970918, -0.5535725912093208, 1.2705621090151005]|842.0988769531250000|      0.12500000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[10.645883160559402, 3.0873315952968747, 0.5850971945497916, 40.5197381455371, -0.6624146518894951, -1.3578858330478971, 26.300204481380174, -0.5206224420068408, 1.3240175833140782]|841.0913085937500000|      0.25000000|[735, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[10.645883160559402, 3.0873315952968747, 0.5850971945497916, 40.5197381455371, -0.6624146518894951, -1.3578858330478971, 26.300204481380174, -0.5206224420068408, 1.3240175833140782]|841.0913085937500000|      0.12500000|[764, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[10.645883160559402, 3.0873315952968747, 0.5850971945497916, 40.5197381455371, -0.6624146518894951, -1.3578858330478971, 26.300204481380174, -0.5206224420068408, 1.3240175833140782]|841.0913085937500000|      0.06250000|[792, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[10.63720187238123, 3.0709034437043083, 0.5716990117238615, 40.53327839950767, -0.6626752428464112, -1.3588150163215849, 26.351337733955905, -0.5084631748894247, 1.303166619183248]|839.9355468750000000|      0.12500000|[820, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      30|[10.63720187238123, 3.0709034437043083, 0.5716990117238615, 40.53327839950767, -0.6626752428464112, -1.3588150163215849, 26.351337733955905, -0.5084631748894247, 1.303166619183248]|839.9355468750000000|      0.06250000|[848, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[10.613797832292706, 3.0606084312737183, 0.5509883785501988, 40.57896626213303, -0.6629376965612986, -1.3627159043548123, 26.360917391802623, -0.4836288726402164, 1.2996446471794034]|838.9548950195312500|      0.12500000|[876, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      32|[10.613797832292706, 3.0606084312737183, 0.5509883785501988, 40.57896626213303, -0.6629376965612986, -1.3627159043548123, 26.360917391802623, -0.4836288726402164, 1.2996446471794034]|838.9548950195312500|      0.06250000|[905, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[10.630578701579429, 3.056980516930573, 0.52033777186322, 40.59168305756087, -0.6997313676081514, -1.3603562690163369, 26.392210013682423, -0.4967009053026322, 1.2987141864370046]|838.5210571289062500|      0.12500000|[933, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[10.630578701579429, 3.056980516930573, 0.52033777186322, 40.59168305756087, -0.6997313676081514, -1.3603562690163369, 26.392210013682423, -0.4967009053026322, 1.2987141864370046]|838.5210571289062500|      0.06250000|[961, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[10.646693679059657, 3.060695259835279, 0.5004736214109001, 40.62695784927756, -0.714883051656755, -1.3393009746852451, 26.40274744070973, -0.4691921961222157, 1.320002619543017]|837.3633422851562500|      0.12500000|[989, 70, 0, 70]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[10.646693679059657, 3.060695259835279, 0.5004736214109001, 40.62695784927756, -0.714883051656755, -1.3393009746852451, 26.40274744070973, -0.4691921961222157, 1.320002619543017]|837.3633422851562500|      0.06250000|[1017, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[10.641109978687467, 3.048152389114625, 0.5022639551379129, 40.667816694332544, -0.7073134132881003, -1.3128708498036978, 26.38779578470019, -0.4797389027456093, 1.350896991293275]|836.8646240234375000|      0.12500000|[1045, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[10.641109978687467, 3.048152389114625, 0.5022639551379129, 40.667816694332544, -0.7073134132881003, -1.3128708498036978, 26.38779578470019, -0.4797389027456093, 1.350896991293275]|836.8646240234375000|      0.06250000|[1073, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[10.638543052157512, 3.0710807520186494, 0.4764480393397426, 40.70685612415357, -0.7209913768539021, -1.321474436976614, 26.40127750947916, -0.4533640739740706, 1.3441950827450193]|836.0319213867187500|      0.12500000|[1101, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[10.657677768622921, 3.062663773181241, 0.4756692649401089, 40.80385620614581, -0.7711623996438, -1.3458925911367032, 26.43010594588351, -0.4118812605704906, 1.3335595590999125]|834.5248413085937500|      0.25000000|[1129, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      41|[10.657677768622921, 3.062663773181241, 0.4756692649401089, 40.80385620614581, -0.7711623996438, -1.3458925911367032, 26.43010594588351, -0.4118812605704906, 1.3335595590999125]|834.5248413085937500|      0.12500000|[1157, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[10.657677768622921, 3.062663773181241, 0.4756692649401089, 40.80385620614581, -0.7711623996438, -1.3458925911367032, 26.43010594588351, -0.4118812605704906, 1.3335595590999125]|834.5248413085937500|      0.06250000|[1185, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[10.636045952275587, 3.059794423921672, 0.501927242252984, 40.802373600052505, -0.805802618881236, -1.3317294678857903, 26.427908025403053, -0.3763380641283773, 1.3419090109472587]|833.5698852539062500|      0.12500000|[1213, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      44|[10.636045952275587, 3.059794423921672, 0.501927242252984, 40.802373600052505, -0.805802618881236, -1.3317294678857903, 26.427908025403053, -0.3763380641283773, 1.3419090109472587]|833.5698852539062500|      0.06250000|[1241, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[10.620187547058793, 3.0595542666815323, 0.5272587648379805, 40.82720770660877, -0.8075471204669706, -1.3006547552244363, 26.44244763095575, -0.3795940326968082, 1.3766307895572736]|832.7959594726562500|      0.12500000|[1270, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
