k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[43.373616688637206, 148.72973737104635, -100.69711845445197, 2.164621954451368, 1.8478669364202567]|66683.1484375000000000|      2.00000000|[77, 0, 0, 27]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[41.433536363833085, 148.8075034199568, -101.09941608200594, 2.1336694353337444, 1.5885614498421727]|61090.5507812500000000|      4.00000000|[83, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[41.433536363833085, 148.8075034199568, -101.09941608200594, 2.1336694353337444, 1.5885614498421727]|61090.5507812500000000|      2.00000000|[91, 0, 0, 32]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[39.44592445906944, 148.80926470836647, -101.31564974044261, 2.1844733893958264, 1.596162575792384]|55641.6953125000000000|      4.00000000|[97, 0, 0, 34]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[39.44592445906944, 148.80926470836647, -101.31564974044261, 2.1844733893958264, 1.596162575792384]|55641.6953125000000000|      2.00000000|[105, 0, 0, 37]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[37.48802618604163, 148.45468534967685, -101.40498384395396, 2.022846821505855, 1.6786495527518694]|50491.9843750000000000|      4.00000000|[111, 0, 0, 39]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[37.48802618604163, 148.45468534967685, -101.40498384395396, 2.022846821505855, 1.6786495527518694]|50491.9843750000000000|      2.00000000|[119, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[35.50231910370127, 148.36504630657015, -101.59304877385668, 1.9238486691834966, 1.7399942597091818]|45559.5625000000000000|      4.00000000|[125, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[35.50231910370127, 148.36504630657015, -101.59304877385668, 1.9238486691834966, 1.7399942597091818]|45559.5625000000000000|      2.00000000|[133, 0, 0, 47]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[34.058551477187365, 147.84204753594136, -102.71731859972272, 1.5533303499248574, 1.2493407564178352]|41909.6054687500000000|      4.00000000|[139, 0, 0, 49]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[34.058551477187365, 147.84204753594136, -102.71731859972272, 1.5533303499248574, 1.2493407564178352]|41909.6054687500000000|      2.00000000|[147, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
