k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6049925040538005, 0.0508686004483591, 0.1329427814338368, 0.7831451196146173, 0.0043336009634712, 0.0080764469016698, -0.0053683298185288, -0.0014822580402424, -0.0032807465394253, -0.0009047404445761, -0.0063273774883355, 0.0004158678075047, 0.000198602254307, -0.0018335279851529, -0.0048196942578929, -0.0001996373353675, 0.0044640779854956, 0.0047163595295145, -0.0094563979577632, 0.007067818964308, 0.0055385295059557, -0.000826385740559]| 13.1515102386474609|      2.00000000|[95, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[1.3131884321152274, 0.0607355952569046, 0.3915161627286609, 2.065347495868033, -0.0551139626726796, -0.0941411698257962, -0.0583334834177016, -0.0995927535638847, 0.013598660531542, 0.0204745596426719, -0.0174802716087837, -0.1568403885994113, 0.1322719607122791, -0.1003431589316449, -0.107295840664962, 0.0234512235722565, 0.059914774204243, 0.0813575646132712, 0.0279216224445378, -0.0426878045054249, 0.0189738067883104, 0.0590555611154079]| 12.1441116333007812|      0.01562500|[1129, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      13|[1.3131884321152274, 0.0607355952569046, 0.3915161627286609, 2.065347495868033, -0.0551139626726796, -0.0941411698257962, -0.0583334834177016, -0.0995927535638847, 0.013598660531542, 0.0204745596426719, -0.0174802716087837, -0.1568403885994113, 0.1322719607122791, -0.1003431589316449, -0.107295840664962, 0.0234512235722565, 0.059914774204243, 0.0813575646132712, 0.0279216224445378, -0.0426878045054249, 0.0189738067883104, 0.0590555611154079]| 12.1441116333007812|      0.00781250|[1223, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      14|[1.3065210582556703, 0.0605690885716317, 0.3912199417561066, 2.061928412470525, -0.0550857789007208, -0.0933445848425003, -0.0576555327993741, -0.0995533584202658, 0.0139964535576775, 0.0199612909706604, -0.0176753539955741, -0.1560859847975999, 0.1311064712141489, -0.1002319526410878, -0.1073534900335121, 0.023624312597364, 0.0591796438874847, 0.0815524565110826, 0.0285527337729159, -0.043066468370613, 0.0192653805627285, 0.059258499064979]| 12.1440982818603516|      0.01562500|[1317, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      15|[1.3065210582556703, 0.0605690885716317, 0.3912199417561066, 2.061928412470525, -0.0550857789007208, -0.0933445848425003, -0.0576555327993741, -0.0995533584202658, 0.0139964535576775, 0.0199612909706604, -0.0176753539955741, -0.1560859847975999, 0.1311064712141489, -0.1002319526410878, -0.1073534900335121, 0.023624312597364, 0.0591796438874847, 0.0815524565110826, 0.0285527337729159, -0.043066468370613, 0.0192653805627285, 0.059258499064979]| 12.1440982818603516|      0.00781250|[1411, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      16|[1.3065210582556703, 0.0605690885716317, 0.3912199417561066, 2.061928412470525, -0.0550857789007208, -0.0933445848425003, -0.0576555327993741, -0.0995533584202658, 0.0139964535576775, 0.0199612909706604, -0.0176753539955741, -0.1560859847975999, 0.1311064712141489, -0.1002319526410878, -0.1073534900335121, 0.023624312597364, 0.0591796438874847, 0.0815524565110826, 0.0285527337729159, -0.043066468370613, 0.0192653805627285, 0.059258499064979]| 12.1440982818603516|      0.00390625|[1504, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      17|[1.30606583611773, 0.0596612812273918, 0.3919475877916936, 2.065593499452567, -0.0550613697574947, -0.0933208600132291, -0.0575550945346077, -0.0995429141246262, 0.0139762652754142, 0.0200824910864225, -0.0178783404400681, -0.1560196517719271, 0.1309972355848783, -0.100130618588579, -0.1075247474188875, 0.0238148703240937, 0.0591558097907203, 0.0816904054409024, 0.0283169108629543, -0.0430848156800731, 0.0194279162746388, 0.0593155332705649]| 12.1440906524658203|      0.00781250|[1597, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      18|[1.30606583611773, 0.0596612812273918, 0.3919475877916936, 2.065593499452567, -0.0550613697574947, -0.0933208600132291, -0.0575550945346077, -0.0995429141246262, 0.0139762652754142, 0.0200824910864225, -0.0178783404400681, -0.1560196517719271, 0.1309972355848783, -0.100130618588579, -0.1075247474188875, 0.0238148703240937, 0.0591558097907203, 0.0816904054409024, 0.0283169108629543, -0.0430848156800731, 0.0194279162746388, 0.0593155332705649]| 12.1440906524658203|      0.00390625|[1691, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      19|[1.3030622721769554, 0.0583848651498538, 0.3925039791900071, 2.0674513086321786, -0.0556486545376775, -0.0932806109419358, -0.057831377238149, -0.0994384798275029, 0.0141900392278211, 0.0198420485078097, -0.0177746966170886, -0.1559891099747664, 0.1311601263804646, -0.09989064160049, -0.1076540546232794, 0.0239887035949766, 0.0589660476749986, 0.0815478807151846, 0.0285349392872117, -0.043023630582978, 0.0192121704078577, 0.0594294172896149]| 12.1440830230712891|      0.00781250|[1786, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      20|[1.3030622721769554, 0.0583848651498538, 0.3925039791900071, 2.0674513086321786, -0.0556486545376775, -0.0932806109419358, -0.057831377238149, -0.0994384798275029, 0.0141900392278211, 0.0198420485078097, -0.0177746966170886, -0.1559891099747664, 0.1311601263804646, -0.09989064160049, -0.1076540546232794, 0.0239887035949766, 0.0589660476749986, 0.0815478807151846, 0.0285349392872117, -0.043023630582978, 0.0192121704078577, 0.0594294172896149]| 12.1440830230712891|      0.00390625|[1882, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      21|[1.2999830104767838, 0.0575685417885038, 0.3930088887938936, 2.0692133395717662, -0.0556976522575648, -0.0931634905693759, -0.0580903377526708, -0.0996021648951617, 0.0135761446206667, 0.0197149248550676, -0.0185014783081945, -0.1559290079693824, 0.1311051207428945, -0.1000585956510811, -0.1073164625943771, 0.0241555099380589, 0.0589026744729683, 0.0822056898512249, 0.0283828160263802, -0.0429170475426396, 0.0194154365464127, 0.0596039715312624]| 12.1440753936767578|      0.00781250|[1978, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      22|[1.2999830104767838, 0.0575685417885038, 0.3930088887938936, 2.0692133395717662, -0.0556976522575648, -0.0931634905693759, -0.0580903377526708, -0.0996021648951617, 0.0135761446206667, 0.0197149248550676, -0.0185014783081945, -0.1559290079693824, 0.1311051207428945, -0.1000585956510811, -0.1073164625943771, 0.0241555099380589, 0.0589026744729683, 0.0822056898512249, 0.0283828160263802, -0.0429170475426396, 0.0194154365464127, 0.0596039715312624]| 12.1440753936767578|      0.00390625|[2072, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      23|[1.2999830104767838, 0.0575685417885038, 0.3930088887938936, 2.0692133395717662, -0.0556976522575648, -0.0931634905693759, -0.0580903377526708, -0.0996021648951617, 0.0135761446206667, 0.0197149248550676, -0.0185014783081945, -0.1559290079693824, 0.1311051207428945, -0.1000585956510811, -0.1073164625943771, 0.0241555099380589, 0.0589026744729683, 0.0822056898512249, 0.0283828160263802, -0.0429170475426396, 0.0194154365464127, 0.0596039715312624]| 12.1440753936767578|      0.00195312|[2167, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      24|[1.2988977377263247, 0.0570914773643413, 0.3935060010529723, 2.070564596345564, -0.0557317293421759, -0.0928610073933136, -0.0581425602003733, -0.0994935477088944, 0.0135027636629307, 0.0198149163895191, -0.0183498818478346, -0.1558210494818763, 0.1310104987289748, -0.1002641675539687, -0.1073705318659834, 0.0241339060996951, 0.0587578911306594, 0.0823836068944565, 0.028192290865088, -0.0427967431226296, 0.0194506395358199, 0.0597448272176866]| 12.1440715789794922|      0.00390625|[2262, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      25|[1.2959834797131822, 0.056015350187034, 0.3942190193547619, 2.0726610291972607, -0.0554965336206507, -0.0929161505377028, -0.0579213738731863, -0.0993205274045859, 0.0137022912245856, 0.0198233475462095, -0.0185656501941756, -0.1556404369491531, 0.1307851919840898, -0.100423022186315, -0.1073368369185089, 0.0240744801988562, 0.0586152720995034, 0.0824908783678495, 0.0278790136153982, -0.0425797776183161, 0.0195458393333169, 0.0593189802387565]| 12.1440639495849609|      0.00781250|[2357, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      26|[1.2959834797131822, 0.056015350187034, 0.3942190193547619, 2.0726610291972607, -0.0554965336206507, -0.0929161505377028, -0.0579213738731863, -0.0993205274045859, 0.0137022912245856, 0.0198233475462095, -0.0185656501941756, -0.1556404369491531, 0.1307851919840898, -0.100423022186315, -0.1073368369185089, 0.0240744801988562, 0.0586152720995034, 0.0824908783678495, 0.0278790136153982, -0.0425797776183161, 0.0195458393333169, 0.0593189802387565]| 12.1440639495849609|      0.00390625|[2453, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      27|[1.292996754505459, 0.0550499822061137, 0.3944473702726178, 2.0748508188142627, -0.0552664014026228, -0.0931939783804316, -0.058078263428959, -0.0993731248444206, 0.0137498286159431, 0.019898764934645, -0.0187104692672467, -0.1556238399702408, 0.1307681139747889, -0.1005574991691238, -0.1075432680659777, 0.0243398024427128, 0.0588779220807675, 0.0824127908138541, 0.0279253660160743, -0.0427695743449045, 0.0192147342562902, 0.0594531739260633]| 12.1440563201904297|      0.00781250|[2547, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      28|[1.292996754505459, 0.0550499822061137, 0.3944473702726178, 2.0748508188142627, -0.0552664014026228, -0.0931939783804316, -0.058078263428959, -0.0993731248444206, 0.0137498286159431, 0.019898764934645, -0.0187104692672467, -0.1556238399702408, 0.1307681139747889, -0.1005574991691238, -0.1075432680659777, 0.0243398024427128, 0.0588779220807675, 0.0824127908138541, 0.0279253660160743, -0.0427695743449045, 0.0192147342562902, 0.0594531739260633]| 12.1440563201904297|      0.00390625|[2641, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      29|[1.2901990114750588, 0.053920339745824, 0.3951281715251759, 2.0771239487362627, -0.0552263819526184, -0.0934020716260466, -0.058095971948588, -0.0993468590206917, 0.0137712438652935, 0.0199615579715492, -0.0185169640261366, -0.155696441114039, 0.1307597734407461, -0.1004177012475125, -0.1074551639637977, 0.0241021974458929, 0.0592379147141032, 0.0826531142348103, 0.0278861651769329, -0.0427732914356601, 0.0192051680253101, 0.0598517623484844]| 12.1440486907958984|      0.00781250|[2736, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[1.2901990114750588, 0.053920339745824, 0.3951281715251759, 2.0771239487362627, -0.0552263819526184, -0.0934020716260466, -0.058095971948588, -0.0993468590206917, 0.0137712438652935, 0.0199615579715492, -0.0185169640261366, -0.155696441114039, 0.1307597734407461, -0.1004177012475125, -0.1074551639637977, 0.0241021974458929, 0.0592379147141032, 0.0826531142348103, 0.0278861651769329, -0.0427732914356601, 0.0192051680253101, 0.0598517623484844]| 12.1440486907958984|      0.00390625|[2830, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      31|[1.2877922328113898, 0.0527546598920347, 0.3959291480801193, 2.0797111020330954, -0.0552001943055034, -0.0935625448455448, -0.0580909743566596, -0.0995172954009124, 0.0135952712150385, 0.0201075298071854, -0.0184951041089493, -0.1558388687360716, 0.1308785807726355, -0.1000162021720029, -0.1071936617608615, 0.0239306933237758, 0.0593739895637001, 0.0822262002350572, 0.027559792944598, -0.0428589612659687, 0.0189718376680985, 0.0598934141487813]| 12.1440410614013672|      0.00781250|[2923, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      32|[1.2877922328113898, 0.0527546598920347, 0.3959291480801193, 2.0797111020330954, -0.0552001943055034, -0.0935625448455448, -0.0580909743566596, -0.0995172954009124, 0.0135952712150385, 0.0201075298071854, -0.0184951041089493, -0.1558388687360716, 0.1308785807726355, -0.1000162021720029, -0.1071936617608615, 0.0239306933237758, 0.0593739895637001, 0.0822262002350572, 0.027559792944598, -0.0428589612659687, 0.0189718376680985, 0.0598934141487813]| 12.1440410614013672|      0.00390625|[3019, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      33|[1.2850134836139193, 0.0514488584675233, 0.3961781596849703, 2.081832706236675, -0.0548464856598055, -0.093472229008201, -0.0580578460283362, -0.0998229468338931, 0.0139212019190663, 0.0203310940706169, -0.0185562850170025, -0.1561044402927037, 0.1305705526673811, -0.0999146943502202, -0.1071930839305723, 0.0240121014355966, 0.0597239454802421, 0.0823841872824043, 0.0280861578929726, -0.0425683147750748, 0.0185846383092764, 0.0596933076221159]| 12.1440334320068359|      0.00781250|[3113, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      34|[1.2850134836139193, 0.0514488584675233, 0.3961781596849703, 2.081832706236675, -0.0548464856598055, -0.093472229008201, -0.0580578460283362, -0.0998229468338931, 0.0139212019190663, 0.0203310940706169, -0.0185562850170025, -0.1561044402927037, 0.1305705526673811, -0.0999146943502202, -0.1071930839305723, 0.0240121014355966, 0.0597239454802421, 0.0823841872824043, 0.0280861578929726, -0.0425683147750748, 0.0185846383092764, 0.0596933076221159]| 12.1440334320068359|      0.00390625|[3208, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      35|[1.281776329860964, 0.050237771978749, 0.3968472114183216, 2.0833790135693087, -0.0548791945167749, -0.0936909319204273, -0.0581035510462313, -0.0998517081501423, 0.0139408324166021, 0.0204975723426543, -0.0190754976844973, -0.1559266555548691, 0.1306451447200161, -0.0998277836003877, -0.1071199129177521, 0.0241363187158006, 0.0597856195554532, 0.0825571123704663, 0.0281505662051868, -0.0426213510870492, 0.0184485781284701, 0.0596963378529899]| 12.1440258026123047|      0.00781250|[3303, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      36|[1.281776329860964, 0.050237771978749, 0.3968472114183216, 2.0833790135693087, -0.0548791945167749, -0.0936909319204273, -0.0581035510462313, -0.0998517081501423, 0.0139408324166021, 0.0204975723426543, -0.0190754976844973, -0.1559266555548691, 0.1306451447200161, -0.0998277836003877, -0.1071199129177521, 0.0241363187158006, 0.0597856195554532, 0.0825571123704663, 0.0281505662051868, -0.0426213510870492, 0.0184485781284701, 0.0596963378529899]| 12.1440258026123047|      0.00390625|[3398, 1152, 0, 72]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      37|[1.2791568350964, 0.0492575356489619, 0.3978680747502819, 2.085790647285328, -0.0546448622707968, -0.0938290874757158, -0.0579021888685531, -0.1001248115416588, 0.0138634309654245, 0.0207078014736013, -0.018958643239772, -0.156055835252974, 0.1305084557914795, -0.099866964317758, -0.1069516051530809, 0.024065600356506, 0.059951101919884, 0.0827876822508383, 0.0278334068514577, -0.0425137469565596, 0.0182500715575846, 0.0595456545679605]| 12.1440181732177734|      0.00781250|[3492, 1184, 0, 74]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      38|[1.2791568350964, 0.0492575356489619, 0.3978680747502819, 2.085790647285328, -0.0546448622707968, -0.0938290874757158, -0.0579021888685531, -0.1001248115416588, 0.0138634309654245, 0.0207078014736013, -0.018958643239772, -0.156055835252974, 0.1305084557914795, -0.099866964317758, -0.1069516051530809, 0.024065600356506, 0.059951101919884, 0.0827876822508383, 0.0278334068514577, -0.0425137469565596, 0.0182500715575846, 0.0595456545679605]| 12.1440181732177734|      0.00390625|[3585, 1216, 0, 76]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      39|[1.2765201517149174, 0.0481619831640509, 0.3986831739325471, 2.0881278196119806, -0.0543494034541521, -0.0938074112411168, -0.0581766007276719, -0.1001472685001162, 0.0139210502848291, 0.0208738998938554, -0.0185980239071813, -0.1562409929881937, 0.1303950384930625, -0.0996870543160421, -0.1072377612391706, 0.0242277949650343, 0.0596490968840216, 0.0827109536814517, 0.0278774922722583, -0.0430545332854418, 0.0185060262333135, 0.0594433847979679]| 12.1440105438232422|      0.00781250|[3679, 1248, 0, 78]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      40|[1.2765201517149174, 0.0481619831640509, 0.3986831739325471, 2.0881278196119806, -0.0543494034541521, -0.0938074112411168, -0.0581766007276719, -0.1001472685001162, 0.0139210502848291, 0.0208738998938554, -0.0185980239071813, -0.1562409929881937, 0.1303950384930625, -0.0996870543160421, -0.1072377612391706, 0.0242277949650343, 0.0596490968840216, 0.0827109536814517, 0.0278774922722583, -0.0430545332854418, 0.0185060262333135, 0.0594433847979679]| 12.1440105438232422|      0.00390625|[3772, 1280, 0, 80]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      41|[1.2765201517149174, 0.0481619831640509, 0.3986831739325471, 2.0881278196119806, -0.0543494034541521, -0.0938074112411168, -0.0581766007276719, -0.1001472685001162, 0.0139210502848291, 0.0208738998938554, -0.0185980239071813, -0.1562409929881937, 0.1303950384930625, -0.0996870543160421, -0.1072377612391706, 0.0242277949650343, 0.0596490968840216, 0.0827109536814517, 0.0278774922722583, -0.0430545332854418, 0.0185060262333135, 0.0594433847979679]| 12.1440105438232422|      0.00195312|[3866, 1312, 0, 82]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      42|[1.2749718742393652, 0.0476752965469403, 0.3990910217942631, 2.0890476342876, -0.0543291668605019, -0.0936807611621312, -0.0581584770750356, -0.1001025927302526, 0.0140425382886092, 0.0206872531899897, -0.0186807212894905, -0.1561531425364889, 0.1304827427247616, -0.0996838271008442, -0.1072538227301958, 0.0241451458435773, 0.0598487325713715, 0.0826641690798988, 0.0280166336688856, -0.0429956359238423, 0.0185142111183835, 0.059368460947018]| 12.1440067291259766|      0.00390625|[3960, 1344, 0, 84]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      43|[1.2719461687576008, 0.0462018537238714, 0.3993766220784146, 2.0907969155139567, -0.0542839607126311, -0.0936233977849793, -0.0583349806884144, -0.1000585107985848, 0.0143023814282822, 0.0209157153909004, -0.0187284473722092, -0.1562683215192913, 0.1309833070857296, -0.0998323898145903, -0.1070582886665449, 0.0241395022948094, 0.0602450226522741, 0.083015991103291, 0.0279411812083366, -0.0429589658014521, 0.0186114835924365, 0.0594653926762712]| 12.1439990997314453|      0.00781250|[4054, 1376, 0, 86]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      44|[1.2719461687576008, 0.0462018537238714, 0.3993766220784146, 2.0907969155139567, -0.0542839607126311, -0.0936233977849793, -0.0583349806884144, -0.1000585107985848, 0.0143023814282822, 0.0209157153909004, -0.0187284473722092, -0.1562683215192913, 0.1309833070857296, -0.0998323898145903, -0.1070582886665449, 0.0241395022948094, 0.0602450226522741, 0.083015991103291, 0.0279411812083366, -0.0429589658014521, 0.0186114835924365, 0.0594653926762712]| 12.1439990997314453|      0.00390625|[4149, 1408, 0, 88]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      45|[1.2697506542095178, 0.0451302139170132, 0.4003510583505813, 2.0935692002615123, -0.0543055952419317, -0.0933765324770194, -0.0580400297704097, -0.0997631593389815, 0.0143436507895603, 0.0210712259163624, -0.0186989076505957, -0.15608169160397, 0.1309704815805331, -0.0999455082521932, -0.1071365201976516, 0.023797435693457, 0.0603566685808154, 0.0831457731789251, 0.0278036980169055, -0.0431587174110772, 0.0189083820293746, 0.0592522589215896]| 12.1439914703369141|      0.00781250|[4243, 1440, 0, 90]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      46|[1.2697506542095178, 0.0451302139170132, 0.4003510583505813, 2.0935692002615123, -0.0543055952419317, -0.0933765324770194, -0.0580400297704097, -0.0997631593389815, 0.0143436507895603, 0.0210712259163624, -0.0186989076505957, -0.15608169160397, 0.1309704815805331, -0.0999455082521932, -0.1071365201976516, 0.023797435693457, 0.0603566685808154, 0.0831457731789251, 0.0278036980169055, -0.0431587174110772, 0.0189083820293746, 0.0592522589215896]| 12.1439914703369141|      0.00390625|[4338, 1472, 0, 92]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
