k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[17, 0, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[-0.003672493011961, -0.0001538246245593, 0.0006916670042732, -0.0007713493748157, 0.0003965946681293, -0.0001093335822472, -0.0001430118470799, 0.0003882268081173, -0.000217412196679, -0.0002134664903166, 0.0002402851171928, 4.26931723616e-05, -3.76472871525e-05, 0.0002541044765101, 0.9996597892385153]|2122.6506931837329830|      0.00097656|[204, 0, 12, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-0.0028985759772473, -0.000127582097257, 0.00069780688343, -0.0008454770862333, 0.0005544960701893, 0.0002053446673025, -0.0002095899124951, 0.0004287913374571, -0.0001271519071707, -0.0005091511317258, -1.32153200761e-05, -1.87840718943e-05, 9.21412425512e-05, 0.0003478835066468, 0.9998307110371937]|2117.6894763984014389|      0.00195312|[221, 0, 13, 65]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[-0.0028985759772473, -0.000127582097257, 0.00069780688343, -0.0008454770862333, 0.0005544960701893, 0.0002053446673025, -0.0002095899124951, 0.0004287913374571, -0.0001271519071707, -0.0005091511317258, -1.32153200761e-05, -1.87840718943e-05, 9.21412425512e-05, 0.0003478835066468, 0.9998307110371937]|2117.6894763984014389|      0.00097656|[238, 0, 14, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-0.0028657461987715, 0.0003041737503395, 0.0005988564439397, -0.0009248258723607, 0.0006782009189928, 0.0008754732652078, -0.0003066390834191, 0.0003574127021153, 7.90442745169e-05, -0.0003293541557476, 0.0003422629720948, -0.0001686275882319, -0.0001203373409222, 0.0003355881694761, 0.9998781164695469]|2116.3307914877150324|      0.00195312|[255, 0, 15, 75]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[-0.0028657461987715, 0.0003041737503395, 0.0005988564439397, -0.0009248258723607, 0.0006782009189928, 0.0008754732652078, -0.0003066390834191, 0.0003574127021153, 7.90442745169e-05, -0.0003293541557476, 0.0003422629720948, -0.0001686275882319, -0.0001203373409222, 0.0003355881694761, 0.9998781164695469]|2116.3307914877150324|      0.00097656|[272, 0, 16, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[-0.0028657461987715, 0.0003041737503395, 0.0005988564439397, -0.0009248258723607, 0.0006782009189928, 0.0008754732652078, -0.0003066390834191, 0.0003574127021153, 7.90442745169e-05, -0.0003293541557476, 0.0003422629720948, -0.0001686275882319, -0.0001203373409222, 0.0003355881694761, 0.9998781164695469]|2116.3307914877150324|      0.00048828|[289, 0, 17, 85]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-0.0028657461987715, 0.0003041737503395, 0.0005988564439397, -0.0009248258723607, 0.0006782009189928, 0.0008754732652078, -0.0003066390834191, 0.0003574127021153, 7.90442745169e-05, -0.0003293541557476, 0.0003422629720948, -0.0001686275882319, -0.0001203373409222, 0.0003355881694761, 0.9998781164695469]|2116.3307914877150324|      0.00024414|[306, 0, 18, 90]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-0.0026980377829942, 0.0002845696559253, 0.0005543133726841, -0.0009426709880426, 0.0007153702359231, 0.0010139654078415, -0.0002633238719519, 0.0003772185207727, 4.67705568399e-05, -0.0002834255238403, 0.000326041894521, -0.0002010475193978, -0.0001462689447843, 0.0003236213018621, 0.9998520261050496]|2115.8915016208397901|      0.00048828|[323, 0, 19, 95]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-0.0026980377829942, 0.0002845696559253, 0.0005543133726841, -0.0009426709880426, 0.0007153702359231, 0.0010139654078415, -0.0002633238719519, 0.0003772185207727, 4.67705568399e-05, -0.0002834255238403, 0.000326041894521, -0.0002010475193978, -0.0001462689447843, 0.0003236213018621, 0.9998520261050496]|2115.8915016208397901|      0.00024414|[340, 0, 20, 100]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-0.0026240115462556, 0.0001947661478728, 0.0005174403129848, -0.0009799645321263, 0.0007064058974923, 0.0012005555531429, -0.0003073187373632, 0.0003225919235243, 8.01403168173e-05, -0.0002990965945428, 0.0003096643403842, -0.0002168689682054, -0.0001282693795918, 0.0002966663614774, 0.999828244052687]|2115.6321055619882827|      0.00048828|[357, 0, 21, 105]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      22|[-0.0026240115462556, 0.0001947661478728, 0.0005174403129848, -0.0009799645321263, 0.0007064058974923, 0.0012005555531429, -0.0003073187373632, 0.0003225919235243, 8.01403168173e-05, -0.0002990965945428, 0.0003096643403842, -0.0002168689682054, -0.0001282693795918, 0.0002966663614774, 0.999828244052687]|2115.6321055619882827|      0.00024414|[374, 0, 22, 110]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[-0.0025828237648524, 6.03817058549e-05, 0.0006146400535331, -0.0009462317196824, 0.0006728337920287, 0.0013428380153291, -0.0002932449216205, 0.0002882986180932, 5.16154765561e-05, -0.0002495372408656, 0.0003314281766116, -0.0002307895748233, -0.000149599853187, 0.0002788697172849, 0.9998707752063619]|2115.4710738702738126|      0.00048828|[391, 0, 23, 115]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      24|[-0.0025828237648524, 6.03817058549e-05, 0.0006146400535331, -0.0009462317196824, 0.0006728337920287, 0.0013428380153291, -0.0002932449216205, 0.0002882986180932, 5.16154765561e-05, -0.0002495372408656, 0.0003314281766116, -0.0002307895748233, -0.000149599853187, 0.0002788697172849, 0.9998707752063619]|2115.4710738702738126|      0.00024414|[408, 0, 24, 120]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[-0.0025828237648524, 6.03817058549e-05, 0.0006146400535331, -0.0009462317196824, 0.0006728337920287, 0.0013428380153291, -0.0002932449216205, 0.0002882986180932, 5.16154765561e-05, -0.0002495372408656, 0.0003314281766116, -0.0002307895748233, -0.000149599853187, 0.0002788697172849, 0.9998707752063619]|2115.4710738702738126|      0.00012207|[425, 0, 25, 125]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[-0.0025709581690139, -3.9323537274e-06, 0.0006208326993049, -0.0009317497944195, 0.0006937705622803, 0.0013980762372907, -0.0002954728439005, 0.0003059916712809, 9.76264607334e-05, -0.0002793587483028, 0.0003756583992487, -0.00024506874762, -0.0001620472155692, 0.000244362806274, 0.9998632802622919]|2115.4072544170794572|      0.00024414|[442, 0, 26, 130]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      27|[-0.0025709581690139, -3.9323537274e-06, 0.0006208326993049, -0.0009317497944195, 0.0006937705622803, 0.0013980762372907, -0.0002954728439005, 0.0003059916712809, 9.76264607334e-05, -0.0002793587483028, 0.0003756583992487, -0.00024506874762, -0.0001620472155692, 0.000244362806274, 0.9998632802622919]|2115.4072544170794572|      0.00012207|[459, 0, 27, 135]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[-0.0025766259068629, -5.91511773766e-05, 0.0006170941300047, -0.0008919364050693, 0.0006854291305446, 0.0014102474309879, -0.0003161083915879, 0.0002817117533272, 1.87095128983e-05, -0.0002685149890952, 0.0003811638237302, -0.0002249106337256, -0.0001884764667459, 0.0002160463483471, 0.9998898381381406]|2115.3592259975443994|      0.00024414|[476, 0, 28, 140]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      29|[-0.0026738202652905, -0.0001551662579473, 0.0004951043079168, -0.0009189811847053, 0.0006487869628255, 0.0015156517034627, -0.0003040391861437, 0.0002655299075626, 0.0001063436861594, -0.0003022619469771, 0.0003533503440348, -0.0002510236646891, -0.0002054683168804, 0.0001990495147344, 0.9998496617625697]|2115.3055969753249883|      0.00048828|[493, 0, 29, 145]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      30|[-0.0024999158619911, -0.0004602337467453, 0.0005585581519654, -0.0008596088039411, 0.0005031867821125, 0.0016076462311597, -0.0001956599208574, 0.0001872786890407, 0.000165247522159, -0.000311407448216, 0.0003717276839141, -0.0001152411944879, -0.0001794749538503, 0.0001768710107588, 1.000040792665339]|2115.0958734406026451|      0.00097656|[510, 0, 30, 150]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
