k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[33, 0, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
      12|[120.00568192158718, 0.0116939478117261, 0.8774171657970796, 109.97713549136876, 0.1658257951049578, 0.8163615463364279, 99.99058819620306, 0.2705995499729145, 0.7151638661492608, 88.01650019956243, 0.3171937292263723, 0.7006038372461901, 85.99781361568084, 0.3721761244973767, 0.6327394796081645, 84.0177756394867, 0.4688748920516775, 0.531441243440926, 79.9928418000965, 0.6499804069941355, 0.3443047703318722, 76.01153097759813, 0.8627645722924243, 0.1281717570806959, 886.3697356886562, 910.006430439841, 922.4939902289466, 926.451539238332, 935.5419799761613, 952.8138195061231, 975.7167879898046]|1488.1586636618364992|      0.01562500|[396, 0, 12, 36]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      13|[120.00542582789203, 0.0109744155587796, 0.8771057424695334, 109.97380754025578, 0.1543997859736827, 0.8139587083301701, 99.99050836492088, 0.2694091429295657, 0.7175992540859565, 88.01293502922425, 0.3209450260694613, 0.7021248552648753, 85.99554625650185, 0.3704868262891029, 0.630625156181225, 84.01632165728873, 0.4671830131736505, 0.5338927337855768, 79.9922066017105, 0.650482572816956, 0.3413628059396807, 76.01125118450189, 0.8613177801776477, 0.1278377066975531, 886.3712993292628, 910.0089462243232, 922.4967635559825, 926.4509653286968, 935.5432556286269, 952.8121168699312, 975.7185881848991]|1321.0622816273109947|      0.03125000|[429, 0, 13, 39]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      14|[119.99716843885415, -0.0028720753143328, 0.8748421446757395, 109.96966294414743, 0.1418272556637903, 0.8153945199520654, 99.99586716378482, 0.2683811250527529, 0.7216813134585368, 88.0151690785523, 0.3359772126372544, 0.7108871483630175, 85.99588512030518, 0.3730345932513024, 0.6327908409861354, 84.01629348846544, 0.4667358974761922, 0.5298061618383612, 79.99283260208564, 0.6462666126154809, 0.340365871039946, 76.00765725216259, 0.8604958407327526, 0.1267395372779623, 886.3712920407281, 910.0116022629139, 922.5029553136707, 926.446928081425, 935.5487318094016, 952.8082066481695, 975.7218933075386]|984.1418144573101472|      0.06250000|[462, 0, 14, 42]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      15|[120.00171881915115, -0.0159020411688566, 0.8677119143091041, 109.95712326414969, 0.1374806468176976, 0.8024655190894782, 99.98071815540138, 0.2573701086950629, 0.7204353013364858, 88.01934158024683, 0.3327857592330921, 0.7378439366414534, 85.99123912737592, 0.3798991969585374, 0.6181501485461378, 84.01168806960604, 0.4567919132029105, 0.5518666113120981, 79.9879718769241, 0.6271822699472998, 0.3401948094512655, 76.01848123570976, 0.8563253822220127, 0.1170056778465092, 886.3668787138732, 910.0084647963102, 922.4917539607288, 926.4654449043702, 935.5565158158952, 952.817950660575, 975.7293024204619]|772.7763469187814280|      0.12500000|[495, 0, 15, 45]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      16|[120.00171881915115, -0.0159020411688566, 0.8677119143091041, 109.95712326414969, 0.1374806468176976, 0.8024655190894782, 99.98071815540138, 0.2573701086950629, 0.7204353013364858, 88.01934158024683, 0.3327857592330921, 0.7378439366414534, 85.99123912737592, 0.3798991969585374, 0.6181501485461378, 84.01168806960604, 0.4567919132029105, 0.5518666113120981, 79.9879718769241, 0.6271822699472998, 0.3401948094512655, 76.01848123570976, 0.8563253822220127, 0.1170056778465092, 886.3668787138732, 910.0084647963102, 922.4917539607288, 926.4654449043702, 935.5565158158952, 952.817950660575, 975.7293024204619]|772.7763469187814280|      0.06250000|[528, 0, 16, 48]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      17|[120.00171881915115, -0.0159020411688566, 0.8677119143091041, 109.95712326414969, 0.1374806468176976, 0.8024655190894782, 99.98071815540138, 0.2573701086950629, 0.7204353013364858, 88.01934158024683, 0.3327857592330921, 0.7378439366414534, 85.99123912737592, 0.3798991969585374, 0.6181501485461378, 84.01168806960604, 0.4567919132029105, 0.5518666113120981, 79.9879718769241, 0.6271822699472998, 0.3401948094512655, 76.01848123570976, 0.8563253822220127, 0.1170056778465092, 886.3668787138732, 910.0084647963102, 922.4917539607288, 926.4654449043702, 935.5565158158952, 952.817950660575, 975.7293024204619]|772.7763469187814280|      0.03125000|[561, 0, 17, 51]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      18|[120.00286374316183, -0.0181234300010315, 0.8695013104577595, 109.95318123890881, 0.1228883788441491, 0.7976667847925007, 99.9854229901978, 0.2497603443048598, 0.7199877749775196, 88.01886805272869, 0.3454273614297112, 0.7448071852248951, 85.99152943502358, 0.3851647108028988, 0.6267064115007702, 84.01733195419527, 0.4623561036428132, 0.5522962113802176, 79.97987209259591, 0.6264197912760234, 0.3404476819474853, 76.02589894964399, 0.8557332501020555, 0.1196194884455082, 886.3641321298732, 910.0076533136364, 922.4924985726377, 926.4587784441313, 935.5608008781062, 952.8101883206529, 975.7309021961435]|533.3564582799625668|      0.06250000|[594, 0, 18, 54]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      19|[120.00286374316183, -0.0181234300010315, 0.8695013104577595, 109.95318123890881, 0.1228883788441491, 0.7976667847925007, 99.9854229901978, 0.2497603443048598, 0.7199877749775196, 88.01886805272869, 0.3454273614297112, 0.7448071852248951, 85.99152943502358, 0.3851647108028988, 0.6267064115007702, 84.01733195419527, 0.4623561036428132, 0.5522962113802176, 79.97987209259591, 0.6264197912760234, 0.3404476819474853, 76.02589894964399, 0.8557332501020555, 0.1196194884455082, 886.3641321298732, 910.0076533136364, 922.4924985726377, 926.4587784441313, 935.5608008781062, 952.8101883206529, 975.7309021961435]|533.3564582799625668|      0.03125000|[627, 0, 19, 57]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      20|[120.00286374316183, -0.0181234300010315, 0.8695013104577595, 109.95318123890881, 0.1228883788441491, 0.7976667847925007, 99.9854229901978, 0.2497603443048598, 0.7199877749775196, 88.01886805272869, 0.3454273614297112, 0.7448071852248951, 85.99152943502358, 0.3851647108028988, 0.6267064115007702, 84.01733195419527, 0.4623561036428132, 0.5522962113802176, 79.97987209259591, 0.6264197912760234, 0.3404476819474853, 76.02589894964399, 0.8557332501020555, 0.1196194884455082, 886.3641321298732, 910.0076533136364, 922.4924985726377, 926.4587784441313, 935.5608008781062, 952.8101883206529, 975.7309021961435]|533.3564582799625668|      0.01562500|[660, 0, 20, 60]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      21|[120.00608697420525, -0.020574923379401, 0.8699710762114798, 109.9564260958839, 0.1186396621129626, 0.7982032847365136, 99.98410510486114, 0.2484949386582125, 0.7205440851454454, 88.02072006283994, 0.3494820319569035, 0.7498466433151904, 85.99742758144745, 0.3845286666324196, 0.6266002436708885, 84.02072757585636, 0.4613457284934676, 0.5513242778061312, 79.97777370865394, 0.6234311315236574, 0.3432227488168307, 76.02014871047632, 0.8520770952731417, 0.1199534367742709, 886.3588228195281, 910.0086218487178, 922.4926942810526, 926.4601663904331, 935.5599111319152, 952.8113707198451, 975.730481606878]|478.5507961785530711|      0.03125000|[693, 0, 21, 63]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      22|[120.00608697420525, -0.020574923379401, 0.8699710762114798, 109.9564260958839, 0.1186396621129626, 0.7982032847365136, 99.98410510486114, 0.2484949386582125, 0.7205440851454454, 88.02072006283994, 0.3494820319569035, 0.7498466433151904, 85.99742758144745, 0.3845286666324196, 0.6266002436708885, 84.02072757585636, 0.4613457284934676, 0.5513242778061312, 79.97777370865394, 0.6234311315236574, 0.3432227488168307, 76.02014871047632, 0.8520770952731417, 0.1199534367742709, 886.3588228195281, 910.0086218487178, 922.4926942810526, 926.4601663904331, 935.5599111319152, 952.8113707198451, 975.730481606878]|478.5507961785530711|      0.01562500|[726, 0, 22, 66]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      23|[120.00608697420525, -0.020574923379401, 0.8699710762114798, 109.9564260958839, 0.1186396621129626, 0.7982032847365136, 99.98410510486114, 0.2484949386582125, 0.7205440851454454, 88.02072006283994, 0.3494820319569035, 0.7498466433151904, 85.99742758144745, 0.3845286666324196, 0.6266002436708885, 84.02072757585636, 0.4613457284934676, 0.5513242778061312, 79.97777370865394, 0.6234311315236574, 0.3432227488168307, 76.02014871047632, 0.8520770952731417, 0.1199534367742709, 886.3588228195281, 910.0086218487178, 922.4926942810526, 926.4601663904331, 935.5599111319152, 952.8113707198451, 975.730481606878]|478.5507961785530711|      0.00781250|[759, 0, 23, 69]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      24|[120.0064486109746, -0.0204005531388966, 0.869555954398365, 109.95708240349875, 0.1133229907979866, 0.7979222434046962, 99.98418679374717, 0.2474184591327905, 0.7209009677712472, 88.01987210192576, 0.3516963575670135, 0.7512784085276322, 85.99744593110755, 0.3864385049709695, 0.6277849972423403, 84.02076866555623, 0.4616746218025704, 0.551857794255545, 79.97684858472562, 0.6231810807935902, 0.3426031701805108, 76.02080257410185, 0.8519464878804685, 0.1205351803455886, 886.3612356964506, 910.0083898568444, 922.4923788423115, 926.4585512187688, 935.5615455454781, 952.8093326168225, 975.7306207703516]|435.0485870661767649|      0.01562500|[792, 0, 24, 72]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      25|[120.0085132387235, -0.0246658899341922, 0.8678256581186473, 109.95798467299313, 0.1036365941854457, 0.7972797160759274, 99.98510337604156, 0.2427149208709095, 0.7194139716898769, 88.01999652858419, 0.3570701607243149, 0.7524797982345504, 85.99627524368385, 0.3896319468250062, 0.6282009733231816, 84.0202484540291, 0.4613597200903085, 0.552584413213918, 79.97490985071052, 0.6227514937363104, 0.3422015498365197, 76.02127111902911, 0.8505572146578773, 0.1181155711726799, 886.3617428340323, 910.0104726984501, 922.4914468642187, 926.4618422999347, 935.5660284695529, 952.810282841597, 975.7281542366159]|344.3687223815967400|      0.03125000|[825, 0, 25, 75]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      26|[120.0085132387235, -0.0246658899341922, 0.8678256581186473, 109.95798467299313, 0.1036365941854457, 0.7972797160759274, 99.98510337604156, 0.2427149208709095, 0.7194139716898769, 88.01999652858419, 0.3570701607243149, 0.7524797982345504, 85.99627524368385, 0.3896319468250062, 0.6282009733231816, 84.0202484540291, 0.4613597200903085, 0.552584413213918, 79.97490985071052, 0.6227514937363104, 0.3422015498365197, 76.02127111902911, 0.8505572146578773, 0.1181155711726799, 886.3617428340323, 910.0104726984501, 922.4914468642187, 926.4618422999347, 935.5660284695529, 952.810282841597, 975.7281542366159]|344.3687223815967400|      0.01562500|[858, 0, 26, 78]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      27|[120.00730774721809, -0.0289133001365487, 0.8685242506886975, 109.95670317145279, 0.098847315920718, 0.7970682743425384, 99.9842584960206, 0.2361954239418657, 0.7197675296634896, 88.02058398466838, 0.3611832045697303, 0.7529830961696652, 85.99570100646683, 0.3908637733243546, 0.6290621592275536, 84.01774636253582, 0.4601672383859851, 0.5463979832419086, 79.97193433985083, 0.6158001721297439, 0.340056406394519, 76.01962162587135, 0.8501343362917756, 0.1145048734371701, 886.3616135804209, 910.0103611841022, 922.4936621355195, 926.4602133107554, 935.56515293672, 952.8095992035787, 975.7300506285554]|284.0504968092084823|      0.03125000|[891, 0, 27, 81]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      28|[120.01143095810197, -0.0373917582367512, 0.865063402669179, 109.95915691934623, 0.0873570705369532, 0.8027303034562758, 99.98594013046494, 0.2268857722184678, 0.7216250059470056, 88.01979995259238, 0.3715438149224138, 0.7540654863954019, 85.99397537089764, 0.4023087851187385, 0.6295194325413167, 84.02099444339025, 0.4641787105148547, 0.5484173697796569, 79.97995385130646, 0.618774793562797, 0.3435767676334365, 76.03053825102863, 0.8522417141808833, 0.1214206089965478, 886.3620745252238, 910.0072419821292, 922.4877892219295, 926.4659809932662, 935.5670262885561, 952.8091772635862, 975.7305422856939]|193.1218124884895531|      0.06250000|[924, 0, 28, 84]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      29|[120.01143095810197, -0.0373917582367512, 0.865063402669179, 109.95915691934623, 0.0873570705369532, 0.8027303034562758, 99.98594013046494, 0.2268857722184678, 0.7216250059470056, 88.01979995259238, 0.3715438149224138, 0.7540654863954019, 85.99397537089764, 0.4023087851187385, 0.6295194325413167, 84.02099444339025, 0.4641787105148547, 0.5484173697796569, 79.97995385130646, 0.618774793562797, 0.3435767676334365, 76.03053825102863, 0.8522417141808833, 0.1214206089965478, 886.3620745252238, 910.0072419821292, 922.4877892219295, 926.4659809932662, 935.5670262885561, 952.8091772635862, 975.7305422856939]|193.1218124884895531|      0.03125000|[957, 0, 29, 87]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      30|[120.01143095810197, -0.0373917582367512, 0.865063402669179, 109.95915691934623, 0.0873570705369532, 0.8027303034562758, 99.98594013046494, 0.2268857722184678, 0.7216250059470056, 88.01979995259238, 0.3715438149224138, 0.7540654863954019, 85.99397537089764, 0.4023087851187385, 0.6295194325413167, 84.02099444339025, 0.4641787105148547, 0.5484173697796569, 79.97995385130646, 0.618774793562797, 0.3435767676334365, 76.03053825102863, 0.8522417141808833, 0.1214206089965478, 886.3620745252238, 910.0072419821292, 922.4877892219295, 926.4659809932662, 935.5670262885561, 952.8091772635862, 975.7305422856939]|193.1218124884895531|      0.01562500|[990, 0, 30, 90]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      31|[120.01230457193712, -0.0311242427812693, 0.8682668741969427, 109.95867360978441, 0.0842663989801668, 0.7993459071301138, 99.98951140284261, 0.22424481748758, 0.7219146330370902, 88.02674011090222, 0.3772656162784283, 0.7544517509435594, 85.99617895166973, 0.4055760380179387, 0.6322834916242989, 84.02244982179373, 0.462840985356983, 0.5479522485286348, 79.9791265346604, 0.6184893057462462, 0.3430983684221569, 76.0299956683201, 0.8530602175695694, 0.1199673496812295, 886.3657651305764, 910.0038699674869, 922.4870628623017, 926.4667906883402, 935.5656206976449, 952.8087519278079, 975.7340107524223]|174.8502326505483495|      0.03125000|[1023, 0, 31, 93]                                                          |  | used linear model with 33 points | iterate success | actual_k=0
      32|[120.01230457193712, -0.0311242427812693, 0.8682668741969427, 109.95867360978441, 0.0842663989801668, 0.7993459071301138, 99.98951140284261, 0.22424481748758, 0.7219146330370902, 88.02674011090222, 0.3772656162784283, 0.7544517509435594, 85.99617895166973, 0.4055760380179387, 0.6322834916242989, 84.02244982179373, 0.462840985356983, 0.5479522485286348, 79.9791265346604, 0.6184893057462462, 0.3430983684221569, 76.0299956683201, 0.8530602175695694, 0.1199673496812295, 886.3657651305764, 910.0038699674869, 922.4870628623017, 926.4667906883402, 935.5656206976449, 952.8087519278079, 975.7340107524223]|174.8502326505483495|      0.01562500|[1056, 0, 32, 96]                                                          |  | used linear model with 33 points | iterate failure | actual_k=0
      33|[120.01230457193712, -0.0311242427812693, 0.8682668741969427, 109.95867360978441, 0.0842663989801668, 0.7993459071301138, 99.98951140284261, 0.22424481748758, 0.7219146330370902, 88.02674011090222, 0.3772656162784283, 0.7544517509435594, 85.99617895166973, 0.4055760380179387, 0.6322834916242989, 84.02244982179373, 0.462840985356983, 0.5479522485286348, 79.9791265346604, 0.6184893057462462, 0.3430983684221569, 76.0299956683201, 0.8530602175695694, 0.1199673496812295, 886.3657651305764, 910.0038699674869, 922.4870628623017, 926.4667906883402, 935.5656206976449, 952.8087519278079, 975.7340107524223]|174.8502326505483495|      0.00781250|[1089, 0, 33, 99]                                                          |  | used linear model with 33 points | iterate failure | actual_k=0
      34|[120.01370588809455, -0.036528019045122, 0.8664144395190371, 109.95964471871066, 0.0837311145224514, 0.7986057027174688, 99.98820915908682, 0.2217258906343101, 0.722094646764638, 88.02659253729993, 0.3782606028549467, 0.7552034130319606, 85.99528074533683, 0.4082708017000203, 0.6339239081017611, 84.0225584669658, 0.4630960299143321, 0.5471684313461792, 79.98022508519574, 0.6182140437582483, 0.3426410872581319, 76.02919964155136, 0.8529853763962779, 0.1203939466471124, 886.3655881688746, 910.0043630004453, 922.4871220123769, 926.4666353438112, 935.5648081117008, 952.8091435356879, 975.7343745348111]|152.3912252147475215|      0.01562500|[1122, 0, 34, 102]                                                         |  | used linear model with 33 points | iterate success | actual_k=0
      35|[120.01003723458682, -0.0385105925261736, 0.8659286861635631, 109.95783127337049, 0.0758321170072268, 0.7964937649822011, 99.98818724567215, 0.2236599792686159, 0.7230610713669352, 88.02278035410718, 0.3831322117346653, 0.7589726268059277, 85.99649531957719, 0.4146937533251983, 0.6341453073844939, 84.0240733622406, 0.4644369391474443, 0.546803987110998, 79.97544926896445, 0.6184375859479989, 0.3406444245936366, 76.02956321230998, 0.853653342497732, 0.1201098477517877, 886.3674803900074, 910.0035792160601, 922.4858523108959, 926.4645141835031, 935.5613975892102, 952.8089475296464, 975.7327192972418]|132.6224903128372716|      0.03125000|[1155, 0, 35, 105]                                                         |  | used linear model with 33 points | iterate success | actual_k=0
      36|[120.01003723458682, -0.0385105925261736, 0.8659286861635631, 109.95783127337049, 0.0758321170072268, 0.7964937649822011, 99.98818724567215, 0.2236599792686159, 0.7230610713669352, 88.02278035410718, 0.3831322117346653, 0.7589726268059277, 85.99649531957719, 0.4146937533251983, 0.6341453073844939, 84.0240733622406, 0.4644369391474443, 0.546803987110998, 79.97544926896445, 0.6184375859479989, 0.3406444245936366, 76.02956321230998, 0.853653342497732, 0.1201098477517877, 886.3674803900074, 910.0035792160601, 922.4858523108959, 926.4645141835031, 935.5613975892102, 952.8089475296464, 975.7327192972418]|132.6224903128372716|      0.01562500|[1188, 0, 36, 108]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
      37|[120.01003723458682, -0.0385105925261736, 0.8659286861635631, 109.95783127337049, 0.0758321170072268, 0.7964937649822011, 99.98818724567215, 0.2236599792686159, 0.7230610713669352, 88.02278035410718, 0.3831322117346653, 0.7589726268059277, 85.99649531957719, 0.4146937533251983, 0.6341453073844939, 84.0240733622406, 0.4644369391474443, 0.546803987110998, 79.97544926896445, 0.6184375859479989, 0.3406444245936366, 76.02956321230998, 0.853653342497732, 0.1201098477517877, 886.3674803900074, 910.0035792160601, 922.4858523108959, 926.4645141835031, 935.5613975892102, 952.8089475296464, 975.7327192972418]|132.6224903128372716|      0.00781250|[1221, 0, 37, 111]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
      38|[120.01003723458682, -0.0385105925261736, 0.8659286861635631, 109.95783127337049, 0.0758321170072268, 0.7964937649822011, 99.98818724567215, 0.2236599792686159, 0.7230610713669352, 88.02278035410718, 0.3831322117346653, 0.7589726268059277, 85.99649531957719, 0.4146937533251983, 0.6341453073844939, 84.0240733622406, 0.4644369391474443, 0.546803987110998, 79.97544926896445, 0.6184375859479989, 0.3406444245936366, 76.02956321230998, 0.853653342497732, 0.1201098477517877, 886.3674803900074, 910.0035792160601, 922.4858523108959, 926.4645141835031, 935.5613975892102, 952.8089475296464, 975.7327192972418]|132.6224903128372716|      0.00390625|[1254, 0, 38, 114]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
