k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1.2885953603332938, 2.0607752398161105, 1.0855245669476115, 0.7056463785754854, 1.2613293910294068, 1.0488257586667193]|  0.3383652852657981|      0.25000000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      13|[1.2885953603332938, 2.0607752398161105, 1.0855245669476115, 0.7056463785754854, 1.2613293910294068, 1.0488257586667193]|  0.3383652852657981|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[1.2568223437632924, 2.100951974941098, 1.1101707866812764, 0.6475209893332456, 1.3086784761914936, 1.1311262597911382]|  0.3153228641619156|      0.25000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[1.2568223437632924, 2.100951974941098, 1.1101707866812764, 0.6475209893332456, 1.3086784761914936, 1.1311262597911382]|  0.3153228641619156|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[1.2568223437632924, 2.100951974941098, 1.1101707866812764, 0.6475209893332456, 1.3086784761914936, 1.1311262597911382]|  0.3153228641619156|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[1.2860413972173474, 2.089198778255451, 1.0735526905528456, 0.6611517237191841, 1.3297718655476183, 1.1004220854101605]|  0.3047373523267844|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[1.2860413972173474, 2.089198778255451, 1.0735526905528456, 0.6611517237191841, 1.3297718655476183, 1.1004220854101605]|  0.3047373523267844|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[1.292263151317257, 2.0911007853583037, 1.111799171153169, 0.6287245895454958, 1.351403656858043, 1.1301151054750496]|  0.2993464666610537|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[1.292263151317257, 2.0911007853583037, 1.111799171153169, 0.6287245895454958, 1.351403656858043, 1.1301151054750496]|  0.2993464666610537|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[1.292263151317257, 2.0911007853583037, 1.111799171153169, 0.6287245895454958, 1.351403656858043, 1.1301151054750496]|  0.2993464666610537|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[1.3037463397950348, 2.0890209530324984, 1.0952668002662518, 0.6424830020464115, 1.3625972012593117, 1.1142259726500885]|  0.2944378679627949|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[1.3037463397950348, 2.0890209530324984, 1.0952668002662518, 0.6424830020464115, 1.3625972012593117, 1.1142259726500885]|  0.2944378679627949|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[1.3037463397950348, 2.0890209530324984, 1.0952668002662518, 0.6424830020464115, 1.3625972012593117, 1.1142259726500885]|  0.2944378679627949|      0.01562500|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[1.3059750002775867, 2.090314537208365, 1.104913000418203, 0.6349282960231188, 1.3661415441561044, 1.1228755512752895]|  0.2932063147799420|      0.03125000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[1.3059750002775867, 2.090314537208365, 1.104913000418203, 0.6349282960231188, 1.3661415441561044, 1.1228755512752895]|  0.2932063147799420|      0.01562500|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[1.3059750002775867, 2.090314537208365, 1.104913000418203, 0.6349282960231188, 1.3661415441561044, 1.1228755512752895]|  0.2932063147799420|      0.00781250|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[1.310539300011729, 2.0898784154765915, 1.1014466238244816, 0.6378343860168065, 1.3697954072705811, 1.1203855150061282]|  0.2927794920220920|      0.01562500|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[1.310539300011729, 2.0898784154765915, 1.1014466238244816, 0.6378343860168065, 1.3697954072705811, 1.1203855150061282]|  0.2927794920220920|      0.00781250|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[1.3134392460845994, 2.091962827923747, 1.105937795673229, 0.6349702995012306, 1.3720024982845926, 1.1242631208250284]|  0.2923251321231566|      0.01562500|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
