k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.848483364801314, 2.8741050885950687, 0.4432432629516457, 40.71826844095371, -0.7674674121932628, -1.2392476280033722, 26.185298193356093, -0.7969603811528186, 1.0915997448927992]|856.7346349233432647|      0.50000000|[118, 37, 7, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      12|[10.848483364801314, 2.8741050885950687, 0.4432432629516457, 40.71826844095371, -0.7674674121932628, -1.2392476280033722, 26.185298193356093, -0.7969603811528186, 1.0915997448927992]|856.7346349233432647|      0.25000000|[131, 41, 7, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[10.701140204995141, 2.8631284993787065, 0.473220645128119, 40.60377536573306, -0.6931712510632968, -1.30624632749895, 26.12192934732059, -0.8871108265804845, 1.1587617972769086]|853.0270385742187500|      0.50000000|[137, 43, 7, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[10.612114473574838, 2.8742210884685933, 0.4778166185049248, 40.75103887406652, -0.8604181178862855, -1.2605148666797545, 26.168932587423296, -0.4660017708172906, 1.0556177845678991]|848.8450927734375000|      1.00000000|[143, 45, 7, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[10.612114473574838, 2.8742210884685933, 0.4778166185049248, 40.75103887406652, -0.8604181178862855, -1.2605148666797545, 26.168932587423296, -0.4660017708172906, 1.0556177845678991]|848.8450927734375000|      0.50000000|[155, 49, 8, 57]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[10.612114473574838, 2.8742210884685933, 0.4778166185049248, 40.75103887406652, -0.8604181178862855, -1.2605148666797545, 26.168932587423296, -0.4660017708172906, 1.0556177845678991]|848.8450927734375000|      0.25000000|[169, 53, 9, 62]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[10.566428838187175, 3.081864992433744, 0.401921110246987, 40.7738418757256, -0.8532133297457133, -1.3410614442531552, 26.17132992800713, -0.5323518990892833, 1.0473123699232882]|846.1122436523437500|      0.50000000|[181, 57, 9, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | iterate success | actual_k=1
      18|[10.566428838187175, 3.081864992433744, 0.401921110246987, 40.7738418757256, -0.8532133297457133, -1.3410614442531552, 26.17132992800713, -0.5323518990892833, 1.0473123699232882]|846.1122436523437500|      0.25000000|[194, 61, 11, 72]                                                          |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[10.509778124783903, 3.1841407817081704, 0.4135901734280677, 40.889750692378456, -0.8924223796015904, -1.3680562721832592, 26.19710105461645, -0.6721319794764786, 1.160408110870783]|843.9634399414062500|      0.50000000|[204, 64, 11, 75]                                                          |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      20|[10.509778124783903, 3.1841407817081704, 0.4135901734280677, 40.889750692378456, -0.8924223796015904, -1.3680562721832592, 26.19710105461645, -0.6721319794764786, 1.160408110870783]|843.9634399414062500|      0.25000000|[217, 68, 12, 80]                                                          |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[10.509778124783903, 3.1841407817081704, 0.4135901734280677, 40.889750692378456, -0.8924223796015904, -1.3680562721832592, 26.19710105461645, -0.6721319794764786, 1.160408110870783]|843.9634399414062500|      0.12500000|[230, 72, 14, 86]                                                          |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[10.561808634384201, 3.170447076549769, 0.384177261867886, 40.87702575946217, -0.9095090626440586, -1.3120211150183922, 26.17133718440443, -0.5855763256699269, 1.14965109290434]|842.5791437414629854|      0.25000000|[237, 74, 15, 89]                                                          |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      23|[10.559668185284073, 3.0771313954069863, 0.3240465421155694, 40.901095238967024, -0.9397211944696844, -1.1119551895541961, 26.2354658989922, -0.5320303190204568, 1.190562515818523]|841.6289672851562500|      0.50000000|[247, 77, 15, 92]                                                          |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
