k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[1.2640239374844775, 1.9476167926922565, 1.1658212317922978, 0.7477421934347929, 1.3532170597626065, 1.1496785293248737]|  0.3017299966341823|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[1.2640239374844775, 1.9476167926922565, 1.1658212317922978, 0.7477421934347929, 1.3532170597626065, 1.1496785293248737]|  0.3017299966341823|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[1.2640239374844775, 1.9476167926922565, 1.1658212317922978, 0.7477421934347929, 1.3532170597626065, 1.1496785293248737]|  0.3017299966341823|      0.01562500|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1.2757938418399097, 1.9469560805266635, 1.1629412876007537, 0.7473454073570375, 1.3628386202336624, 1.1476419900391925]|  0.2996228638222619|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[1.2919934177636985, 1.950047985679042, 1.1753027863747272, 0.7325783465553968, 1.3752390745063103, 1.1610558768581487]|  0.2972716142802437|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[1.2919934177636985, 1.950047985679042, 1.1753027863747272, 0.7325783465553968, 1.3752390745063103, 1.1610558768581487]|  0.2972716142802437|      0.03125000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[1.2919934177636985, 1.950047985679042, 1.1753027863747272, 0.7325783465553968, 1.3752390745063103, 1.1610558768581487]|  0.2972716142802437|      0.01562500|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[1.3005751946588016, 1.9498122269559024, 1.1677487110406655, 0.737092680893067, 1.3820516348672582, 1.1542306368762407]|  0.2958499346171888|      0.03125000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[1.3005751946588016, 1.9498122269559024, 1.1677487110406655, 0.737092680893067, 1.3820516348672582, 1.1542306368762407]|  0.2958499346171888|      0.01562500|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[1.30590821242945, 1.953481962190382, 1.1757977170086789, 0.7293846320685328, 1.3852792029242689, 1.162453463668142]|  0.2952126839730259|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[1.30590821242945, 1.953481962190382, 1.1757977170086789, 0.7293846320685328, 1.3852792029242689, 1.162453463668142]|  0.2952126839730259|      0.01562500|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
