k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00024414|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00012207|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 15.1595, 8.0, 13072.9]                                    | 30.7278160680306662|      0.00006104|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[4.97970029918e-05, 7.7413474369e-06, 0.999984462760051, 0.0499914082226506, 15.159499289964165, 7.999995302527404, 13072.899970882558]| 28.6759492632016695|      0.00012207|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[4.97970029918e-05, 7.7413474369e-06, 0.999984462760051, 0.0499914082226506, 15.159499289964165, 7.999995302527404, 13072.899970882558]| 28.6759492632016695|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[4.97970029918e-05, 7.7413474369e-06, 0.999984462760051, 0.0499914082226506, 15.159499289964165, 7.999995302527404, 13072.899970882558]| 28.6759492632016695|      0.00003052|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[4.97970029918e-05, 7.7413474369e-06, 0.999984462760051, 0.0499914082226506, 15.159499289964165, 7.999995302527404, 13072.899970882558]| 28.6759492632016695|      0.00001526|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[4.97970029918e-05, 7.7413474369e-06, 0.999984462760051, 0.0499914082226506, 15.159499289964165, 7.999995302527404, 13072.899970882558]| 28.6759492632016695|      0.00000763|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[5.07229055802e-05, 1.51776884052e-05, 0.9999849712527579, 0.0499911628956567, 15.159499442828771, 7.999994661300716, 13072.8999697433]| 27.9010292388459114|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[5.07229055802e-05, 1.51776884052e-05, 0.9999849712527579, 0.0499911628956567, 15.159499442828771, 7.999994661300716, 13072.8999697433]| 27.9010292388459114|      0.00000763|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[5.07229055802e-05, 1.51776884052e-05, 0.9999849712527579, 0.0499911628956567, 15.159499442828771, 7.999994661300716, 13072.8999697433]| 27.9010292388459114|      0.00000381|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[5.07229055802e-05, 1.51776884052e-05, 0.9999849712527579, 0.0499911628956567, 15.159499442828771, 7.999994661300716, 13072.8999697433]| 27.9010292388459114|      0.00000191|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[5.17628030924e-05, 1.61409911235e-05, 0.9999851033274081, 0.0499904674998984, 15.15949843868042, 7.999994631740241, 13072.899969399157]| 27.8863161795892616|      0.00000381|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
