k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0433178754588328, 0.9351366460647024, -0.3239827562625786, 0.9083010224090421, 0.9567825894863083, 1.8130448475814114, 0.9887343237849572, 1.2805312016789634]| 43.4246694803884381|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[0.0433178754588328, 0.9351366460647024, -0.3239827562625786, 0.9083010224090421, 0.9567825894863083, 1.8130448475814114, 0.9887343237849572, 1.2805312016789634]| 43.4246694803884381|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[0.0287286531580684, 0.881064655214149, -0.3333893236373301, 0.9053862643299115, 0.9431949075869599, 1.8237107213108863, 0.9696000643902959, 1.2776782682258674]| 41.9964827058986643|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[0.0287286531580684, 0.881064655214149, -0.3333893236373301, 0.9053862643299115, 0.9431949075869599, 1.8237107213108863, 0.9696000643902959, 1.2776782682258674]| 41.9964827058986643|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[0.0010216666375855, 0.883990642569557, -0.3336857033487258, 0.8927563487221825, 0.9591946385225936, 1.8696671483336624, 0.957770588381386, 1.2561727384858148]| 40.9096055531001213|      0.12500000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[0.0010216666375855, 0.883990642569557, -0.3336857033487258, 0.8927563487221825, 0.9591946385225936, 1.8696671483336624, 0.957770588381386, 1.2561727384858148]| 40.9096055531001213|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[0.0010216666375855, 0.883990642569557, -0.3336857033487258, 0.8927563487221825, 0.9591946385225936, 1.8696671483336624, 0.957770588381386, 1.2561727384858148]| 40.9096055531001213|      0.03125000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-0.015192283898901, 0.8636543797891153, -0.3352448091258133, 0.8948251214187329, 0.9612592171541069, 1.8725515720733035, 0.9566459180895057, 1.2728924521295981]| 39.7422114027900761|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[-0.015192283898901, 0.8636543797891153, -0.3352448091258133, 0.8948251214187329, 0.9612592171541069, 1.8725515720733035, 0.9566459180895057, 1.2728924521295981]| 39.7422114027900761|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-0.0327859681758019, 0.8481434954864471, -0.3347799096189538, 0.8962946246777365, 0.9642709857212403, 1.8898844090898788, 0.9560272023756168, 1.2835779971439865]| 38.8600624368978487|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-0.0606515060735655, 0.8093871198572722, -0.3364912272671627, 0.8701210502616697, 0.9900295124732499, 1.8870936645723184, 0.9644895238355099, 1.297607241602092]| 37.5416407493797735|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-0.1507599032182315, 0.8260063700177873, -0.3233612507122951, 0.8278419097522819, 0.9904052126626235, 1.9419365248314924, 0.9421131638329343, 1.3395688111934814]| 35.0050513967367749|      0.25000000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[-0.1507599032182315, 0.8260063700177873, -0.3233612507122951, 0.8278419097522819, 0.9904052126626235, 1.9419365248314924, 0.9421131638329343, 1.3395688111934814]| 35.0050513967367749|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[-0.1507599032182315, 0.8260063700177873, -0.3233612507122951, 0.8278419097522819, 0.9904052126626235, 1.9419365248314924, 0.9421131638329343, 1.3395688111934814]| 35.0050513967367749|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[-0.1736899319015877, 0.8046869231578614, -0.3121197328662076, 0.7924043049265733, 0.9731794275867407, 1.9560078708230078, 0.9571262756535226, 1.310869936043585]| 34.2126500285941901|      0.12500000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[-0.1736899319015877, 0.8046869231578614, -0.3121197328662076, 0.7924043049265733, 0.9731794275867407, 1.9560078708230078, 0.9571262756535226, 1.310869936043585]| 34.2126500285941901|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[-0.1918311487554544, 0.7728765263543688, -0.3246615098275086, 0.7827587794794759, 0.9729821368668491, 1.961952831290188, 0.9589049114212789, 1.3585812298008169]| 32.6471198593844250|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[-0.1918311487554544, 0.7728765263543688, -0.3246615098275086, 0.7827587794794759, 0.9729821368668491, 1.961952831290188, 0.9589049114212789, 1.3585812298008169]| 32.6471198593844250|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-0.2221040046715956, 0.7790831162112367, -0.3259778230313605, 0.7762602051364137, 0.9636241414232335, 2.005551092738525, 0.9542914370281937, 1.328620360953764]| 32.2664239843932990|      0.12500000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[-0.2221040046715956, 0.7790831162112367, -0.3259778230313605, 0.7762602051364137, 0.9636241414232335, 2.005551092738525, 0.9542914370281937, 1.328620360953764]| 32.2664239843932990|      0.06250000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[-0.2300661132350751, 0.7385852166556568, -0.3245429605392599, 0.7993094735781916, 0.9773498497099763, 1.9974238699347393, 0.9643310171460022, 1.3648723590410434]| 31.2031661363669528|      0.12500000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[-0.2300661132350751, 0.7385852166556568, -0.3245429605392599, 0.7993094735781916, 0.9773498497099763, 1.9974238699347393, 0.9643310171460022, 1.3648723590410434]| 31.2031661363669528|      0.06250000|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
