k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.01562500|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00781250|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00390625|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00195312|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00097656|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00048828|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[9.836504143241187, -1.0041611206426644, 0.1392132021741768, 0.1985467387293913, 0.3775825569830016, -0.0088583391464209, 0.0141771087090351]|7882.1375114794045658|      0.00024414|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[9.836514495212061, -1.0041620639055129, 0.1391936109455486, 0.1985700649767915, 0.3775893753996935, -0.0087549862692985, 0.0139583843307482]|7874.7222165294197112|      0.00048828|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[9.836514495212061, -1.0041620639055129, 0.1391936109455486, 0.1985700649767915, 0.3775893753996935, -0.0087549862692985, 0.0139583843307482]|7874.7222165294197112|      0.00024414|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[9.836514495212061, -1.0041620639055129, 0.1391936109455486, 0.1985700649767915, 0.3775893753996935, -0.0087549862692985, 0.0139583843307482]|7874.7222165294197112|      0.00012207|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[9.83650720664585, -1.0041558933136967, 0.1391801225754503, 0.1985555063395291, 0.3775879194666065, -0.0086728006457842, 0.0140459027590513]|7871.7878808138084423|      0.00024414|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[9.836478588465729, -1.004125516130192, 0.1391794284299825, 0.1985765517032119, 0.377624480391055, -0.0084425326512642, 0.0141012148878929]|7867.3873870752313451|      0.00048828|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[9.836478588465729, -1.004125516130192, 0.1391794284299825, 0.1985765517032119, 0.377624480391055, -0.0084425326512642, 0.0141012148878929]|7867.3873870752313451|      0.00024414|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[9.83646582958093, -1.0040612965493565, 0.139055890268216, 0.1986269019548172, 0.3776634146119265, -0.0083206354796519, 0.0139557979637744]|7863.3263580265238488|      0.00048828|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[9.83646582958093, -1.0040612965493565, 0.139055890268216, 0.1986269019548172, 0.3776634146119265, -0.0083206354796519, 0.0139557979637744]|7863.3263580265238488|      0.00024414|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[9.836473900877433, -1.004011571364809, 0.1390008969972824, 0.1985781696055039, 0.3776584361746633, -0.0080975777718472, 0.0139992522777562]|7856.6268425541793476|      0.00048828|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      28|[9.8365005039332, -1.0038087874939543, 0.1389524659461319, 0.1985177048143323, 0.3778278694838945, -0.0077012911859755, 0.014068802950943]|7847.3630688404946341|      0.00097656|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[9.8365005039332, -1.0038087874939543, 0.1389524659461319, 0.1985177048143323, 0.3778278694838945, -0.0077012911859755, 0.014068802950943]|7847.3630688404946341|      0.00048828|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[9.8365005039332, -1.0038087874939543, 0.1389524659461319, 0.1985177048143323, 0.3778278694838945, -0.0077012911859755, 0.014068802950943]|7847.3630688404946341|      0.00024414|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[9.8365005039332, -1.0038087874939543, 0.1389524659461319, 0.1985177048143323, 0.3778278694838945, -0.0077012911859755, 0.014068802950943]|7847.3630688404946341|      0.00012207|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[9.836479311192713, -1.0037918173040994, 0.1389422867396312, 0.1985207952391644, 0.3778135495490764, -0.007651753676794, 0.0139620703444862]|7845.4092700179908206|      0.00024414|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[9.836443387114283, -1.0037936477186509, 0.1389939978421562, 0.1984334596105407, 0.3778516651028325, -0.0074887724142777, 0.0141034687795053]|7843.8797849128122834|      0.00048828|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[9.836172472088574, -1.0038514660033757, 0.1390573615489553, 0.1986132795279199, 0.3776315251036282, -0.0072863643046848, 0.0139139962226688]|7838.0407266160673316|      0.00097656|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      35|[9.836172472088574, -1.0038514660033757, 0.1390573615489553, 0.1986132795279199, 0.3776315251036282, -0.0072863643046848, 0.0139139962226688]|7838.0407266160673316|      0.00048828|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
