k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.514746213031794, 9.52388408719793, 9.511586215930006, 9.507145169505522, 0.111034073723485, 0.1139151597812254, 0.1208186598768401, 0.128398261936469]|1564.3730893935180575|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
      28|[0.4293695528886212, 0.3444958385365458, -0.5375299995975731, 1.1473661562043762, 0.506571772503891, -1.2237311376624787, -0.1869431628592951, -0.0536800626116703]|  2.1896052487899254|      1.00000000|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[0.4293695528886212, 0.3444958385365458, -0.5375299995975731, 1.1473661562043762, 0.506571772503891, -1.2237311376624787, -0.1869431628592951, -0.0536800626116703]|  2.1896052487899254|      0.50000000|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[0.4293695528886212, 0.3444958385365458, -0.5375299995975731, 1.1473661562043762, 0.506571772503891, -1.2237311376624787, -0.1869431628592951, -0.0536800626116703]|  2.1896052487899254|      0.25000000|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[0.3467875710879869, 0.2409906347087075, -0.6019247890741682, 1.0071796950840453, 0.5671626055463026, -1.1180091591029582, -0.1123407625206279, -0.0262200492530357]|  1.6470282366339932|      0.50000000|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      32|[0.3467875710879869, 0.2409906347087075, -0.6019247890741682, 1.0071796950840453, 0.5671626055463026, -1.1180091591029582, -0.1123407625206279, -0.0262200492530357]|  1.6470282366339932|      0.25000000|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      33|[0.4407108157168847, 0.3199596387068621, -0.4647379457051158, 0.9404946496526762, 0.4579629332811724, -1.149382950127241, -0.1322041645102542, -0.1304877687232642]|  1.5326840987277257|      0.50000000|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[0.4407108157168847, 0.3199596387068621, -0.4647379457051158, 0.9404946496526762, 0.4579629332811724, -1.149382950127241, -0.1322041645102542, -0.1304877687232642]|  1.5326840987277257|      0.25000000|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[0.3319260360436945, 0.2131097956864, -0.4784737858252437, 0.8392145735559153, 0.5380642281090291, -1.0216993817763345, -0.0592113162065955, -0.1030034336105869]|  1.2929942034415347|      0.50000000|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      36|[0.3319260360436945, 0.2131097956864, -0.4784737858252437, 0.8392145735559153, 0.5380642281090291, -1.0216993817763345, -0.0592113162065955, -0.1030034336105869]|  1.2929942034415347|      0.25000000|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      37|[0.3319260360436945, 0.2131097956864, -0.4784737858252437, 0.8392145735559153, 0.5380642281090291, -1.0216993817763345, -0.0592113162065955, -0.1030034336105869]|  1.2929942034415347|      0.12500000|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[0.3774026818356829, 0.2604385953912601, -0.4098079369718191, 0.8379131607350074, 0.481021303000645, -1.0487697499249593, -0.0771526290377045, -0.1508738429381556]|  1.0073866187626643|      0.25000000|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[0.3508771049906445, 0.2398117396820466, -0.2730475145916688, 0.6908502769390236, 0.4458008806146358, -0.9480177940097537, -0.0085069783648117, -0.2211330882124099]|  0.6446647549818595|      0.50000000|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      40|[0.3508771049906445, 0.2398117396820466, -0.2730475145916688, 0.6908502769390236, 0.4458008806146358, -0.9480177940097537, -0.0085069783648117, -0.2211330882124099]|  0.6446647549818595|      0.25000000|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
