k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[-6.5921364914e-06, -2.51605060179e-05, 0.0100325124396547, 0.0003613059872489, -3.339569191e-07, 0.0979766996513054, 0.0001688474883452, 5.23830430836e-05]|  0.9742161828596655|      0.00012207|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      16|[-6.5921364914e-06, -2.51605060179e-05, 0.0100325124396547, 0.0003613059872489, -3.339569191e-07, 0.0979766996513054, 0.0001688474883452, 5.23830430836e-05]|  0.9742161828596655|      0.00006104|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[-6.5921364914e-06, -2.51605060179e-05, 0.0100325124396547, 0.0003613059872489, -3.339569191e-07, 0.0979766996513054, 0.0001688474883452, 5.23830430836e-05]|  0.9742161828596655|      0.00003052|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[1.67284224627e-05, -2.58375189214e-05, 0.010023125194462, 0.000358593201808, -5.2386875e-08, 0.0979900151313674, 0.0001660717430027, 4.20655759586e-05]|  0.8445847068320096|      0.00006104|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[1.67284224627e-05, -2.58375189214e-05, 0.010023125194462, 0.000358593201808, -5.2386875e-08, 0.0979900151313674, 0.0001660717430027, 4.20655759586e-05]|  0.8445847068320096|      0.00003052|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[1.67284224627e-05, -2.58375189214e-05, 0.010023125194462, 0.000358593201808, -5.2386875e-08, 0.0979900151313674, 0.0001660717430027, 4.20655759586e-05]|  0.8445847068320096|      0.00001526|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[1.67284224627e-05, -2.58375189214e-05, 0.010023125194462, 0.000358593201808, -5.2386875e-08, 0.0979900151313674, 0.0001660717430027, 4.20655759586e-05]|  0.8445847068320096|      0.00000763|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[1.67284224627e-05, -2.58375189214e-05, 0.010023125194462, 0.000358593201808, -5.2386875e-08, 0.0979900151313674, 0.0001660717430027, 4.20655759586e-05]|  0.8445847068320096|      0.00000381|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[1.67980940375e-05, -2.54796396698e-05, 0.0100234778292379, 0.0003596147404052, 9.63866944e-08, 0.0979900340267368, 0.0001658835471583, 3.84333338322e-05]|  0.8257866721114048|      0.00000763|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      24|[1.67980940375e-05, -2.54796396698e-05, 0.0100234778292379, 0.0003596147404052, 9.63866944e-08, 0.0979900340267368, 0.0001658835471583, 3.84333338322e-05]|  0.8257866721114048|      0.00000381|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      25|[1.67980940375e-05, -2.54796396698e-05, 0.0100234778292379, 0.0003596147404052, 9.63866944e-08, 0.0979900340267368, 0.0001658835471583, 3.84333338322e-05]|  0.8257866721114048|      0.00000191|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[1.67980940375e-05, -2.54796396698e-05, 0.0100234778292379, 0.0003596147404052, 9.63866944e-08, 0.0979900340267368, 0.0001658835471583, 3.84333338322e-05]|  0.8257866721114048|      0.00000095|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      27|[1.67980940375e-05, -2.54796396698e-05, 0.0100234778292379, 0.0003596147404052, 9.63866944e-08, 0.0979900340267368, 0.0001658835471583, 3.84333338322e-05]|  0.8257866721114048|      0.00000048|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
