k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[0.9733927323558776, -1.2492724668026856, -1.060578931502804, -1.1760993726756266, -1.1267647642590748, -1.1198975866599588, -1.171462242713163, -1.0989672255421044, -1.1623946669834884, -1.0995844657611022]|  0.0013517138414534|      0.01562500|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[0.9733927323558776, -1.2492724668026856, -1.060578931502804, -1.1760993726756266, -1.1267647642590748, -1.1198975866599588, -1.171462242713163, -1.0989672255421044, -1.1623946669834884, -1.0995844657611022]|  0.0013517138414534|      0.00781250|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[0.9756141809274242, -1.2450269926119233, -1.0566619164716755, -1.1806873446961508, -1.1265868081215973, -1.1203501947164218, -1.1711532804446092, -1.098635602609563, -1.1632439158181749, -1.1003059918512128]|  0.0011427606601289|      0.01562500|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[0.9756141809274242, -1.2450269926119233, -1.0566619164716755, -1.1806873446961508, -1.1265868081215973, -1.1203501947164218, -1.1711532804446092, -1.098635602609563, -1.1632439158181749, -1.1003059918512128]|  0.0011427606601289|      0.00781250|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[0.9799139638853227, -1.245979899921642, -1.0540982982006235, -1.182109584138709, -1.1220042454408274, -1.1220401930978525, -1.1708662458604506, -1.1007408569821586, -1.1649951099262386, -1.101573645538161]|  0.0009661735671361|      0.01562500|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[0.9799139638853227, -1.245979899921642, -1.0540982982006235, -1.182109584138709, -1.1220042454408274, -1.1220401930978525, -1.1708662458604506, -1.1007408569821586, -1.1649951099262386, -1.101573645538161]|  0.0009661735671361|      0.00781250|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[0.9838962515887176, -1.2430224931958789, -1.051192711783226, -1.181565329040227, -1.118005267469714, -1.1247208806435192, -1.1704446843266703, -1.102692834329709, -1.1644888059729368, -1.1020927374360245]|  0.0008877330390669|      0.01562500|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[0.9838962515887176, -1.2430224931958789, -1.051192711783226, -1.181565329040227, -1.118005267469714, -1.1247208806435192, -1.1704446843266703, -1.102692834329709, -1.1644888059729368, -1.1020927374360245]|  0.0008877330390669|      0.00781250|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[0.987259975670821, -1.2425062948238905, -1.0516118884136816, -1.185235542728953, -1.1209579563440852, -1.1275160916971247, -1.1728372772624274, -1.1023652964376052, -1.164432575188028, -1.1057589831820975]|  0.0008226778750125|      0.01562500|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[0.987259975670821, -1.2425062948238905, -1.0516118884136816, -1.185235542728953, -1.1209579563440852, -1.1275160916971247, -1.1728372772624274, -1.1023652964376052, -1.164432575188028, -1.1057589831820975]|  0.0008226778750125|      0.00781250|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[0.9878605344184558, -1.2434345938571658, -1.0516800858474808, -1.184724136955801, -1.1164724557026686, -1.1248711469338548, -1.1682070533105064, -1.1025947663102904, -1.1674297843656223, -1.1043603346686728]|  0.0007651276321077|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      41|[0.9878605344184558, -1.2434345938571658, -1.0516800858474808, -1.184724136955801, -1.1164724557026686, -1.1248711469338548, -1.1682070533105064, -1.1025947663102904, -1.1674297843656223, -1.1043603346686728]|  0.0007651276321077|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[0.9901248495851612, -1.240282253359434, -1.0510093727452963, -1.1848951198035809, -1.1159500348747218, -1.1304977724497653, -1.1679825894009854, -1.1015189773525516, -1.1647507341693237, -1.1020855078264309]|  0.0006888512583479|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[0.9901248495851612, -1.240282253359434, -1.0510093727452963, -1.1848951198035809, -1.1159500348747218, -1.1304977724497653, -1.1679825894009854, -1.1015189773525516, -1.1647507341693237, -1.1020855078264309]|  0.0006888512583479|      0.00781250|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[0.9901248495851612, -1.240282253359434, -1.0510093727452963, -1.1848951198035809, -1.1159500348747218, -1.1304977724497653, -1.1679825894009854, -1.1015189773525516, -1.1647507341693237, -1.1020855078264309]|  0.0006888512583479|      0.00390625|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[0.99259988839047, -1.2413947864672512, -1.0533324253096747, -1.1857451680007258, -1.115694547600101, -1.130297795867059, -1.16677964382449, -1.1018705954921046, -1.1644645084848928, -1.1019506597461104]|  0.0006233425383109|      0.00781250|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[0.99259988839047, -1.2413947864672512, -1.0533324253096747, -1.1857451680007258, -1.115694547600101, -1.130297795867059, -1.16677964382449, -1.1018705954921046, -1.1644645084848928, -1.1019506597461104]|  0.0006233425383109|      0.00390625|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[0.9930920297179237, -1.2394415208012073, -1.0542299081448527, -1.1866920797591158, -1.1153372538249564, -1.1302241459922557, -1.1645008323680424, -1.1003865628257772, -1.1643548518837668, -1.1033502238110249]|  0.0005898286347550|      0.00781250|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      48|[0.9930920297179237, -1.2394415208012073, -1.0542299081448527, -1.1866920797591158, -1.1153372538249564, -1.1302241459922557, -1.1645008323680424, -1.1003865628257772, -1.1643548518837668, -1.1033502238110249]|  0.0005898286347550|      0.00390625|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[0.995231256874355, -1.2391629379957465, -1.0547722102520527, -1.1841257852934512, -1.1145289761115769, -1.1307595852870027, -1.1629490496734505, -1.1008327044805044, -1.1646647419140055, -1.1030641868243436]|  0.0005554234907893|      0.00781250|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[1.0006749396036572, -1.2368667852309236, -1.0568249858723515, -1.1880443731407153, -1.1153617557206428, -1.13299510376901, -1.163293359535457, -1.100560612821964, -1.1643357381975517, -1.1038178759190251]|  0.0004972569095479|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
