k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.558851878872996, 9.611968363930792, 9.63473612156782, 9.424343363706448, 0.1730853869736993, 0.1227365614227982, 0.2558207601551855, 0.2820539750107046]|1567.3098668918944441|      2.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=0
      12|[-1.7140734246869511, 2.7017615010538236, 1.1235583997259206, -0.1693771968455149, -1.6608178160967006, -0.977532539555467, 4.845081814381258, -3.1152788092703565]| 59.1748530856635568|      4.00000000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[-1.7140734246869511, 2.7017615010538236, 1.1235583997259206, -0.1693771968455149, -1.6608178160967006, -0.977532539555467, 4.845081814381258, -3.1152788092703565]| 59.1748530856635568|      2.00000000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[-2.156623699267894, 2.7389487616932886, 1.9978410423733919, -0.6037719662454288, -1.351558627510959, -1.6992528741062232, 4.135529413225078, -4.430463705086358]| 30.4524853096247909|      4.00000000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      15|[-2.156623699267894, 2.7389487616932886, 1.9978410423733919, -0.6037719662454288, -1.351558627510959, -1.6992528741062232, 4.135529413225078, -4.430463705086358]| 30.4524853096247909|      2.00000000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[-1.2988637477782399, 2.8525398200782273, 1.0977171600911408, -0.4107490193247995, -0.5248088833855379, -2.6528188357041356, 3.378472678559641, -3.9426871234931404]| 14.4279361600407707|      4.00000000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[-1.2988637477782399, 2.8525398200782273, 1.0977171600911408, -0.4107490193247995, -0.5248088833855379, -2.6528188357041356, 3.378472678559641, -3.9426871234931404]| 14.4279361600407707|      2.00000000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[-1.2988637477782399, 2.8525398200782273, 1.0977171600911408, -0.4107490193247995, -0.5248088833855379, -2.6528188357041356, 3.378472678559641, -3.9426871234931404]| 14.4279361600407707|      1.00000000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[-1.2988637477782399, 2.8525398200782273, 1.0977171600911408, -0.4107490193247995, -0.5248088833855379, -2.6528188357041356, 3.378472678559641, -3.9426871234931404]| 14.4279361600407707|      0.50000000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[-1.4728629028229179, 2.795793116608769, 1.189308000105475, -0.1801598074923088, -0.3274087262327015, -2.7914140992974033, 3.2344909822810557, -3.666937887586101]|  9.9528255541383928|      1.00000000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[-1.4728629028229179, 2.795793116608769, 1.189308000105475, -0.1801598074923088, -0.3274087262327015, -2.7914140992974033, 3.2344909822810557, -3.666937887586101]|  9.9528255541383928|      0.50000000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      22|[-1.715493431535603, 2.842173051726443, 1.1193459046962666, -0.0912965894479963, -0.359296824047287, -2.9096806227895056, 3.175200061441251, -3.269862671556855]|  7.4218568370232942|      1.00000000|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      23|[-1.715493431535603, 2.842173051726443, 1.1193459046962666, -0.0912965894479963, -0.359296824047287, -2.9096806227895056, 3.175200061441251, -3.269862671556855]|  7.4218568370232942|      0.50000000|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[-1.88402757915274, 3.0207218623316385, 0.927292731203809, -0.2441661275153806, -0.4473885944909244, -3.1052107799837665, 2.9200092057232387, -3.1344061435983352]|  5.9561489853067879|      1.00000000|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      25|[-1.88402757915274, 3.0207218623316385, 0.927292731203809, -0.2441661275153806, -0.4473885944909244, -3.1052107799837665, 2.9200092057232387, -3.1344061435983352]|  5.9561489853067879|      0.50000000|[225, 0, 25, 75]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      26|[-1.6356415832384614, 2.787976314773357, 0.9269332029042867, -0.1081540887151056, -0.5783862150179326, -3.172127600102505, 2.6866793172743866, -2.9355257048313046]|  5.1461113116632857|      1.00000000|[234, 0, 26, 78]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      27|[-1.889654063444607, 3.257888657597147, 0.8484494379645076, -0.1214007239483837, -0.5234781352717391, -3.7141097853236844, 2.423170026987896, -2.35060849456012]|  4.5482021437016451|      2.00000000|[243, 0, 27, 81]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
