k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[-3.5001214452321547, 0.99991851337181, -0.000177186057832, -0.0004190977979507, 1.699871576553251, -6.35182350182e-05, -5.07117326894e-05, 5.83675941736e-05]|1236.5661272341149015|      0.00000095|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[-3.5001214556487223, 0.9999185877476332, -0.0001771754373275, -0.0004193957803356, 1.6998716368028133, -6.34919530196e-05, -5.06849144075e-05, 5.74676451953e-05]|1231.3763751518997651|      0.00000191|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      32|[-3.5001214556487223, 0.9999185877476332, -0.0001771754373275, -0.0004193957803356, 1.6998716368028133, -6.34919530196e-05, -5.06849144075e-05, 5.74676451953e-05]|1231.3763751518997651|      0.00000095|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      33|[-3.500121865761547, 0.9999186691045099, -0.0001773637862353, -0.0004202203142592, 1.699871722751265, -6.3544517355e-05, -5.07760719846e-05, 5.7437780842e-05]|1227.6233135467944066|      0.00000191|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[-3.500121865761547, 0.9999186691045099, -0.0001773637862353, -0.0004202203142592, 1.699871722751265, -6.3544517355e-05, -5.07760719846e-05, 5.7437780842e-05]|1227.6233135467944066|      0.00000095|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[-3.5001217720347184, 0.9999186626737245, -0.0001775464240249, -0.0004210859475395, 1.6998718071842809, -6.35811413764e-05, -5.08003546411e-05, 5.77678280959e-05]|1223.5932616531515578|      0.00000191|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      36|[-3.500122034401265, 0.9999178140398568, -0.0001783725229985, -0.0004217384292689, 1.6998722091264185, -6.48081534282e-05, -5.0825469482e-05, 5.74975607708e-05]|1220.4460625945823722|      0.00000381|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[-3.500122034401265, 0.9999178140398568, -0.0001783725229985, -0.0004217384292689, 1.6998722091264185, -6.48081534282e-05, -5.0825469482e-05, 5.74975607708e-05]|1220.4460625945823722|      0.00000191|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[-3.500121555495651, 0.9999179503297722, -0.0001790566709055, -0.000423271325831, 1.6998720411163524, -6.4855325625e-05, -5.09186412089e-05, 5.67674310011e-05]|1218.8558153524786576|      0.00000381|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[-3.500121555495651, 0.9999179503297722, -0.0001790566709055, -0.000423271325831, 1.6998720411163524, -6.4855325625e-05, -5.09186412089e-05, 5.67674310011e-05]|1218.8558153524786576|      0.00000191|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[-3.500121555495651, 0.9999179503297722, -0.0001790566709055, -0.000423271325831, 1.6998720411163524, -6.4855325625e-05, -5.09186412089e-05, 5.67674310011e-05]|1218.8558153524786576|      0.00000095|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
