k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.604676431323778, 0.0529365622417117, 0.1347814169702204, 0.7824561069744159, -0.0059129934723499, -0.0030159484175869, -0.006471044846659, 0.0186285606021446, -0.0106775168569688, -0.00741379045702, 0.002584014274531, -0.0101855682009262, -0.0137255388373862, -0.0083292552302103, 0.0026641257572305, 0.0060974768703266, 0.0079779985347532, 0.0016265878834774, 0.0026406750725266, 0.0055152106318252, -0.0025426469221202, 0.0059997208459038]| 13.1520252227783203|      2.00000000|[96, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[1.4973579522103633, 0.0727627532309299, 0.312557806356905, 1.9217919295508195, -0.0878950080980712, 0.0242872579946202, 0.0201876641780426, 0.0132332212971505, 0.0073710016270458, -0.0414832471264427, 0.0290098973544622, -0.0111515963040251, 0.0067220743651947, -0.0427565397870504, 0.0682962663915789, -0.1314625137978681, 0.026519708617716, -0.0169978606608829, 0.0095510955728265, -0.0818635445175256, 0.0107752473168621, 0.0803808672511233]| 12.1445903778076172|      0.06250000|[1133, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      13|[1.4973579522103633, 0.0727627532309299, 0.312557806356905, 1.9217919295508195, -0.0878950080980712, 0.0242872579946202, 0.0201876641780426, 0.0132332212971505, 0.0073710016270458, -0.0414832471264427, 0.0290098973544622, -0.0111515963040251, 0.0067220743651947, -0.0427565397870504, 0.0682962663915789, -0.1314625137978681, 0.026519708617716, -0.0169978606608829, 0.0095510955728265, -0.0818635445175256, 0.0107752473168621, 0.0803808672511233]| 12.1445903778076172|      0.03125000|[1226, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      14|[1.4973579522103633, 0.0727627532309299, 0.312557806356905, 1.9217919295508195, -0.0878950080980712, 0.0242872579946202, 0.0201876641780426, 0.0132332212971505, 0.0073710016270458, -0.0414832471264427, 0.0290098973544622, -0.0111515963040251, 0.0067220743651947, -0.0427565397870504, 0.0682962663915789, -0.1314625137978681, 0.026519708617716, -0.0169978606608829, 0.0095510955728265, -0.0818635445175256, 0.0107752473168621, 0.0803808672511233]| 12.1445903778076172|      0.01562500|[1320, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      15|[1.4973579522103633, 0.0727627532309299, 0.312557806356905, 1.9217919295508195, -0.0878950080980712, 0.0242872579946202, 0.0201876641780426, 0.0132332212971505, 0.0073710016270458, -0.0414832471264427, 0.0290098973544622, -0.0111515963040251, 0.0067220743651947, -0.0427565397870504, 0.0682962663915789, -0.1314625137978681, 0.026519708617716, -0.0169978606608829, 0.0095510955728265, -0.0818635445175256, 0.0107752473168621, 0.0803808672511233]| 12.1445903778076172|      0.00781250|[1415, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      16|[1.499933404363715, 0.0725219607192475, 0.3140742543235451, 1.9288941727392632, -0.08780141638082, 0.0244809147217639, 0.0202637278354877, 0.0129992796480401, 0.0075798452524094, -0.0419319469378897, 0.0289728575346039, -0.0111356860391781, 0.0067682836544253, -0.0424459418094636, 0.0686299774868113, -0.1306266399042745, 0.026385839225691, -0.0172612697620618, 0.009562869665544, -0.0820410773933397, 0.0105108795830684, 0.0807706015437992]| 12.1445770263671875|      0.01562500|[1508, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      17|[1.499933404363715, 0.0725219607192475, 0.3140742543235451, 1.9288941727392632, -0.08780141638082, 0.0244809147217639, 0.0202637278354877, 0.0129992796480401, 0.0075798452524094, -0.0419319469378897, 0.0289728575346039, -0.0111356860391781, 0.0067682836544253, -0.0424459418094636, 0.0686299774868113, -0.1306266399042745, 0.026385839225691, -0.0172612697620618, 0.009562869665544, -0.0820410773933397, 0.0105108795830684, 0.0807706015437992]| 12.1445770263671875|      0.00781250|[1601, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      18|[1.499933404363715, 0.0725219607192475, 0.3140742543235451, 1.9288941727392632, -0.08780141638082, 0.0244809147217639, 0.0202637278354877, 0.0129992796480401, 0.0075798452524094, -0.0419319469378897, 0.0289728575346039, -0.0111356860391781, 0.0067682836544253, -0.0424459418094636, 0.0686299774868113, -0.1306266399042745, 0.026385839225691, -0.0172612697620618, 0.009562869665544, -0.0820410773933397, 0.0105108795830684, 0.0807706015437992]| 12.1445770263671875|      0.00390625|[1694, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      19|[1.496190785227502, 0.0718143275495999, 0.3141441342239375, 1.9281788609656032, -0.0878590918348281, 0.0245905143246727, 0.0203379449840827, 0.0131675665147994, 0.007531523170532, -0.0419848257081012, 0.0290792087338986, -0.0113585383967738, 0.0066963216039925, -0.0423815564023652, 0.0689162418047143, -0.1306403295541931, 0.0263984195226034, -0.0173297491985091, 0.0095482062979302, -0.0819398789531603, 0.0104035696196787, 0.0807978440652441]| 12.1445693969726562|      0.00781250|[1788, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      20|[1.496190785227502, 0.0718143275495999, 0.3141441342239375, 1.9281788609656032, -0.0878590918348281, 0.0245905143246727, 0.0203379449840827, 0.0131675665147994, 0.007531523170532, -0.0419848257081012, 0.0290792087338986, -0.0113585383967738, 0.0066963216039925, -0.0423815564023652, 0.0689162418047143, -0.1306403295541931, 0.0263984195226034, -0.0173297491985091, 0.0095482062979302, -0.0819398789531603, 0.0104035696196787, 0.0807978440652441]| 12.1445693969726562|      0.00390625|[1881, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      21|[1.4935605750404868, 0.0706286547798295, 0.3146719367406135, 1.9306043532054233, -0.087924193551328, 0.0243668838542785, 0.0203853807539209, 0.0133079679624293, 0.0075889760950904, -0.0421434141997409, 0.0287247033500827, -0.0112226275803987, 0.0066383940742363, -0.042280288197935, 0.0689571897973332, -0.1309133611217139, 0.026293675975178, -0.0170818815415102, 0.0099797684127516, -0.0822169743414233, 0.0107096428011082, 0.0807229107872876]| 12.1445617675781250|      0.00781250|[1975, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      22|[1.4935605750404868, 0.0706286547798295, 0.3146719367406135, 1.9306043532054233, -0.087924193551328, 0.0243668838542785, 0.0203853807539209, 0.0133079679624293, 0.0075889760950904, -0.0421434141997409, 0.0287247033500827, -0.0112226275803987, 0.0066383940742363, -0.042280288197935, 0.0689571897973332, -0.1309133611217139, 0.026293675975178, -0.0170818815415102, 0.0099797684127516, -0.0822169743414233, 0.0107096428011082, 0.0807229107872876]| 12.1445617675781250|      0.00390625|[2068, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      23|[1.491173379613848, 0.0696077068499685, 0.3152658739047719, 1.9333941710535498, -0.0878759297422241, 0.0245935967088004, 0.0203043521653824, 0.013262519514377, 0.0074721614040113, -0.0420417947747063, 0.0288630557699407, -0.0111147517381587, 0.006751502172554, -0.0420676265317479, 0.0690727901747813, -0.1309087285171313, 0.026359493611389, -0.0171772121960496, 0.010002806276079, -0.0823727669172236, 0.0103853672052312, 0.0809465564082524]| 12.1445541381835938|      0.00781250|[2164, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      24|[1.491173379613848, 0.0696077068499685, 0.3152658739047719, 1.9333941710535498, -0.0878759297422241, 0.0245935967088004, 0.0203043521653824, 0.013262519514377, 0.0074721614040113, -0.0420417947747063, 0.0288630557699407, -0.0111147517381587, 0.006751502172554, -0.0420676265317479, 0.0690727901747813, -0.1309087285171313, 0.026359493611389, -0.0171772121960496, 0.010002806276079, -0.0823727669172236, 0.0103853672052312, 0.0809465564082524]| 12.1445541381835938|      0.00390625|[2258, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      25|[1.4878632831282654, 0.0683950028355236, 0.3158744520844807, 1.9348668565691474, -0.0881432040971087, 0.0245410484210207, 0.0201038419945968, 0.0133635705293507, 0.0074172482896939, -0.041954942678136, 0.0288935189088327, -0.0110649288226472, 0.0068770810540075, -0.0420491484473164, 0.0690890241444803, -0.1309325501997953, 0.0263766727711849, -0.0169087893465081, 0.0099761394349074, -0.0821234762638554, 0.0103639043447081, 0.0809142826189505]| 12.1445465087890625|      0.00781250|[2352, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      26|[1.4878632831282654, 0.0683950028355236, 0.3158744520844807, 1.9348668565691474, -0.0881432040971087, 0.0245410484210207, 0.0201038419945968, 0.0133635705293507, 0.0074172482896939, -0.041954942678136, 0.0288935189088327, -0.0110649288226472, 0.0068770810540075, -0.0420491484473164, 0.0690890241444803, -0.1309325501997953, 0.0263766727711849, -0.0169087893465081, 0.0099761394349074, -0.0821234762638554, 0.0103639043447081, 0.0809142826189505]| 12.1445465087890625|      0.00390625|[2445, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      27|[1.4851484808293651, 0.0670787811337474, 0.3164589752146388, 1.9372363118727587, -0.0881831031880084, 0.0245647180513831, 0.0200733183123553, 0.0134901235387165, 0.0073085034908151, -0.0417188678026964, 0.0290323349282326, -0.0110575823191572, 0.0069298786219029, -0.042201298024545, 0.0690202727598575, -0.1310653508418699, 0.0264600909222315, -0.0168759090580926, 0.0100879966961022, -0.0820132525522762, 0.0102499933836924, 0.0808982982598276]| 12.1445379257202148|      0.00781250|[2538, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      28|[1.4851484808293651, 0.0670787811337474, 0.3164589752146388, 1.9372363118727587, -0.0881831031880084, 0.0245647180513831, 0.0200733183123553, 0.0134901235387165, 0.0073085034908151, -0.0417188678026964, 0.0290323349282326, -0.0110575823191572, 0.0069298786219029, -0.042201298024545, 0.0690202727598575, -0.1310653508418699, 0.0264600909222315, -0.0168759090580926, 0.0100879966961022, -0.0820132525522762, 0.0102499933836924, 0.0808982982598276]| 12.1445379257202148|      0.00390625|[2632, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      29|[1.4820046848548298, 0.0658511330401723, 0.3168552033312801, 1.938873415145783, -0.0882470707015735, 0.0243724038743402, 0.0199807602073659, 0.0130829399860785, 0.0073228561497308, -0.0412742714223103, 0.0291440450626583, -0.0110514030840311, 0.0068795214562827, -0.0418520940535905, 0.0686274575864135, -0.131296251889925, 0.0267021944543757, -0.0164458926189076, 0.0102358214223047, -0.0820193741636741, 0.0102746190419126, 0.080982905092701]| 12.1445312500000000|      0.00781250|[2727, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[1.4820046848548298, 0.0658511330401723, 0.3168552033312801, 1.938873415145783, -0.0882470707015735, 0.0243724038743402, 0.0199807602073659, 0.0130829399860785, 0.0073228561497308, -0.0412742714223103, 0.0291440450626583, -0.0110514030840311, 0.0068795214562827, -0.0418520940535905, 0.0686274575864135, -0.131296251889925, 0.0267021944543757, -0.0164458926189076, 0.0102358214223047, -0.0820193741636741, 0.0102746190419126, 0.080982905092701]| 12.1445312500000000|      0.00390625|[2822, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      31|[1.4798972379754918, 0.0643877126994317, 0.3174093231360582, 1.9417208756269693, -0.0879624349394276, 0.0243918923391826, 0.0200437128813479, 0.0131180432652156, 0.0073600747432471, -0.041225666490132, 0.0289488219841095, -0.0110994943788382, 0.0067894508381024, -0.0417799130482687, 0.068698680535923, -0.1310911924095252, 0.0266665672515496, -0.0165651266796862, 0.0100222529594135, -0.0819785739506381, 0.0103419009658063, 0.0810306399023314]| 12.1445236206054688|      0.00781250|[2916, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      32|[1.4798972379754918, 0.0643877126994317, 0.3174093231360582, 1.9417208756269693, -0.0879624349394276, 0.0243918923391826, 0.0200437128813479, 0.0131180432652156, 0.0073600747432471, -0.041225666490132, 0.0289488219841095, -0.0110994943788382, 0.0067894508381024, -0.0417799130482687, 0.068698680535923, -0.1310911924095252, 0.0266665672515496, -0.0165651266796862, 0.0100222529594135, -0.0819785739506381, 0.0103419009658063, 0.0810306399023314]| 12.1445236206054688|      0.00390625|[3010, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      33|[1.4768167769688958, 0.0630854792714223, 0.3179609661983693, 1.9435429898631875, -0.0878566275655689, 0.0243613975860932, 0.0201082557014851, 0.0133792330885631, 0.0072552842951835, -0.0409628676771204, 0.0289001087257579, -0.0109839925941991, 0.0067072084931892, -0.0416869382329708, 0.0686576961348113, -0.13075137462685, 0.0263443621513841, -0.0164618324930635, 0.0100485220210232, -0.0819357952602917, 0.0103087483205707, 0.0808950342126859]| 12.1445159912109375|      0.00781250|[3105, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      34|[1.4768167769688958, 0.0630854792714223, 0.3179609661983693, 1.9435429898631875, -0.0878566275655689, 0.0243613975860932, 0.0201082557014851, 0.0133792330885631, 0.0072552842951835, -0.0409628676771204, 0.0289001087257579, -0.0109839925941991, 0.0067072084931892, -0.0416869382329708, 0.0686576961348113, -0.13075137462685, 0.0263443621513841, -0.0164618324930635, 0.0100485220210232, -0.0819357952602917, 0.0103087483205707, 0.0808950342126859]| 12.1445159912109375|      0.00390625|[3200, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      35|[1.474290383026208, 0.0619523540110825, 0.3185448090746334, 1.9461774754431949, -0.0879646937365705, 0.0244667266967859, 0.0203659310719276, 0.0134338897241483, 0.0071666262318975, -0.0409654493902465, 0.0289292399427402, -0.0109024135320199, 0.0069839980372651, -0.0416783270897636, 0.0685563010152485, -0.1306735222187501, 0.0260586193184895, -0.0163930121258651, 0.0099059674827232, -0.0819369044832157, 0.0103565534986069, 0.0808601948177228]| 12.1445074081420898|      0.00781250|[3295, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      36|[1.474290383026208, 0.0619523540110825, 0.3185448090746334, 1.9461774754431949, -0.0879646937365705, 0.0244667266967859, 0.0203659310719276, 0.0134338897241483, 0.0071666262318975, -0.0409654493902465, 0.0289292399427402, -0.0109024135320199, 0.0069839980372651, -0.0416783270897636, 0.0685563010152485, -0.1306735222187501, 0.0260586193184895, -0.0163930121258651, 0.0099059674827232, -0.0819369044832157, 0.0103565534986069, 0.0808601948177228]| 12.1445074081420898|      0.00390625|[3390, 1152, 0, 72]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      37|[1.4713454323963424, 0.06098800860198, 0.3190226632308887, 1.948334631812501, -0.0879052664089282, 0.0246728131943986, 0.0205858591004713, 0.0131763476012446, 0.0066937372860845, -0.0410162279960413, 0.0289142337919832, -0.0111530448327828, 0.0068928290015262, -0.0416472158185566, 0.0684250682794582, -0.1304581325756618, 0.0257723983507889, -0.0167122026858837, 0.0100244131983004, -0.0821112732438434, 0.0104561393069572, 0.080976085804865]| 12.1444997787475586|      0.00781250|[3485, 1184, 0, 74]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      38|[1.4713454323963424, 0.06098800860198, 0.3190226632308887, 1.948334631812501, -0.0879052664089282, 0.0246728131943986, 0.0205858591004713, 0.0131763476012446, 0.0066937372860845, -0.0410162279960413, 0.0289142337919832, -0.0111530448327828, 0.0068928290015262, -0.0416472158185566, 0.0684250682794582, -0.1304581325756618, 0.0257723983507889, -0.0167122026858837, 0.0100244131983004, -0.0821112732438434, 0.0104561393069572, 0.080976085804865]| 12.1444997787475586|      0.00390625|[3581, 1216, 0, 76]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      39|[1.4713454323963424, 0.06098800860198, 0.3190226632308887, 1.948334631812501, -0.0879052664089282, 0.0246728131943986, 0.0205858591004713, 0.0131763476012446, 0.0066937372860845, -0.0410162279960413, 0.0289142337919832, -0.0111530448327828, 0.0068928290015262, -0.0416472158185566, 0.0684250682794582, -0.1304581325756618, 0.0257723983507889, -0.0167122026858837, 0.0100244131983004, -0.0821112732438434, 0.0104561393069572, 0.080976085804865]| 12.1444997787475586|      0.00195312|[3674, 1248, 0, 78]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      40|[1.4698504893044833, 0.0608366999138252, 0.3195132395620701, 1.9492900608458552, -0.0879267227604658, 0.024506848363493, 0.0208306691839478, 0.0132912151847869, 0.006603947593093, -0.0410274720414288, 0.028870392132419, -0.0113260391212928, 0.0068336679876385, -0.0416891805880229, 0.0682481246269431, -0.1304959448720844, 0.0258757889827246, -0.0169275048753883, 0.0101317347089893, -0.0822024067994502, 0.0107575792378958, 0.0812138578391085]| 12.1444969177246094|      0.00390625|[3767, 1280, 0, 80]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      41|[1.4669388721727612, 0.0596220807724546, 0.3204237160660255, 1.951332316284436, -0.0880587188737369, 0.0246083006643349, 0.0208552466089868, 0.0133143821406536, 0.0068997387236949, -0.0411147433793983, 0.0289531627362541, -0.0112692664667821, 0.0069655078672715, -0.0419003709009143, 0.0684599162678624, -0.1304787555716101, 0.0257979178234994, -0.0169052188494012, 0.0099334329248944, -0.0821287723820755, 0.0106435846604445, 0.0811869133102954]| 12.1444883346557617|      0.00781250|[3861, 1312, 0, 82]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      42|[1.4669388721727612, 0.0596220807724546, 0.3204237160660255, 1.951332316284436, -0.0880587188737369, 0.0246083006643349, 0.0208552466089868, 0.0133143821406536, 0.0068997387236949, -0.0411147433793983, 0.0289531627362541, -0.0112692664667821, 0.0069655078672715, -0.0419003709009143, 0.0684599162678624, -0.1304787555716101, 0.0257979178234994, -0.0169052188494012, 0.0099334329248944, -0.0821287723820755, 0.0106435846604445, 0.0811869133102954]| 12.1444883346557617|      0.00390625|[3956, 1344, 0, 84]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      43|[1.4639934514933997, 0.0587950005534216, 0.3209969340294712, 1.9535176721818053, -0.0881668205646356, 0.024819764606005, 0.0207188859744358, 0.0135837047558466, 0.0070754710449062, -0.0410946669810596, 0.0291250350646063, -0.0112089455887437, 0.0072282131381063, -0.0423219114577387, 0.0686337644147945, -0.1307277494527295, 0.0258699537872843, -0.0171731430163162, 0.0097107781634262, -0.0818416837798381, 0.0107423110117673, 0.0813457327301759]| 12.1444807052612305|      0.00781250|[4050, 1376, 0, 86]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      44|[1.4639934514933997, 0.0587950005534216, 0.3209969340294712, 1.9535176721818053, -0.0881668205646356, 0.024819764606005, 0.0207188859744358, 0.0135837047558466, 0.0070754710449062, -0.0410946669810596, 0.0291250350646063, -0.0112089455887437, 0.0072282131381063, -0.0423219114577387, 0.0686337644147945, -0.1307277494527295, 0.0258699537872843, -0.0171731430163162, 0.0097107781634262, -0.0818416837798381, 0.0107423110117673, 0.0813457327301759]| 12.1444807052612305|      0.00390625|[4143, 1408, 0, 88]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      45|[1.4614464388301882, 0.0575302261997295, 0.3215608901923634, 1.9559338279767178, -0.0883653487564645, 0.024775868380739, 0.020395445345631, 0.0131645900298755, 0.0074512714821787, -0.0411430773909199, 0.028958267362009, -0.01100597843395, 0.0070828572707463, -0.042557096708381, 0.0688292918734191, -0.1312255796354568, 0.0257919596819709, -0.017135581376192, 0.0096367005770722, -0.0817361586329336, 0.0105613992862268, 0.0810958014126861]| 12.1444730758666992|      0.00781250|[4236, 1440, 0, 90]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      46|[1.4614464388301882, 0.0575302261997295, 0.3215608901923634, 1.9559338279767178, -0.0883653487564645, 0.024775868380739, 0.020395445345631, 0.0131645900298755, 0.0074512714821787, -0.0411430773909199, 0.028958267362009, -0.01100597843395, 0.0070828572707463, -0.042557096708381, 0.0688292918734191, -0.1312255796354568, 0.0257919596819709, -0.017135581376192, 0.0096367005770722, -0.0817361586329336, 0.0105613992862268, 0.0810958014126861]| 12.1444730758666992|      0.00390625|[4329, 1472, 0, 92]                                                        |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
