k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6060185375877324, 0.062414724069702, 0.1200245535216136, 0.7831057900418203, 0.0092450177934755, -0.0059798463131244, 0.0015109275501277, -0.0040516218683711, 0.0033782815507473, 0.0061022327310079, 0.0010368299147671, -5.40345122065e-05, 0.0019173342981904, 0.0147777055900449, 0.0185250746458798, 0.0111917706579134, 0.0019021203382759, 0.007723509553704, -0.0019928720760399, -0.0023528377317677, 0.0130118774256321, -0.0079453870443044]| 13.1522769927978516|      2.00000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
      12|[1.5013607328670404, 0.1892966175394781, 0.2765358963370904, 1.906563805665417, -0.0745568227274651, 0.0430842202932722, -0.0113887682579616, -0.0291537296626519, -0.0321465458311848, 0.1613093110661609, 0.1146351793170625, 0.0205382560084949, -0.0724596572302228, 0.0524155083424868, 0.0460946236223443, -0.0570687057724721, 0.0423744448038609, -0.0262788394855683, 0.0033301847807441, 0.0662500117083528, -0.0503610402914718, -0.0404243972739953]| 12.1447696685791016|      0.06250000|[1441, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      13|[1.5013607328670404, 0.1892966175394781, 0.2765358963370904, 1.906563805665417, -0.0745568227274651, 0.0430842202932722, -0.0113887682579616, -0.0291537296626519, -0.0321465458311848, 0.1613093110661609, 0.1146351793170625, 0.0205382560084949, -0.0724596572302228, 0.0524155083424868, 0.0460946236223443, -0.0570687057724721, 0.0423744448038609, -0.0262788394855683, 0.0033301847807441, 0.0662500117083528, -0.0503610402914718, -0.0404243972739953]| 12.1447696685791016|      0.03125000|[1561, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      14|[1.5013607328670404, 0.1892966175394781, 0.2765358963370904, 1.906563805665417, -0.0745568227274651, 0.0430842202932722, -0.0113887682579616, -0.0291537296626519, -0.0321465458311848, 0.1613093110661609, 0.1146351793170625, 0.0205382560084949, -0.0724596572302228, 0.0524155083424868, 0.0460946236223443, -0.0570687057724721, 0.0423744448038609, -0.0262788394855683, 0.0033301847807441, 0.0662500117083528, -0.0503610402914718, -0.0404243972739953]| 12.1447696685791016|      0.01562500|[1681, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.5093426769277303, 0.188937174519988, 0.2789941705737702, 1.9196490577481484, -0.0742250264728227, 0.0435919014685006, -0.0104653252315071, -0.0289139174462184, -0.0324348882093807, 0.1615218341758288, 0.1145533666991059, 0.0208568042040585, -0.0725874979720146, 0.0532179442298678, 0.0462549756098713, -0.0574221937466314, 0.0421189818708101, -0.026226989310773, 0.0035299064260545, 0.0662968124205679, -0.0503906063955115, -0.0396519434803296]| 12.1446876525878906|      0.03125000|[1801, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      16|[1.5093426769277303, 0.188937174519988, 0.2789941705737702, 1.9196490577481484, -0.0742250264728227, 0.0435919014685006, -0.0104653252315071, -0.0289139174462184, -0.0324348882093807, 0.1615218341758288, 0.1145533666991059, 0.0208568042040585, -0.0725874979720146, 0.0532179442298678, 0.0462549756098713, -0.0574221937466314, 0.0421189818708101, -0.026226989310773, 0.0035299064260545, 0.0662968124205679, -0.0503906063955115, -0.0396519434803296]| 12.1446876525878906|      0.01562500|[1921, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.5093426769277303, 0.188937174519988, 0.2789941705737702, 1.9196490577481484, -0.0742250264728227, 0.0435919014685006, -0.0104653252315071, -0.0289139174462184, -0.0324348882093807, 0.1615218341758288, 0.1145533666991059, 0.0208568042040585, -0.0725874979720146, 0.0532179442298678, 0.0462549756098713, -0.0574221937466314, 0.0421189818708101, -0.026226989310773, 0.0035299064260545, 0.0662968124205679, -0.0503906063955115, -0.0396519434803296]| 12.1446876525878906|      0.00781250|[2041, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      18|[1.5093426769277303, 0.188937174519988, 0.2789941705737702, 1.9196490577481484, -0.0742250264728227, 0.0435919014685006, -0.0104653252315071, -0.0289139174462184, -0.0324348882093807, 0.1615218341758288, 0.1145533666991059, 0.0208568042040585, -0.0725874979720146, 0.0532179442298678, 0.0462549756098713, -0.0574221937466314, 0.0421189818708101, -0.026226989310773, 0.0035299064260545, 0.0662968124205679, -0.0503906063955115, -0.0396519434803296]| 12.1446876525878906|      0.00390625|[2161, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      19|[1.5057013359513525, 0.1879114063488318, 0.2788170303945617, 1.9188736604840955, -0.0741171756611878, 0.0436817807704365, -0.0104443367128909, -0.0290648880947136, -0.0321352093270844, 0.1614922543105068, 0.1145535739247933, 0.0208233400321183, -0.0728612250490742, 0.0531242096278637, 0.0461941372428167, -0.0574429446662594, 0.0421592392983727, -0.0264467038990465, 0.0035858508013316, 0.0664899928798381, -0.0504003564211391, -0.0396916516240869]| 12.1446800231933594|      0.00781250|[2281, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      20|[1.5057013359513525, 0.1879114063488318, 0.2788170303945617, 1.9188736604840955, -0.0741171756611878, 0.0436817807704365, -0.0104443367128909, -0.0290648880947136, -0.0321352093270844, 0.1614922543105068, 0.1145535739247933, 0.0208233400321183, -0.0728612250490742, 0.0531242096278637, 0.0461941372428167, -0.0574429446662594, 0.0421592392983727, -0.0264467038990465, 0.0035858508013316, 0.0664899928798381, -0.0504003564211391, -0.0396916516240869]| 12.1446800231933594|      0.00390625|[2401, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      21|[1.503360556591605, 0.186580841915738, 0.2796159581882995, 1.9214750926991093, -0.0742203869978166, 0.0434316897968296, -0.010303862218778, -0.0290302330895804, -0.0319912740119776, 0.1614825205205643, 0.1146777109680064, 0.0207271049595435, -0.0725757992325853, 0.0533981204257108, 0.0464447386727144, -0.0575178640354243, 0.0424102569123442, -0.0266368908152151, 0.0038074654453745, 0.0665510385027486, -0.0506173562006308, -0.0394922267790565]| 12.1446723937988281|      0.00781250|[2521, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      22|[1.503360556591605, 0.186580841915738, 0.2796159581882995, 1.9214750926991093, -0.0742203869978166, 0.0434316897968296, -0.010303862218778, -0.0290302330895804, -0.0319912740119776, 0.1614825205205643, 0.1146777109680064, 0.0207271049595435, -0.0725757992325853, 0.0533981204257108, 0.0464447386727144, -0.0575178640354243, 0.0424102569123442, -0.0266368908152151, 0.0038074654453745, 0.0665510385027486, -0.0506173562006308, -0.0394922267790565]| 12.1446723937988281|      0.00390625|[2641, 176, 1, 45]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      23|[1.5002849003672194, 0.1852524326517578, 0.2802108717052076, 1.9232416194391813, -0.0740668335233966, 0.04364764008958, -0.0101175557061017, -0.0286987234001634, -0.0318509412038132, 0.1616041241944244, 0.1148033738661096, 0.0208052759002595, -0.0723838938302912, 0.0530468928973933, 0.0463266239590066, -0.0573789659693368, 0.0426209232746385, -0.0267759605873243, 0.0036575266064904, 0.0664912576914777, -0.0505465090581591, -0.0395142633161432]| 12.1446647644042969|      0.00781250|[2762, 184, 1, 47]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      24|[1.5002849003672194, 0.1852524326517578, 0.2802108717052076, 1.9232416194391813, -0.0740668335233966, 0.04364764008958, -0.0101175557061017, -0.0286987234001634, -0.0318509412038132, 0.1616041241944244, 0.1148033738661096, 0.0208052759002595, -0.0723838938302912, 0.0530468928973933, 0.0463266239590066, -0.0573789659693368, 0.0426209232746385, -0.0267759605873243, 0.0036575266064904, 0.0664912576914777, -0.0505465090581591, -0.0395142633161432]| 12.1446647644042969|      0.00390625|[2882, 192, 1, 49]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      25|[1.4975345695601896, 0.1840291170330019, 0.2809768734808379, 1.9255434962286853, -0.0740456241274151, 0.0436177112033593, -0.0102704430444276, -0.0284537774031654, -0.0316841361230444, 0.161440489170804, 0.1145598309762771, 0.0209096329364967, -0.0725369510934904, 0.0529959160182429, 0.0464677257379337, -0.057434510159552, 0.0426967321634437, -0.0268014711817385, 0.0037015258843894, 0.0663622359661513, -0.0504901099015239, -0.0393534243519716]| 12.1446571350097656|      0.00781250|[3002, 200, 1, 51]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      26|[1.4975345695601896, 0.1840291170330019, 0.2809768734808379, 1.9255434962286853, -0.0740456241274151, 0.0436177112033593, -0.0102704430444276, -0.0284537774031654, -0.0316841361230444, 0.161440489170804, 0.1145598309762771, 0.0209096329364967, -0.0725369510934904, 0.0529959160182429, 0.0464677257379337, -0.057434510159552, 0.0426967321634437, -0.0268014711817385, 0.0037015258843894, 0.0663622359661513, -0.0504901099015239, -0.0393534243519716]| 12.1446571350097656|      0.00390625|[3122, 208, 1, 53]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      27|[1.4951102177945486, 0.183014617355441, 0.2816532984938891, 1.9281825606735759, -0.0740028991592024, 0.0433173643818692, -0.0099325270172338, -0.0283407205415592, -0.0315092436684845, 0.1618575192270515, 0.1142828945818892, 0.0206997026195436, -0.0723353755648094, 0.0533009940598032, 0.0464353452126966, -0.0573213052665157, 0.0426980378083989, -0.0267658505174005, 0.0034551314580487, 0.0665221511896363, -0.0508638963051801, -0.039457242995149]| 12.1446495056152344|      0.00781250|[3242, 216, 1, 55]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      28|[1.4951102177945486, 0.183014617355441, 0.2816532984938891, 1.9281825606735759, -0.0740028991592024, 0.0433173643818692, -0.0099325270172338, -0.0283407205415592, -0.0315092436684845, 0.1618575192270515, 0.1142828945818892, 0.0206997026195436, -0.0723353755648094, 0.0533009940598032, 0.0464353452126966, -0.0573213052665157, 0.0426980378083989, -0.0267658505174005, 0.0034551314580487, 0.0665221511896363, -0.0508638963051801, -0.039457242995149]| 12.1446495056152344|      0.00390625|[3362, 224, 1, 57]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      29|[1.4951102177945486, 0.183014617355441, 0.2816532984938891, 1.9281825606735759, -0.0740028991592024, 0.0433173643818692, -0.0099325270172338, -0.0283407205415592, -0.0315092436684845, 0.1618575192270515, 0.1142828945818892, 0.0206997026195436, -0.0723353755648094, 0.0533009940598032, 0.0464353452126966, -0.0573213052665157, 0.0426980378083989, -0.0267658505174005, 0.0034551314580487, 0.0665221511896363, -0.0508638963051801, -0.039457242995149]| 12.1446495056152344|      0.00195312|[3482, 232, 1, 59]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      30|[1.493609065043682, 0.182579103443071, 0.281954614309877, 1.9291607801912447, -0.0738936942050175, 0.0434327857541677, -0.0100382272506019, -0.0285161105212945, -0.031371682184467, 0.1618333574761803, 0.1142255646281538, 0.0209337707480013, -0.0724937529957977, 0.0533103102940516, 0.0462733714210143, -0.0573575427671842, 0.0428545309038134, -0.0266021221588762, 0.0035226437006062, 0.0667077620875087, -0.0510536509251316, -0.0394491776539062]| 12.1446456909179688|      0.00390625|[3602, 240, 1, 61]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      31|[1.4908259992189525, 0.1813627822357454, 0.2824762290754329, 1.9314001868999016, -0.0740769826686587, 0.0433436580102145, -0.010023391838566, -0.0282976335989477, -0.0318034271199415, 0.1620307575366327, 0.1144987271458207, 0.0209142354557014, -0.0726580598915351, 0.0532116801188297, 0.0461185921407799, -0.0572195449490416, 0.043252262120705, -0.0267648169520646, 0.003247112841724, 0.0666454834282655, -0.0511456616618943, -0.0393831077924714]| 12.1446380615234375|      0.00781250|[3722, 248, 1, 63]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      32|[1.4908259992189525, 0.1813627822357454, 0.2824762290754329, 1.9314001868999016, -0.0740769826686587, 0.0433436580102145, -0.010023391838566, -0.0282976335989477, -0.0318034271199415, 0.1620307575366327, 0.1144987271458207, 0.0209142354557014, -0.0726580598915351, 0.0532116801188297, 0.0461185921407799, -0.0572195449490416, 0.043252262120705, -0.0267648169520646, 0.003247112841724, 0.0666454834282655, -0.0511456616618943, -0.0393831077924714]| 12.1446380615234375|      0.00390625|[3842, 256, 2, 66]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      33|[1.4878436471946253, 0.1803426463515312, 0.2831621837477178, 1.933500418807689, -0.0742463148624693, 0.0433495280967953, -0.0098513004310706, -0.0285747854938731, -0.0317266552793596, 0.162140156283291, 0.1146911430056773, 0.0209118286828408, -0.0725923347328232, 0.0533373486357006, 0.04598256930603, -0.056907674353258, 0.0434142740091048, -0.026717672643668, 0.0034338553661536, 0.0667145727559105, -0.0512546660064551, -0.0395735700956183]| 12.1446298133017265|      0.00781250|[3963, 264, 3, 69]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      34|[1.4878436471946253, 0.1803426463515312, 0.2831621837477178, 1.933500418807689, -0.0742463148624693, 0.0433495280967953, -0.0098513004310706, -0.0285747854938731, -0.0317266552793596, 0.162140156283291, 0.1146911430056773, 0.0209118286828408, -0.0725923347328232, 0.0533373486357006, 0.04598256930603, -0.056907674353258, 0.0434142740091048, -0.026717672643668, 0.0034338553661536, 0.0667145727559105, -0.0512546660064551, -0.0395735700956183]| 12.1446298133017265|      0.00390625|[4084, 272, 3, 71]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      35|[1.484683662988099, 0.1792934220850139, 0.2836572236009086, 1.934866708300539, -0.0743975896011627, 0.0436093800609401, -0.0097690182906892, -0.0290720263355499, -0.0312116756964615, 0.1614134132145162, 0.1146509897216584, 0.0212566568915109, -0.0724123623965794, 0.0531050044907604, 0.046298338671116, -0.0570014727282139, 0.0434673834814273, -0.0270105691740275, 0.0030172576528464, 0.0667538455831693, -0.0518409355639767, -0.0395719954442439]| 12.1446229221046771|      0.00781250|[4204, 280, 4, 74]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      36|[1.484683662988099, 0.1792934220850139, 0.2836572236009086, 1.934866708300539, -0.0743975896011627, 0.0436093800609401, -0.0097690182906892, -0.0290720263355499, -0.0312116756964615, 0.1614134132145162, 0.1146509897216584, 0.0212566568915109, -0.0724123623965794, 0.0531050044907604, 0.046298338671116, -0.0570014727282139, 0.0434673834814273, -0.0270105691740275, 0.0030172576528464, 0.0667538455831693, -0.0518409355639767, -0.0395719954442439]| 12.1446229221046771|      0.00390625|[4325, 288, 5, 77]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      37|[1.482896216052925, 0.1783167085759372, 0.2845640525241044, 1.9379952857626148, -0.0743983362208884, 0.0435659906426592, -0.0098328360611154, -0.029001550098616, -0.0313522618017449, 0.1616731964663823, 0.1143013923305968, 0.0215791099967994, -0.0722180709467742, 0.0529655787954336, 0.046206152421548, -0.0570331294862573, 0.0433350225596273, -0.027195417752342, 0.0030869928635911, 0.0668937088308753, -0.0516634398767996, -0.0396010068666349]| 12.1446151733398438|      0.00781250|[4446, 296, 5, 79]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      38|[1.482896216052925, 0.1783167085759372, 0.2845640525241044, 1.9379952857626148, -0.0743983362208884, 0.0435659906426592, -0.0098328360611154, -0.029001550098616, -0.0313522618017449, 0.1616731964663823, 0.1143013923305968, 0.0215791099967994, -0.0722180709467742, 0.0529655787954336, 0.046206152421548, -0.0570331294862573, 0.0433350225596273, -0.027195417752342, 0.0030869928635911, 0.0668937088308753, -0.0516634398767996, -0.0396010068666349]| 12.1446151733398438|      0.00390625|[4566, 304, 5, 81]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      39|[1.479727314717117, 0.1770077698748058, 0.2846734228574449, 1.939170116711173, -0.0739802700042154, 0.0438805259274595, -0.0099637762469221, -0.0288403146008421, -0.0304552494865791, 0.1611584604470317, 0.114442884153788, 0.0219042508428834, -0.0723779982088133, 0.0530061383337034, 0.045794786590358, -0.0570230074209351, 0.0434178296823444, -0.0268762208145602, 0.0035680587267175, 0.066766896526141, -0.0517034742453391, -0.0393894172816056]| 12.1446084976196289|      0.00781250|[4686, 312, 5, 83]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      40|[1.479727314717117, 0.1770077698748058, 0.2846734228574449, 1.939170116711173, -0.0739802700042154, 0.0438805259274595, -0.0099637762469221, -0.0288403146008421, -0.0304552494865791, 0.1611584604470317, 0.114442884153788, 0.0219042508428834, -0.0723779982088133, 0.0530061383337034, 0.045794786590358, -0.0570230074209351, 0.0434178296823444, -0.0268762208145602, 0.0035680587267175, 0.066766896526141, -0.0517034742453391, -0.0393894172816056]| 12.1446084976196289|      0.00390625|[4806, 320, 5, 85]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      41|[1.4773969971504735, 0.1759342925911438, 0.2853908880488986, 1.9419316913898568, -0.0739149814664106, 0.0438932509066834, -0.0099585008793886, -0.0287003142570377, -0.0304203741694384, 0.1611595967532518, 0.113964965455482, 0.0221884612298901, -0.0722632265837716, 0.0527976366127399, 0.0459919117514658, -0.0569550214607303, 0.0432857196903932, -0.0270135844196186, 0.0035418727538052, 0.0667642022798429, -0.0514724141142247, -0.0394895336870066]| 12.1446008682250977|      0.00781250|[4926, 328, 5, 87]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      42|[1.4773969971504735, 0.1759342925911438, 0.2853908880488986, 1.9419316913898568, -0.0739149814664106, 0.0438932509066834, -0.0099585008793886, -0.0287003142570377, -0.0304203741694384, 0.1611595967532518, 0.113964965455482, 0.0221884612298901, -0.0722632265837716, 0.0527976366127399, 0.0459919117514658, -0.0569550214607303, 0.0432857196903932, -0.0270135844196186, 0.0035418727538052, 0.0667642022798429, -0.0514724141142247, -0.0394895336870066]| 12.1446008682250977|      0.00390625|[5046, 336, 6, 90]                                                         |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      43|[1.4741601715443473, 0.1746901067484549, 0.285882744631543, 1.9435857744160725, -0.0738961532453219, 0.0440457018721793, -0.0100238202937757, -0.0286550670213014, -0.0304295515446212, 0.1610161739626402, 0.1138049571710017, 0.0221441385922326, -0.0721245556850318, 0.052868635701272, 0.0459820532105656, -0.0569081124797243, 0.0431430108053507, -0.0267823697583286, 0.0035559143726255, 0.0666194551284264, -0.0516387902094209, -0.039658299200294]| 12.1445932388305664|      0.00781250|[5167, 344, 6, 92]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      44|[1.4741601715443473, 0.1746901067484549, 0.285882744631543, 1.9435857744160725, -0.0738961532453219, 0.0440457018721793, -0.0100238202937757, -0.0286550670213014, -0.0304295515446212, 0.1610161739626402, 0.1138049571710017, 0.0221441385922326, -0.0721245556850318, 0.052868635701272, 0.0459820532105656, -0.0569081124797243, 0.0431430108053507, -0.0267823697583286, 0.0035559143726255, 0.0666194551284264, -0.0516387902094209, -0.039658299200294]| 12.1445932388305664|      0.00390625|[5287, 352, 6, 94]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      45|[1.4712899716883339, 0.173689310540412, 0.28653947532723, 1.9458373259915303, -0.0738252609648629, 0.0439500520838657, -0.0101059603097702, -0.0287513500258016, -0.0303290573967084, 0.1612575996893452, 0.1139061422929036, 0.0220439381837399, -0.0722595206203952, 0.0528517292868772, 0.0459616038646929, -0.0572187731344201, 0.0433743921673287, -0.0264088630580176, 0.0033025729869402, 0.0664612702773094, -0.0515994413886968, -0.0396413791045922]| 12.1445856094360352|      0.00781250|[5407, 360, 6, 96]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
