k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3148808928264324, 0.0825428004784589, 0.271227162296153, -0.0601626751852769, 0.1210939960993426, 0.2861832707481593, 0.1305001600568164, -0.1323099926874514, 0.125790842148483, -0.0252816228218534, 0.1828386702036251, 0.1617007873959981, 0.0163021055451775, 0.1360957249402213, 0.1989523506733985, 0.1309607865316856, 0.1445311498440525, 0.1145897902628253, 0.0368173853090213, 0.1662983022514921, 0.0945730280961874, -0.0410059384176219, 0.2454282578562431, 0.0661899800015411, 0.22427160018159, 0.1032057511768412, 0.1325993554791107, 0.0649241937216013, 0.1226742155402131, 0.0717272599625428, 0.128883209539438, -0.0364296239252902, 0.1357305626455017, 0.161912183999288, -0.0121575550526397, 0.1524733924659799, 0.0736150600777653, 0.0956405366353267, 0.0641631607636824, 0.0438249649132803, 0.0673917212474372, 0.0277984056003561, -0.0404331106309781, -0.0149172870471561, 0.1380762433235226, 0.206228022800776, 0.3084811941546445, -0.0091997137190107, 0.124583074237996, 0.0828838130484804]|1750.3179901048260945|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
      12|[1.2861736481505235, 3.879847574985139, 2.692541030498652, 0.9823562067321865, 3.5403266003438443, 2.682081416817654, 2.8289064708828957, 0.9132334290565365, 2.008498397970481, 3.761115973962156, 2.094699007193632, 2.791835661774819, 2.4545578208353676, 3.1483517765479405, -0.2763908660744028, 2.4341319107947865, 0.4696504562710055, -0.7914172729288016, 0.6330434954997243, 0.8493881994283796, 1.185506285094956, 0.5543706296944947, 2.8403784188112953, 1.094108761919654, 2.0460216786645393, 0.8336255399414971, 3.044737759058476, 3.737336768413648, 0.5515193664243876, 4.11202947998705, 1.851390650786685, 2.0526508368224654, 1.363739418593118, 2.7118833913980063, 1.4320766333234327, 3.995112004050255, 2.4012399689918795, 1.656318144450256, 3.1817686005534775, 3.2436238895905354, 1.4636800030878376, 2.80251892959222, 0.424297758975502, 1.670852751079426, 2.6055935425640477, 1.964898140226993, 0.2997093728839023, 2.3327054706115082, 1.7137327356686323, 1.3944817354187542]|697.6484726399257852|      4.00000000|[780, 0, 12, 24]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      13|[1.550967866720494, 3.913205086388879, 2.8509355631850326, 1.1520947978084939, 4.56452931569628, 3.5768771799115786, 3.51440029859466, 1.2534860448215701, 1.7425537684845143, 3.614563995045264, 1.7079034357622587, 3.3671126749528923, 2.0255537156193184, 2.910962095991683, 1.020899350855089, 2.76422941242948, 0.9132360757612656, -0.7410249502070977, 1.7636160726304126, 1.201392128140757, 1.1624072091356497, 1.0723033941630185, 2.945927799146491, 1.538208875002356, 2.0215737376397476, 1.3826885472825823, 2.2231413667925897, 3.727461604618323, 1.0821635607857938, 4.40487678030859, 2.582665328457232, 2.3946022030558476, 1.4933194928771387, 3.0534535725826055, 1.5876471832027301, 4.233231346506131, 2.0497800442596175, 1.8467515669453, 4.205088294069637, 3.2736650818497135, 2.29832538364614, 2.3882981346928376, 1.255018332855883, 1.9049023475696232, 2.809279150900614, 2.886661868218078, 1.2759254342154986, 2.227359787100543, 3.0808873308796154, 1.3913956990725902]|583.2008883606312111|      8.00000000|[845, 0, 13, 26]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      14|[1.550967866720494, 3.913205086388879, 2.8509355631850326, 1.1520947978084939, 4.56452931569628, 3.5768771799115786, 3.51440029859466, 1.2534860448215701, 1.7425537684845143, 3.614563995045264, 1.7079034357622587, 3.3671126749528923, 2.0255537156193184, 2.910962095991683, 1.020899350855089, 2.76422941242948, 0.9132360757612656, -0.7410249502070977, 1.7636160726304126, 1.201392128140757, 1.1624072091356497, 1.0723033941630185, 2.945927799146491, 1.538208875002356, 2.0215737376397476, 1.3826885472825823, 2.2231413667925897, 3.727461604618323, 1.0821635607857938, 4.40487678030859, 2.582665328457232, 2.3946022030558476, 1.4933194928771387, 3.0534535725826055, 1.5876471832027301, 4.233231346506131, 2.0497800442596175, 1.8467515669453, 4.205088294069637, 3.2736650818497135, 2.29832538364614, 2.3882981346928376, 1.255018332855883, 1.9049023475696232, 2.809279150900614, 2.886661868218078, 1.2759254342154986, 2.227359787100543, 3.0808873308796154, 1.3913956990725902]|583.2008883606312111|      4.00000000|[910, 0, 14, 28]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      15|[1.550967866720494, 3.913205086388879, 2.8509355631850326, 1.1520947978084939, 4.56452931569628, 3.5768771799115786, 3.51440029859466, 1.2534860448215701, 1.7425537684845143, 3.614563995045264, 1.7079034357622587, 3.3671126749528923, 2.0255537156193184, 2.910962095991683, 1.020899350855089, 2.76422941242948, 0.9132360757612656, -0.7410249502070977, 1.7636160726304126, 1.201392128140757, 1.1624072091356497, 1.0723033941630185, 2.945927799146491, 1.538208875002356, 2.0215737376397476, 1.3826885472825823, 2.2231413667925897, 3.727461604618323, 1.0821635607857938, 4.40487678030859, 2.582665328457232, 2.3946022030558476, 1.4933194928771387, 3.0534535725826055, 1.5876471832027301, 4.233231346506131, 2.0497800442596175, 1.8467515669453, 4.205088294069637, 3.2736650818497135, 2.29832538364614, 2.3882981346928376, 1.255018332855883, 1.9049023475696232, 2.809279150900614, 2.886661868218078, 1.2759254342154986, 2.227359787100543, 3.0808873308796154, 1.3913956990725902]|583.2008883606312111|      2.00000000|[975, 0, 15, 30]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      16|[1.550967866720494, 3.913205086388879, 2.8509355631850326, 1.1520947978084939, 4.56452931569628, 3.5768771799115786, 3.51440029859466, 1.2534860448215701, 1.7425537684845143, 3.614563995045264, 1.7079034357622587, 3.3671126749528923, 2.0255537156193184, 2.910962095991683, 1.020899350855089, 2.76422941242948, 0.9132360757612656, -0.7410249502070977, 1.7636160726304126, 1.201392128140757, 1.1624072091356497, 1.0723033941630185, 2.945927799146491, 1.538208875002356, 2.0215737376397476, 1.3826885472825823, 2.2231413667925897, 3.727461604618323, 1.0821635607857938, 4.40487678030859, 2.582665328457232, 2.3946022030558476, 1.4933194928771387, 3.0534535725826055, 1.5876471832027301, 4.233231346506131, 2.0497800442596175, 1.8467515669453, 4.205088294069637, 3.2736650818497135, 2.29832538364614, 2.3882981346928376, 1.255018332855883, 1.9049023475696232, 2.809279150900614, 2.886661868218078, 1.2759254342154986, 2.227359787100543, 3.0808873308796154, 1.3913956990725902]|583.2008883606312111|      1.00000000|[1040, 0, 16, 32]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      17|[1.550967866720494, 3.913205086388879, 2.8509355631850326, 1.1520947978084939, 4.56452931569628, 3.5768771799115786, 3.51440029859466, 1.2534860448215701, 1.7425537684845143, 3.614563995045264, 1.7079034357622587, 3.3671126749528923, 2.0255537156193184, 2.910962095991683, 1.020899350855089, 2.76422941242948, 0.9132360757612656, -0.7410249502070977, 1.7636160726304126, 1.201392128140757, 1.1624072091356497, 1.0723033941630185, 2.945927799146491, 1.538208875002356, 2.0215737376397476, 1.3826885472825823, 2.2231413667925897, 3.727461604618323, 1.0821635607857938, 4.40487678030859, 2.582665328457232, 2.3946022030558476, 1.4933194928771387, 3.0534535725826055, 1.5876471832027301, 4.233231346506131, 2.0497800442596175, 1.8467515669453, 4.205088294069637, 3.2736650818497135, 2.29832538364614, 2.3882981346928376, 1.255018332855883, 1.9049023475696232, 2.809279150900614, 2.886661868218078, 1.2759254342154986, 2.227359787100543, 3.0808873308796154, 1.3913956990725902]|583.2008883606312111|      0.50000000|[1105, 0, 17, 34]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      18|[1.4820406605070744, 3.9093814804227254, 2.9716781071338865, 1.2914102306705715, 4.555633888785554, 3.6502476774807144, 3.5548299108368635, 1.3015271080317536, 1.8368855719224717, 3.60891137124376, 1.71798417684222, 3.385956326051339, 2.112438487729546, 2.8921631726705517, 0.9911331364430305, 2.824198155987088, 0.7694761743044028, -0.6998534281712003, 1.7867432333585196, 1.115934055743556, 1.2973201303209234, 1.0837835677477985, 3.032093146981688, 1.4503595302997736, 2.035988235026009, 1.2639187560967586, 2.2488517111791553, 3.6688263162628294, 1.1978261059370352, 4.393568649976828, 2.632900631090288, 2.4137920099202694, 1.496204408368905, 3.0349813528014056, 1.6176282339236747, 4.342533950707497, 2.1013108497287747, 1.875138901389713, 4.138072126732112, 3.30330731179726, 2.36945603488138, 2.3766375762738146, 1.0838889475225397, 1.8887861107878912, 2.7554340914533864, 2.975923255934361, 1.196804486223752, 2.2373707899959907, 3.0898750012056455, 1.478051393606811]|573.6537300639417936|      1.00000000|[1170, 0, 18, 36]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      19|[1.4523158678097545, 3.923634418051668, 3.0642686899612617, 1.5197256583507626, 4.6233768455289255, 3.597305498082181, 3.7615402685317507, 1.3960808062781929, 1.8610341150410294, 3.678856551589598, 1.7333432315555728, 3.545751191680646, 2.091268357776804, 2.964378752017598, 0.902901636278336, 2.9528279666093105, 0.8162862794779451, -0.4207832155418309, 1.8726268310807899, 1.249836098765171, 1.6735468388485675, 1.3026653334259497, 3.1485537378475374, 1.4248855062860837, 2.276236778284335, 1.2514396534704118, 2.2565048925175577, 3.713045092639906, 1.2222406457672783, 4.535234148121957, 2.555430360985981, 2.347651759424739, 1.6394575066625356, 3.298138793566646, 1.7605190381213385, 4.450360814756359, 2.3119791292627365, 1.9046733819863984, 4.088563543651824, 3.4364317671666567, 2.5804671091289704, 2.456142838142538, 1.1262776270194055, 2.152546415934293, 2.8339075093918926, 3.2189301859316615, 1.245196823811495, 2.3273567266292225, 2.9949677396935703, 1.6323938773987594]|539.4303943046251106|      2.00000000|[1235, 0, 19, 38]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      20|[1.4523158678097545, 3.923634418051668, 3.0642686899612617, 1.5197256583507626, 4.6233768455289255, 3.597305498082181, 3.7615402685317507, 1.3960808062781929, 1.8610341150410294, 3.678856551589598, 1.7333432315555728, 3.545751191680646, 2.091268357776804, 2.964378752017598, 0.902901636278336, 2.9528279666093105, 0.8162862794779451, -0.4207832155418309, 1.8726268310807899, 1.249836098765171, 1.6735468388485675, 1.3026653334259497, 3.1485537378475374, 1.4248855062860837, 2.276236778284335, 1.2514396534704118, 2.2565048925175577, 3.713045092639906, 1.2222406457672783, 4.535234148121957, 2.555430360985981, 2.347651759424739, 1.6394575066625356, 3.298138793566646, 1.7605190381213385, 4.450360814756359, 2.3119791292627365, 1.9046733819863984, 4.088563543651824, 3.4364317671666567, 2.5804671091289704, 2.456142838142538, 1.1262776270194055, 2.152546415934293, 2.8339075093918926, 3.2189301859316615, 1.245196823811495, 2.3273567266292225, 2.9949677396935703, 1.6323938773987594]|539.4303943046251106|      1.00000000|[1300, 0, 20, 40]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      21|[1.4523158678097545, 3.923634418051668, 3.0642686899612617, 1.5197256583507626, 4.6233768455289255, 3.597305498082181, 3.7615402685317507, 1.3960808062781929, 1.8610341150410294, 3.678856551589598, 1.7333432315555728, 3.545751191680646, 2.091268357776804, 2.964378752017598, 0.902901636278336, 2.9528279666093105, 0.8162862794779451, -0.4207832155418309, 1.8726268310807899, 1.249836098765171, 1.6735468388485675, 1.3026653334259497, 3.1485537378475374, 1.4248855062860837, 2.276236778284335, 1.2514396534704118, 2.2565048925175577, 3.713045092639906, 1.2222406457672783, 4.535234148121957, 2.555430360985981, 2.347651759424739, 1.6394575066625356, 3.298138793566646, 1.7605190381213385, 4.450360814756359, 2.3119791292627365, 1.9046733819863984, 4.088563543651824, 3.4364317671666567, 2.5804671091289704, 2.456142838142538, 1.1262776270194055, 2.152546415934293, 2.8339075093918926, 3.2189301859316615, 1.245196823811495, 2.3273567266292225, 2.9949677396935703, 1.6323938773987594]|539.4303943046251106|      0.50000000|[1365, 0, 21, 42]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      22|[1.5160492815505648, 3.911850247038955, 3.22150112643164, 1.607810249486643, 4.683984627263593, 3.6136543186721193, 3.815247849905057, 1.4496224432579135, 1.9258778521149902, 3.7199727611936004, 1.8128405015092577, 3.586545935906017, 2.136391468932684, 3.0150988839993835, 0.9684158807130093, 3.007158085394008, 0.8760570348358551, -0.4006376729161686, 1.9612314418259067, 1.2826600240875634, 1.7765993819854375, 1.3266079970711544, 3.2556914192017166, 1.467797011293707, 2.3644940502849856, 1.1538207961223366, 2.3581682409242144, 3.748801491009365, 1.3048296565333717, 4.573172330872468, 2.603087140972473, 2.3949739804275247, 1.687210694379353, 3.140788271188438, 1.8347873535609154, 4.471342255689165, 2.2913703551360483, 1.9775093940652206, 4.062408623137234, 3.572298192910135, 2.6386831473198287, 2.472802717491809, 1.000490585181824, 2.132943929159116, 2.9181564238391293, 3.267265970739037, 1.2722899037659987, 2.360169473655397, 2.9597066810471486, 1.7248107303831324]|522.7916621837946423|      1.00000000|[1430, 0, 22, 44]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      23|[1.6147005976594642, 3.947790450599443, 3.374639160182344, 1.6759148601689977, 4.810841917428203, 3.797180950323606, 3.9561757689108874, 1.415115122987726, 1.836491854547727, 3.7153846859030493, 1.973573970166146, 3.5425057328559135, 2.166786689876518, 3.0932299411928734, 0.9166367655544015, 3.1397192461157273, 0.6637028040475524, -0.276238483665202, 2.1261025071848394, 1.4247408462416218, 2.0847457113861707, 1.4128187545528275, 3.3215288954863484, 1.3082819010244622, 2.5025768551910805, 1.1330484208008593, 2.426443130926734, 3.9008626334387566, 1.566718374576559, 4.505783706146912, 2.696246239975953, 2.531023412048604, 1.7794126704196678, 3.056815949836233, 2.142316397698133, 4.51564232040982, 2.3678470495895394, 1.9570706920047942, 3.8974096621287657, 3.89777864328621, 2.7784202677837504, 2.4357080032775507, 1.278724845566218, 2.1403913686813216, 2.95628954830393, 3.5035089344588934, 1.1453870701544968, 2.4196574561958983, 2.954174563921157, 1.8364435350509272]|500.0612079697785930|      2.00000000|[1495, 0, 23, 46]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
