k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      13|[19.99363344027548, 2.1694757660499158, 2.0908449469813384, 2.038542013533077, 0.5409449277919235]|3651.1809082031250000|      0.12500000|[301, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[19.99363344027548, 2.1694757660499158, 2.0908449469813384, 2.038542013533077, 0.5409449277919235]|3651.1809082031250000|      0.06250000|[323, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[19.985133128511357, 2.22584347009233, 2.0880226522237937, 2.059070348631268, 0.525868497468488]|3534.4992675781250000|      0.12500000|[346, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[19.979569855619467, 2.349700127698032, 2.0781065783175556, 2.069093080495686, 0.5184661542087993]|3294.5063476562500000|      0.25000000|[368, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[19.979569855619467, 2.349700127698032, 2.0781065783175556, 2.069093080495686, 0.5184661542087993]|3294.5063476562500000|      0.12500000|[390, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[19.979569855619467, 2.349700127698032, 2.0781065783175556, 2.069093080495686, 0.5184661542087993]|3294.5063476562500000|      0.06250000|[412, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[19.939046527386935, 2.372552583696483, 2.116972351428867, 2.0720195127996357, 0.5333913945160038]|3265.5898437500000000|      0.12500000|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[19.925281611256963, 2.478218240999675, 2.0743675131267656, 2.0439834485547954, 0.4925367398787383]|3142.5700683593750000|      0.25000000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[19.925281611256963, 2.478218240999675, 2.0743675131267656, 2.0439834485547954, 0.4925367398787383]|3142.5700683593750000|      0.12500000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[19.920823746959744, 2.556124987276656, 2.170939413524829, 2.0584088377204917, 0.4937377941516045]|2989.8444824218750000|      0.25000000|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[19.920823746959744, 2.556124987276656, 2.170939413524829, 2.0584088377204917, 0.4937377941516045]|2989.8444824218750000|      0.12500000|[526, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[19.920823746959744, 2.556124987276656, 2.170939413524829, 2.0584088377204917, 0.4937377941516045]|2989.8444824218750000|      0.06250000|[549, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[19.920823746959744, 2.556124987276656, 2.170939413524829, 2.0584088377204917, 0.4937377941516045]|2989.8444824218750000|      0.03125000|[572, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
