k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      16|[0.3874420303638617, 138.2228642174965, -111.62779434809839, 103.61875932685386, 208.30426134870618]|686.1163940429687500|      4.00000000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[-0.815072635966674, 135.2555199970595, -113.93179365701575, 103.13809254706979, 208.76183471552247]|454.0733642578125000|      8.00000000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[-0.815072635966674, 135.2555199970595, -113.93179365701575, 103.13809254706979, 208.76183471552247]|454.0733642578125000|      4.00000000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[-0.5181715563469992, 132.76541663057353, -116.76600996912576, 101.88694107831559, 209.0980978142108]|257.0976867675781250|      8.00000000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[-0.5181715563469992, 132.76541663057353, -116.76600996912576, 101.88694107831559, 209.0980978142108]|257.0976867675781250|      4.00000000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[-0.5181715563469992, 132.76541663057353, -116.76600996912576, 101.88694107831559, 209.0980978142108]|257.0976867675781250|      2.00000000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[0.9709056346137978, 132.06497139124275, -117.8483600792361, 101.88194673377578, 208.75093951929924]|210.6906890869140625|      4.00000000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[0.4422793154567164, 130.17166290812298, -120.94291309218602, 103.43548343894359, 209.13330395041183]| 80.0771255493164062|      8.00000000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[0.4422793154567164, 130.17166290812298, -120.94291309218602, 103.43548343894359, 209.13330395041183]| 80.0771255493164062|      4.00000000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[0.4422793154567164, 130.17166290812298, -120.94291309218602, 103.43548343894359, 209.13330395041183]| 80.0771255493164062|      2.00000000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
