k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.516346279904953, 3.1639264353078134, 0.2527473331628408, 39.96642318389884, -0.6903304400178399, -1.423926550137284, 25.559278432589178, -0.5254199974182199, 0.8542087501678856]|928.8174709429785025|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
      12|[10.614584820522076, 3.1273506452346864, 0.3294897368794034, 40.7099300830964, -0.8115131085217784, -1.3044722848382406, 26.101567742082654, -0.7395788611012062, 1.056706053154252]|848.8155729560536429|      0.25000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[10.635956189775094, 3.0492577410347472, 0.462205877177903, 40.78780495463968, -0.8563230598711437, -1.2214157279058633, 26.142477281768087, -0.7818191264764027, 1.1977824137913982]|842.9012644436569417|      0.50000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[10.635956189775094, 3.0492577410347472, 0.462205877177903, 40.78780495463968, -0.8563230598711437, -1.2214157279058633, 26.142477281768087, -0.7818191264764027, 1.1977824137913982]|842.9012644436569417|      0.25000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[10.635956189775094, 3.0492577410347472, 0.462205877177903, 40.78780495463968, -0.8563230598711437, -1.2214157279058633, 26.142477281768087, -0.7818191264764027, 1.1977824137913982]|842.9012644436569417|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[10.56488680013655, 3.0471734422855072, 0.4912588550951316, 40.839224457114454, -0.8557558995306891, -1.2620940596332744, 26.210757575621777, -0.7611385818532046, 1.2161352064094588]|840.7838741293977591|      0.25000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[10.56488680013655, 3.0471734422855072, 0.4912588550951316, 40.839224457114454, -0.8557558995306891, -1.2620940596332744, 26.210757575621777, -0.7611385818532046, 1.2161352064094588]|840.7838741293977591|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[10.609012749578332, 3.049876015741778, 0.5085786469179605, 40.914683558875694, -0.8478282081072869, -1.2389371201153287, 26.202116081866215, -0.6784227169316958, 1.228818407582377]|837.5191406382331252|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[10.609012749578332, 3.049876015741778, 0.5085786469179605, 40.914683558875694, -0.8478282081072869, -1.2389371201153287, 26.202116081866215, -0.6784227169316958, 1.228818407582377]|837.5191406382331252|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[10.579200436114457, 3.048268477442889, 0.544428843184845, 40.93861506055545, -0.8641071885267305, -1.265980516457893, 26.30711965333606, -0.6556239505636142, 1.2470887163635633]|836.2994877723135687|      0.25000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[10.579200436114457, 3.048268477442889, 0.544428843184845, 40.93861506055545, -0.8641071885267305, -1.265980516457893, 26.30711965333606, -0.6556239505636142, 1.2470887163635633]|836.2994877723135687|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[10.593415980323218, 3.043766419275552, 0.5627358884498871, 40.981579559633175, -0.8939335043520489, -1.237075918875626, 26.260687906719347, -0.5862190306784958, 1.3143458261180523]|834.1873505898294070|      0.25000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[10.66437722352528, 3.137731620376268, 0.582555226850598, 41.10324964615708, -0.9783056977301299, -1.26873722744672, 26.36937053234054, -0.5550957139344623, 1.42631433679411]|832.0526140714541725|      0.50000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[10.66437722352528, 3.137731620376268, 0.582555226850598, 41.10324964615708, -0.9783056977301299, -1.26873722744672, 26.36937053234054, -0.5550957139344623, 1.42631433679411]|832.0526140714541725|      0.25000000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[10.56172045220477, 3.0433463397818787, 0.566584260570276, 41.18643645001921, -1.0102385606674118, -1.19442818905453, 26.354956151366434, -0.4064705801769272, 1.3424147281955656]|828.7036481707569919|      0.50000000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[10.56172045220477, 3.0433463397818787, 0.566584260570276, 41.18643645001921, -1.0102385606674118, -1.19442818905453, 26.354956151366434, -0.4064705801769272, 1.3424147281955656]|828.7036481707569919|      0.25000000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[10.56172045220477, 3.0433463397818787, 0.566584260570276, 41.18643645001921, -1.0102385606674118, -1.19442818905453, 26.354956151366434, -0.4064705801769272, 1.3424147281955656]|828.7036481707569919|      0.12500000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[10.633479086434964, 3.0912979201404314, 0.5315006671186725, 41.22212703137674, -1.0443312134809575, -1.1662346356756572, 26.395580440914173, -0.4517720694396993, 1.3458679829997298]|826.5996791935701822|      0.25000000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[10.633479086434964, 3.0912979201404314, 0.5315006671186725, 41.22212703137674, -1.0443312134809575, -1.1662346356756572, 26.395580440914173, -0.4517720694396993, 1.3458679829997298]|826.5996791935701822|      0.12500000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[10.633479086434964, 3.0912979201404314, 0.5315006671186725, 41.22212703137674, -1.0443312134809575, -1.1662346356756572, 26.395580440914173, -0.4517720694396993, 1.3458679829997298]|826.5996791935701822|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[10.610759964584505, 3.083659467911056, 0.5181719954470071, 41.23875246604884, -1.0517929132374393, -1.15072811952262, 26.41921978126455, -0.4175376678720078, 1.3750355217021502]|825.5578989391461846|      0.12500000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[10.563374790528417, 3.1270311838849625, 0.5092945250023353, 41.31559693009947, -1.0865998164898525, -1.1519706877408373, 26.461781547942604, -0.3863211172407021, 1.413966446306567]|824.6057707562798669|      0.25000000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[10.615566576422312, 3.045568518863624, 0.4937385514512012, 41.46313473297174, -1.1507954956760271, -1.086731384406653, 26.507433068307716, -0.2558387345234124, 1.4743278136402713]|820.7650678991853965|      0.50000000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[10.615566576422312, 3.045568518863624, 0.4937385514512012, 41.46313473297174, -1.1507954956760271, -1.086731384406653, 26.507433068307716, -0.2558387345234124, 1.4743278136402713]|820.7650678991853965|      0.25000000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[10.615566576422312, 3.045568518863624, 0.4937385514512012, 41.46313473297174, -1.1507954956760271, -1.086731384406653, 26.507433068307716, -0.2558387345234124, 1.4743278136402713]|820.7650678991853965|      0.12500000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[10.615566576422312, 3.045568518863624, 0.4937385514512012, 41.46313473297174, -1.1507954956760271, -1.086731384406653, 26.507433068307716, -0.2558387345234124, 1.4743278136402713]|820.7650678991853965|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[10.59699528485975, 3.0571899032278007, 0.5272842318242216, 41.46782618785082, -1.167662622389948, -1.0690907444555757, 26.54416822335785, -0.2613271374882489, 1.4917545692034377]|820.1382423734515896|      0.12500000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[10.59699528485975, 3.0571899032278007, 0.5272842318242216, 41.46782618785082, -1.167662622389948, -1.0690907444555757, 26.54416822335785, -0.2613271374882489, 1.4917545692034377]|820.1382423734515896|      0.06250000|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[10.601191084034458, 3.048310331473875, 0.5285016595751245, 41.50151008510223, -1.1618728222901549, -1.0584029981256866, 26.544948606678567, -0.2153139869094726, 1.471552027797473]|819.5100145973486860|      0.12500000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[10.570398772153762, 3.0276769341623613, 0.5589588365301341, 41.558956673485326, -1.2225517776827377, -1.0074397351525073, 26.605245739946007, -0.2211654479252396, 1.4801643807165665]|818.5673719553874434|      0.25000000|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      41|[10.570398772153762, 3.0276769341623613, 0.5589588365301341, 41.558956673485326, -1.2225517776827377, -1.0074397351525073, 26.605245739946007, -0.2211654479252396, 1.4801643807165665]|818.5673719553874434|      0.12500000|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[10.570398772153762, 3.0276769341623613, 0.5589588365301341, 41.558956673485326, -1.2225517776827377, -1.0074397351525073, 26.605245739946007, -0.2211654479252396, 1.4801643807165665]|818.5673719553874434|      0.06250000|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      43|[10.582932220164963, 3.037469289162017, 0.5442574778894519, 41.60587907448834, -1.2350265683550954, -1.0050428974825756, 26.585584299793954, -0.1956341437965557, 1.4741939661378154]|817.3198742430440689|      0.12500000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[10.582932220164963, 3.037469289162017, 0.5442574778894519, 41.60587907448834, -1.2350265683550954, -1.0050428974825756, 26.585584299793954, -0.1956341437965557, 1.4741939661378154]|817.3198742430440689|      0.06250000|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[10.609558778783116, 3.0577779940798, 0.5368118348946139, 41.64679631227297, -1.2204221588842228, -0.9886228594530666, 26.59889666008347, -0.1936281413042439, 1.4544196007668204]|816.6254259282499106|      0.12500000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
