k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      13|[20.16495602576844, 2.2545455200351405, 1.9565800295549223, 2.5017309379875363, 0.5612727337824243]|3393.1069335937500000|      0.12500000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[20.16495602576844, 2.2545455200351405, 1.9565800295549223, 2.5017309379875363, 0.5612727337824243]|3393.1069335937500000|      0.06250000|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[20.174525632083753, 2.282385087462358, 1.9716519468230782, 2.5332223704227523, 0.518602391465126]|3287.9191894531250000|      0.12500000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[20.174525632083753, 2.282385087462358, 1.9716519468230782, 2.5332223704227523, 0.518602391465126]|3287.9191894531250000|      0.06250000|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[20.174525632083753, 2.282385087462358, 1.9716519468230782, 2.5332223704227523, 0.518602391465126]|3287.9191894531250000|      0.03125000|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[20.191035719272186, 2.297612215821366, 1.9745923763020035, 2.5470945517108783, 0.5350653967727093]|3239.9865722656250000|      0.06250000|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[20.22111228876094, 2.3435260882770526, 1.9641152671664768, 2.5652676156717518, 0.5137690070705182]|3153.4118652343750000|      0.12500000|[571, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[20.22111228876094, 2.3435260882770526, 1.9641152671664768, 2.5652676156717518, 0.5137690070705182]|3153.4118652343750000|      0.06250000|[601, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[20.22111228876094, 2.3435260882770526, 1.9641152671664768, 2.5652676156717518, 0.5137690070705182]|3153.4118652343750000|      0.03125000|[631, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[20.22291021309137, 2.367711990102475, 1.9714004571523207, 2.570969968797554, 0.5311696190336616]|3109.9660644531250000|      0.06250000|[661, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[20.22794382425896, 2.3990857072775666, 2.0006589473658742, 2.606390415429392, 0.5031350806915484]|3041.6450195312500000|      0.12500000|[691, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[20.22794382425896, 2.3990857072775666, 2.0006589473658742, 2.606390415429392, 0.5031350806915484]|3041.6450195312500000|      0.06250000|[721, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[20.239433658654953, 2.441838781214731, 2.0357644315526873, 2.622024824862882, 0.4814653184373968]|3009.8051757812500000|      0.12500000|[751, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
