k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[10, 0, 1, 4]                                                              |  | used linear model with 10 points | iterate failure | actual_k=0
      12|[0.1445948226373261, -0.0349720421294717, 0.0630209442570393, 0.0990438196944666, 0.5268529105628776, -0.0618880699635325, -0.0604922477145966, -0.0239392462745726, -0.0720650521549628]|69834.8253126222116407|      0.06250000|[120, 0, 12, 48]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      13|[0.1465873434008305, -0.0573157725425649, 0.0596251339711683, 0.0792103865863169, 0.5699948079351265, -0.0365368721024264, -0.0713380478384381, -0.0159632983929358, -0.0897564994974906]|43001.9651192354940576|      0.12500000|[130, 0, 13, 52]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      14|[0.1465873434008305, -0.0573157725425649, 0.0596251339711683, 0.0792103865863169, 0.5699948079351265, -0.0365368721024264, -0.0713380478384381, -0.0159632983929358, -0.0897564994974906]|43001.9651192354940576|      0.06250000|[140, 0, 14, 56]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      15|[0.1633130111347194, -0.0732221859274964, 0.0460383045316306, 0.0482145521620182, 0.6081284650317471, -0.0116914941542095, -0.0640301170342601, -0.0234860093338037, -0.096588682509874]|24977.9514103680521657|      0.12500000|[150, 0, 15, 60]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      16|[0.1633130111347194, -0.0732221859274964, 0.0460383045316306, 0.0482145521620182, 0.6081284650317471, -0.0116914941542095, -0.0640301170342601, -0.0234860093338037, -0.096588682509874]|24977.9514103680521657|      0.06250000|[160, 0, 16, 64]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      17|[0.1606117923358656, -0.0710194826121744, 0.0297401957078014, 0.0159641638983187, 0.6522695600497249, 0.0130605232674907, -0.059219395888426, -0.0255059877157858, -0.0963364241587849]|14597.6134811387855734|      0.12500000|[170, 0, 17, 68]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      18|[0.1606117923358656, -0.0710194826121744, 0.0297401957078014, 0.0159641638983187, 0.6522695600497249, 0.0130605232674907, -0.059219395888426, -0.0255059877157858, -0.0963364241587849]|14597.6134811387855734|      0.06250000|[180, 0, 18, 72]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      19|[0.1606117923358656, -0.0710194826121744, 0.0297401957078014, 0.0159641638983187, 0.6522695600497249, 0.0130605232674907, -0.059219395888426, -0.0255059877157858, -0.0963364241587849]|14597.6134811387855734|      0.03125000|[190, 0, 19, 76]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      20|[0.1541143087446111, -0.0709799330393169, 0.0201896860983696, 0.0061359963946359, 0.6709881098318539, -0.0051088576143006, -0.0553205616988682, -0.0271508531453517, -0.08939945546636]|11315.6119905618070334|      0.06250000|[200, 0, 20, 80]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      21|[0.1479094595024911, -0.0505887869066807, -0.0291945694529495, 0.0046914491572838, 0.6910832375903982, -0.011244588123373, -0.0478728558539416, -0.0414566299241994, -0.0718075632403898]|9021.8339577307851869|      0.12500000|[210, 0, 21, 84]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
      22|[0.1479094595024911, -0.0505887869066807, -0.0291945694529495, 0.0046914491572838, 0.6910832375903982, -0.011244588123373, -0.0478728558539416, -0.0414566299241994, -0.0718075632403898]|9021.8339577307851869|      0.06250000|[220, 0, 22, 88]                                                           |  | used linear model with 10 points | iterate failure | actual_k=0
      23|[0.1583012818553431, -0.0373411359763755, -0.0395089399319717, -0.0027929841812166, 0.7321948221763349, 0.0236717675089112, -0.0606139255534456, -0.023452809262502, -0.0637720110549072]|6132.1010271539435053|      0.12500000|[230, 0, 23, 92]                                                           |  | used linear model with 10 points | iterate success | actual_k=0
