k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      0.00024414|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      0.00012207|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      0.00006104|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[0.0, 0.0, 1.0, 0.05, 597.076, 22.9096, 24027.5]                                |119.8849549730657742|      0.00003052|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[1.42588614538e-05, 1.3498173299e-05, 0.9999875025864724, 0.0499934548032434, 597.076011207958, 22.90960578583808, 24027.50001369991]|113.8319990275876421|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      17|[1.42588614538e-05, 1.3498173299e-05, 0.9999875025864724, 0.0499934548032434, 597.076011207958, 22.90960578583808, 24027.50001369991]|113.8319990275876421|      0.00003052|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[1.42588614538e-05, 1.3498173299e-05, 0.9999875025864724, 0.0499934548032434, 597.076011207958, 22.90960578583808, 24027.50001369991]|113.8319990275876421|      0.00001526|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[1.42588614538e-05, 1.3498173299e-05, 0.9999875025864724, 0.0499934548032434, 597.076011207958, 22.90960578583808, 24027.50001369991]|113.8319990275876421|      0.00000763|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[1.48431709074e-05, 2.07486467063e-05, 0.9999861361805568, 0.0499927571873612, 597.0760119641321, 22.909605818981902, 24027.50001216035]|112.9813120902943382|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[1.48431709074e-05, 2.07486467063e-05, 0.9999861361805568, 0.0499927571873612, 597.0760119641321, 22.909605818981902, 24027.50001216035]|112.9813120902943382|      0.00000763|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[1.48431709074e-05, 2.07486467063e-05, 0.9999861361805568, 0.0499927571873612, 597.0760119641321, 22.909605818981902, 24027.50001216035]|112.9813120902943382|      0.00000381|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[1.48431709074e-05, 2.07486467063e-05, 0.9999861361805568, 0.0499927571873612, 597.0760119641321, 22.909605818981902, 24027.50001216035]|112.9813120902943382|      0.00000191|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[1.48431709074e-05, 2.07486467063e-05, 0.9999861361805568, 0.0499927571873612, 597.0760119641321, 22.909605818981902, 24027.50001216035]|112.9813120902943382|      0.00000095|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
