k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[-0.0030405647782693, 2.31309643871e-05, -0.0003519003912318, 0.0004126146461209, -0.0002688500406598, 0.000903871195929, 0.0005048535087641, 0.0016573458017945, 3.66247737556e-05, -0.0005175676270543, 0.000643736607366, 0.0006040323938334, 2.03632691237e-05, 0.0007652953917967, 1.0004400433942655]|2116.8749033647604847|      0.00097656|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[-0.0024794481745714, 0.0004122930634804, -0.0004352838489282, 0.000774217183028, -5.5929598895e-06, 0.0012103436400226, 0.0006563250035593, 0.0016790772077532, 0.0002364879527955, -0.000623529638288, 0.0006704141457417, 0.0003664242001159, 1.87412068855e-05, 0.0008871253774063, 1.0002404616775313]|2115.7279716618218117|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[-0.0024794481745714, 0.0004122930634804, -0.0004352838489282, 0.000774217183028, -5.5929598895e-06, 0.0012103436400226, 0.0006563250035593, 0.0016790772077532, 0.0002364879527955, -0.000623529638288, 0.0006704141457417, 0.0003664242001159, 1.87412068855e-05, 0.0008871253774063, 1.0002404616775313]|2115.7279716618218117|      0.00097656|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-0.0024794481745714, 0.0004122930634804, -0.0004352838489282, 0.000774217183028, -5.5929598895e-06, 0.0012103436400226, 0.0006563250035593, 0.0016790772077532, 0.0002364879527955, -0.000623529638288, 0.0006704141457417, 0.0003664242001159, 1.87412068855e-05, 0.0008871253774063, 1.0002404616775313]|2115.7279716618218117|      0.00048828|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.0025644100836183, 0.0004189537521856, -0.000673813494106, 0.000701068099724, -2.78338868746e-05, 0.0015525218600987, 0.0007418416147895, 0.0016250476547367, 0.0002292639310456, -0.0005809927038579, 0.0007085281273007, 0.0002411674256529, 0.0001145254504349, 0.0008722228997823, 1.00012778774875]|2115.4257258122224812|      0.00097656|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[-0.0025644100836183, 0.0004189537521856, -0.000673813494106, 0.000701068099724, -2.78338868746e-05, 0.0015525218600987, 0.0007418416147895, 0.0016250476547367, 0.0002292639310456, -0.0005809927038579, 0.0007085281273007, 0.0002411674256529, 0.0001145254504349, 0.0008722228997823, 1.00012778774875]|2115.4257258122224812|      0.00048828|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-0.0025644100836183, 0.0004189537521856, -0.000673813494106, 0.000701068099724, -2.78338868746e-05, 0.0015525218600987, 0.0007418416147895, 0.0016250476547367, 0.0002292639310456, -0.0005809927038579, 0.0007085281273007, 0.0002411674256529, 0.0001145254504349, 0.0008722228997823, 1.00012778774875]|2115.4257258122224812|      0.00024414|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[-0.0025205255735794, 0.0003580159935017, -0.0006634500508899, 0.0006806201347117, -6.44774995762e-05, 0.0017046874315029, 0.0008475936454085, 0.0016531415301242, 0.0001558652316013, -0.0006080119383289, 0.0007708119899923, 0.0001712739604712, 8.2958153608e-05, 0.0008399704155286, 1.0001206121304957]|2115.3571801079369834|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[-0.0025205255735794, 0.0003580159935017, -0.0006634500508899, 0.0006806201347117, -6.44774995762e-05, 0.0017046874315029, 0.0008475936454085, 0.0016531415301242, 0.0001558652316013, -0.0006080119383289, 0.0007708119899923, 0.0001712739604712, 8.2958153608e-05, 0.0008399704155286, 1.0001206121304957]|2115.3571801079369834|      0.00024414|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-0.0025205255735794, 0.0003580159935017, -0.0006634500508899, 0.0006806201347117, -6.44774995762e-05, 0.0017046874315029, 0.0008475936454085, 0.0016531415301242, 0.0001558652316013, -0.0006080119383289, 0.0007708119899923, 0.0001712739604712, 8.2958153608e-05, 0.0008399704155286, 1.0001206121304957]|2115.3571801079369834|      0.00012207|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-0.0025148073793187, 0.0003197122928093, -0.0007440033147822, 0.0006949899388639, -1.97257046113e-05, 0.0016987442671526, 0.0008316420110348, 0.0016112514420428, 0.0001369292867988, -0.0006102058427613, 0.0007778155252234, 0.0001595091352856, 8.03056881584e-05, 0.0008374042379632, 1.000074849403164]|2115.3206586805376901|      0.00024414|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-0.002521889917762, 0.0002209678482415, -0.0007564042032703, 0.0007194398430706, 5.35479954271e-05, 0.0017539202225575, 0.000807055470362, 0.0015907285479087, 8.2268239171e-05, -0.0006837783231687, 0.0008283824600231, 8.21062793541e-05, -6.17252051808e-05, 0.0007972182969834, 1.0000452404959754]|2115.2431713456194302|      0.00048828|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[-0.002521889917762, 0.0002209678482415, -0.0007564042032703, 0.0007194398430706, 5.35479954271e-05, 0.0017539202225575, 0.000807055470362, 0.0015907285479087, 8.2268239171e-05, -0.0006837783231687, 0.0008283824600231, 8.21062793541e-05, -6.17252051808e-05, 0.0007972182969834, 1.0000452404959754]|2115.2431713456194302|      0.00024414|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-0.0025620982688334, 8.16806875547e-05, -0.0008508223564185, 0.0007368033554783, 8.93059268624e-05, 0.0018243610209462, 0.0008679464178242, 0.001629589066372, 0.0001047303214349, -0.0006852338502195, 0.0008295975292638, 0.000113933625107, -5.83647626293e-05, 0.0007050794817464, 1.000134068329153]|2115.1522472261731309|      0.00048828|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      26|[-0.0025620982688334, 8.16806875547e-05, -0.0008508223564185, 0.0007368033554783, 8.93059268624e-05, 0.0018243610209462, 0.0008679464178242, 0.001629589066372, 0.0001047303214349, -0.0006852338502195, 0.0008295975292638, 0.000113933625107, -5.83647626293e-05, 0.0007050794817464, 1.000134068329153]|2115.1522472261731309|      0.00024414|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[-0.0025505534009346, 5.68692162368e-05, -0.000866899951058, 0.0007252573643202, 7.10495850442e-05, 0.0016923899916939, 0.0009867285919004, 0.0016189853335593, 0.0001417504971333, -0.0006000957120658, 0.0008195688881094, 8.04952331026e-05, -2.9597069236e-05, 0.0005792809901309, 1.0001326103278196]|2115.0874339055221753|      0.00048828|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[-0.0024802841061384, -0.0001798070643689, -0.0010427265154249, 0.0006614619861821, 9.3626124038e-06, 0.0018489144307144, 0.0011288642735673, 0.00180378413574, 0.0002819388080209, -0.0005436207545799, 0.0006518461786418, 0.0001012283594296, -7.5944578518e-05, 0.0005147658005034, 1.0001785311963363]|2114.9261402924707909|      0.00097656|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[-0.0024802841061384, -0.0001798070643689, -0.0010427265154249, 0.0006614619861821, 9.3626124038e-06, 0.0018489144307144, 0.0011288642735673, 0.00180378413574, 0.0002819388080209, -0.0005436207545799, 0.0006518461786418, 0.0001012283594296, -7.5944578518e-05, 0.0005147658005034, 1.0001785311963363]|2114.9261402924707909|      0.00048828|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-0.0024802841061384, -0.0001798070643689, -0.0010427265154249, 0.0006614619861821, 9.3626124038e-06, 0.0018489144307144, 0.0011288642735673, 0.00180378413574, 0.0002819388080209, -0.0005436207545799, 0.0006518461786418, 0.0001012283594296, -7.5944578518e-05, 0.0005147658005034, 1.0001785311963363]|2114.9261402924707909|      0.00024414|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      31|[-0.0024802841061384, -0.0001798070643689, -0.0010427265154249, 0.0006614619861821, 9.3626124038e-06, 0.0018489144307144, 0.0011288642735673, 0.00180378413574, 0.0002819388080209, -0.0005436207545799, 0.0006518461786418, 0.0001012283594296, -7.5944578518e-05, 0.0005147658005034, 1.0001785311963363]|2114.9261402924707909|      0.00012207|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[-0.0024739145096012, -0.000286523405625, -0.0010730510009282, 0.0006705014101429, 3.9983700542e-06, 0.0018313390763458, 0.001126222819121, 0.0017966646890985, 0.0002677201613533, -0.0005190597192008, 0.0006612139884362, 0.0001003511947216, -8.93139928848e-05, 0.0004835744313582, 1.0001840095133219]|2114.8509339142347017|      0.00024414|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      33|[-0.0025174086597837, -0.0004064085715737, -0.0010864266674978, 0.0007289607223159, 1.88188157704e-05, 0.0017260913661478, 0.0011623936292209, 0.0018209645625964, 0.0003307095610257, -0.0004541517092577, 0.0005547251302217, 6.55266255924e-05, -0.0001150852937328, 0.0005245829785114, 1.0001251086567522]|2114.7686915074259559|      0.00048828|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[-0.0025174086597837, -0.0004064085715737, -0.0010864266674978, 0.0007289607223159, 1.88188157704e-05, 0.0017260913661478, 0.0011623936292209, 0.0018209645625964, 0.0003307095610257, -0.0004541517092577, 0.0005547251302217, 6.55266255924e-05, -0.0001150852937328, 0.0005245829785114, 1.0001251086567522]|2114.7686915074259559|      0.00024414|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-0.0025156821452021, -0.0005424099975632, -0.0011491963882241, 0.0007550457507601, 0.0001128817921318, 0.0017817734757827, 0.001226066054515, 0.0018300973213675, 0.0004345984209379, -0.0004299854628042, 0.0004917725305413, 7.66725746953e-05, -0.000171393758041, 0.0004970276799378, 1.0000934103709942]|2114.6744353739077269|      0.00048828|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      36|[-0.0025156821452021, -0.0005424099975632, -0.0011491963882241, 0.0007550457507601, 0.0001128817921318, 0.0017817734757827, 0.001226066054515, 0.0018300973213675, 0.0004345984209379, -0.0004299854628042, 0.0004917725305413, 7.66725746953e-05, -0.000171393758041, 0.0004970276799378, 1.0000934103709942]|2114.6744353739077269|      0.00024414|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[-0.0025156821452021, -0.0005424099975632, -0.0011491963882241, 0.0007550457507601, 0.0001128817921318, 0.0017817734757827, 0.001226066054515, 0.0018300973213675, 0.0004345984209379, -0.0004299854628042, 0.0004917725305413, 7.66725746953e-05, -0.000171393758041, 0.0004970276799378, 1.0000934103709942]|2114.6744353739077269|      0.00012207|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[-0.0024938059117459, -0.0006003476776178, -0.0011508275657954, 0.0007413026552539, 0.0001103325596074, 0.0017151543917124, 0.0012440354764658, 0.0018243739332083, 0.0004823586773483, -0.0004501936106239, 0.0005311161719764, 7.22613761368e-05, -0.0001605037050819, 0.0004762640049283, 1.000129012471984]|2114.6362731155381880|      0.00024414|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[-0.0025852902570581, -0.0007453428212453, -0.0011914075487283, 0.0007083882476706, 0.0001483570838768, 0.0017448549177103, 0.0012474060067553, 0.0017837900679912, 0.0004856151706479, -0.0004436550351309, 0.000580138811166, 0.0001015848746375, -0.0002991150533696, 0.000448825437276, 1.0001435985213427]|2114.5737057961982828|      0.00048828|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      40|[-0.0025852902570581, -0.0007453428212453, -0.0011914075487283, 0.0007083882476706, 0.0001483570838768, 0.0017448549177103, 0.0012474060067553, 0.0017837900679912, 0.0004856151706479, -0.0004436550351309, 0.000580138811166, 0.0001015848746375, -0.0002991150533696, 0.000448825437276, 1.0001435985213427]|2114.5737057961982828|      0.00024414|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      41|[-0.002480013005622, -0.0009074280198979, -0.0012269560124808, 0.0007333487117412, 0.0001848983059046, 0.0017461234004433, 0.001251172630129, 0.0018541133069072, 0.0005267117031151, -0.0004754741055753, 0.0005473099128862, 0.000170866493434, -0.0003393404723581, 0.0004919788410708, 1.000188400775978]|2114.4466074005931659|      0.00048828|[533, 164, 41, 82]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      42|[-0.002480013005622, -0.0009074280198979, -0.0012269560124808, 0.0007333487117412, 0.0001848983059046, 0.0017461234004433, 0.001251172630129, 0.0018541133069072, 0.0005267117031151, -0.0004754741055753, 0.0005473099128862, 0.000170866493434, -0.0003393404723581, 0.0004919788410708, 1.000188400775978]|2114.4466074005931659|      0.00024414|[546, 168, 42, 84]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      43|[-0.0025566580588681, -0.0010801061110584, -0.0012834806730011, 0.0007175198532277, 0.0002549204995981, 0.0017765773076968, 0.0012499124388192, 0.0018765732695303, 0.0004987553118954, -0.0004121559063864, 0.0004849860286242, 0.0002088663576806, -0.0003331187624939, 0.0004310595448906, 1.000172232887392]|2114.3699939149537386|      0.00048828|[559, 172, 43, 86]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      44|[-0.0023986081520159, -0.0012524999266145, -0.0013448398933496, 0.000711265820048, 0.0001121377232555, 0.0016929292246065, 0.0013561173558101, 0.001858808798605, 0.0006318400520731, -0.0004044624676117, 0.0005895181211776, 0.0003145301874391, -0.0004878724891477, 0.0003768187968582, 1.0004445981066918]|2114.2172231703739271|      0.00097656|[572, 176, 44, 88]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      45|[-0.0023986081520159, -0.0012524999266145, -0.0013448398933496, 0.000711265820048, 0.0001121377232555, 0.0016929292246065, 0.0013561173558101, 0.001858808798605, 0.0006318400520731, -0.0004044624676117, 0.0005895181211776, 0.0003145301874391, -0.0004878724891477, 0.0003768187968582, 1.0004445981066918]|2114.2172231703739271|      0.00048828|[585, 180, 45, 90]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      46|[-0.0023986081520159, -0.0012524999266145, -0.0013448398933496, 0.000711265820048, 0.0001121377232555, 0.0016929292246065, 0.0013561173558101, 0.001858808798605, 0.0006318400520731, -0.0004044624676117, 0.0005895181211776, 0.0003145301874391, -0.0004878724891477, 0.0003768187968582, 1.0004445981066918]|2114.2172231703739271|      0.00024414|[598, 184, 46, 92]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      47|[-0.0023986081520159, -0.0012524999266145, -0.0013448398933496, 0.000711265820048, 0.0001121377232555, 0.0016929292246065, 0.0013561173558101, 0.001858808798605, 0.0006318400520731, -0.0004044624676117, 0.0005895181211776, 0.0003145301874391, -0.0004878724891477, 0.0003768187968582, 1.0004445981066918]|2114.2172231703739271|      0.00012207|[611, 188, 47, 94]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      48|[-0.0024669313327657, -0.001310967078357, -0.0013740990433666, 0.0007065412887609, 0.0001636945318343, 0.0017388444616573, 0.0013543727079391, 0.0018572451166791, 0.0006295022102179, -0.0004052683348177, 0.0005850426030161, 0.0003200421355598, -0.000498518107097, 0.0004014163641309, 1.0004643358526961]|2114.1620215419397937|      0.00024414|[624, 192, 48, 96]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      49|[-0.0024669313327657, -0.001310967078357, -0.0013740990433666, 0.0007065412887609, 0.0001636945318343, 0.0017388444616573, 0.0013543727079391, 0.0018572451166791, 0.0006295022102179, -0.0004052683348177, 0.0005850426030161, 0.0003200421355598, -0.000498518107097, 0.0004014163641309, 1.0004643358526961]|2114.1620215419397937|      0.00012207|[637, 196, 49, 98]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      50|[-0.0024778023697275, -0.0013996539415317, -0.0013761145229675, 0.0007188426182227, 0.0002040478670197, 0.0017027710571123, 0.0013243098917702, 0.0018531110069329, 0.0006161556660484, -0.0004028437841715, 0.0005979799664031, 0.0003397968601925, -0.0005319970465445, 0.0003748751421099, 1.000445767541714]|2114.1066354836043502|      0.00024414|[650, 200, 50, 100]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      51|[-0.0024778023697275, -0.0013996539415317, -0.0013761145229675, 0.0007188426182227, 0.0002040478670197, 0.0017027710571123, 0.0013243098917702, 0.0018531110069329, 0.0006161556660484, -0.0004028437841715, 0.0005979799664031, 0.0003397968601925, -0.0005319970465445, 0.0003748751421099, 1.000445767541714]|2114.1066354836043502|      0.00012207|[663, 204, 51, 102]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      52|[-0.0024687571574973, -0.0014563777083148, -0.0014063061296384, 0.0007301493915004, 0.000231617031633, 0.0017127538144945, 0.0013376510667627, 0.0018908311787221, 0.0006270219726062, -0.0003896735507174, 0.0006025707870837, 0.000370223083878, -0.0005788642552182, 0.0003107415051773, 1.0004693015545245]|2114.0516017151303458|      0.00024414|[676, 208, 52, 104]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      53|[-0.0024687571574973, -0.0014563777083148, -0.0014063061296384, 0.0007301493915004, 0.000231617031633, 0.0017127538144945, 0.0013376510667627, 0.0018908311787221, 0.0006270219726062, -0.0003896735507174, 0.0006025707870837, 0.000370223083878, -0.0005788642552182, 0.0003107415051773, 1.0004693015545245]|2114.0516017151303458|      0.00012207|[689, 212, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      54|[-0.0024449468611609, -0.0015101137763377, -0.0014477604800004, 0.0007413995355965, 0.0002106640813358, 0.0017326553537173, 0.0013117151053621, 0.001886305989025, 0.0006384332057794, -0.0003619590347405, 0.0005964446516041, 0.0004150009017951, -0.0006016772615879, 0.0002432565069142, 1.000461696500779]|2113.9996070409015374|      0.00024414|[702, 216, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      55|[-0.002520288189205, -0.0016792135996736, -0.0015078171852898, 0.0007423924114029, 0.0001166021174542, 0.0017210839118383, 0.0013525382540442, 0.0018383924098051, 0.0006059824306557, -0.00031420842757, 0.0005933018787268, 0.0004014796595918, -0.0006292198538927, 0.000179344273234, 1.0004413802266994]|2113.8985471727951335|      0.00048828|[715, 220, 55, 110]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      56|[-0.002520288189205, -0.0016792135996736, -0.0015078171852898, 0.0007423924114029, 0.0001166021174542, 0.0017210839118383, 0.0013525382540442, 0.0018383924098051, 0.0006059824306557, -0.00031420842757, 0.0005933018787268, 0.0004014796595918, -0.0006292198538927, 0.000179344273234, 1.0004413802266994]|2113.8985471727951335|      0.00024414|[728, 224, 56, 112]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      57|[-0.002520288189205, -0.0016792135996736, -0.0015078171852898, 0.0007423924114029, 0.0001166021174542, 0.0017210839118383, 0.0013525382540442, 0.0018383924098051, 0.0006059824306557, -0.00031420842757, 0.0005933018787268, 0.0004014796595918, -0.0006292198538927, 0.000179344273234, 1.0004413802266994]|2113.8985471727951335|      0.00012207|[741, 228, 57, 114]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      58|[-0.0024481503909967, -0.0017496529575648, -0.0014944036296408, 0.0007693908509974, 9.07517770158e-05, 0.0017500833560279, 0.0013785139639571, 0.0018232341491948, 0.0005936555065102, -0.0003104434290611, 0.0006060145181184, 0.0004068043846596, -0.0006355889998461, 0.0001475109895336, 1.0004396416836085]|2113.8345530914079973|      0.00024414|[754, 232, 58, 116]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      59|[-0.0023445194110908, -0.0019145349316504, -0.0015399499439185, 0.0007549495644361, 0.00016388692637, 0.0017036235818736, 0.0013752367499668, 0.0018087187406994, 0.0005989099067386, -0.0003373378948663, 0.0005872190669697, 0.0004459612137594, -0.0005939713171053, 6.28118432572e-05, 1.0004285034683258]|2113.7769363498355233|      0.00048828|[767, 236, 59, 118]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      60|[-0.0023445194110908, -0.0019145349316504, -0.0015399499439185, 0.0007549495644361, 0.00016388692637, 0.0017036235818736, 0.0013752367499668, 0.0018087187406994, 0.0005989099067386, -0.0003373378948663, 0.0005872190669697, 0.0004459612137594, -0.0005939713171053, 6.28118432572e-05, 1.0004285034683258]|2113.7769363498355233|      0.00024414|[780, 240, 60, 120]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      61|[-0.0025356012832178, -0.0019902000055343, -0.0015675931084916, 0.0007909889913883, 0.0001720115798096, 0.0017667430458338, 0.0013235109607067, 0.00186664264033, 0.0006077848089643, -0.0003067813842412, 0.0005314368609312, 0.000455794487352, -0.0005936036714656, 6.9550859599e-05, 1.0003975680354305]|2113.7323712072311537|      0.00048828|[793, 244, 61, 122]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      62|[-0.0025356012832178, -0.0019902000055343, -0.0015675931084916, 0.0007909889913883, 0.0001720115798096, 0.0017667430458338, 0.0013235109607067, 0.00186664264033, 0.0006077848089643, -0.0003067813842412, 0.0005314368609312, 0.000455794487352, -0.0005936036714656, 6.9550859599e-05, 1.0003975680354305]|2113.7323712072311537|      0.00024414|[806, 248, 62, 124]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      63|[-0.0024318805573631, -0.0020790121383364, -0.0014824843549149, 0.0008017227635756, 0.0002734911102428, 0.0017422307671215, 0.0013403658997443, 0.001894146140927, 0.00051630137615, -0.0003181207593613, 0.0005046469465617, 0.0004455923062256, -0.0006937033280979, 2.24001369515e-05, 1.0004074752462866]|2113.6367254393599069|      0.00048828|[819, 252, 63, 126]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      64|[-0.0024318805573631, -0.0020790121383364, -0.0014824843549149, 0.0008017227635756, 0.0002734911102428, 0.0017422307671215, 0.0013403658997443, 0.001894146140927, 0.00051630137615, -0.0003181207593613, 0.0005046469465617, 0.0004455923062256, -0.0006937033280979, 2.24001369515e-05, 1.0004074752462866]|2113.6367254393599069|      0.00024414|[832, 256, 64, 128]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      65|[-0.0023675393695417, -0.0022499967158382, -0.0015572560123247, 0.0007532726323994, 0.0003063510788294, 0.0017332605571732, 0.0013000217806221, 0.0018160153234456, 0.0004915489223534, -0.0002639874994034, 0.0005530081395441, 0.0004086580046592, -0.0006868924592217, -1.09745144841e-05, 1.0004389760893548]|2113.5463563050761877|      0.00048828|[845, 260, 65, 130]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      66|[-0.0023675393695417, -0.0022499967158382, -0.0015572560123247, 0.0007532726323994, 0.0003063510788294, 0.0017332605571732, 0.0013000217806221, 0.0018160153234456, 0.0004915489223534, -0.0002639874994034, 0.0005530081395441, 0.0004086580046592, -0.0006868924592217, -1.09745144841e-05, 1.0004389760893548]|2113.5463563050761877|      0.00024414|[858, 264, 66, 132]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
