k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00594567456646, 149.9162083865689, -100.05888251932741, 1.0318590478492904, 2.018783332858555]|84514.8812871347618056|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      15|[36.19683575100516, 149.40132404612365, -101.2687069876728, 2.010724139541084, 1.9279141808256675]|47464.2237164503167151|      2.00000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[34.20672888716961, 149.26170745047776, -101.40981747544195, 2.0081536489810796, 1.9358577036416267]|42686.1742633841422503|      4.00000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[34.20672888716961, 149.26170745047776, -101.40981747544195, 2.0081536489810796, 1.9358577036416267]|42686.1742633841422503|      2.00000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[32.21671760285064, 149.12845835871886, -101.55834309585016, 2.011299555961819, 1.9303794575510418]|38171.9547386551639647|      4.00000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[32.21671760285064, 149.12845835871886, -101.55834309585016, 2.011299555961819, 1.9303794575510418]|38171.9547386551639647|      2.00000000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[30.230677362186313, 148.94161338438522, -101.64609690171483, 2.1008950503990675, 1.8596331858397823]|33930.7398013576967060|      4.00000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[30.230677362186313, 148.94161338438522, -101.64609690171483, 2.1008950503990675, 1.8596331858397823]|33930.7398013576967060|      2.00000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[28.239651841471524, 148.80954371289252, -101.77826575201144, 2.116541114244732, 1.8339121160404936]|29944.1729572902404470|      4.00000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[28.239651841471524, 148.80954371289252, -101.77826575201144, 2.116541114244732, 1.8339121160404936]|29944.1729572902404470|      2.00000000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[26.25411483507843, 148.62681023466456, -101.9019365873325, 2.0992116622905943, 1.740871873326848]|26225.1953295587627508|      4.00000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[26.25411483507843, 148.62681023466456, -101.9019365873325, 2.0992116622905943, 1.740871873326848]|26225.1953295587627508|      2.00000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
