k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.578445542047968, 3.0885267388953768, 0.5693979780156577, 40.29480759444255, -0.425640929091004, -1.4052260700491457, 26.150685477385963, -0.7823085459327196, 1.0998815466782779]|853.0554809570312500|      0.50000000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[10.578445542047968, 3.0885267388953768, 0.5693979780156577, 40.29480759444255, -0.425640929091004, -1.4052260700491457, 26.150685477385963, -0.7823085459327196, 1.0998815466782779]|853.0554809570312500|      0.25000000|[323, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.578445542047968, 3.0885267388953768, 0.5693979780156577, 40.29480759444255, -0.425640929091004, -1.4052260700491457, 26.150685477385963, -0.7823085459327196, 1.0998815466782779]|853.0554809570312500|      0.12500000|[349, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[10.62788741112605, 3.1013023531060866, 0.5716752990683404, 40.30140916218252, -0.4858566275999533, -1.4112170153233596, 26.114487171569387, -0.700093825354717, 1.1350542488760595]|850.8914794921875000|      0.25000000|[376, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[10.62788741112605, 3.1013023531060866, 0.5716752990683404, 40.30140916218252, -0.4858566275999533, -1.4112170153233596, 26.114487171569387, -0.700093825354717, 1.1350542488760595]|850.8914794921875000|      0.12500000|[403, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[10.634720182813044, 3.0912746967035627, 0.5253569011125766, 40.29780022228986, -0.50377098250142, -1.4170158977470566, 26.220736673680584, -0.6822985373893211, 1.1719210466792414]|848.0712280273437500|      0.25000000|[429, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[10.609805946430201, 3.012876046453996, 0.4878418761383162, 40.445978220248676, -0.5728953966980526, -1.3901938530545555, 26.26273474776396, -0.5579840524008329, 1.2701722561497781]|843.4909057617187500|      0.50000000|[457, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[10.609805946430201, 3.012876046453996, 0.4878418761383162, 40.445978220248676, -0.5728953966980526, -1.3901938530545555, 26.26273474776396, -0.5579840524008329, 1.2701722561497781]|843.4909057617187500|      0.25000000|[484, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[10.609805946430201, 3.012876046453996, 0.4878418761383162, 40.445978220248676, -0.5728953966980526, -1.3901938530545555, 26.26273474776396, -0.5579840524008329, 1.2701722561497781]|843.4909057617187500|      0.12500000|[511, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[10.631252274287625, 3.014510389487841, 0.5116221716606538, 40.47536530326815, -0.5672820811305531, -1.4069037812993843, 26.335447082166482, -0.4701880375304005, 1.2908441217103752]|841.7291259765625000|      0.25000000|[537, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      21|[10.631252274287625, 3.014510389487841, 0.5116221716606538, 40.47536530326815, -0.5672820811305531, -1.4069037812993843, 26.335447082166482, -0.4701880375304005, 1.2908441217103752]|841.7291259765625000|      0.12500000|[564, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[10.604949001442673, 3.03580568858963, 0.4942270608315551, 40.53956492664511, -0.5843375739102016, -1.3787738837927763, 26.397052607165776, -0.4003900404200831, 1.2733431368075312]|840.1202392578125000|      0.25000000|[590, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      23|[10.604949001442673, 3.03580568858963, 0.4942270608315551, 40.53956492664511, -0.5843375739102016, -1.3787738837927763, 26.397052607165776, -0.4003900404200831, 1.2733431368075312]|840.1202392578125000|      0.12500000|[616, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[10.655704060960831, 3.044413426312815, 0.4624761378245873, 40.6069448417504, -0.6143173562195521, -1.3550274735282812, 26.421513923790304, -0.3645593256243817, 1.3372319561084505]|838.4377441406250000|      0.25000000|[642, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      25|[10.655704060960831, 3.044413426312815, 0.4624761378245873, 40.6069448417504, -0.6143173562195521, -1.3550274735282812, 26.421513923790304, -0.3645593256243817, 1.3372319561084505]|838.4377441406250000|      0.12500000|[669, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[10.598407813597285, 3.045024514171496, 0.486044352786933, 40.58842254070118, -0.7013859888396955, -1.317732519632555, 26.46227243934295, -0.3874109841585618, 1.3542000130617735]|837.3239135742187500|      0.25000000|[695, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[10.598407813597285, 3.045024514171496, 0.486044352786933, 40.58842254070118, -0.7013859888396955, -1.317732519632555, 26.46227243934295, -0.3874109841585618, 1.3542000130617735]|837.3239135742187500|      0.12500000|[721, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      28|[10.648913124479753, 3.0251361156256866, 0.5185678319069972, 40.662172470266135, -0.7031786752196117, -1.3462177067636671, 26.435724029300207, -0.3268650236022471, 1.3857687530620275]|836.3502197265625000|      0.25000000|[747, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      29|[10.648913124479753, 3.0251361156256866, 0.5185678319069972, 40.662172470266135, -0.7031786752196117, -1.3462177067636671, 26.435724029300207, -0.3268650236022471, 1.3857687530620275]|836.3502197265625000|      0.12500000|[774, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[10.605708533810796, 3.0690041525522913, 0.5244476413100884, 40.723700496899994, -0.7752349499907036, -1.3177380521946618, 26.475537002297823, -0.3470357877437716, 1.3900767059449695]|834.3032836914062500|      0.25000000|[801, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[10.605708533810796, 3.0690041525522913, 0.5244476413100884, 40.723700496899994, -0.7752349499907036, -1.3177380521946618, 26.475537002297823, -0.3470357877437716, 1.3900767059449695]|834.3032836914062500|      0.12500000|[827, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[10.605708533810796, 3.0690041525522913, 0.5244476413100884, 40.723700496899994, -0.7752349499907036, -1.3177380521946618, 26.475537002297823, -0.3470357877437716, 1.3900767059449695]|834.3032836914062500|      0.06250000|[853, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      33|[10.63059801814703, 3.060712108505873, 0.5321193635786603, 40.77368099971474, -0.7913964010245782, -1.3073704027087656, 26.48901124340932, -0.3365955618472879, 1.3887108929472578]|833.3010864257812500|      0.12500000|[879, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      34|[10.63059801814703, 3.060712108505873, 0.5321193635786603, 40.77368099971474, -0.7913964010245782, -1.3073704027087656, 26.48901124340932, -0.3365955618472879, 1.3887108929472578]|833.3010864257812500|      0.06250000|[905, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[10.633075221374783, 3.046285221433603, 0.5234580976544937, 40.817332353780515, -0.8014739062471868, -1.2921893366421229, 26.489217543854295, -0.2997036296129527, 1.393005313990853]|832.4331665039062500|      0.12500000|[931, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      36|[10.631152481637686, 2.9819270500897206, 0.5183023414201398, 40.88368808532225, -0.830186393873561, -1.2349596642013703, 26.538488865458124, -0.2865430426624505, 1.3743195603922556]|831.6229248046875000|      0.25000000|[958, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      37|[10.631152481637686, 2.9819270500897206, 0.5183023414201398, 40.88368808532225, -0.830186393873561, -1.2349596642013703, 26.538488865458124, -0.2865430426624505, 1.3743195603922556]|831.6229248046875000|      0.12500000|[984, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      38|[10.627186486864762, 3.054807014395587, 0.5453954997173931, 40.9628396890987, -0.8612394032019787, -1.2667284477127803, 26.506776245958605, -0.276887675044515, 1.3592761323312057]|830.1253662109375000|      0.25000000|[1010, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      39|[10.627186486864762, 3.054807014395587, 0.5453954997173931, 40.9628396890987, -0.8612394032019787, -1.2667284477127803, 26.506776245958605, -0.276887675044515, 1.3592761323312057]|830.1253662109375000|      0.12500000|[1036, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      40|[10.611681032040163, 3.035670295031088, 0.5532518160572818, 41.047801567333714, -0.8718140637420577, -1.1812720886949315, 26.502656810977257, -0.2595211413955557, 1.3614999590605887]|828.9594116210937500|      0.25000000|[1062, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      41|[10.611681032040163, 3.035670295031088, 0.5532518160572818, 41.047801567333714, -0.8718140637420577, -1.1812720886949315, 26.502656810977257, -0.2595211413955557, 1.3614999590605887]|828.9594116210937500|      0.12500000|[1088, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      42|[10.679217575425398, 3.0421340085530026, 0.5149426092221041, 41.08191772653259, -0.9399041443234831, -1.1703712217281073, 26.52848102473347, -0.3139347297930054, 1.3587230046802823]|828.2266845703125000|      0.25000000|[1114, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      43|[10.679217575425398, 3.0421340085530026, 0.5149426092221041, 41.08191772653259, -0.9399041443234831, -1.1703712217281073, 26.52848102473347, -0.3139347297930054, 1.3587230046802823]|828.2266845703125000|      0.12500000|[1140, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      44|[10.603624432403254, 3.0753118373658577, 0.5194218712261205, 41.160222201804146, -0.9764217775928072, -1.1406419583413943, 26.518936115768835, -0.2955070482897462, 1.3619171233076741]|826.0361938476562500|      0.25000000|[1168, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      45|[10.603624432403254, 3.0753118373658577, 0.5194218712261205, 41.160222201804146, -0.9764217775928072, -1.1406419583413943, 26.518936115768835, -0.2955070482897462, 1.3619171233076741]|826.0361938476562500|      0.12500000|[1195, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
