k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-3.4999661630161043, 0.9999325847797393, 2.57539548727e-05, -0.0004565913552992, 1.7000157844261023, 6.036418496e-07, -0.0002066058672049, 5.9958478154e-05]|1106.8123762990285286|      0.00006104|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-3.4999661630161043, 0.9999325847797393, 2.57539548727e-05, -0.0004565913552992, 1.7000157844261023, 6.036418496e-07, -0.0002066058672049, 5.9958478154e-05]|1106.8123762990285286|      0.00003052|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-3.4999661630161043, 0.9999325847797393, 2.57539548727e-05, -0.0004565913552992, 1.7000157844261023, 6.036418496e-07, -0.0002066058672049, 5.9958478154e-05]|1106.8123762990285286|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[-3.4999661630161043, 0.9999325847797393, 2.57539548727e-05, -0.0004565913552992, 1.7000157844261023, 6.036418496e-07, -0.0002066058672049, 5.9958478154e-05]|1106.8123762990285286|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-3.4999661630161043, 0.9999325847797393, 2.57539548727e-05, -0.0004565913552992, 1.7000157844261023, 6.036418496e-07, -0.0002066058672049, 5.9958478154e-05]|1106.8123762990285286|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-3.4999650248136605, 0.9999321951400744, 2.67214979258e-05, -0.0004586331020375, 1.7000132989845425, 1.5092389733e-06, -0.0002056580139249, 6.02806121569e-05]|1097.7387079853608611|      0.00000763|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[-3.4999650248136605, 0.9999321951400744, 2.67214979258e-05, -0.0004586331020375, 1.7000132989845425, 1.5092389733e-06, -0.0002056580139249, 6.02806121569e-05]|1097.7387079853608611|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-3.4999650248136605, 0.9999321951400744, 2.67214979258e-05, -0.0004586331020375, 1.7000132989845425, 1.5092389733e-06, -0.0002056580139249, 6.02806121569e-05]|1097.7387079853608611|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[-3.4999650248136605, 0.9999321951400744, 2.67214979258e-05, -0.0004586331020375, 1.7000132989845425, 1.5092389733e-06, -0.0002056580139249, 6.02806121569e-05]|1097.7387079853608611|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-3.4999650248136605, 0.9999321951400744, 2.67214979258e-05, -0.0004586331020375, 1.7000132989845425, 1.5092389733e-06, -0.0002056580139249, 6.02806121569e-05]|1097.7387079853608611|      0.00000048|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-3.4999650485672875, 0.9999322806527061, 2.67335735348e-05, -0.0004589379587541, 1.700013345017847, 1.5783077616e-06, -0.000205681097264, 6.06255631523e-05]|1096.5547737704030169|      0.00000095|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[-3.4999650485672875, 0.9999322806527061, 2.67335735348e-05, -0.0004589379587541, 1.700013345017847, 1.5783077616e-06, -0.000205681097264, 6.06255631523e-05]|1096.5547737704030169|      0.00000048|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-3.49996515404183, 0.9999322652673617, 2.65955445532e-05, -0.0004592887181163, 1.7000133846120051, 1.6356681027e-06, -0.0002054678963306, 6.04718900789e-05]|1095.3099435753731541|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[-3.49996515404183, 0.9999322652673617, 2.65955445532e-05, -0.0004592887181163, 1.7000133846120051, 1.6356681027e-06, -0.0002054678963306, 6.04718900789e-05]|1095.3099435753731541|      0.00000048|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[-3.4999652918352617, 0.9999320577253901, 2.66518783277e-05, -0.0004595963935959, 1.7000136296684127, 1.6195851846e-06, -0.0002055321208773, 6.05270188843e-05]|1094.4523963681119767|      0.00000095|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-3.4999652918352617, 0.9999320577253901, 2.66518783277e-05, -0.0004595963935959, 1.7000136296684127, 1.6195851846e-06, -0.0002055321208773, 6.05270188843e-05]|1094.4523963681119767|      0.00000048|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-3.4999652918352617, 0.9999320577253901, 2.66518783277e-05, -0.0004595963935959, 1.7000136296684127, 1.6195851846e-06, -0.0002055321208773, 6.05270188843e-05]|1094.4523963681119767|      0.00000024|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[-3.499965307566943, 0.9999320769537431, 2.67205147219e-05, -0.0004598155265733, 1.7000136390226992, 1.5897901261e-06, -0.0002055809259201, 6.05152372573e-05]|1093.8189060688807785|      0.00000048|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[-3.4999654015969037, 0.9999320419486919, 2.67110550506e-05, -0.0004601657505008, 1.7000135237819332, 1.7332955405e-06, -0.0002057554849578, 6.03414117478e-05]|1093.0494387737358011|      0.00000095|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[-3.4999654015969037, 0.9999320419486919, 2.67110550506e-05, -0.0004601657505008, 1.7000135237819332, 1.7332955405e-06, -0.0002057554849578, 6.03414117478e-05]|1093.0494387737358011|      0.00000048|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[-3.4999654015969037, 0.9999320419486919, 2.67110550506e-05, -0.0004601657505008, 1.7000135237819332, 1.7332955405e-06, -0.0002057554849578, 6.03414117478e-05]|1093.0494387737358011|      0.00000024|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[-3.4999654458290954, 0.9999320056710801, 2.67193025439e-05, -0.0004603085817051, 1.7000135004284287, 1.6838066869e-06, -0.0002057647347471, 6.05146803297e-05]|1092.4048888674587943|      0.00000048|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[-3.4999654458290954, 0.9999320056710801, 2.67193025439e-05, -0.0004603085817051, 1.7000135004284287, 1.6838066869e-06, -0.0002057647347471, 6.05146803297e-05]|1092.4048888674587943|      0.00000024|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
