k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      24|[10.643319187116328, 2.953270936273786, 0.601754546715, 40.305200153456866, -0.4761529518312568, -1.4624810401334305, 26.307250240931246, -0.7324775525592743, 1.2904233530068603]|851.4426879882812500|      0.25000000|[253, 0, 0, 63]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[10.643319187116328, 2.953270936273786, 0.601754546715, 40.305200153456866, -0.4761529518312568, -1.4624810401334305, 26.307250240931246, -0.7324775525592743, 1.2904233530068603]|851.4426879882812500|      0.12500000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      26|[10.643319187116328, 2.953270936273786, 0.601754546715, 40.305200153456866, -0.4761529518312568, -1.4624810401334305, 26.307250240931246, -0.7324775525592743, 1.2904233530068603]|851.4426879882812500|      0.06250000|[277, 0, 0, 69]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[10.646753375939973, 2.9340711974452653, 0.5834724671954057, 40.32166669709091, -0.4803465311669692, -1.4669552241303783, 26.311561351405686, -0.689060857367152, 1.2591304566849213]|850.1221313476562500|      0.12500000|[285, 0, 0, 71]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[10.637998255061895, 2.9212246809452647, 0.5593291725584667, 40.342502504581915, -0.4525018854506575, -1.360383452580839, 26.302682682869623, -0.6434210586135662, 1.2675919312007493]|848.6234741210937500|      0.25000000|[293, 0, 0, 73]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      29|[10.637998255061895, 2.9212246809452647, 0.5593291725584667, 40.342502504581915, -0.4525018854506575, -1.360383452580839, 26.302682682869623, -0.6434210586135662, 1.2675919312007493]|848.6234741210937500|      0.12500000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      30|[10.5927982611612, 2.9544405500063995, 0.5829143859717931, 40.42572953755484, -0.460901790094999, -1.401358936129806, 26.29127626876241, -0.642484295334145, 1.3234053061778157]|847.9396362304687500|      0.25000000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      31|[10.5927982611612, 2.9544405500063995, 0.5829143859717931, 40.42572953755484, -0.460901790094999, -1.401358936129806, 26.29127626876241, -0.642484295334145, 1.3234053061778157]|847.9396362304687500|      0.12500000|[325, 0, 0, 81]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      32|[10.630911314614151, 3.05085812068704, 0.5742086761248958, 40.443544281231645, -0.5154197701562457, -1.3999738377126985, 26.29845863869021, -0.6257775769907731, 1.2890823805863223]|844.7747192382812500|      0.25000000|[333, 0, 0, 83]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      33|[10.601666727419488, 3.0307261559506404, 0.5382315748726484, 40.50629918859033, -0.6433000095149307, -1.4451369378321441, 26.44027947194961, -0.5665009099522484, 1.4073490059340272]|843.7868652343750000|      0.50000000|[341, 0, 0, 85]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[10.601666727419488, 3.0307261559506404, 0.5382315748726484, 40.50629918859033, -0.6433000095149307, -1.4451369378321441, 26.44027947194961, -0.5665009099522484, 1.4073490059340272]|843.7868652343750000|      0.25000000|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[10.601666727419488, 3.0307261559506404, 0.5382315748726484, 40.50629918859033, -0.6433000095149307, -1.4451369378321441, 26.44027947194961, -0.5665009099522484, 1.4073490059340272]|843.7868652343750000|      0.12500000|[365, 0, 0, 91]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
