k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[119.98008146384902, -0.0213391999747658, 0.8724817214182701, 109.99491086483305, 0.1093572483095053, 0.7931443435341908, 100.01642842036998, 0.2633297776779308, 0.7041669530019551, 87.99405483954368, 0.3799693764750647, 0.7379358583368357, 86.00814922574688, 0.3793201163860099, 0.6555373952381178, 84.01459205219308, 0.4629979069443766, 0.5336941397218257, 80.00474223073134, 0.6665095136379577, 0.3336294097367565, 76.01500555368523, 0.8728007860387759, 0.1302396369315996, 886.3975840780549, 910.007173974395, 922.5197378012458, 926.4654445443459, 935.5627094777898, 952.8295416447602, 975.7423207311576]|440.5251770019531250|      0.12500000|[1034, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[119.98008146384902, -0.0213391999747658, 0.8724817214182701, 109.99491086483305, 0.1093572483095053, 0.7931443435341908, 100.01642842036998, 0.2633297776779308, 0.7041669530019551, 87.99405483954368, 0.3799693764750647, 0.7379358583368357, 86.00814922574688, 0.3793201163860099, 0.6555373952381178, 84.01459205219308, 0.4629979069443766, 0.5336941397218257, 80.00474223073134, 0.6665095136379577, 0.3336294097367565, 76.01500555368523, 0.8728007860387759, 0.1302396369315996, 886.3975840780549, 910.007173974395, 922.5197378012458, 926.4654445443459, 935.5627094777898, 952.8295416447602, 975.7423207311576]|440.5251770019531250|      0.06250000|[1128, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[119.98008146384902, -0.0213391999747658, 0.8724817214182701, 109.99491086483305, 0.1093572483095053, 0.7931443435341908, 100.01642842036998, 0.2633297776779308, 0.7041669530019551, 87.99405483954368, 0.3799693764750647, 0.7379358583368357, 86.00814922574688, 0.3793201163860099, 0.6555373952381178, 84.01459205219308, 0.4629979069443766, 0.5336941397218257, 80.00474223073134, 0.6665095136379577, 0.3336294097367565, 76.01500555368523, 0.8728007860387759, 0.1302396369315996, 886.3975840780549, 910.007173974395, 922.5197378012458, 926.4654445443459, 935.5627094777898, 952.8295416447602, 975.7423207311576]|440.5251770019531250|      0.03125000|[1223, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      14|[119.97821707540612, -0.0366424501127918, 0.8618474940001458, 109.99346955325139, 0.1042793169079876, 0.7916763757973764, 100.01829607932059, 0.2476856415618486, 0.6985582866954724, 87.99285141651218, 0.3881544262345791, 0.7396039310977363, 86.00880569238261, 0.3898131134106998, 0.6598131693280752, 84.01339624551645, 0.4640220093323762, 0.536797031451781, 80.00479615864681, 0.6609249393602749, 0.3279863584879573, 76.01633223506961, 0.8706031086941544, 0.133530737501593, 886.3956830952125, 910.0074911620742, 922.521329754899, 926.4673238160786, 935.564320046254, 952.8273842939693, 975.7397759918999]|310.8085021972656250|      0.06250000|[1317, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      15|[119.97821707540612, -0.0366424501127918, 0.8618474940001458, 109.99346955325139, 0.1042793169079876, 0.7916763757973764, 100.01829607932059, 0.2476856415618486, 0.6985582866954724, 87.99285141651218, 0.3881544262345791, 0.7396039310977363, 86.00880569238261, 0.3898131134106998, 0.6598131693280752, 84.01339624551645, 0.4640220093323762, 0.536797031451781, 80.00479615864681, 0.6609249393602749, 0.3279863584879573, 76.01633223506961, 0.8706031086941544, 0.133530737501593, 886.3956830952125, 910.0074911620742, 922.521329754899, 926.4673238160786, 935.564320046254, 952.8273842939693, 975.7397759918999]|310.8085021972656250|      0.03125000|[1412, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      16|[119.97821707540612, -0.0366424501127918, 0.8618474940001458, 109.99346955325139, 0.1042793169079876, 0.7916763757973764, 100.01829607932059, 0.2476856415618486, 0.6985582866954724, 87.99285141651218, 0.3881544262345791, 0.7396039310977363, 86.00880569238261, 0.3898131134106998, 0.6598131693280752, 84.01339624551645, 0.4640220093323762, 0.536797031451781, 80.00479615864681, 0.6609249393602749, 0.3279863584879573, 76.01633223506961, 0.8706031086941544, 0.133530737501593, 886.3956830952125, 910.0074911620742, 922.521329754899, 926.4673238160786, 935.564320046254, 952.8273842939693, 975.7397759918999]|310.8085021972656250|      0.01562500|[1506, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      17|[119.97663181949403, -0.0280988020905123, 0.8647467660986502, 109.99278468761482, 0.0947655933235414, 0.7884106435573854, 100.01908386225574, 0.2442037896655882, 0.6988768242175661, 87.99215454907358, 0.3907707661165923, 0.7407313351524472, 86.00830162293137, 0.3945437998232007, 0.6600964430686245, 84.01430061291138, 0.4656435423190277, 0.5377165656423616, 80.00461152058455, 0.658497097146894, 0.3273550200107316, 76.01541011654453, 0.8703117571034351, 0.1330535993633302, 886.3967784886119, 910.0074286895552, 922.5216941051046, 926.4672777966401, 935.5636602561761, 952.8283126070413, 975.7398346022364]|235.8882293701171875|      0.03125000|[1600, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      18|[119.97475661489936, -0.0412530069171882, 0.8628711580153917, 109.99564827019078, 0.0846064956043285, 0.7900281291070245, 100.01654200811258, 0.2306676394691408, 0.6936525311960305, 87.99459837186734, 0.398218558217116, 0.7448606967177338, 86.0085511072275, 0.4040290013812311, 0.6625585728670957, 84.01606156924613, 0.4729510332019788, 0.5389079865748478, 80.00364745133174, 0.6502311451403132, 0.3281355939871569, 76.01383232001649, 0.8711681380615226, 0.1419929779871822, 886.3965933289263, 910.0010040438967, 922.5201122026148, 926.4650401416782, 935.5688194878713, 952.8299810736536, 975.738507289165]|154.5458526611328125|      0.06250000|[1693, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      19|[119.97475661489936, -0.0412530069171882, 0.8628711580153917, 109.99564827019078, 0.0846064956043285, 0.7900281291070245, 100.01654200811258, 0.2306676394691408, 0.6936525311960305, 87.99459837186734, 0.398218558217116, 0.7448606967177338, 86.0085511072275, 0.4040290013812311, 0.6625585728670957, 84.01606156924613, 0.4729510332019788, 0.5389079865748478, 80.00364745133174, 0.6502311451403132, 0.3281355939871569, 76.01383232001649, 0.8711681380615226, 0.1419929779871822, 886.3965933289263, 910.0010040438967, 922.5201122026148, 926.4650401416782, 935.5688194878713, 952.8299810736536, 975.738507289165]|154.5458526611328125|      0.03125000|[1786, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      20|[119.97475661489936, -0.0412530069171882, 0.8628711580153917, 109.99564827019078, 0.0846064956043285, 0.7900281291070245, 100.01654200811258, 0.2306676394691408, 0.6936525311960305, 87.99459837186734, 0.398218558217116, 0.7448606967177338, 86.0085511072275, 0.4040290013812311, 0.6625585728670957, 84.01606156924613, 0.4729510332019788, 0.5389079865748478, 80.00364745133174, 0.6502311451403132, 0.3281355939871569, 76.01383232001649, 0.8711681380615226, 0.1419929779871822, 886.3965933289263, 910.0010040438967, 922.5201122026148, 926.4650401416782, 935.5688194878713, 952.8299810736536, 975.738507289165]|154.5458526611328125|      0.01562500|[1880, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      21|[119.97475661489936, -0.0412530069171882, 0.8628711580153917, 109.99564827019078, 0.0846064956043285, 0.7900281291070245, 100.01654200811258, 0.2306676394691408, 0.6936525311960305, 87.99459837186734, 0.398218558217116, 0.7448606967177338, 86.0085511072275, 0.4040290013812311, 0.6625585728670957, 84.01606156924613, 0.4729510332019788, 0.5389079865748478, 80.00364745133174, 0.6502311451403132, 0.3281355939871569, 76.01383232001649, 0.8711681380615226, 0.1419929779871822, 886.3965933289263, 910.0010040438967, 922.5201122026148, 926.4650401416782, 935.5688194878713, 952.8299810736536, 975.738507289165]|154.5458526611328125|      0.00781250|[1973, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      22|[119.97473634369061, -0.0386453798506164, 0.8640643377819164, 109.99580288680326, 0.0794121603841607, 0.7877042978284439, 100.0164241161982, 0.2303131352390806, 0.6926164711324853, 87.99464468708776, 0.3979336439990877, 0.7457919625864956, 86.00856177678243, 0.4064640197788242, 0.6646912488032118, 84.01577172674612, 0.4744145367632918, 0.5393863241879499, 80.00325943684648, 0.6493159016636563, 0.3286228723540138, 76.01365240297127, 0.8703851948925879, 0.1428119690687013, 886.3972378439628, 910.000478403101, 922.5201130633585, 926.4664364164418, 935.5688056330098, 952.8300479909382, 975.7381573823208]|130.1195373535156250|      0.01562500|[2066, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      23|[119.97572684228321, -0.0427422440269345, 0.8616401166632572, 109.99848214394676, 0.0734461206941103, 0.7869314931411299, 100.0157777251798, 0.2246142563975575, 0.6916203208882651, 87.99532662072299, 0.4008097096155508, 0.7440270040262863, 86.00618280618255, 0.4158658792366463, 0.6683343135993225, 84.01586525989387, 0.4766366881800589, 0.5386211887599875, 80.00404842802297, 0.6465053407798469, 0.3277715868882036, 76.013729351142, 0.8708067075420416, 0.1413492669597318, 886.397157251171, 910.0000736150043, 922.5224903061276, 926.467497207385, 935.568763554988, 952.8300380260092, 975.7382716518752]|102.1717987060546875|      0.03125000|[2160, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      24|[119.97572684228321, -0.0427422440269345, 0.8616401166632572, 109.99848214394676, 0.0734461206941103, 0.7869314931411299, 100.0157777251798, 0.2246142563975575, 0.6916203208882651, 87.99532662072299, 0.4008097096155508, 0.7440270040262863, 86.00618280618255, 0.4158658792366463, 0.6683343135993225, 84.01586525989387, 0.4766366881800589, 0.5386211887599875, 80.00404842802297, 0.6465053407798469, 0.3277715868882036, 76.013729351142, 0.8708067075420416, 0.1413492669597318, 886.397157251171, 910.0000736150043, 922.5224903061276, 926.467497207385, 935.568763554988, 952.8300380260092, 975.7382716518752]|102.1717987060546875|      0.01562500|[2255, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      25|[119.97572684228321, -0.0427422440269345, 0.8616401166632572, 109.99848214394676, 0.0734461206941103, 0.7869314931411299, 100.0157777251798, 0.2246142563975575, 0.6916203208882651, 87.99532662072299, 0.4008097096155508, 0.7440270040262863, 86.00618280618255, 0.4158658792366463, 0.6683343135993225, 84.01586525989387, 0.4766366881800589, 0.5386211887599875, 80.00404842802297, 0.6465053407798469, 0.3277715868882036, 76.013729351142, 0.8708067075420416, 0.1413492669597318, 886.397157251171, 910.0000736150043, 922.5224903061276, 926.467497207385, 935.568763554988, 952.8300380260092, 975.7382716518752]|102.1717987060546875|      0.00781250|[2350, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      26|[119.97572684228321, -0.0427422440269345, 0.8616401166632572, 109.99848214394676, 0.0734461206941103, 0.7869314931411299, 100.0157777251798, 0.2246142563975575, 0.6916203208882651, 87.99532662072299, 0.4008097096155508, 0.7440270040262863, 86.00618280618255, 0.4158658792366463, 0.6683343135993225, 84.01586525989387, 0.4766366881800589, 0.5386211887599875, 80.00404842802297, 0.6465053407798469, 0.3277715868882036, 76.013729351142, 0.8708067075420416, 0.1413492669597318, 886.397157251171, 910.0000736150043, 922.5224903061276, 926.467497207385, 935.568763554988, 952.8300380260092, 975.7382716518752]|102.1717987060546875|      0.00390625|[2445, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      27|[119.97579100501413, -0.0414998341465629, 0.8622878547121556, 109.99806446543613, 0.0714608992239878, 0.786549377628285, 100.0159383466494, 0.2245543890554727, 0.6914211903720655, 87.99479280126344, 0.400876704843273, 0.7443857517167396, 86.00590308534632, 0.4177217710638141, 0.6691794758425667, 84.01615661965134, 0.4772019316728125, 0.5396555976591547, 80.00473088901794, 0.6455797469592388, 0.3275160117951217, 76.01391390558685, 0.8709841823438559, 0.1416756504606427, 886.3970705832834, 909.9997112801506, 922.5223045091386, 926.4672839722049, 935.5685000683851, 952.8310140196845, 975.7384472646083]| 97.4104843139648438|      0.00781250|[2539, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      28|[119.979017571966, -0.0430187785656849, 0.8598136238360693, 109.99715065178805, 0.0705144341950491, 0.7867363753245916, 100.01680111621269, 0.2234902791110998, 0.6884486650550985, 87.99309696437632, 0.4025516541757104, 0.7437602236748992, 86.00375984405454, 0.4181386853011569, 0.6702103298822121, 84.01690288017102, 0.4781545015529539, 0.5409339679080821, 80.00506829302115, 0.6447884517837486, 0.3265592485234707, 76.0149479752948, 0.8711388512642914, 0.1416744495661772, 886.3985831626378, 909.9985789898935, 922.5215325376209, 926.4656601285949, 935.5670861723261, 952.8305475404338, 975.7401641789554]| 93.7861557006835938|      0.01562500|[2635, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      29|[119.979017571966, -0.0430187785656849, 0.8598136238360693, 109.99715065178805, 0.0705144341950491, 0.7867363753245916, 100.01680111621269, 0.2234902791110998, 0.6884486650550985, 87.99309696437632, 0.4025516541757104, 0.7437602236748992, 86.00375984405454, 0.4181386853011569, 0.6702103298822121, 84.01690288017102, 0.4781545015529539, 0.5409339679080821, 80.00506829302115, 0.6447884517837486, 0.3265592485234707, 76.0149479752948, 0.8711388512642914, 0.1416744495661772, 886.3985831626378, 909.9985789898935, 922.5215325376209, 926.4656601285949, 935.5670861723261, 952.8305475404338, 975.7401641789554]| 93.7861557006835938|      0.00781250|[2728, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      30|[119.97834951884828, -0.0415279107163514, 0.8589250317188543, 109.99588782144265, 0.0678154052786685, 0.7858606034413808, 100.01603768023622, 0.2217784207463548, 0.6878441927533283, 87.99379444327232, 0.3999761288471627, 0.74355690800968, 86.00353584856317, 0.4211150322246903, 0.6719128178625295, 84.01857782237815, 0.4820705944660258, 0.5408013589073587, 80.0055539557845, 0.6445467865599294, 0.3262308566652844, 76.01591131898212, 0.8717643330831151, 0.142178563478069, 886.3994364007244, 909.9992672558438, 922.521217411004, 926.4665997274064, 935.5668955260136, 952.8308699580298, 975.7385441410978]| 86.0972824096679688|      0.01562500|[2822, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      31|[119.97834951884828, -0.0415279107163514, 0.8589250317188543, 109.99588782144265, 0.0678154052786685, 0.7858606034413808, 100.01603768023622, 0.2217784207463548, 0.6878441927533283, 87.99379444327232, 0.3999761288471627, 0.74355690800968, 86.00353584856317, 0.4211150322246903, 0.6719128178625295, 84.01857782237815, 0.4820705944660258, 0.5408013589073587, 80.0055539557845, 0.6445467865599294, 0.3262308566652844, 76.01591131898212, 0.8717643330831151, 0.142178563478069, 886.3994364007244, 909.9992672558438, 922.521217411004, 926.4665997274064, 935.5668955260136, 952.8308699580298, 975.7385441410978]| 86.0972824096679688|      0.00781250|[2916, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      32|[119.97828317952299, -0.0450020470808814, 0.8565945088845036, 109.99554138453728, 0.0676701697829675, 0.7880100509462442, 100.01782145753467, 0.2195444307887468, 0.6871579875624886, 87.99468649060522, 0.3997537904266842, 0.7435282317521436, 86.00373321303016, 0.4228076153496884, 0.6720920915282385, 84.01974749580557, 0.4853164254090638, 0.5415270583904467, 80.00771007514847, 0.6432431237845295, 0.3261629261703287, 76.01598543521979, 0.8708637910340962, 0.1421802285298233, 886.4011882866164, 909.9986113893152, 922.5200101387173, 926.4662812174596, 935.5669413824135, 952.829757918988, 975.737875895412]| 84.4103393554687500|      0.01562500|[3009, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      33|[119.97828317952299, -0.0450020470808814, 0.8565945088845036, 109.99554138453728, 0.0676701697829675, 0.7880100509462442, 100.01782145753467, 0.2195444307887468, 0.6871579875624886, 87.99468649060522, 0.3997537904266842, 0.7435282317521436, 86.00373321303016, 0.4228076153496884, 0.6720920915282385, 84.01974749580557, 0.4853164254090638, 0.5415270583904467, 80.00771007514847, 0.6432431237845295, 0.3261629261703287, 76.01598543521979, 0.8708637910340962, 0.1421802285298233, 886.4011882866164, 909.9986113893152, 922.5200101387173, 926.4662812174596, 935.5669413824135, 952.829757918988, 975.737875895412]| 84.4103393554687500|      0.00781250|[3103, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      34|[119.97860329262066, -0.0407538470403799, 0.8587846406021714, 109.99604843207463, 0.0653357192284713, 0.7877507399505865, 100.01915132632965, 0.2200053659360104, 0.6883307132540967, 87.99674131664685, 0.3993471265335322, 0.7432791670188813, 86.0043907503153, 0.4263437829593508, 0.6715199250634019, 84.01893381232975, 0.4859651204648593, 0.5426153531693899, 80.00714183040192, 0.6429280170649695, 0.32756240387691, 76.01729149431233, 0.871612669037983, 0.1418463450020901, 886.4015945633959, 909.9975876066852, 922.5204789217426, 926.4668037296675, 935.5667708899022, 952.8308089965476, 975.7390500701274]| 80.5020370483398438|      0.01562500|[3199, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      35|[119.97860329262066, -0.0407538470403799, 0.8587846406021714, 109.99604843207463, 0.0653357192284713, 0.7877507399505865, 100.01915132632965, 0.2200053659360104, 0.6883307132540967, 87.99674131664685, 0.3993471265335322, 0.7432791670188813, 86.0043907503153, 0.4263437829593508, 0.6715199250634019, 84.01893381232975, 0.4859651204648593, 0.5426153531693899, 80.00714183040192, 0.6429280170649695, 0.32756240387691, 76.01729149431233, 0.871612669037983, 0.1418463450020901, 886.4015945633959, 909.9975876066852, 922.5204789217426, 926.4668037296675, 935.5667708899022, 952.8308089965476, 975.7390500701274]| 80.5020370483398438|      0.00781250|[3293, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      36|[119.97860329262066, -0.0407538470403799, 0.8587846406021714, 109.99604843207463, 0.0653357192284713, 0.7877507399505865, 100.01915132632965, 0.2200053659360104, 0.6883307132540967, 87.99674131664685, 0.3993471265335322, 0.7432791670188813, 86.0043907503153, 0.4263437829593508, 0.6715199250634019, 84.01893381232975, 0.4859651204648593, 0.5426153531693899, 80.00714183040192, 0.6429280170649695, 0.32756240387691, 76.01729149431233, 0.871612669037983, 0.1418463450020901, 886.4015945633959, 909.9975876066852, 922.5204789217426, 926.4668037296675, 935.5667708899022, 952.8308089965476, 975.7390500701274]| 80.5020370483398438|      0.00390625|[3386, 1152, 0, 72]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      37|[119.9784658316624, -0.0431933715865308, 0.8572661865825868, 109.99622473709432, 0.0663503272456963, 0.7885482029983301, 100.01925997789093, 0.2194600128115683, 0.6875247077690165, 87.99723721132865, 0.3989228923073843, 0.7427943774663137, 86.00427685819312, 0.4273696311075088, 0.6715809434720476, 84.01872339142449, 0.4870737679830306, 0.5424014350035744, 80.00659180314936, 0.6433493737018374, 0.3278444386085658, 76.01761560278231, 0.87101278251749, 0.1421380742159302, 886.4015783221241, 909.997721792013, 922.520542372442, 926.4669681538911, 935.5670238443271, 952.8310435039905, 975.7390734301001]| 77.2439422607421875|      0.00781250|[3479, 1184, 0, 74]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
