k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      15|[20.0334405199694, 2.345249545442553, 2.0688253523044815, 2.097649632592621, 0.553862860457322]|3353.0148925781250000|      0.12500000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[20.0334405199694, 2.345249545442553, 2.0688253523044815, 2.097649632592621, 0.553862860457322]|3353.0148925781250000|      0.06250000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[20.036842140549695, 2.3583914013906586, 2.074800328876016, 2.1020196190746088, 0.4933056687061863]|3306.1284179687500000|      0.12500000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[20.036842140549695, 2.3583914013906586, 2.074800328876016, 2.1020196190746088, 0.4933056687061863]|3306.1284179687500000|      0.06250000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[20.041658166725856, 2.386979621570712, 2.0809006349511896, 2.1062033441898196, 0.548178724651312]|3277.0749511718750000|      0.12500000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[20.041658166725856, 2.386979621570712, 2.0809006349511896, 2.1062033441898196, 0.548178724651312]|3277.0749511718750000|      0.06250000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[20.044713833803772, 2.397959958303236, 2.0862239034406325, 2.1106753263073372, 0.4871212984651449]|3238.7438964843750000|      0.12500000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[20.044713833803772, 2.397959958303236, 2.0862239034406325, 2.1106753263073372, 0.4871212984651449]|3238.7438964843750000|      0.06250000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[20.044713833803772, 2.397959958303236, 2.0862239034406325, 2.1106753263073372, 0.4871212984651449]|3238.7438964843750000|      0.03125000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[20.046990302776877, 2.411038378415385, 2.089097358404706, 2.112664693032722, 0.5151947876139132]|3156.6962890625000000|      0.06250000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[20.05861234616435, 2.4673031069149096, 2.1069413699441832, 2.1245362714845886, 0.5031069709535442]|3063.0661621093750000|      0.12500000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
