k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[33, 0, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=0
      12|[107.46804517540825, 0.0943085348231804, 0.9085756268215264, 102.3994451770478, 0.1834109177791195, 0.8184178496348167, 97.4403766662082, 0.2833613696626611, 0.7160295869935925, 96.29927540952373, 0.3046427606500155, 0.695230681197508, 93.98989771427789, 0.3561997896496416, 0.6432395074987503, 89.71909852089463, 0.4676007959881296, 0.5319458850888031, 83.71033133364853, 0.6580688633175891, 0.3418525363829379, 78.30953887482062, 0.8760519540508347, 0.1233932453226796, 886.3695905358715, 910.009845969197, 922.5199294176404, 926.4600588496469, 935.5592798939974, 952.8299599870111, 975.7298119411491]|  0.4271145880660194|      0.00390625|[396, 0, 12, 36]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      13|[107.46804517540825, 0.0943085348231804, 0.9085756268215264, 102.3994451770478, 0.1834109177791195, 0.8184178496348167, 97.4403766662082, 0.2833613696626611, 0.7160295869935925, 96.29927540952373, 0.3046427606500155, 0.695230681197508, 93.98989771427789, 0.3561997896496416, 0.6432395074987503, 89.71909852089463, 0.4676007959881296, 0.5319458850888031, 83.71033133364853, 0.6580688633175891, 0.3418525363829379, 78.30953887482062, 0.8760519540508347, 0.1233932453226796, 886.3695905358715, 910.009845969197, 922.5199294176404, 926.4600588496469, 935.5592798939974, 952.8299599870111, 975.7298119411491]|  0.4271145880660194|      0.00195312|[429, 0, 13, 39]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      14|[107.46769628627194, 0.094759892926057, 0.909182782769795, 102.39941566980653, 0.1826513965593427, 0.8186434140654021, 97.44079497463093, 0.2841421791309517, 0.7165629920269615, 96.29905357319758, 0.304472614066087, 0.6951146217795542, 93.98999488641486, 0.3560099998070059, 0.643713394829982, 89.71930542137478, 0.4681478806019482, 0.5317042535158042, 83.71049887546218, 0.6577458287940822, 0.3418604982285448, 78.30947657168409, 0.8759889475532658, 0.123698427733662, 886.3693449327046, 910.0094243398706, 922.5198439480439, 926.4600808030747, 935.5593739846374, 952.8299456351255, 975.730226975342]|  0.3763021955388298|      0.00390625|[462, 0, 14, 42]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      15|[107.46769628627194, 0.094759892926057, 0.909182782769795, 102.39941566980653, 0.1826513965593427, 0.8186434140654021, 97.44079497463093, 0.2841421791309517, 0.7165629920269615, 96.29905357319758, 0.304472614066087, 0.6951146217795542, 93.98999488641486, 0.3560099998070059, 0.643713394829982, 89.71930542137478, 0.4681478806019482, 0.5317042535158042, 83.71049887546218, 0.6577458287940822, 0.3418604982285448, 78.30947657168409, 0.8759889475532658, 0.123698427733662, 886.3693449327046, 910.0094243398706, 922.5198439480439, 926.4600808030747, 935.5593739846374, 952.8299456351255, 975.730226975342]|  0.3763021955388298|      0.00195312|[495, 0, 15, 45]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      16|[107.46770346459496, 0.0944707481980061, 0.9096126792719731, 102.39967009710017, 0.1835475832287577, 0.8191020890647088, 97.4412379935045, 0.2838538621073249, 0.7162966064523851, 96.29893006584125, 0.3051227116034891, 0.6954872967288408, 93.99045545376018, 0.3561743639360567, 0.6439958150418758, 89.71947088792164, 0.4677344053624125, 0.5320931747363472, 83.71049174599496, 0.6578113365964883, 0.3418098178120894, 78.30910164894128, 0.8762996840871909, 0.1234098772828219, 886.3688874523065, 910.0098399820854, 922.5196874866175, 926.4603030755982, 935.5595604442091, 952.8300710171467, 975.7304235117489]|  0.3018341691083514|      0.00390625|[528, 0, 16, 48]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      17|[107.46770346459496, 0.0944707481980061, 0.9096126792719731, 102.39967009710017, 0.1835475832287577, 0.8191020890647088, 97.4412379935045, 0.2838538621073249, 0.7162966064523851, 96.29893006584125, 0.3051227116034891, 0.6954872967288408, 93.99045545376018, 0.3561743639360567, 0.6439958150418758, 89.71947088792164, 0.4677344053624125, 0.5320931747363472, 83.71049174599496, 0.6578113365964883, 0.3418098178120894, 78.30910164894128, 0.8762996840871909, 0.1234098772828219, 886.3688874523065, 910.0098399820854, 922.5196874866175, 926.4603030755982, 935.5595604442091, 952.8300710171467, 975.7304235117489]|  0.3018341691083514|      0.00195312|[561, 0, 17, 51]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      18|[107.46770346459496, 0.0944707481980061, 0.9096126792719731, 102.39967009710017, 0.1835475832287577, 0.8191020890647088, 97.4412379935045, 0.2838538621073249, 0.7162966064523851, 96.29893006584125, 0.3051227116034891, 0.6954872967288408, 93.99045545376018, 0.3561743639360567, 0.6439958150418758, 89.71947088792164, 0.4677344053624125, 0.5320931747363472, 83.71049174599496, 0.6578113365964883, 0.3418098178120894, 78.30910164894128, 0.8762996840871909, 0.1234098772828219, 886.3688874523065, 910.0098399820854, 922.5196874866175, 926.4603030755982, 935.5595604442091, 952.8300710171467, 975.7304235117489]|  0.3018341691083514|      0.00097656|[594, 0, 18, 54]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      19|[107.46782111114018, 0.0946302004939911, 0.909688801549462, 102.39953459887009, 0.1831810465809897, 0.8191536738617341, 97.44120536828572, 0.2843452247884133, 0.7163564570557817, 96.29915005871715, 0.3049105838731047, 0.6955645469885979, 93.99061033216137, 0.3561066193501255, 0.6441828631688097, 89.71960299506252, 0.4679802022538904, 0.5322353585236451, 83.71032010226719, 0.6578672254339761, 0.3418964856258179, 78.30921040597632, 0.8760894299168408, 0.1233120114811008, 886.3690604071498, 910.0098406284455, 922.5198017273013, 926.4600896296463, 935.5594826790863, 952.8299309503179, 975.7305855311346]|  0.2433570783388147|      0.00195312|[627, 0, 19, 57]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      20|[107.46812887146255, 0.0944997269665877, 0.9102821446268831, 102.39945493779976, 0.1842392513163694, 0.819593589325019, 97.44092443394057, 0.2849143401727457, 0.7163587491495563, 96.29895834756253, 0.3054201624180178, 0.6953093052466833, 93.99002876729296, 0.3564326789321939, 0.6443655878801288, 89.71965434003823, 0.467578437065615, 0.532145594356642, 83.71058669755458, 0.6580100799107809, 0.3418887992860142, 78.3094162613949, 0.8760624346108092, 0.1228508197904525, 886.3689543131997, 910.0098025670451, 922.5200215467518, 926.4601462213489, 935.5596855143515, 952.8303198633566, 975.7306988598394]|  0.2290382155869277|      0.00390625|[660, 0, 20, 60]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      21|[107.46812887146255, 0.0944997269665877, 0.9102821446268831, 102.39945493779976, 0.1842392513163694, 0.819593589325019, 97.44092443394057, 0.2849143401727457, 0.7163587491495563, 96.29895834756253, 0.3054201624180178, 0.6953093052466833, 93.99002876729296, 0.3564326789321939, 0.6443655878801288, 89.71965434003823, 0.467578437065615, 0.532145594356642, 83.71058669755458, 0.6580100799107809, 0.3418887992860142, 78.3094162613949, 0.8760624346108092, 0.1228508197904525, 886.3689543131997, 910.0098025670451, 922.5200215467518, 926.4601462213489, 935.5596855143515, 952.8303198633566, 975.7306988598394]|  0.2290382155869277|      0.00195312|[693, 0, 21, 63]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      22|[107.46812887146255, 0.0944997269665877, 0.9102821446268831, 102.39945493779976, 0.1842392513163694, 0.819593589325019, 97.44092443394057, 0.2849143401727457, 0.7163587491495563, 96.29895834756253, 0.3054201624180178, 0.6953093052466833, 93.99002876729296, 0.3564326789321939, 0.6443655878801288, 89.71965434003823, 0.467578437065615, 0.532145594356642, 83.71058669755458, 0.6580100799107809, 0.3418887992860142, 78.3094162613949, 0.8760624346108092, 0.1228508197904525, 886.3689543131997, 910.0098025670451, 922.5200215467518, 926.4601462213489, 935.5596855143515, 952.8303198633566, 975.7306988598394]|  0.2290382155869277|      0.00097656|[726, 0, 22, 66]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      23|[107.46834073990333, 0.0948766271451695, 0.9105462391801553, 102.39951829914965, 0.1838574526917099, 0.8193241759241888, 97.44104330892883, 0.2852634744774164, 0.7164525923301993, 96.29904833031033, 0.3055584750067442, 0.6953151423659698, 93.99025805169208, 0.3562546407188502, 0.644425853768267, 89.71982931390801, 0.4676750460869136, 0.5321279345834267, 83.71048074607529, 0.6579829288318836, 0.3418160382486817, 78.30949956470644, 0.8759765282864003, 0.1230339438974883, 886.3690306801138, 910.009610860962, 922.5200201329017, 926.4599740006612, 935.5595116356003, 952.8303713002982, 975.7307630985089]|  0.1837147927562319|      0.00195312|[759, 0, 23, 69]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      24|[107.46834073990333, 0.0948766271451695, 0.9105462391801553, 102.39951829914965, 0.1838574526917099, 0.8193241759241888, 97.44104330892883, 0.2852634744774164, 0.7164525923301993, 96.29904833031033, 0.3055584750067442, 0.6953151423659698, 93.99025805169208, 0.3562546407188502, 0.644425853768267, 89.71982931390801, 0.4676750460869136, 0.5321279345834267, 83.71048074607529, 0.6579829288318836, 0.3418160382486817, 78.30949956470644, 0.8759765282864003, 0.1230339438974883, 886.3690306801138, 910.009610860962, 922.5200201329017, 926.4599740006612, 935.5595116356003, 952.8303713002982, 975.7307630985089]|  0.1837147927562319|      0.00097656|[792, 0, 24, 72]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      25|[107.46834073990333, 0.0948766271451695, 0.9105462391801553, 102.39951829914965, 0.1838574526917099, 0.8193241759241888, 97.44104330892883, 0.2852634744774164, 0.7164525923301993, 96.29904833031033, 0.3055584750067442, 0.6953151423659698, 93.99025805169208, 0.3562546407188502, 0.644425853768267, 89.71982931390801, 0.4676750460869136, 0.5321279345834267, 83.71048074607529, 0.6579829288318836, 0.3418160382486817, 78.30949956470644, 0.8759765282864003, 0.1230339438974883, 886.3690306801138, 910.009610860962, 922.5200201329017, 926.4599740006612, 935.5595116356003, 952.8303713002982, 975.7307630985089]|  0.1837147927562319|      0.00048828|[825, 0, 25, 75]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      26|[107.4682725049881, 0.0946081679316133, 0.9104894007996732, 102.39946553218556, 0.184141910933784, 0.819413008752363, 97.44103766035774, 0.2851910455021269, 0.7164509360026238, 96.29901165162464, 0.3056269194724177, 0.6953683225242366, 93.99027939798803, 0.3562927429322322, 0.6444399802641974, 89.71985558454323, 0.4678046285200083, 0.532107842839607, 83.71049737142712, 0.6579041368106211, 0.3417718369002049, 78.30956799728419, 0.8759743227598419, 0.1230631314909769, 886.3689474804889, 910.0096584427524, 922.5199933801144, 926.459973616448, 935.5594468178979, 952.8303137117609, 975.7307997098601]|  0.1640486759967864|      0.00097656|[858, 0, 26, 78]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      27|[107.4682725049881, 0.0946081679316133, 0.9104894007996732, 102.39946553218556, 0.184141910933784, 0.819413008752363, 97.44103766035774, 0.2851910455021269, 0.7164509360026238, 96.29901165162464, 0.3056269194724177, 0.6953683225242366, 93.99027939798803, 0.3562927429322322, 0.6444399802641974, 89.71985558454323, 0.4678046285200083, 0.532107842839607, 83.71049737142712, 0.6579041368106211, 0.3417718369002049, 78.30956799728419, 0.8759743227598419, 0.1230631314909769, 886.3689474804889, 910.0096584427524, 922.5199933801144, 926.459973616448, 935.5594468178979, 952.8303137117609, 975.7307997098601]|  0.1640486759967864|      0.00048828|[891, 0, 27, 81]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      28|[107.46813235244896, 0.0947336464351776, 0.9105486250987433, 102.39941298554484, 0.183987286374344, 0.8193620654033966, 97.4410349930249, 0.2854303257322438, 0.7165563639789903, 96.29902404094517, 0.3056826076642485, 0.6954662720251148, 93.99026089937968, 0.356416303717958, 0.6445109510103271, 89.71988061498665, 0.4678707912538598, 0.532152295966299, 83.71057630753342, 0.6578366635421407, 0.3417155883624682, 78.30949375194064, 0.8759862431360791, 0.1230140363500348, 886.368871587796, 910.0095279127603, 922.5200227914053, 926.4600011808893, 935.5594040562027, 952.8301990749757, 975.7307987411908]|  0.1552181211050872|      0.00097656|[924, 0, 28, 84]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      29|[107.46813235244896, 0.0947336464351776, 0.9105486250987433, 102.39941298554484, 0.183987286374344, 0.8193620654033966, 97.4410349930249, 0.2854303257322438, 0.7165563639789903, 96.29902404094517, 0.3056826076642485, 0.6954662720251148, 93.99026089937968, 0.356416303717958, 0.6445109510103271, 89.71988061498665, 0.4678707912538598, 0.532152295966299, 83.71057630753342, 0.6578366635421407, 0.3417155883624682, 78.30949375194064, 0.8759862431360791, 0.1230140363500348, 886.368871587796, 910.0095279127603, 922.5200227914053, 926.4600011808893, 935.5594040562027, 952.8301990749757, 975.7307987411908]|  0.1552181211050872|      0.00048828|[957, 0, 29, 87]                                                           |  | used linear model with 33 points | iterate failure | actual_k=0
      30|[107.46813953635774, 0.09466442671781, 0.9106608570058576, 102.39938258061817, 0.1842364658269145, 0.8193695026805711, 97.4410326829137, 0.2853057196295621, 0.716453711779629, 96.29905589280534, 0.3058644734865429, 0.6954576576295891, 93.99039861545145, 0.356454974512154, 0.6445941257077111, 89.71988180196021, 0.4678483891204958, 0.532219128371655, 83.71068358109505, 0.6578381269547419, 0.3416166394762646, 78.30936381446963, 0.8759312596188056, 0.1229562842530032, 886.3688108923834, 910.0095713160014, 922.5200625459979, 926.4600410159956, 935.5593985722528, 952.8301060707431, 975.7308567861808]|  0.1472465195423457|      0.00097656|[990, 0, 30, 90]                                                           |  | used linear model with 33 points | iterate success | actual_k=0
      31|[107.46813953635774, 0.09466442671781, 0.9106608570058576, 102.39938258061817, 0.1842364658269145, 0.8193695026805711, 97.4410326829137, 0.2853057196295621, 0.716453711779629, 96.29905589280534, 0.3058644734865429, 0.6954576576295891, 93.99039861545145, 0.356454974512154, 0.6445941257077111, 89.71988180196021, 0.4678483891204958, 0.532219128371655, 83.71068358109505, 0.6578381269547419, 0.3416166394762646, 78.30936381446963, 0.8759312596188056, 0.1229562842530032, 886.3688108923834, 910.0095713160014, 922.5200625459979, 926.4600410159956, 935.5593985722528, 952.8301060707431, 975.7308567861808]|  0.1472465195423457|      0.00048828|[1023, 0, 31, 93]                                                          |  | used linear model with 33 points | iterate failure | actual_k=0
      32|[107.46813953635774, 0.09466442671781, 0.9106608570058576, 102.39938258061817, 0.1842364658269145, 0.8193695026805711, 97.4410326829137, 0.2853057196295621, 0.716453711779629, 96.29905589280534, 0.3058644734865429, 0.6954576576295891, 93.99039861545145, 0.356454974512154, 0.6445941257077111, 89.71988180196021, 0.4678483891204958, 0.532219128371655, 83.71068358109505, 0.6578381269547419, 0.3416166394762646, 78.30936381446963, 0.8759312596188056, 0.1229562842530032, 886.3688108923834, 910.0095713160014, 922.5200625459979, 926.4600410159956, 935.5593985722528, 952.8301060707431, 975.7308567861808]|  0.1472465195423457|      0.00024414|[1056, 0, 32, 96]                                                          |  | used linear model with 33 points | iterate failure | actual_k=0
      33|[107.46810786743798, 0.0947569836193329, 0.9107297585429025, 102.39941098766869, 0.1841747757491127, 0.8193144730924502, 97.44108938363294, 0.2854145947122148, 0.716492556758765, 96.29910836286665, 0.30585333813493, 0.6954418677364723, 93.99043112278365, 0.3565121407793764, 0.6445736930924812, 89.7199182831229, 0.4678520927528079, 0.5322119644583524, 83.7106291978037, 0.6577633395680236, 0.3416362582798301, 78.3093850656173, 0.87596896858984, 0.1229710971918398, 886.3688108910965, 910.0095860022336, 922.5200739562592, 926.4600214125752, 935.5593951276385, 952.8301027753662, 975.7308615739004]|  0.1424560099841416|      0.00048828|[1089, 0, 33, 99]                                                          |  | used linear model with 33 points | iterate success | actual_k=0
      34|[107.46797697840712, 0.0945532146583492, 0.9106832446737934, 102.39944330698798, 0.1843302160005165, 0.819312316722786, 97.44112072359614, 0.2854055456733791, 0.716542878381502, 96.29895567271424, 0.3060745375339753, 0.695452769037947, 93.99044620790133, 0.3566677268799835, 0.6445936804843243, 89.71985616938147, 0.4679432225693796, 0.5323012355648779, 83.71064442869444, 0.6577747113487306, 0.3415569103337449, 78.30941645523586, 0.875940623613616, 0.1229096469260057, 886.3688676164664, 910.0095684697786, 922.5200315372095, 926.4599240221123, 935.5594285190314, 952.8300484535215, 975.7308423886395]|  0.1405199554918944|      0.00097656|[1122, 0, 34, 102]                                                         |  | used linear model with 33 points | iterate success | actual_k=0
      35|[107.46797697840712, 0.0945532146583492, 0.9106832446737934, 102.39944330698798, 0.1843302160005165, 0.819312316722786, 97.44112072359614, 0.2854055456733791, 0.716542878381502, 96.29895567271424, 0.3060745375339753, 0.695452769037947, 93.99044620790133, 0.3566677268799835, 0.6445936804843243, 89.71985616938147, 0.4679432225693796, 0.5323012355648779, 83.71064442869444, 0.6577747113487306, 0.3415569103337449, 78.30941645523586, 0.875940623613616, 0.1229096469260057, 886.3688676164664, 910.0095684697786, 922.5200315372095, 926.4599240221123, 935.5594285190314, 952.8300484535215, 975.7308423886395]|  0.1405199554918944|      0.00048828|[1155, 0, 35, 105]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
      36|[107.46797697840712, 0.0945532146583492, 0.9106832446737934, 102.39944330698798, 0.1843302160005165, 0.819312316722786, 97.44112072359614, 0.2854055456733791, 0.716542878381502, 96.29895567271424, 0.3060745375339753, 0.695452769037947, 93.99044620790133, 0.3566677268799835, 0.6445936804843243, 89.71985616938147, 0.4679432225693796, 0.5323012355648779, 83.71064442869444, 0.6577747113487306, 0.3415569103337449, 78.30941645523586, 0.875940623613616, 0.1229096469260057, 886.3688676164664, 910.0095684697786, 922.5200315372095, 926.4599240221123, 935.5594285190314, 952.8300484535215, 975.7308423886395]|  0.1405199554918944|      0.00024414|[1188, 0, 36, 108]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
      37|[107.46795086693734, 0.0946710486445933, 0.9107477154024092, 102.39948332863115, 0.1842499672719013, 0.8192827668545344, 97.44112655164093, 0.2855124729225002, 0.7166231858385811, 96.2989891210807, 0.3060963130261672, 0.6954233024374251, 93.99041651147466, 0.3566755072384921, 0.6446187667744189, 89.7198274132093, 0.4679676175393716, 0.5323246327604911, 83.71064841850172, 0.6577612923888299, 0.3415538539189805, 78.30940616811102, 0.8759090261006167, 0.1229083702095965, 886.3688885034968, 910.009544684499, 922.5200375950496, 926.4599809612415, 935.5594125739516, 952.830033623217, 975.7308869022063]|  0.1310381298429326|      0.00048828|[1221, 0, 37, 111]                                                         |  | used linear model with 33 points | iterate success | actual_k=0
      38|[107.46788929749374, 0.0946237894968483, 0.9107406227788664, 102.3995085193227, 0.1843872530709759, 0.8193024508993831, 97.44102312406712, 0.2857306234538136, 0.7166609323386713, 96.29897281217004, 0.3061892834711173, 0.6955504913950813, 93.99044021614954, 0.3569248749924888, 0.6446949642317511, 89.71983531061525, 0.467981515128556, 0.5323414929420353, 83.71063153065388, 0.6577833132650985, 0.3414277037019444, 78.30943959433351, 0.8759278001184163, 0.1228933260779399, 886.368958505403, 910.0095379449415, 922.5200629561502, 926.4601206350992, 935.5594710920544, 952.8299324808061, 975.7309250134132]|  0.1235703892599894|      0.00097656|[1254, 0, 38, 114]                                                         |  | used linear model with 33 points | iterate success | actual_k=0
      39|[107.46788929749374, 0.0946237894968483, 0.9107406227788664, 102.3995085193227, 0.1843872530709759, 0.8193024508993831, 97.44102312406712, 0.2857306234538136, 0.7166609323386713, 96.29897281217004, 0.3061892834711173, 0.6955504913950813, 93.99044021614954, 0.3569248749924888, 0.6446949642317511, 89.71983531061525, 0.467981515128556, 0.5323414929420353, 83.71063153065388, 0.6577833132650985, 0.3414277037019444, 78.30943959433351, 0.8759278001184163, 0.1228933260779399, 886.368958505403, 910.0095379449415, 922.5200629561502, 926.4601206350992, 935.5594710920544, 952.8299324808061, 975.7309250134132]|  0.1235703892599894|      0.00048828|[1287, 0, 39, 117]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
      40|[107.46788929749374, 0.0946237894968483, 0.9107406227788664, 102.3995085193227, 0.1843872530709759, 0.8193024508993831, 97.44102312406712, 0.2857306234538136, 0.7166609323386713, 96.29897281217004, 0.3061892834711173, 0.6955504913950813, 93.99044021614954, 0.3569248749924888, 0.6446949642317511, 89.71983531061525, 0.467981515128556, 0.5323414929420353, 83.71063153065388, 0.6577833132650985, 0.3414277037019444, 78.30943959433351, 0.8759278001184163, 0.1228933260779399, 886.368958505403, 910.0095379449415, 922.5200629561502, 926.4601206350992, 935.5594710920544, 952.8299324808061, 975.7309250134132]|  0.1235703892599894|      0.00024414|[1320, 0, 40, 120]                                                         |  | used linear model with 33 points | iterate failure | actual_k=0
