k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3663286144721168, 0.0744851007213991, 0.0031290635563736, 0.3464682653233525, 0.2829510357844781, 0.2245474039140237, 0.132091794458493, -0.1576045807075024, -0.3605163297957605, 0.0347419001828735, 0.1029943469294904, -0.082730480688528, 0.0764136157871192, -0.285782367153213, 0.1400555222664523, 0.0771493443541392, -0.0631560684569701, 0.1506966265862431, -0.1405210146702356, 0.3477833625548136, -0.1769569525212694, 0.3271303751584042]| 13.9622259140014648|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[1.9823413465349635, -0.239922267527988, -0.4350518545084898, 1.6292279737059057, 0.5926110443365475, 0.2993051269562355, 0.77594343998958, -0.1962044231278183, -0.5782675635596585, -0.0217061239399532, 0.0464536270546725, 0.0159739454336864, 0.7953779699536772, -0.277440080846985, 0.1200476925320617, -0.1206535506265268, -0.3219901216215856, 0.4484081472281546, -0.2167951105087509, 1.1352481549972817, -0.7936280071171259, 0.298531008604388]| 12.1470956802368164|      0.06250000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.9823413465349635, -0.239922267527988, -0.4350518545084898, 1.6292279737059057, 0.5926110443365475, 0.2993051269562355, 0.77594343998958, -0.1962044231278183, -0.5782675635596585, -0.0217061239399532, 0.0464536270546725, 0.0159739454336864, 0.7953779699536772, -0.277440080846985, 0.1200476925320617, -0.1206535506265268, -0.3219901216215856, 0.4484081472281546, -0.2167951105087509, 1.1352481549972817, -0.7936280071171259, 0.298531008604388]| 12.1470956802368164|      0.03125000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      14|[1.9939968179645688, -0.2379604731473529, -0.4350187829562933, 1.6364728676864804, 0.586656653342603, 0.2984453719092798, 0.7646509125281177, -0.1861394424995721, -0.5724244733419758, -0.0246084532997921, 0.0394568404682809, 0.0115139911700946, 0.7941677037772372, -0.2663785068359404, 0.1229902720856131, -0.1176006075525888, -0.3293811532397916, 0.444276869263086, -0.2253937779379935, 1.1417537620701883, -0.801990676181887, 0.295658305068267]| 12.1465272548324066|      0.06250000|[339, 112, 3, 31]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      15|[1.9939968179645688, -0.2379604731473529, -0.4350187829562933, 1.6364728676864804, 0.586656653342603, 0.2984453719092798, 0.7646509125281177, -0.1861394424995721, -0.5724244733419758, -0.0246084532997921, 0.0394568404682809, 0.0115139911700946, 0.7941677037772372, -0.2663785068359404, 0.1229902720856131, -0.1176006075525888, -0.3293811532397916, 0.444276869263086, -0.2253937779379935, 1.1417537620701883, -0.801990676181887, 0.295658305068267]| 12.1465272548324066|      0.03125000|[364, 120, 3, 33]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      16|[2.0009804383103575, -0.233542491618915, -0.4338013345325781, 1.6502173985508668, 0.5877119382536191, 0.3044848004997764, 0.7680615150421192, -0.1808491129449419, -0.5803062289911314, -0.0269164985891773, 0.0314874502163901, 0.0187636647013503, 0.7897079102836205, -0.2670993229473664, 0.1165724913580344, -0.1198457737548153, -0.3320856120914918, 0.4520203595466877, -0.2409076442813945, 1.1335995560773597, -0.7979876520750088, 0.295450017633517]| 12.1460371017456055|      0.06250000|[388, 128, 3, 35]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[2.0009804383103575, -0.233542491618915, -0.4338013345325781, 1.6502173985508668, 0.5877119382536191, 0.3044848004997764, 0.7680615150421192, -0.1808491129449419, -0.5803062289911314, -0.0269164985891773, 0.0314874502163901, 0.0187636647013503, 0.7897079102836205, -0.2670993229473664, 0.1165724913580344, -0.1198457737548153, -0.3320856120914918, 0.4520203595466877, -0.2409076442813945, 1.1335995560773597, -0.7979876520750088, 0.295450017633517]| 12.1460371017456055|      0.03125000|[412, 136, 3, 37]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      18|[2.0009804383103575, -0.233542491618915, -0.4338013345325781, 1.6502173985508668, 0.5877119382536191, 0.3044848004997764, 0.7680615150421192, -0.1808491129449419, -0.5803062289911314, -0.0269164985891773, 0.0314874502163901, 0.0187636647013503, 0.7897079102836205, -0.2670993229473664, 0.1165724913580344, -0.1198457737548153, -0.3320856120914918, 0.4520203595466877, -0.2409076442813945, 1.1335995560773597, -0.7979876520750088, 0.295450017633517]| 12.1460371017456055|      0.01562500|[436, 144, 3, 39]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      19|[2.0056997556569707, -0.2311649530131352, -0.4353644581724202, 1.657267682597821, 0.5879139278771031, 0.3038989474821851, 0.7643987605005824, -0.18182078238806, -0.5829859516227802, -0.0244767030246161, 0.0301596235732245, 0.0203215015003786, 0.7883986771272266, -0.2716059128466005, 0.1126872180395557, -0.1148865572484607, -0.3320281323603022, 0.4506615962241171, -0.2405064906860949, 1.127999512446867, -0.8037452622634055, 0.2935096473592828]| 12.1458683013916016|      0.03125000|[460, 152, 3, 41]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[2.0056997556569707, -0.2311649530131352, -0.4353644581724202, 1.657267682597821, 0.5879139278771031, 0.3038989474821851, 0.7643987605005824, -0.18182078238806, -0.5829859516227802, -0.0244767030246161, 0.0301596235732245, 0.0203215015003786, 0.7883986771272266, -0.2716059128466005, 0.1126872180395557, -0.1148865572484607, -0.3320281323603022, 0.4506615962241171, -0.2405064906860949, 1.127999512446867, -0.8037452622634055, 0.2935096473592828]| 12.1458683013916016|      0.01562500|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      21|[2.01235549506999, -0.2329543240032033, -0.4352046485888061, 1.6650917418174989, 0.5877037544171314, 0.3001318762268668, 0.7636899553842017, -0.1765016433856457, -0.5793268247808918, -0.0244762562248285, 0.0306258557813807, 0.0221694426911425, 0.7861616904333897, -0.2729626135604357, 0.1174325638954546, -0.1121024056753581, -0.3335964234827203, 0.4550818005155835, -0.2384072085175697, 1.12957619421255, -0.8013468958790527, 0.2954041095319074]| 12.1457481384277344|      0.03125000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[2.01235549506999, -0.2329543240032033, -0.4352046485888061, 1.6650917418174989, 0.5877037544171314, 0.3001318762268668, 0.7636899553842017, -0.1765016433856457, -0.5793268247808918, -0.0244762562248285, 0.0306258557813807, 0.0221694426911425, 0.7861616904333897, -0.2729626135604357, 0.1174325638954546, -0.1121024056753581, -0.3335964234827203, 0.4550818005155835, -0.2384072085175697, 1.12957619421255, -0.8013468958790527, 0.2954041095319074]| 12.1457481384277344|      0.01562500|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      23|[2.01235549506999, -0.2329543240032033, -0.4352046485888061, 1.6650917418174989, 0.5877037544171314, 0.3001318762268668, 0.7636899553842017, -0.1765016433856457, -0.5793268247808918, -0.0244762562248285, 0.0306258557813807, 0.0221694426911425, 0.7861616904333897, -0.2729626135604357, 0.1174325638954546, -0.1121024056753581, -0.3335964234827203, 0.4550818005155835, -0.2384072085175697, 1.12957619421255, -0.8013468958790527, 0.2954041095319074]| 12.1457481384277344|      0.00781250|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      24|[2.0128886685270944, -0.233701814706241, -0.4354238236467984, 1.6701120279837942, 0.5895108185675046, 0.2989872293360821, 0.7634116717423793, -0.1775238081636468, -0.5822619243811284, -0.0244552129511734, 0.0284453266516893, 0.0215952994881306, 0.7838147560144675, -0.2740437456379676, 0.1192821445609438, -0.1113620460813442, -0.3321509277076722, 0.4544895326867766, -0.2386516434820944, 1.1286398826295443, -0.8025798529698406, 0.2954238572980836]| 12.1457214355468750|      0.01562500|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[2.0128886685270944, -0.233701814706241, -0.4354238236467984, 1.6701120279837942, 0.5895108185675046, 0.2989872293360821, 0.7634116717423793, -0.1775238081636468, -0.5822619243811284, -0.0244552129511734, 0.0284453266516893, 0.0215952994881306, 0.7838147560144675, -0.2740437456379676, 0.1192821445609438, -0.1113620460813442, -0.3321509277076722, 0.4544895326867766, -0.2386516434820944, 1.1286398826295443, -0.8025798529698406, 0.2954238572980836]| 12.1457214355468750|      0.00781250|[604, 200, 3, 53]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      26|[2.0128886685270944, -0.233701814706241, -0.4354238236467984, 1.6701120279837942, 0.5895108185675046, 0.2989872293360821, 0.7634116717423793, -0.1775238081636468, -0.5822619243811284, -0.0244552129511734, 0.0284453266516893, 0.0215952994881306, 0.7838147560144675, -0.2740437456379676, 0.1192821445609438, -0.1113620460813442, -0.3321509277076722, 0.4544895326867766, -0.2386516434820944, 1.1286398826295443, -0.8025798529698406, 0.2954238572980836]| 12.1457214355468750|      0.00390625|[628, 208, 4, 56]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      27|[2.012205185027119, -0.2335004863849851, -0.4354798520730104, 1.6732669066505053, 0.5893024857377728, 0.2986627931777369, 0.7633601465639933, -0.1771880490983113, -0.5831971270345248, -0.0248588663079045, 0.028797101988541, 0.0204582195149904, 0.7847255380956354, -0.2744218766562563, 0.1191458720593541, -0.1109513081805573, -0.3323011709683389, 0.4544451452680849, -0.238902373853411, 1.1286508214404871, -0.8030803190945788, 0.2961845429324928]| 12.1457118988037109|      0.00781250|[653, 216, 4, 58]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      28|[2.012205185027119, -0.2335004863849851, -0.4354798520730104, 1.6732669066505053, 0.5893024857377728, 0.2986627931777369, 0.7633601465639933, -0.1771880490983113, -0.5831971270345248, -0.0248588663079045, 0.028797101988541, 0.0204582195149904, 0.7847255380956354, -0.2744218766562563, 0.1191458720593541, -0.1109513081805573, -0.3323011709683389, 0.4544451452680849, -0.238902373853411, 1.1286508214404871, -0.8030803190945788, 0.2961845429324928]| 12.1457118988037109|      0.00390625|[677, 224, 5, 61]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      29|[2.012205185027119, -0.2335004863849851, -0.4354798520730104, 1.6732669066505053, 0.5893024857377728, 0.2986627931777369, 0.7633601465639933, -0.1771880490983113, -0.5831971270345248, -0.0248588663079045, 0.028797101988541, 0.0204582195149904, 0.7847255380956354, -0.2744218766562563, 0.1191458720593541, -0.1109513081805573, -0.3323011709683389, 0.4544451452680849, -0.238902373853411, 1.1286508214404871, -0.8030803190945788, 0.2961845429324928]| 12.1457118988037109|      0.00195312|[702, 232, 5, 63]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      30|[2.01210170001983, -0.2342235765544776, -0.4349776325576719, 1.6741879461493065, 0.5889231416571044, 0.2987043524446743, 0.7624661897048763, -0.177587901849914, -0.5831953826140136, -0.0252337599686147, 0.0285860310951027, 0.020728926253719, 0.7842237692249063, -0.2741662129325749, 0.118914639333849, -0.1114280987196098, -0.3322814228068338, 0.4543825697776916, -0.2392839669186224, 1.128608727361211, -0.8028610405534059, 0.2963253665887726]| 12.1457096598837158|      0.00390625|[726, 240, 6, 66]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      31|[2.01210170001983, -0.2342235765544776, -0.4349776325576719, 1.6741879461493065, 0.5889231416571044, 0.2987043524446743, 0.7624661897048763, -0.177587901849914, -0.5831953826140136, -0.0252337599686147, 0.0285860310951027, 0.020728926253719, 0.7842237692249063, -0.2741662129325749, 0.118914639333849, -0.1114280987196098, -0.3322814228068338, 0.4543825697776916, -0.2392839669186224, 1.128608727361211, -0.8028610405534059, 0.2963253665887726]| 12.1457096598837158|      0.00195312|[751, 248, 6, 68]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      32|[2.0109922697353015, -0.2338016585035674, -0.4346919975533738, 1.6750180964122876, 0.5887956241696911, 0.2986508138507789, 0.762684231883118, -0.1774365919083422, -0.582739834916444, -0.025651452293687, 0.0283590233864999, 0.0210019022479834, 0.7843132972232462, -0.2739640251096571, 0.1187912502331991, -0.1111349936030407, -0.332661902626149, 0.4542855965258728, -0.2395365230981697, 1.1284548061664499, -0.8022265099158981, 0.2968185217831997]| 12.1457071826237488|      0.00390625|[775, 256, 7, 71]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      33|[2.0109922697353015, -0.2338016585035674, -0.4346919975533738, 1.6750180964122876, 0.5887956241696911, 0.2986508138507789, 0.762684231883118, -0.1774365919083422, -0.582739834916444, -0.025651452293687, 0.0283590233864999, 0.0210019022479834, 0.7843132972232462, -0.2739640251096571, 0.1187912502331991, -0.1111349936030407, -0.332661902626149, 0.4542855965258728, -0.2395365230981697, 1.1284548061664499, -0.8022265099158981, 0.2968185217831997]| 12.1457071826237488|      0.00195312|[800, 264, 7, 73]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      34|[2.0107073631475023, -0.2342470086394257, -0.4342046221227341, 1.6757719485026574, 0.588880721974393, 0.298893774012909, 0.762171046851635, -0.1771940140446669, -0.5820315262814352, -0.0260939164902926, 0.0281329083932776, 0.0208862436602927, 0.7844199240920658, -0.2733180893616169, 0.1187451875675529, -0.111133371941905, -0.3323880370885714, 0.4542764895315954, -0.2404524037463879, 1.128190258782256, -0.8018918194559828, 0.2965899307053921]| 12.1457052230834961|      0.00390625|[824, 272, 7, 75]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      35|[2.0107073631475023, -0.2342470086394257, -0.4342046221227341, 1.6757719485026574, 0.588880721974393, 0.298893774012909, 0.762171046851635, -0.1771940140446669, -0.5820315262814352, -0.0260939164902926, 0.0281329083932776, 0.0208862436602927, 0.7844199240920658, -0.2733180893616169, 0.1187451875675529, -0.111133371941905, -0.3323880370885714, 0.4542764895315954, -0.2404524037463879, 1.128190258782256, -0.8018918194559828, 0.2965899307053921]| 12.1457052230834961|      0.00195312|[848, 280, 7, 77]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      36|[2.009839840073581, -0.2344861656823591, -0.4334018466401292, 1.6761435983452748, 0.5894399567288366, 0.2992917405166379, 0.7619829557711134, -0.1773659995997742, -0.5822707229835606, -0.0266263089441316, 0.0275979635035179, 0.0206781084729568, 0.7845389996161222, -0.2739411298014854, 0.1187687114035753, -0.1105427483322687, -0.3322193197781168, 0.4541234319315012, -0.2403056336894928, 1.1281000455271248, -0.8018190201570706, 0.2961686329142983]| 12.1457033157348633|      0.00390625|[872, 288, 7, 79]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      37|[2.009839840073581, -0.2344861656823591, -0.4334018466401292, 1.6761435983452748, 0.5894399567288366, 0.2992917405166379, 0.7619829557711134, -0.1773659995997742, -0.5822707229835606, -0.0266263089441316, 0.0275979635035179, 0.0206781084729568, 0.7845389996161222, -0.2739411298014854, 0.1187687114035753, -0.1105427483322687, -0.3322193197781168, 0.4541234319315012, -0.2403056336894928, 1.1281000455271248, -0.8018190201570706, 0.2961686329142983]| 12.1457033157348633|      0.00195312|[896, 296, 7, 81]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      38|[2.0088187994855478, -0.23497901022269, -0.433790884238584, 1.676862760087191, 0.5890249083958595, 0.2995128133266183, 0.7622738869461259, -0.1770946479001676, -0.5824942958131114, -0.0261239937998654, 0.0279883431915601, 0.0208841883869078, 0.7843480348037712, -0.2743518567521067, 0.1187678244437863, -0.1102734521608161, -0.3326159929363923, 0.4542739040974555, -0.2403075688528157, 1.1285186860642682, -0.8014011560669223, 0.2965888725141244]| 12.1457004547119141|      0.00390625|[920, 304, 7, 83]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      39|[2.0088187994855478, -0.23497901022269, -0.433790884238584, 1.676862760087191, 0.5890249083958595, 0.2995128133266183, 0.7622738869461259, -0.1770946479001676, -0.5824942958131114, -0.0261239937998654, 0.0279883431915601, 0.0208841883869078, 0.7843480348037712, -0.2743518567521067, 0.1187678244437863, -0.1102734521608161, -0.3326159929363923, 0.4542739040974555, -0.2403075688528157, 1.1285186860642682, -0.8014011560669223, 0.2965888725141244]| 12.1457004547119141|      0.00195312|[944, 312, 8, 86]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      40|[2.0076968403671023, -0.2354967072379105, -0.4342484085911112, 1.6777857136028527, 0.5887031629016657, 0.2996665719226163, 0.7626337792132271, -0.1764900962989117, -0.5822257966985016, -0.0259468692450874, 0.0278439575772516, 0.0209131581130846, 0.784076400060052, -0.2748233657413344, 0.1189104007752798, -0.1103488955022414, -0.3326496775055923, 0.4542344035301745, -0.2402386338819986, 1.1288201723715905, -0.801177986770087, 0.2964933035854613]| 12.1456975936889648|      0.00390625|[969, 320, 8, 88]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      41|[2.0076968403671023, -0.2354967072379105, -0.4342484085911112, 1.6777857136028527, 0.5887031629016657, 0.2996665719226163, 0.7626337792132271, -0.1764900962989117, -0.5822257966985016, -0.0259468692450874, 0.0278439575772516, 0.0209131581130846, 0.784076400060052, -0.2748233657413344, 0.1189104007752798, -0.1103488955022414, -0.3326496775055923, 0.4542344035301745, -0.2402386338819986, 1.1288201723715905, -0.801177986770087, 0.2964933035854613]| 12.1456975936889648|      0.00195312|[993, 328, 8, 90]                                                          |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      42|[2.007400497315569, -0.2365405105051065, -0.4342527299397876, 1.678457440566752, 0.5886752669137459, 0.2993597226965791, 0.7629710826100359, -0.1764100399485578, -0.582895784075729, -0.0261525817666833, 0.0276292893937624, 0.0210438475980193, 0.7841977310372099, -0.2750616566331122, 0.11841208450101, -0.1110407966470546, -0.3326912023686117, 0.4546748273839821, -0.2397089297550505, 1.128714761636068, -0.8008425413706728, 0.2966280916994031]| 12.1456956863403320|      0.00390625|[1017, 336, 8, 92]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      43|[2.007400497315569, -0.2365405105051065, -0.4342527299397876, 1.678457440566752, 0.5886752669137459, 0.2993597226965791, 0.7629710826100359, -0.1764100399485578, -0.582895784075729, -0.0261525817666833, 0.0276292893937624, 0.0210438475980193, 0.7841977310372099, -0.2750616566331122, 0.11841208450101, -0.1110407966470546, -0.3326912023686117, 0.4546748273839821, -0.2397089297550505, 1.128714761636068, -0.8008425413706728, 0.2966280916994031]| 12.1456956863403320|      0.00195312|[1041, 344, 8, 94]                                                         |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
      44|[2.006921179487739, -0.2366112053876911, -0.4340663388965281, 1.6792456327147531, 0.5885527136729353, 0.29929505724774, 0.7628629484522979, -0.1759985416015779, -0.5834802418647396, -0.0266511630766413, 0.0276367722893728, 0.0207356423570648, 0.7841053078691321, -0.2740155078218416, 0.1179605346093039, -0.1107383812313751, -0.332591624357755, 0.4547999075609849, -0.239658227320735, 1.1282181302947107, -0.8006940530252423, 0.2972140738900649]| 12.1456937789916992|      0.00390625|[1065, 352, 8, 96]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      45|[2.006921179487739, -0.2366112053876911, -0.4340663388965281, 1.6792456327147531, 0.5885527136729353, 0.29929505724774, 0.7628629484522979, -0.1759985416015779, -0.5834802418647396, -0.0266511630766413, 0.0276367722893728, 0.0207356423570648, 0.7841053078691321, -0.2740155078218416, 0.1179605346093039, -0.1107383812313751, -0.332591624357755, 0.4547999075609849, -0.239658227320735, 1.1282181302947107, -0.8006940530252423, 0.2972140738900649]| 12.1456937789916992|      0.00195312|[1089, 360, 8, 98]                                                         |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
