k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      14|[40.3829515320468, 150.05448734222657, -100.84573645372052, 2.1451132710722387, 1.261748821131532]|58461.6132812500000000|      1.00000000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[39.38723874691172, 149.9876407919716, -100.90892975746053, 2.146644276633207, 1.2521649481176491]|55761.1328125000000000|      2.00000000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[39.38723874691172, 149.9876407919716, -100.90892975746053, 2.146644276633207, 1.2521649481176491]|55761.1328125000000000|      1.00000000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[38.39171313577761, 149.92125107393994, -100.97599940551778, 2.147658141182873, 1.2474961898376216]|53126.5390625000000000|      2.00000000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      4.00000000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      2.00000000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      1.00000000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      0.50000000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      0.25000000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[36.88196915153792, 150.53964657468887, -100.48985587095467, 2.015101576142496, 0.2061733160022532]|48592.5820312500000000|      0.12500000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[36.848911874807534, 150.54218719437782, -100.48773241777901, 2.0150373063161546, 0.085669172825486]|46291.0898437500000000|      0.25000000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[36.848911874807534, 150.54218719437782, -100.48773241777901, 2.0150373063161546, 0.085669172825486]|46291.0898437500000000|      0.12500000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
