k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      31|[10.63266094947562, 3.0646645726030646, 0.5040576390007221, 40.65241003122263, -0.6920107263196774, -1.3279875959655374, 26.252867694801356, -0.5646407122318212, 1.2694138195314166]|839.7642211914062500|      0.12500000|[821, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      32|[10.63266094947562, 3.0646645726030646, 0.5040576390007221, 40.65241003122263, -0.6920107263196774, -1.3279875959655374, 26.252867694801356, -0.5646407122318212, 1.2694138195314166]|839.7642211914062500|      0.06250000|[848, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      33|[10.632312098037321, 3.063151889350536, 0.5004893486369162, 40.66079577445248, -0.711079399263616, -1.323433565036224, 26.31005832207916, -0.5549130284387729, 1.2778421966266538]|838.3886718750000000|      0.12500000|[874, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      34|[10.632312098037321, 3.063151889350536, 0.5004893486369162, 40.66079577445248, -0.711079399263616, -1.323433565036224, 26.31005832207916, -0.5549130284387729, 1.2778421966266538]|838.3886718750000000|      0.06250000|[901, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[10.628649110529052, 3.078340177385692, 0.4761657915965483, 40.67735083958921, -0.7141916012936208, -1.317234121586092, 26.312259176213033, -0.5029829753876458, 1.284679575577656]|837.8648071289062500|      0.12500000|[927, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      36|[10.628649110529052, 3.078340177385692, 0.4761657915965483, 40.67735083958921, -0.7141916012936208, -1.317234121586092, 26.312259176213033, -0.5029829753876458, 1.284679575577656]|837.8648071289062500|      0.06250000|[953, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      37|[10.610451939041225, 3.045513879630275, 0.4736924052548565, 40.71588134281474, -0.732405977521496, -1.2965170682678349, 26.322730260217504, -0.4985619975636886, 1.273877660840138]|837.1843872070312500|      0.12500000|[980, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      38|[10.610451939041225, 3.045513879630275, 0.4736924052548565, 40.71588134281474, -0.732405977521496, -1.2965170682678349, 26.322730260217504, -0.4985619975636886, 1.273877660840138]|837.1843872070312500|      0.06250000|[1006, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      39|[10.600981087619175, 3.0719347575667366, 0.4904231717893255, 40.74900925611135, -0.7566302909653084, -1.287128763155665, 26.349877119490113, -0.504236156644772, 1.291111560858473]|836.1074218750000000|      0.12500000|[1032, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      40|[10.600972313733672, 3.0728916076308272, 0.4451013409993402, 40.80561488092993, -0.7922527290216196, -1.2607791779812545, 26.432760180235917, -0.4899024359030538, 1.3275464783536748]|835.2363281250000000|      0.25000000|[1059, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      41|[10.600972313733672, 3.0728916076308272, 0.4451013409993402, 40.80561488092993, -0.7922527290216196, -1.2607791779812545, 26.432760180235917, -0.4899024359030538, 1.3275464783536748]|835.2363281250000000|      0.12500000|[1085, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      42|[10.600972313733672, 3.0728916076308272, 0.4451013409993402, 40.80561488092993, -0.7922527290216196, -1.2607791779812545, 26.432760180235917, -0.4899024359030538, 1.3275464783536748]|835.2363281250000000|      0.06250000|[1111, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      43|[10.605295976038636, 3.074302680339816, 0.4650298993842317, 40.828841614214426, -0.8019524860395667, -1.2780989153393603, 26.418599850534093, -0.4421798618787083, 1.336316805746603]|833.6518554687500000|      0.12500000|[1137, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      44|[10.605295976038636, 3.074302680339816, 0.4650298993842317, 40.828841614214426, -0.8019524860395667, -1.2780989153393603, 26.418599850534093, -0.4421798618787083, 1.336316805746603]|833.6518554687500000|      0.06250000|[1163, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      45|[10.6253563012162, 3.0707729721729047, 0.5010773539089104, 40.84425921014721, -0.8178163729503062, -1.2755490954116668, 26.447269173662395, -0.4166123886010111, 1.351164802377476]|832.7364501953125000|      0.12500000|[1190, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
